 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	1299.344	1299.344	1259.536	1275.361	1219.950	1242.275	1228.618	1212.511	1221.487	1241.644
2	1270.992	1270.992	1235.394	1263.381	1210.492	1235.238	1220.929	1214.979	1235.578	1227.590
3	1264.344	1264.344	1215.309	1237.638	1206.166	1210.526	1205.786	1220.498	1238.294	1254.480
4	1242.792	1242.792	1214.466	1227.185	1220.709	1223.329	1201.564	1228.456	1246.231	1231.826
5	1234.999	1234.999	1216.878	1210.587	1233.280	1215.856	1204.870	1212.479	1234.055	1225.472
6	1225.268	1225.268	1212.307	1200.786	1218.751	1206.600	1185.455	1210.477	1209.365	1221.145
7	1224.403	1224.403	1201.929	1195.482	1213.088	1213.004	1190.891	1195.465	1215.123	1233.751
8	1231.914	1231.914	1227.362	1201.660	1221.982	1207.123	1209.419	1178.067	1200.697	1219.728
9	1223.336	1223.336	1226.931	1204.107	1199.783	1195.980	1176.355	1185.010	1182.587	1201.288
10	1198.868	1198.868	1194.525	1194.998	1209.175	1210.024	1196.208	1187.855	1180.779	1194.185
11	1189.940	1189.940	1185.725	1205.240	1205.183	1177.622	1178.113	1176.788	1163.941	1191.635
12	1203.920	1203.920	1204.439	1194.261	1178.969	1190.655	1159.683	1162.627	1160.685	1166.203
13	1178.845	1178.845	1169.276	1176.554	1170.652	1180.786	1169.713	1157.303	1154.898	1162.812
14	1190.701	1190.701	1156.566	1208.884	1173.060	1184.969	1182.715	1162.871	1155.622	1181.053
15	1187.179	1187.179	1163.402	1191.743	1168.266	1166.461	1165.857	1168.606	1161.566	1157.809
16	1180.963	1180.963	1167.911	1192.971	1162.298	1167.477	1163.947	1139.030	1146.653	1153.559
17	1168.222	1168.222	1153.831	1166.590	1158.762	1159.920	1169.651	1137.365	1141.071	1149.132
