 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15	Profile_Slice_16
203	172.521	172.521	171.728	172.552	163.799	175.408	170.130	175.311	173.326	177.543	177.087	175.721	179.115	178.541	179.148	183.429
204	180.247	180.247	172.194	168.655	170.716	172.358	169.237	178.147	176.555	177.674	171.974	178.680	176.496	182.770	183.858	183.726
205	174.644	174.644	169.965	172.096	168.717	177.245	168.294	178.549	178.033	181.364	176.612	184.697	178.987	179.432	181.979	186.129
206	180.619	180.619	172.115	170.934	168.969	171.231	169.524	177.789	177.386	180.005	179.525	179.099	177.230	179.979	181.513	187.049
207	176.353	176.353	178.057	172.470	169.732	178.929	169.820	174.832	179.978	175.652	183.306	180.816	180.861	174.427	179.744	184.773
208	179.125	179.125	171.874	170.421	165.027	173.356	171.378	173.743	174.460	175.512	176.996	178.332	180.125	177.807	182.149	182.378
209	179.975	179.975	173.439	174.634	166.901	174.294	171.612	172.539	177.801	176.466	176.813	181.101	175.185	186.025	182.542	183.387
210	176.893	176.893	176.659	175.180	169.586	170.676	173.950	177.816	178.308	173.388	177.434	179.809	178.083	183.167	186.813	179.748
211	177.538	177.538	178.522	171.150	169.763	176.778	169.277	175.874	170.533	176.616	179.392	181.799	179.290	181.374	186.145	177.645
212	173.125	173.125	173.027	175.042	169.469	174.894	168.957	170.214	167.069	177.610	178.490	174.467	176.145	178.352	183.229	186.998
213	177.038	177.038	173.995	170.185	167.190	174.756	165.895	177.925	174.419	184.408	179.819	172.236	176.223	180.911	186.799	185.552
214	178.770	178.770	177.401	169.882	162.868	177.573	168.266	175.487	180.786	183.009	180.107	178.459	175.368	181.405	183.042	181.858
215	175.227	175.227	172.914	165.934	165.873	177.350	167.526	175.491	179.046	173.714	177.905	180.197	177.788	178.624	184.178	183.097
216	175.552	175.552	171.224	169.260	168.445	172.834	170.787	177.918	172.487	177.613	179.293	176.479	180.727	179.837	180.257	179.313
217	178.415	178.415	171.889	170.992	168.492	177.133	167.487	181.398	170.032	172.707	174.703	181.495	176.353	182.081	180.146	179.392
218	177.845	177.845	167.546	175.830	165.330	176.154	164.472	176.742	175.237	175.436	178.894	181.457	174.190	183.979	179.214	181.861
219	178.559	178.559	172.143	170.220	166.664	170.899	170.137	173.990	179.605	177.901	177.216	179.163	170.855	178.796	181.512	180.945
220	180.956	180.956	173.556	173.658	168.650	174.180	173.066	178.236	177.426	174.312	178.226	177.619	181.648	178.310	177.857	182.240
221	174.945	174.945	170.640	172.320	166.361	173.144	170.385	177.135	173.578	178.430	175.369	176.105	179.596	183.502	176.745	183.120
222	178.531	178.531	169.235	172.926	170.237	177.604	171.722	176.017	169.436	176.974	178.760	178.648	178.232	183.970	178.912	180.270
223	176.769	176.769	174.635	171.801	163.221	179.213	171.998	176.091	177.204	177.236	182.466	184.595	178.962	176.062	179.030	182.104
224	176.221	176.221	174.792	176.714	164.484	176.582	172.943	176.505	173.997	180.983	177.207	176.302	173.018	179.987	179.103	182.086
225	175.595	175.595	170.736	168.408	164.481	172.056	171.524	176.714	172.231	176.492	178.013	171.698	171.094	176.189	181.627	180.525
226	177.670	177.670	171.251	172.379	171.029	170.879	167.417	174.635	174.287	182.513	173.391	175.063	175.787	181.937	181.339	181.551
227	179.424	179.424	171.328	170.954	166.684	172.339	171.452	175.641	175.008	179.906	178.709	175.225	177.412	180.805	185.105	183.039
228	176.661	176.661	172.655	167.294	164.825	169.437	167.366	173.871	170.150	181.607	174.828	168.611	174.199	179.875	177.037	178.927
229	174.447	174.447	171.880	176.501	165.456	171.496	169.485	170.191	174.898	175.101	181.095	179.044	174.134	181.846	179.603	183.987
230	170.687	170.687	173.598	176.358	164.743	176.255	171.749	173.867	175.666	181.597	173.387	174.137	184.065	176.702	180.850	189.903
231	176.439	176.439	173.779	172.092	163.403	175.103	172.925	172.501	177.343	177.603	175.299	172.834	180.374	179.981	182.908	183.895
232	182.056	182.056	178.886	167.879	163.954	176.058	168.067	173.988	177.308	176.851	176.498	173.601	176.828	181.432	179.796	180.865
233	181.372	181.372	175.204	167.641	164.277	174.412	176.724	176.332	180.411	178.369	175.797	178.903	177.189	180.398	184.120	183.814
234	178.374	178.374	175.368	170.526	163.858	172.861	173.183	177.917	182.154	173.202	174.654	174.997	172.887	179.816	183.031	185.584
235	173.097	173.097	172.504	175.432	166.050	174.696	170.493	178.153	174.109	178.455	177.582	179.124	173.143	180.633	178.415	185.372
236	172.637	172.637	174.860	170.909	167.372	170.834	170.214	172.352	170.500	175.038	175.817	176.233	180.868	182.036	178.007	184.191
237	172.504	172.504	173.849	167.494	164.580	169.261	169.442	171.926	174.022	177.846	180.591	175.460	177.814	181.500	180.703	178.939
238	170.831	170.831	173.149	172.512	161.152	171.277	171.937	177.744	174.675	175.025	178.366	177.052	178.466	184.070	178.398	177.553
239	174.291	174.291	172.040	173.752	167.426	171.656	170.978	176.117	174.607	177.887	175.735	177.516	173.022	179.908	176.766	181.524
240	176.713	176.713	173.819	170.472	166.169	173.774	171.006	178.436	172.809	181.255	180.280	174.689	173.014	178.788	180.652	180.385
241	175.375	175.375	170.216	168.467	165.584	172.173	171.403	170.825	172.886	179.154	179.089	176.493	177.076	178.450	177.670	181.172
242	169.090	169.090	169.954	168.576	165.466	172.924	168.398	172.323	172.266	179.206	177.853	178.255	176.738	181.242	183.380	179.027
243	171.502	171.502	170.093	175.957	167.554	169.036	166.948	171.263	178.849	175.679	177.075	175.096	173.558	183.895	180.303	180.252
244	173.844	173.844	172.133	172.633	162.192	174.414	164.983	175.471	173.057	174.561	173.814	178.622	173.684	175.776	182.674	180.819
245	172.843	172.843	175.499	170.844	164.514	176.652	165.550	175.091	174.681	182.026	176.570	176.527	174.947	178.888	181.336	180.004
246	171.285	171.285	173.959	168.962	162.422	176.782	166.617	177.334	174.747	175.261	178.200	177.255	173.449	176.950	180.059	175.161
247	170.303	170.303	175.633	172.229	163.022	173.337	170.013	171.608	176.232	175.150	178.562	177.300	174.948	177.371	175.398	174.411
248	173.464	173.464	172.108	170.623	164.959	171.958	172.892	172.331	168.741	177.146	173.862	177.181	175.251	178.177	180.620	182.173
249	174.090	174.090	171.508	166.412	165.280	169.302	170.820	171.665	176.794	174.556	177.629	173.967	174.404	176.756	176.290	177.992
250	173.588	173.588	173.378	168.891	162.993	167.677	166.631	171.395	173.825	179.074	172.207	174.285	174.123	171.287	181.646	172.756
251	169.387	169.387	170.825	168.682	161.247	172.956	163.735	175.366	181.564	179.265	176.048	170.571	177.050	176.302	176.844	175.793
252	171.063	171.063	171.337	167.538	163.782	172.596	166.620	176.379	171.065	172.934	171.361	174.342	174.824	173.446	180.009	178.568
253	170.154	170.154	173.129	167.609	169.253	175.818	174.084	173.729	169.959	172.565	171.495	173.617	174.958	176.274	181.369	177.927
254	174.364	174.364	168.906	171.286	165.418	170.711	169.059	172.398	172.011	167.540	175.414	172.275	174.820	181.229	174.456	177.008
255	176.150	176.150	171.497	166.463	163.715	169.073	161.544	174.156	176.291	173.615	175.657	175.275	173.184	176.222	175.345	180.857
256	173.297	173.297	176.725	165.359	169.048	173.800	166.826	171.429	175.003	174.996	176.240	171.223	175.736	179.424	179.291	183.743
257	169.940	169.940	171.898	169.989	164.832	173.131	166.785	176.462	179.180	172.877	179.807	171.289	174.243	179.145	178.967	178.539
258	172.020	172.020	169.349	171.090	163.556	169.703	165.577	175.329	174.316	173.583	179.251	169.604	176.853	178.934	176.425	178.621
259	179.037	179.037	171.061	172.145	163.267	168.307	167.117	173.114	178.738	174.645	174.338	173.522	174.285	179.783	173.951	173.026
260	176.108	176.108	169.215	169.884	162.291	172.015	167.231	173.110	176.702	175.020	171.753	174.955	176.098	182.980	174.969	174.960
261	171.427	171.427	169.468	167.775	164.135	172.622	166.469	171.253	170.943	175.493	174.349	174.024	173.817	179.952	176.282	172.457
262	172.662	172.662	173.255	166.891	162.015	173.649	168.777	171.595	172.071	175.275	174.413	174.880	172.250	175.720	177.691	172.499
263	172.514	172.514	170.996	174.944	165.309	173.236	166.196	175.260	176.100	175.351	176.572	177.572	172.230	173.033	175.446	173.607
264	173.856	173.856	169.420	167.676	161.703	172.136	168.520	171.243	176.283	169.576	173.474	173.238	171.149	170.588	174.003	179.318
265	170.856	170.856	173.267	168.573	163.330	172.391	170.003	168.976	171.058	172.220	171.906	178.041	168.591	171.774	176.738	184.131
266	176.768	176.768	171.653	167.845	167.835	170.985	171.589	169.170	176.193	173.703	172.757	175.242	172.084	174.790	179.682	177.241
267	178.820	178.820	173.751	168.173	167.126	175.523	168.623	172.874	173.230	172.630	173.307	172.633	170.532	177.495	173.619	180.060
268	173.095	173.095	174.039	169.638	162.809	170.760	169.933	172.214	168.861	172.287	170.060	171.031	176.919	174.942	173.984	175.628
269	169.684	169.684	169.313	165.183	162.408	177.737	168.023	172.167	171.149	172.327	170.664	172.725	170.927	178.388	178.430	177.689
270	175.132	175.132	165.957	165.375	161.531	173.459	166.129	168.307	173.650	173.855	169.778	173.303	172.724	172.701	178.396	179.672
271	172.374	172.374	170.427	174.028	162.274	173.010	166.722	173.229	171.069	180.372	169.823	174.245	170.062	174.475	180.014	177.791
272	172.238	172.238	173.495	170.014	168.040	172.701	164.557	171.160	175.105	172.734	174.348	173.919	170.345	176.294	174.654	179.497
273	167.675	167.675	166.547	169.666	165.959	169.093	165.456	170.238	171.062	173.913	176.246	169.507	174.153	173.485	175.518	180.248
274	175.039	175.039	171.533	172.712	162.136	171.787	163.632	171.197	171.768	179.418	178.779	171.853	173.169	177.486	176.566	176.936
275	173.300	173.300	174.865	172.668	163.000	178.067	164.161	171.787	177.319	178.016	168.379	176.331	175.083	172.429	179.255	176.190
276	172.668	172.668	174.941	170.565	159.975	170.638	167.771	171.547	173.939	177.418	174.769	173.217	175.977	172.348	179.126	173.724
277	172.943	172.943	168.776	168.404	162.745	174.421	164.123	174.113	171.296	175.810	172.599	177.385	171.143	175.672	178.509	179.121
278	174.131	174.131	173.716	167.936	161.309	173.781	167.260	170.886	177.856	175.942	172.838	174.515	172.945	175.623	177.937	175.999
279	172.007	172.007	175.457	170.074	164.136	169.674	166.569	171.094	175.089	173.113	172.820	172.105	177.972	175.962	176.893	179.584
280	172.809	172.809	171.676	170.241	164.235	166.683	169.387	173.144	170.919	176.809	175.805	168.152	172.786	177.703	173.088	178.069
281	173.774	173.774	175.930	170.744	162.661	173.396	168.521	171.819	172.154	176.152	178.769	175.801	173.730	172.384	174.708	181.030
282	170.307	170.307	172.018	166.308	165.416	170.474	165.851	172.493	171.612	176.552	177.561	174.008	171.339	168.980	180.945	177.373
283	174.430	174.430	169.847	167.756	160.986	174.942	164.609	176.174	173.545	169.359	171.054	177.229	167.365	172.517	177.998	178.262
284	168.257	168.257	167.826	165.199	162.925	165.338	164.970	169.317	177.191	169.932	174.073	178.742	166.951	173.645	175.585	178.254
285	175.779	175.779	169.785	164.662	164.426	172.196	164.679	170.836	177.149	172.568	176.570	178.280	174.907	180.174	179.091	177.296
286	173.570	173.570	170.626	167.018	160.983	175.034	169.526	180.810	173.953	176.653	174.303	172.791	172.669	173.039	179.702	178.333
287	168.174	168.174	171.513	161.615	164.158	171.003	169.401	170.191	174.382	177.859	169.356	170.999	170.634	173.971	177.247	174.606
288	169.492	169.492	170.321	168.571	164.241	176.524	169.919	168.097	174.627	173.230	173.523	175.229	172.876	175.322	175.791	178.020
289	171.435	171.435	169.774	172.920	162.565	178.317	170.879	171.600	173.656	173.419	174.434	175.159	168.363	175.862	177.584	177.316
290	171.162	171.162	173.465	174.633	160.412	174.844	165.242	171.819	177.672	173.993	171.237	177.145	171.599	175.820	179.542	177.387
291	169.175	169.175	173.638	168.542	163.408	172.909	170.368	170.168	168.404	170.625	169.694	174.388	176.408	178.676	177.654	175.951
292	166.997	166.997	170.870	165.215	162.069	169.020	170.007	171.093	169.467	176.175	178.745	171.519	172.309	179.883	176.755	175.999
293	175.552	175.552	169.873	168.320	161.726	166.300	166.842	171.582	170.879	172.752	171.271	174.754	168.651	177.010	175.071	179.784
294	170.032	170.032	171.772	169.828	159.611	172.279	165.864	164.193	172.309	177.002	177.134	175.777	172.340	175.489	175.597	181.082
295	174.870	174.870	169.518	169.060	160.394	172.368	168.009	173.409	172.670	174.310	171.881	174.749	172.429	177.645	173.389	175.919
296	176.301	176.301	167.802	170.587	160.475	176.586	164.641	172.479	173.026	177.673	174.389	174.888	175.852	175.253	176.142	177.446
297	167.798	167.798	166.438	169.223	161.805	170.970	165.543	166.872	170.818	177.067	176.604	175.793	172.273	170.703	177.609	176.009
298	170.874	170.874	171.059	168.423	160.090	173.410	160.515	172.493	173.279	174.162	177.112	174.040	171.076	173.684	180.392	173.182
299	168.751	168.751	172.455	168.150	165.327	170.318	166.922	167.444	170.681	174.650	177.617	171.652	173.761	176.496	183.592	178.527
300	170.813	170.813	174.688	166.643	164.243	171.071	167.163	169.971	172.895	175.783	176.418	176.394	175.859	174.401	177.415	179.716
301	175.524	175.524	170.258	172.032	165.420	170.394	165.124	169.641	176.328	177.047	173.889	176.513	174.571	173.821	172.456	176.363
302	174.276	174.276	173.111	170.411	164.494	172.488	168.729	170.775	173.410	174.432	174.118	175.269	175.001	175.938	177.636	173.479
303	176.105	176.105	169.355	166.182	158.987	172.214	171.511	176.490	173.723	178.368	173.355	170.096	176.004	175.071	177.451	177.628
304	174.804	174.804	177.720	171.415	168.310	170.000	175.037	171.406	169.568	181.123	174.102	171.129	175.415	172.900	176.162	178.363
305	175.318	175.318	171.649	174.519	167.092	172.249	172.090	176.106	170.209	175.026	174.111	171.008	183.068	173.662	179.488	175.852
306	175.900	175.900	173.988	165.006	164.165	174.285	169.588	176.650	174.666	174.658	178.095	170.468	177.397	175.465	182.006	175.811
307	176.290	176.290	171.617	165.762	162.661	175.981	161.146	176.248	175.383	171.651	174.474	173.677	176.318	177.650	174.478	176.757
308	173.651	173.651	173.306	165.577	163.188	169.413	163.765	175.252	171.030	180.103	174.118	175.338	177.591	174.160	177.830	175.981
309	175.428	175.428	170.638	170.244	162.560	170.897	169.464	175.287	168.702	175.728	169.225	175.550	173.923	172.483	182.167	174.734
310	170.267	170.267	170.487	169.080	165.195	169.936	162.275	173.491	167.466	174.736	170.804	176.856	175.024	177.435	178.474	178.681
311	169.494	169.494	166.948	170.679	164.572	170.469	162.123	171.893	173.646	171.384	175.703	172.155	173.310	176.881	171.836	177.199
312	174.895	174.895	167.582	165.093	157.861	170.179	163.392	173.444	170.370	171.978	170.980	174.936	174.018	177.897	170.012	172.980
313	169.079	169.079	170.360	168.586	164.276	175.503	163.172	172.717	175.468	173.358	176.371	172.934	172.135	173.723	175.710	173.913
314	171.028	171.028	170.424	169.475	163.884	171.633	166.855	169.874	178.104	175.043	174.436	173.765	170.360	174.695	175.204	168.114
315	170.619	170.619	171.966	171.310	164.812	169.514	168.203	172.954	173.871	173.390	175.290	171.546	167.486	175.044	180.739	173.294
316	173.629	173.629	175.390	166.369	162.713	173.364	171.516	176.604	174.560	172.206	174.240	172.379	172.499	171.336	180.509	175.690
317	174.139	174.139	171.712	173.987	164.374	172.070	167.001	174.248	171.648	178.639	172.119	172.889	174.549	176.001	179.215	174.223
318	170.313	170.313	168.063	168.536	160.752	180.014	166.054	173.482	172.455	171.505	174.283	174.057	172.665	174.798	180.000	176.703
319	172.418	172.418	170.275	169.294	162.907	174.066	167.567	175.018	171.175	172.043	172.890	168.586	174.100	172.427	176.014	177.606
320	167.569	167.569	167.554	170.192	168.468	175.915	168.073	172.874	168.271	176.666	173.633	166.981	174.629	173.277	175.265	171.091
321	171.848	171.848	168.517	170.472	163.750	171.772	168.268	172.180	169.821	173.977	175.607	173.298	175.680	175.893	172.347	173.134
322	175.744	175.744	169.094	168.846	162.600	168.845	165.670	176.067	167.065	171.200	177.150	170.378	174.923	173.275	170.310	172.643
323	177.778	177.778	170.328	163.885	167.497	171.403	162.796	172.734	172.687	171.215	171.421	175.763	172.632	178.012	178.397	174.920
324	172.646	172.646	170.759	168.269	161.987	167.407	169.415	171.308	168.265	174.787	172.981	175.044	178.630	174.405	176.408	176.201
325	173.868	173.868	170.594	169.573	165.444	173.114	166.521	175.110	172.891	174.602	172.940	169.645	174.570	175.979	171.800	179.018
326	173.493	173.493	170.659	167.065	163.565	176.597	164.538	173.550	174.738	172.330	169.837	169.273	174.126	175.222	173.472	176.590
327	170.403	170.403	170.680	166.853	164.428	173.859	167.689	169.919	174.114	175.179	174.941	173.649	173.907	173.097	177.219	179.675
328	169.696	169.696	171.494	167.264	165.419	171.895	164.268	171.837	170.015	172.756	176.765	170.831	172.446	172.469	171.319	176.354
329	169.535	169.535	169.309	170.461	161.768	170.710	162.708	175.735	169.744	177.568	177.776	174.496	173.917	172.209	176.928	172.180
330	174.346	174.346	171.333	167.307	159.806	170.570	166.048	175.415	171.228	173.687	172.716	178.638	171.563	172.092	178.998	178.261
331	171.238	171.238	167.111	164.650	162.200	171.118	168.683	172.707	171.020	174.180	169.620	170.863	174.301	172.781	173.474	171.644
332	170.017	170.017	169.268	166.251	164.548	174.203	167.518	171.293	170.543	174.934	170.526	173.727	176.544	172.832	179.359	176.961
333	168.752	168.752	171.593	166.005	163.442	168.955	167.191	169.820	175.248	177.118	173.508	173.905	174.009	173.440	175.783	173.510
334	170.910	170.910	172.836	168.473	162.912	170.672	165.608	172.031	172.451	178.691	174.346	170.908	172.878	172.985	175.755	173.758
