 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3
1	373.401	373.401	379.261
2	357.440	357.440	384.092
3	351.914	351.914	360.728
4	357.470	357.470	352.582
5	369.719	369.719	355.481
6	359.945	359.945	360.430
7	365.680	365.680	355.581
8	367.633	367.633	351.258
9	352.332	352.332	352.077
10	346.284	346.284	355.835
11	345.937	345.937	351.511
12	340.784	340.784	352.232
13	347.908	347.908	353.068
14	343.661	343.661	349.647
15	342.485	342.485	358.217
16	340.825	340.825	356.393
17	343.528	343.528	353.661
18	340.802	340.802	354.506
19	329.990	329.990	358.085
20	340.907	340.907	333.934
21	339.521	339.521	360.287
22	335.372	335.372	347.156
23	335.021	335.021	348.349
24	340.350	340.350	346.858
25	326.712	326.712	348.698
26	318.536	318.536	341.747
27	329.588	329.588	340.841
28	338.592	338.592	344.043
29	335.428	335.428	344.878
30	337.315	337.315	340.024
31	330.129	330.129	348.248
32	337.207	337.207	341.243
33	328.847	328.847	336.366
34	331.473	331.473	344.340
35	339.053	339.053	350.752
36	329.986	329.986	333.763
37	318.684	318.684	339.452
38	326.373	326.373	346.924
39	341.638	341.638	347.998
40	323.966	323.966	336.797
41	328.284	328.284	350.472
42	340.172	340.172	350.125
43	336.716	336.716	340.540
44	333.256	333.256	352.178
45	340.127	340.127	350.402
46	340.495	340.495	342.726
47	337.770	337.770	333.671
48	332.346	332.346	337.931
49	328.698	328.698	347.092
50	336.948	336.948	338.212
51	339.754	339.754	347.662
52	336.453	336.453	341.548
53	335.906	335.906	347.895
54	343.258	343.258	357.086
55	345.033	345.033	351.383
56	340.142	340.142	348.789
57	338.463	338.463	352.638
58	329.056	329.056	348.126
59	329.928	329.928	353.424
60	327.408	327.408	353.699
61	340.161	340.161	350.481
62	341.044	341.044	353.223
63	352.273	352.273	353.516
64	353.025	353.025	366.917
65	358.849	358.849	360.875
66	356.838	356.838	366.575
67	343.578	343.578	357.020
68	348.688	348.688	356.723
69	349.029	349.029	365.086
70	344.188	344.188	365.012
71	355.875	355.875	359.317
72	367.296	367.296	366.778
73	358.376	358.376	375.015
74	356.255	356.255	361.043
75	357.248	357.248	381.411
76	373.304	373.304	378.582
77	361.183	361.183	371.032
78	372.005	372.005	366.204
79	362.735	362.735	369.487
80	374.797	374.797	379.539
81	377.751	377.751	401.426
82	393.544	393.544	394.404
83	389.857	389.857	398.552
84	393.264	393.264	395.913
85	382.173	382.173	397.671
86	391.055	391.055	408.088
87	390.360	390.360	409.333
88	404.503	404.503	395.911
89	407.460	407.460	414.667
90	390.797	390.797	415.880
91	391.210	391.210	429.532
92	395.281	395.281	416.761
93	390.511	390.511	419.837
94	393.225	393.225	420.608
95	402.158	402.158	430.915
96	415.339	415.339	422.718
97	422.986	422.986	431.058
98	427.934	427.934	430.126
99	423.310	423.310	419.913
100	425.991	425.991	405.907
101	429.910	429.910	404.619
102	436.676	436.676	419.905
103	427.126	427.126	413.714
104	425.296	425.296	404.457
105	427.070	427.070	386.493
106	428.762	428.762	383.728
107	430.740	430.740	392.484
108	419.263	419.263	400.839
109	418.798	418.798	390.225
110	399.059	399.059	384.935
111	400.874	400.874	383.431
112	389.613	389.613	370.100
113	393.414	393.414	375.934
114	384.622	384.622	379.983
115	395.049	395.049	387.026
116	382.716	382.716	389.130
117	380.453	380.453	384.157
118	384.232	384.232	382.056
119	378.819	378.819	384.057
120	385.963	385.963	388.781
121	399.628	399.628	383.850
122	392.516	392.516	400.580
123	380.332	380.332	368.395
124	379.926	379.926	355.665
125	389.602	389.602	349.121
126	367.748	367.748	354.321
127	357.409	357.409	343.905
128	360.106	360.106	339.731
129	340.347	340.347	325.837
130	333.395	333.395	319.331
131	339.434	339.434	318.574
132	332.276	332.276	321.097
133	321.053	321.053	337.014
134	324.362	324.362	323.506
135	314.684	314.684	321.642
136	310.015	310.015	320.314
137	307.175	307.175	308.897
138	305.004	305.004	311.259
139	310.928	310.928	307.684
