 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4
1	459.000	459.000	391.000	420.000
2	430.198	430.198	404.584	396.693
3	421.082	421.082	390.592	407.627
4	429.118	429.118	391.646	430.417
5	398.678	398.678	397.699	466.975
6	429.747	429.747	386.441	432.894
7	442.922	442.922	369.624	431.574
8	449.176	449.176	379.032	453.616
9	451.063	451.063	392.124	423.220
10	436.498	436.498	419.630	443.285
11	434.698	434.698	445.037	437.131
12	407.153	407.153	415.472	411.468
13	443.715	443.715	394.048	406.453
14	453.487	453.487	399.079	407.754
15	447.416	447.416	412.368	422.216
16	452.784	452.784	427.665	430.004
17	452.316	452.316	409.698	459.833
18	449.455	449.455	422.358	449.590
19	422.115	422.115	435.328	450.115
20	434.355	434.355	453.135	469.333
21	431.767	431.767	430.686	445.767
22	428.720	428.720	415.752	439.928
23	474.097	474.097	376.028	480.586
24	448.610	448.610	395.039	460.444
25	421.767	421.767	410.323	462.344
26	367.469	367.469	428.714	429.408
27	435.415	435.415	435.969	453.109
28	445.560	445.560	415.007	470.059
29	457.816	457.816	420.664	486.584
30	419.658	419.658	430.923	448.865
31	447.322	447.322	428.649	479.869
32	444.374	444.374	440.092	463.407
33	432.570	432.570	398.260	451.656
34	424.708	424.708	433.693	475.247
35	447.224	447.224	448.157	455.474
36	489.000	489.000	433.800	466.600
37	462.919	462.919	414.867	491.058
38	458.785	458.785	408.236	471.625
39	474.170	474.170	425.416	496.583
40	455.909	455.909	400.387	475.418
41	454.531	454.531	409.057	507.657
42	484.771	484.771	431.196	524.509
43	480.656	480.656	443.544	502.336
44	471.299	471.299	445.754	533.665
45	463.928	463.928	438.156	518.357
46	510.457	510.457	433.490	551.824
47	498.650	498.650	449.911	548.390
48	444.671	444.671	480.600	488.541
49	457.056	457.056	481.255	538.305
50	475.448	475.448	454.960	532.152
51	476.490	476.490	479.490	475.612
52	529.854	529.854	476.006	447.663
53	499.616	499.616	495.096	408.971
54	484.847	484.847	502.360	421.710
55	434.075	434.075	497.727	391.462
56	477.008	477.008	460.727	366.245
57	493.240	493.240	449.696	381.968
58	481.730	481.730	434.186	390.945
59	435.890	435.890	438.426	367.591
60	422.927	422.927	465.061	380.872
61	444.792	444.792	481.963	342.796
62	427.464	427.464	466.779	344.269
63	405.373	405.373	410.804	360.623
64	386.624	386.624	424.416	350.872
65	348.707	348.707	417.854	340.853
66	356.445	356.445	420.318	322.273
67	395.044	395.044	392.160	308.001
68	401.046	401.046	394.602	333.498
69	368.628	368.628	382.600	321.212
70	395.133	395.133	373.543	327.832
71	338.000	338.000	380.800	297.400
72	347.818	347.818	359.933	302.716
73	368.783	368.783	345.026	307.941
74	368.397	368.397	318.445	328.497
75	311.988	311.988	345.912	298.477
76	329.122	329.122	354.082	295.163
77	345.824	345.824	350.254	248.356
78	335.080	335.080	368.112	287.720
79	321.133	321.133	344.009	303.482
80	327.680	327.680	327.944	301.367
81	295.641	295.641	350.004	308.290
82	329.950	329.950	337.221	312.359
83	316.992	316.992	326.963	292.140
84	341.553	341.553	318.613	258.272
85	314.088	314.088	310.512	296.560
86	323.820	323.820	324.135	288.841
87	340.144	340.144	318.542	269.007
88	305.333	305.333	321.281	280.965
89	314.756	314.756	303.927	278.890
90	280.349	280.349	331.727	280.619
91	293.502	293.502	311.992	278.012
92	325.048	325.048	309.240	275.736
93	274.605	274.605	291.975	280.950
94	302.541	302.541	301.057	273.971
95	304.767	304.767	294.729	276.013
96	296.053	296.053	287.065	289.865
97	295.684	295.684	298.040	266.769
98	302.435	302.435	290.282	269.516
99	307.144	307.144	309.280	276.312
100	302.236	302.236	303.381	289.966
101	282.388	282.388	274.286	273.286
102	280.599	280.599	266.571	276.931
103	257.779	257.779	335.060	311.734
104	278.697	278.697	293.498	282.914
105	270.310	270.310	284.968	265.862
106	305.200	305.200	253.400	256.600
107	287.204	287.204	286.936	247.797
108	301.449	301.449	285.398	281.834
109	308.906	308.906	279.300	281.359
110	272.661	272.661	268.268	288.525
111	289.269	289.269	275.665	253.588
112	270.053	270.053	254.176	249.385
113	253.616	253.616	267.240	272.560
114	258.659	258.659	243.627	255.467
115	284.981	284.981	254.447	243.104
116	281.731	281.731	277.820	244.833
117	264.491	264.491	262.304	252.931
118	266.553	266.553	242.592	290.268
119	258.720	258.720	256.945	262.315
120	270.112	270.112	272.824	236.968
121	269.445	269.445	263.882	225.245
122	258.422	258.422	274.472	273.513
123	257.172	257.172	262.873	244.841
124	250.386	250.386	251.581	242.073
125	271.022	271.022	257.430	248.103
126	252.000	252.000	241.776	248.714
127	258.712	258.712	252.312	244.632
128	255.838	255.838	276.474	265.572
129	255.390	255.390	267.463	241.906
130	262.405	262.405	261.959	244.856
131	255.437	255.437	255.257	248.763
132	255.760	255.760	255.286	252.388
133	251.248	251.248	260.173	251.488
134	250.416	250.416	245.752	260.208
135	264.490	264.490	253.658	255.947
136	264.686	264.686	275.245	228.220
137	249.031	249.031	261.419	231.262
138	256.237	256.237	242.888	214.834
139	232.504	232.504	246.913	212.966
140	247.078	247.078	243.850	246.213
141	239.000	239.000	251.000	249.800
142	234.325	234.325	234.796	247.844
143	235.904	235.904	254.499	247.119
144	214.907	214.907	265.017	236.319
145	235.970	235.970	244.838	257.293
146	233.563	233.563	250.220	235.592
147	244.427	244.427	260.445	222.473
148	230.232	230.232	246.144	216.976
149	243.612	243.612	264.033	233.823
150	242.521	242.521	273.811	238.675
151	234.347	234.347	240.041	221.592
152	250.194	250.194	238.316	245.747
153	242.842	242.842	242.576	256.189
154	202.288	202.288	235.262	241.423
155	221.824	221.824	235.824	249.352
156	236.184	236.184	237.041	235.951
157	237.941	237.941	232.836	228.598
158	247.866	247.866	255.061	240.883
159	242.493	242.493	252.520	231.323
160	226.159	226.159	246.792	250.229
161	255.029	255.029	242.661	233.282
162	227.720	227.720	236.192	226.608
163	235.775	235.775	245.488	238.749
164	220.180	220.180	257.773	252.514
165	244.641	244.641	231.416	223.829
166	239.302	239.302	221.918	228.584
167	229.472	229.472	229.171	237.054
168	218.427	218.427	228.699	239.444
169	233.856	233.856	243.432	205.568
170	240.342	240.342	243.652	231.107
171	232.433	232.433	238.024	228.331
172	242.775	242.775	222.816	242.274
173	239.496	239.496	233.090	229.761
174	243.520	243.520	235.776	223.716
175	235.051	235.051	240.379	223.568
176	202.000	202.000	220.000	202.000
