 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	893.807	899.449	946.846	915.991	926.561	906.103	913.186	892.297	908.750	895.443
2	878.616	911.804	944.707	921.424	927.816	895.764	921.962	911.111	897.433	893.899
3	865.844	917.677	926.556	922.428	920.965	902.014	931.201	907.272	883.289	888.043
4	870.870	915.860	935.767	919.787	925.113	894.443	907.131	898.732	903.156	896.168
5	860.977	911.601	918.960	923.152	915.978	896.017	903.726	893.079	899.407	883.176
6	867.049	910.591	922.474	929.105	908.574	911.975	907.144	897.204	900.862	892.610
7	894.808	899.846	922.379	927.288	915.148	895.674	911.766	904.192	922.069	884.431
8	884.256	909.257	934.746	934.022	901.868	911.191	906.181	888.782	892.443	883.345
9	874.896	921.604	915.661	920.765	908.306	897.818	920.210	899.156	904.305	900.475
10	864.728	911.895	923.605	935.510	908.590	904.831	923.783	901.781	910.734	878.617
11	871.223	885.911	918.007	922.360	905.667	899.299	915.797	898.038	910.027	877.492
12	870.347	892.393	914.422	905.490	909.392	883.141	915.224	903.089	900.907	893.513
13	852.792	893.131	905.504	926.317	909.352	907.605	931.657	915.732	889.138	884.716
14	862.905	887.924	904.782	918.417	908.628	891.886	906.446	898.972	902.883	886.737
15	867.852	909.051	911.077	916.921	912.284	906.157	904.154	895.236	899.385	906.196
16	856.641	914.020	901.313	910.762	898.636	896.612	902.406	888.423	889.662	894.969
17	876.332	915.506	913.873	926.164	902.275	881.795	906.719	907.262	902.115	883.240
18	868.650	885.893	911.895	930.617	892.897	888.873	901.872	913.334	901.178	892.023
19	859.425	892.146	919.989	927.775	901.974	902.584	901.302	915.518	913.615	879.828
20	855.224	897.540	911.863	919.461	905.323	896.557	915.943	912.366	896.976	885.801
21	853.866	910.084	921.009	914.811	909.287	905.432	904.536	910.281	904.886	888.627
22	868.797	908.720	904.687	923.671	910.424	899.104	904.511	915.430	893.014	874.894
23	870.372	899.088	905.677	930.588	916.379	913.145	907.072	916.069	900.965	864.182
24	861.341	905.670	898.765	928.123	924.316	907.255	931.940	909.894	897.312	900.158
25	853.140	893.466	898.857	925.335	915.591	907.766	933.768	907.031	899.904	893.372
26	861.750	899.840	896.809	941.704	918.123	903.855	926.806	891.976	905.378	891.353
27	877.924	893.796	917.352	934.465	925.849	920.967	928.873	930.329	906.113	888.568
28	869.024	896.882	912.562	930.744	925.475	923.790	928.646	920.337	899.226	888.281
29	866.038	889.986	918.249	948.163	921.060	913.763	957.124	909.112	924.581	890.933
30	863.327	925.715	927.074	965.520	929.480	922.180	958.447	926.652	900.831	909.391
31	876.825	915.257	913.027	952.420	948.460	916.913	953.896	927.139	889.826	909.888
32	891.194	917.762	927.681	948.963	937.258	936.139	959.739	923.318	921.647	905.817
33	889.479	940.865	932.453	964.705	937.266	934.185	969.355	936.085	920.462	926.327
34	899.177	933.983	935.635	966.819	942.722	924.645	980.863	954.025	929.089	935.823
35	910.616	934.163	939.794	974.355	933.968	941.526	965.033	956.261	937.582	930.347
36	898.851	932.230	935.959	982.996	948.671	952.392	983.285	952.194	927.506	920.786
37	905.000	949.524	941.106	999.514	956.091	944.570	982.893	954.310	926.604	917.242
38	899.974	947.475	952.500	985.231	958.433	973.066	968.528	951.802	945.234	913.296
39	910.941	941.990	972.123	982.449	965.696	961.715	975.088	948.305	951.460	933.598
40	923.355	937.958	971.973	984.561	971.678	967.481	977.274	942.404	953.893	949.377
