 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3
1	469.789	488.307	487.469
2	472.758	500.674	485.440
3	487.449	495.524	487.191
4	480.756	502.473	493.375
5	491.591	505.730	490.897
6	478.331	509.445	499.697
7	483.140	502.632	496.627
8	475.271	500.209	492.894
9	463.722	506.022	490.420
10	472.391	506.976	496.203
11	473.914	492.922	501.871
12	481.641	493.933	504.486
13	479.732	498.954	494.121
14	471.025	504.110	500.790
15	482.631	501.520	493.516
16	488.095	521.176	477.665
17	499.109	505.579	487.606
18	490.380	519.160	512.048
19	480.652	521.169	496.424
20	499.814	519.756	494.764
21	479.075	502.982	511.177
22	484.887	501.467	510.051
23	475.693	503.819	489.960
24	470.239	511.449	493.906
25	477.535	500.512	489.559
26	493.324	497.131	496.458
27	480.095	500.476	487.493
28	479.907	500.205	492.431
29	487.398	495.751	501.613
30	473.774	505.734	500.654
31	472.768	500.763	493.514
32	481.400	503.631	504.915
33	482.366	491.684	489.640
34	471.114	491.205	485.698
35	482.627	500.357	488.839
36	478.015	489.538	488.981
37	472.677	492.197	477.513
38	484.430	483.737	482.537
39	486.350	492.206	476.261
40	492.710	495.026	486.833
41	493.263	496.497	496.242
42	474.673	505.324	501.482
43	481.927	501.082	496.247
44	496.407	501.584	488.990
45	491.077	501.743	494.358
46	471.447	506.438	507.127
47	499.775	502.402	512.024
48	490.603	503.041	483.220
49	479.336	494.395	483.228
50	493.476	505.722	483.889
51	496.493	503.006	493.084
52	494.620	499.497	495.446
53	498.658	504.080	502.056
54	491.042	498.998	502.546
55	494.878	499.527	493.631
56	488.234	497.934	484.237
57	493.317	512.824	496.847
58	488.169	511.018	509.706
59	510.728	524.198	508.720
60	500.956	511.685	500.692
61	494.391	515.644	490.969
62	499.212	525.694	499.688
63	513.053	526.105	506.972
64	508.170	520.548	506.320
65	499.163	533.244	521.229
66	515.671	534.094	503.913
67	517.719	515.882	512.287
68	530.645	547.493	529.577
69	511.557	548.755	526.556
70	512.120	544.265	536.084
71	528.756	521.670	548.516
72	531.844	545.556	540.687
73	524.676	552.436	564.220
74	541.152	573.183	549.312
75	530.946	559.244	567.999
76	544.640	569.417	574.587
77	544.814	582.890	573.527
78	547.045	580.184	590.844
79	552.923	600.603	578.541
80	572.689	595.045	581.469
81	573.220	607.134	606.625
82	572.433	607.143	622.632
83	570.178	608.834	630.717
84	580.549	611.429	616.992
85	573.144	618.263	607.882
86	574.481	614.603	597.057
87	566.357	596.173	608.612
88	559.350	591.798	591.952
89	566.772	610.157	590.950
90	556.916	598.124	585.678
91	546.590	586.453	563.474
92	568.655	599.539	563.478
93	539.616	577.360	573.381
94	541.095	586.943	576.621
95	543.868	587.006	566.714
96	542.343	580.863	553.797
97	546.519	573.087	566.709
98	537.511	571.427	555.305
99	545.509	582.868	565.971
100	538.925	574.911	564.311
101	528.954	570.776	567.907
102	534.859	566.930	556.418
103	545.706	581.676	554.481
104	540.246	586.484	560.031
105	532.739	592.098	560.186
106	552.323	598.609	562.143
107	578.766	607.496	567.675
108	587.248	625.962	582.645
109	578.233	614.877	596.346
110	567.271	625.352	592.710
111	577.699	631.268	597.937
112	572.732	639.279	594.750
113	564.189	619.173	585.523
114	562.618	584.576	570.489
115	548.853	558.902	554.220
116	541.011	545.487	541.996
117	536.067	545.271	530.309
118	512.010	520.578	518.618
119	501.435	509.507	502.353
120	475.292	503.786	482.079
121	487.605	500.825	478.679
122	475.757	490.937	474.870
123	474.386	466.386	471.341
124	463.172	468.652	460.312
125	448.016	465.260	460.819
126	444.274	463.530	452.687
127	445.513	452.383	444.894
128	452.047	471.332	447.667
129	447.097	450.175	451.148
130	431.993	449.900	452.318
131	438.136	459.301	448.742
132	428.638	457.959	447.054
133	424.623	459.041	444.433
134	432.651	448.608	440.786
135	426.434	441.424	444.400
136	421.656	436.446	439.216
137	426.402	441.426	432.368
138	424.242	446.101	419.415
139	426.906	440.964	408.924
140	415.023	423.187	422.264
141	419.868	425.229	419.350
142	412.106	423.418	422.710
143	412.883	432.446	413.833
144	407.653	447.678	409.186
145	413.326	428.302	418.062
146	419.342	426.204	418.941
147	408.592	425.994	424.558
148	402.874	420.390	426.716
149	394.376	414.196	417.010
150	388.689	428.260	403.243
151	394.341	429.724	406.123
152	396.415	405.949	407.221
153	392.330	395.916	411.540
154	390.596	413.334	394.487
155	389.354	412.410	388.943
156	386.939	410.811	396.208
157	395.239	413.377	415.854
158	389.851	405.834	403.889
159	385.458	387.995	399.274
160	379.329	390.649	391.126
161	391.005	395.318	387.254
162	392.513	398.528	393.966
163	391.185	405.365	387.866
164	385.583	390.472	383.505
165	380.583	390.048	402.061
166	376.346	397.990	388.632
167	373.956	388.124	378.163
168	373.611	403.029	388.596
169	376.952	396.747	391.575
170	382.917	401.166	388.188
171	375.039	391.889	390.728
172	367.694	393.324	376.967
173	378.562	399.318	366.684
174	368.411	405.987	372.642
175	379.233	395.869	378.608
176	379.387	390.969	377.978
177	373.820	372.710	381.290
178	363.049	379.753	377.770
179	382.002	381.596	376.650
180	366.639	368.643	372.910
181	368.660	370.604	359.489
182	365.566	374.222	368.188
183	373.237	370.658	368.193
184	368.815	385.997	367.368
185	349.079	378.064	382.391
186	359.793	372.426	369.347
187	362.565	377.972	365.240
188	385.797	385.797	370.439
189	395.196	395.196	394.373
190	384.007	384.007	378.836
191	388.132	388.132	383.824
192	395.972	395.972	383.657
193	389.549	389.549	390.721
194	404.750	404.750	388.348
195	403.218	403.218	409.439
196	403.279	403.279	404.453
197	413.082	413.082	407.364
198	418.794	418.794	405.807
199	415.945	415.945	410.441
200	415.165	415.165	415.506
201	418.557	418.557	423.446
202	412.660	412.660	431.508
203	419.441	419.441	437.203
204	429.047	429.047	436.588
205	429.555	429.555	430.184
206	429.248	429.248	438.632
207	447.838	447.838	454.796
208	453.306	453.306	453.952
209	461.849	461.849	481.291
