 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15
1	502.621	540.574	538.156	530.529	573.286	577.737	564.787	564.361	526.897	504.199	517.364	524.192	533.665	508.295	505.919
2	500.401	544.599	552.073	529.847	560.312	569.047	560.911	553.472	538.427	506.069	506.467	527.601	517.119	505.323	506.031
3	514.075	533.226	542.929	538.405	543.452	554.172	558.203	555.744	525.355	523.165	497.237	520.245	514.323	502.483	499.579
4	520.541	532.018	530.079	531.284	551.016	555.063	564.513	555.574	513.059	508.650	507.763	526.205	514.567	508.214	507.393
5	501.142	524.831	512.576	533.893	553.214	553.876	575.471	542.787	527.315	501.766	508.700	519.971	515.836	512.422	499.453
6	501.565	528.060	505.048	540.318	549.014	562.175	547.605	563.010	525.758	508.521	496.201	508.752	526.548	507.980	489.686
7	516.176	521.865	515.924	534.814	564.371	566.201	540.510	555.803	511.050	511.356	499.912	524.154	524.956	508.213	502.397
8	500.601	513.009	511.243	516.048	545.135	570.086	558.563	546.030	512.582	497.266	499.816	518.907	519.241	497.305	503.744
9	485.682	512.768	504.788	521.923	553.174	547.433	566.213	549.572	521.497	495.235	503.717	514.607	525.449	497.376	493.893
10	499.200	518.776	521.339	520.454	552.963	550.196	552.563	542.890	518.114	506.283	508.013	526.211	528.698	500.110	498.592
11	487.927	519.266	507.563	520.235	534.140	546.684	548.393	539.136	521.220	498.823	513.095	522.527	516.021	494.783	481.662
12	492.453	518.688	516.419	521.440	523.562	556.505	549.525	552.596	513.729	496.626	519.665	524.475	512.377	501.961	487.387
13	482.876	513.691	516.350	525.009	529.386	563.343	542.042	543.057	511.997	510.212	510.351	516.156	517.582	496.455	484.503
14	483.953	501.921	516.476	514.097	537.534	546.139	538.766	540.870	520.752	512.227	498.503	520.095	514.143	492.372	495.311
15	488.356	512.621	510.086	512.566	536.501	532.149	538.352	532.947	493.724	503.645	503.424	516.611	514.218	500.851	503.836
16	493.153	514.374	515.946	506.224	541.974	535.512	554.311	528.647	513.785	496.936	507.802	517.068	511.976	499.833	509.979
17	489.806	521.632	522.226	525.260	538.393	543.097	542.855	541.702	530.143	494.991	515.776	513.238	516.357	493.804	502.828
18	509.341	524.723	526.416	508.072	531.869	530.050	555.472	547.749	525.758	501.458	514.362	515.402	511.901	503.449	514.175
19	487.407	508.293	507.171	502.285	522.724	540.621	526.204	541.849	497.267	503.088	511.380	524.549	512.664	494.008	490.557
20	493.749	509.111	516.332	513.488	528.294	547.811	524.659	531.045	499.665	497.403	510.732	528.892	514.923	497.951	488.234
