 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9
1	1280.223	1233.644	1238.786	1280.736	1327.518	1327.375	1276.415	1282.194	1237.378
2	1264.385	1246.815	1214.551	1281.728	1311.358	1299.343	1305.756	1282.179	1230.304
3	1281.628	1233.542	1239.222	1274.107	1309.183	1298.423	1287.321	1277.920	1251.081
4	1268.415	1241.110	1241.636	1255.683	1322.201	1311.063	1282.130	1249.902	1251.564
5	1272.963	1228.045	1239.758	1260.994	1332.056	1292.210	1268.259	1262.251	1231.798
6	1254.996	1234.473	1239.480	1259.644	1299.297	1274.173	1271.093	1260.120	1237.062
7	1223.079	1230.589	1239.508	1256.158	1304.751	1310.033	1280.165	1257.453	1205.737
8	1227.467	1247.976	1221.815	1279.232	1298.885	1302.600	1249.163	1241.584	1213.350
9	1241.155	1223.517	1244.375	1275.289	1278.207	1297.014	1238.978	1230.374	1204.039
10	1250.285	1219.795	1234.414	1271.001	1281.236	1271.553	1226.674	1238.798	1199.774
11	1224.170	1219.832	1227.885	1262.172	1286.878	1279.294	1238.410	1241.053	1187.461
12	1205.053	1209.866	1223.353	1263.021	1294.923	1257.665	1214.228	1237.643	1176.328
13	1213.227	1232.244	1215.912	1252.260	1283.614	1250.332	1221.985	1211.299	1174.845
14	1212.519	1225.510	1194.250	1235.771	1256.396	1223.555	1219.823	1207.390	1178.190
15	1212.149	1230.683	1202.944	1254.256	1262.555	1235.234	1205.757	1221.215	1183.496
16	1193.602	1214.014	1209.893	1225.888	1241.354	1215.110	1204.847	1220.249	1169.644
17	1197.495	1221.784	1214.008	1207.367	1249.154	1235.634	1194.683	1183.263	1174.868
18	1177.601	1222.955	1225.021	1228.116	1269.200	1223.906	1207.595	1196.024	1173.239
19	1150.563	1224.107	1246.521	1219.455	1252.237	1211.714	1180.527	1184.814	1143.811
20	1180.769	1236.050	1240.574	1235.144	1251.948	1237.838	1173.164	1208.471	1144.563
21	1195.532	1221.369	1253.677	1233.413	1248.149	1232.293	1175.309	1188.950	1143.966
22	1184.052	1232.889	1282.016	1230.242	1257.530	1212.299	1160.366	1197.842	1154.803
23	1178.690	1262.593	1275.287	1244.741	1257.690	1224.757	1155.976	1204.455	1159.816
24	1179.611	1283.328	1318.789	1265.011	1263.888	1210.155	1171.163	1179.187	1174.620
25	1215.183	1279.166	1313.860	1292.161	1274.564	1215.723	1187.324	1166.468	1161.720
26	1237.527	1294.933	1336.553	1304.921	1247.204	1215.636	1217.413	1189.490	1211.333
