 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	611.952	627.229	628.645	609.581	622.682	620.860	621.455	608.107	604.744	608.393	602.889	614.169
2	605.358	619.782	631.723	627.046	632.607	628.956	622.423	621.870	605.343	614.092	605.030	628.708
3	604.677	609.385	636.609	635.722	616.718	609.554	617.382	618.181	617.859	616.134	609.922	614.885
4	604.923	608.177	621.610	646.487	629.868	624.456	634.183	622.627	621.202	605.210	622.676	622.293
5	606.429	632.593	645.101	640.687	641.159	631.417	620.121	635.499	611.476	606.341	625.762	622.830
6	610.896	620.714	643.674	635.725	639.929	635.541	639.289	630.700	600.574	604.281	614.588	616.284
7	602.430	603.846	649.067	628.465	642.743	631.739	636.408	626.122	611.777	613.643	622.883	614.140
8	620.273	630.826	640.007	646.470	640.833	637.797	621.787	628.963	619.672	626.612	626.467	627.836
9	620.901	625.246	649.631	636.575	634.497	641.562	625.490	623.522	618.713	639.190	624.297	617.809
10	619.048	627.224	638.542	645.243	645.311	630.406	634.396	627.828	639.684	630.440	624.974	626.943
11	624.529	623.229	656.394	654.691	645.998	646.997	648.119	641.153	642.960	636.931	628.032	625.907
12	619.957	630.486	655.018	658.534	667.044	639.495	641.703	631.522	632.761	612.227	624.525	622.648
13	608.142	627.274	653.092	666.649	658.141	633.399	638.885	635.539	627.833	620.780	633.602	625.319
14	615.607	630.857	649.556	675.327	647.795	638.910	629.788	648.203	631.730	628.847	627.040	621.975
15	618.138	631.607	667.119	662.682	653.360	651.449	638.432	651.391	628.768	634.925	627.583	627.754
16	627.188	652.340	665.127	664.836	670.742	654.206	638.778	632.833	621.658	631.885	638.673	639.240
17	630.878	647.099	662.486	682.333	668.611	652.733	660.089	640.443	640.376	634.381	629.355	638.622
18	637.905	645.159	659.792	661.761	670.810	673.222	652.849	625.910	641.423	631.456	648.397	653.680
19	644.805	648.575	669.273	651.860	680.394	658.684	640.621	643.549	635.079	627.902	645.516	658.226
20	649.459	653.768	680.520	666.408	675.385	651.241	651.631	660.372	647.161	617.924	647.885	624.820
21	637.594	664.166	673.545	675.318	669.883	654.462	650.491	648.664	650.609	629.814	658.424	633.856
22	633.110	650.784	671.204	674.447	682.080	665.742	652.922	631.767	658.000	648.911	647.069	649.281
23	635.780	650.650	682.151	666.236	670.969	666.022	678.142	656.430	654.471	648.511	647.446	650.796
24	642.055	661.286	680.046	667.777	688.111	667.184	677.506	674.410	650.514	663.590	655.249	642.727
25	642.881	670.899	692.985	687.035	691.464	679.236	674.832	672.372	650.057	665.044	659.863	645.816
26	654.295	672.054	700.742	692.924	687.996	688.995	665.975	662.905	666.486	649.572	651.918	651.860
27	665.447	681.026	688.586	697.502	704.945	694.915	665.925	666.581	664.378	662.573	660.617	650.667
28	652.941	678.413	697.870	708.164	683.769	692.159	673.218	677.962	677.524	653.121	665.034	656.561
29	666.879	684.234	715.182	698.325	700.497	692.644	688.154	669.859	664.466	669.598	666.027	655.730
30	652.908	676.731	707.692	687.828	704.179	699.089	684.833	678.902	650.472	663.013	657.640	664.833
31	670.117	677.243	701.161	690.372	704.892	690.623	682.671	690.678	663.071	668.820	679.568	673.260
32	659.452	686.435	707.822	690.241	709.199	684.819	690.662	685.757	672.491	686.194	673.221	690.983
33	666.979	695.180	725.624	709.162	713.355	707.293	698.169	683.652	679.804	689.548	674.110	679.556
34	670.497	691.991	730.369	710.108	711.657	717.264	698.051	681.531	681.269	664.238	683.030	677.609
35	677.550	698.247	742.561	723.655	715.736	696.272	684.283	718.138	676.426	679.621	664.667	677.233
36	665.892	679.484	733.037	720.888	725.763	698.011	705.187	692.657	679.134	675.168	685.202	696.685
37	678.927	723.537	719.463	720.531	721.539	702.460	707.296	703.214	671.614	695.365	687.086	680.219
38	670.651	702.390	729.613	715.944	730.786	701.444	715.793	692.767	705.700	677.692	683.853	685.801
39	672.073	718.734	729.970	731.973	740.482	728.118	718.125	704.607	701.139	695.153	700.427	689.010
40	684.220	728.694	736.968	741.553	724.649	728.924	732.690	696.140	710.915	697.409	683.146	677.370
41	685.517	722.652	745.105	728.345	732.130	727.042	730.195	701.622	702.690	704.568	699.906	695.741
42	676.173	725.891	750.050	739.439	748.544	725.966	721.910	708.958	703.816	708.813	702.118	707.148
43	679.442	722.395	746.906	752.773	752.779	747.286	729.482	712.584	700.089	707.375	698.608	711.061
