 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	928.258	933.965	936.433	933.073	947.960	956.785	954.165	946.646	918.532	923.941	940.389	932.807
2	943.522	936.060	947.502	942.655	944.748	952.511	936.556	932.653	926.114	920.250	950.075	939.464
3	946.262	952.336	935.868	922.771	957.263	952.996	939.735	936.822	912.502	922.027	932.032	940.980
4	937.223	927.374	940.835	934.934	929.961	942.966	946.123	951.227	914.218	920.921	940.742	921.398
5	927.599	930.493	937.796	923.469	936.122	913.119	941.202	945.071	917.694	925.559	935.732	936.610
6	929.760	946.680	937.897	930.275	924.691	920.975	931.222	937.867	923.073	921.037	940.601	926.386
7	921.592	943.044	941.103	925.278	933.277	925.837	943.407	945.533	934.615	937.027	958.749	921.866
8	912.787	923.024	946.722	915.783	919.725	925.451	933.863	944.927	915.878	933.110	944.560	927.125
9	908.229	917.483	926.878	933.352	935.336	926.574	931.476	940.793	932.819	928.903	933.063	940.418
10	929.428	925.175	932.072	935.042	929.729	939.542	927.058	923.568	922.846	915.189	929.702	931.779
11	931.076	922.182	939.346	925.433	922.808	933.343	924.186	938.066	921.691	915.501	925.706	931.220
12	930.192	925.179	932.760	918.276	923.214	931.553	921.977	918.089	906.357	916.588	918.841	925.690
13	915.259	922.243	905.918	940.079	930.188	923.310	926.502	935.208	909.514	914.647	904.807	916.405
14	912.488	915.911	912.767	923.595	935.520	942.111	918.946	920.590	916.927	912.975	923.359	917.751
15	907.629	924.181	926.685	907.888	935.494	946.926	923.749	916.036	896.323	914.724	917.304	909.466
16	919.538	912.193	908.885	922.608	907.645	921.809	932.644	926.110	891.512	916.907	916.928	920.854
17	916.382	908.207	910.823	920.603	922.849	924.913	921.689	918.434	917.004	908.110	919.931	906.546
18	902.639	905.627	908.685	904.923	914.439	923.215	919.816	917.884	909.957	915.738	908.067	911.082
19	916.700	920.131	898.864	911.694	911.429	921.206	925.305	908.540	891.454	902.058	899.281	897.158
20	908.473	904.241	925.372	911.668	900.674	919.826	918.868	911.548	899.128	902.990	910.929	918.874
21	909.452	918.400	905.587	878.087	907.554	908.519	921.512	904.572	890.962	892.903	908.829	895.830
