 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	700.067	700.067	702.200	670.933	689.733	657.733	654.200	646.800	635.467	636.800
2	712.733	712.733	696.400	672.067	680.933	665.400	661.733	658.000	642.400	643.867
3	711.533	711.533	705.933	677.867	685.867	670.067	674.067	650.333	641.000	639.800
4	704.600	704.600	698.733	698.667	687.400	654.333	669.867	633.733	641.000	637.333
5	723.867	723.867	705.533	688.333	691.867	687.933	655.800	646.667	638.533	637.533
6	718.133	718.133	694.267	698.067	680.733	661.800	655.333	626.600	628.867	637.933
7	714.933	714.933	669.267	696.267	691.600	677.733	657.467	665.133	656.400	642.933
8	702.000	702.000	685.800	670.133	709.267	669.867	672.933	651.867	641.400	651.333
9	731.867	731.867	678.200	695.933	693.000	665.533	683.067	663.067	642.267	638.867
10	705.067	705.067	673.933	683.200	679.000	687.800	659.133	655.267	658.333	652.467
11	702.867	702.867	693.467	687.600	711.067	672.733	676.333	647.067	637.733	652.200
12	707.733	707.733	689.867	675.000	710.800	680.000	662.800	660.467	647.400	653.067
13	720.267	720.267	719.333	699.533	704.867	696.333	679.600	655.933	649.400	663.867
14	708.933	708.933	704.467	709.933	705.133	687.533	671.200	659.067	643.267	655.200
15	755.200	755.200	716.933	700.533	715.333	692.667	670.800	660.667	650.533	630.933
16	735.133	735.133	722.733	706.333	720.733	683.133	666.933	641.133	631.733	638.467
17	738.200	738.200	727.333	714.933	708.667	693.867	683.333	666.867	637.867	643.533
18	743.600	743.600	716.667	712.733	712.800	695.800	687.667	643.600	643.600	650.000
19	745.800	745.800	727.933	715.733	722.467	679.333	679.933	649.000	633.933	667.600
20	715.600	715.600	713.933	700.933	719.000	698.000	669.333	657.000	649.867	648.467
21	750.733	750.733	715.467	724.333	699.467	678.267	677.933	652.800	645.867	640.000
22	736.933	736.933	718.533	709.400	702.000	664.733	666.467	641.133	639.200	637.533
23	719.467	719.467	708.933	676.067	689.800	647.200	662.467	633.133	633.933	635.533
24	724.200	724.200	705.933	690.600	690.200	654.333	655.067	640.133	636.600	659.733
25	723.333	723.333	698.267	714.933	687.933	657.133	635.333	650.333	617.933	629.867
26	701.800	701.800	705.133	660.133	682.800	652.133	649.467	638.867	630.533	617.467
27	710.667	710.667	691.533	690.600	671.533	658.600	652.333	625.000	613.000	640.067
28	701.933	701.933	688.467	648.200	675.000	658.867	647.200	626.000	642.733	646.400
29	694.000	694.000	693.933	690.667	663.800	657.467	629.267	627.267	636.333	627.933
30	706.533	706.533	674.800	685.467	670.800	666.400	651.133	656.200	642.733	629.667
31	704.067	704.067	696.467	687.067	675.600	665.533	645.333	642.800	643.200	626.600
32	694.467	694.467	688.533	690.600	689.267	645.667	655.000	646.267	637.133	625.600
33	705.467	705.467	700.533	675.400	686.533	664.467	650.467	643.067	633.667	630.200
34	700.133	700.133	698.533	671.000	679.067	675.733	649.600	641.267	631.333	625.867
35	697.533	697.533	693.533	704.667	658.000	635.333	634.800	636.133	642.733	630.133
36	706.733	706.733	693.467	688.267	667.933	659.533	645.867	645.400	627.800	626.467
37	697.200	697.200	712.600	709.867	675.933	668.733	661.667	636.333	642.200	629.067
38	703.733	703.733	692.267	708.733	683.467	674.667	641.200	638.000	639.800	633.933
