 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	803.414	803.414	753.195	775.063	802.296	759.563	760.709	753.023	759.747	756.200	712.869	747.919
2	777.946	777.946	781.308	779.697	789.164	760.574	770.094	741.997	729.694	761.560	720.213	732.027
3	804.492	804.492	783.006	774.911	794.404	749.893	770.638	750.659	740.903	775.229	719.703	740.026
4	802.789	802.789	797.095	761.643	791.141	773.612	782.012	763.767	753.871	773.597	727.411	748.374
5	817.295	817.295	801.379	773.975	778.356	759.799	782.072	747.278	760.734	755.501	736.764	756.038
6	816.117	816.117	782.921	786.286	783.739	761.580	776.592	756.837	756.361	756.273	742.180	734.893
7	801.009	801.009	793.009	771.520	775.746	753.631	787.475	735.236	743.191	767.799	734.850	755.571
8	807.491	807.491	771.043	762.927	776.804	757.206	765.777	767.993	748.302	760.653	728.769	745.577
9	821.497	821.497	768.668	752.350	777.751	764.976	778.448	746.997	756.114	763.866	724.741	740.486
10	818.573	818.573	764.701	782.200	780.723	747.770	780.069	750.549	739.536	759.132	730.342	755.633
11	793.633	793.633	783.369	776.904	778.200	767.286	792.892	738.735	749.769	758.031	722.991	754.393
12	833.596	833.596	783.223	780.110	775.965	764.269	784.166	761.266	756.443	742.331	717.697	772.560
13	826.944	826.944	793.853	784.919	793.038	778.632	781.644	743.149	752.505	761.375	721.800	756.904
14	819.971	819.971	788.512	763.149	790.086	777.674	793.814	765.416	755.184	772.869	735.372	745.084
15	834.532	834.532	813.532	801.075	795.487	759.197	786.674	759.571	769.778	760.332	725.308	772.322
16	803.804	803.804	799.896	789.602	809.546	778.499	792.263	741.073	762.804	766.671	737.227	772.129
17	835.398	835.398	793.421	799.424	826.966	773.617	780.370	752.880	755.657	759.887	725.095	774.851
18	848.581	848.581	775.820	790.760	817.792	783.683	786.097	750.514	735.333	758.533	736.117	765.930
19	829.190	829.190	779.984	792.209	815.934	785.584	803.149	755.489	754.068	771.393	721.056	750.479
20	835.316	835.316	812.012	801.084	816.866	775.180	807.448	756.391	760.481	782.442	729.158	755.730
21	830.039	830.039	807.811	793.421	802.323	791.785	805.278	761.004	771.181	773.805	744.370	756.807
22	822.343	822.343	786.749	799.845	808.327	789.221	787.088	771.835	746.489	769.851	742.976	748.807
23	853.503	853.503	806.614	816.080	811.878	795.131	796.265	764.515	761.650	788.866	737.040	766.989
24	841.448	841.448	815.420	812.046	812.167	782.210	805.864	771.213	764.559	780.170	750.817	770.093
25	844.240	844.240	818.203	834.071	811.312	798.159	788.376	770.751	773.427	800.840	740.719	790.145
26	854.693	854.693	833.012	820.365	833.668	792.226	797.134	762.223	767.685	772.419	743.807	775.216
27	843.528	843.528	815.451	810.838	832.977	787.091	817.071	773.209	792.415	802.772	753.059	790.213
28	827.791	827.791	805.662	812.759	799.263	784.397	805.196	780.424	772.698	782.500	763.802	789.207
29	838.092	838.092	810.889	807.652	822.556	772.726	813.993	787.976	766.090	793.697	734.866	792.581
