 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	190.920	190.920	189.224	189.243	188.246	186.876	190.017	187.652	181.382	193.428	185.969	185.345
2	190.142	190.142	188.976	193.291	194.923	188.990	185.691	190.748	186.752	190.430	192.865	189.492
3	187.811	187.811	192.715	190.513	190.027	183.775	188.038	190.469	183.782	188.151	190.532	192.374
4	200.228	200.228	195.575	191.277	188.625	195.675	191.947	194.994	190.607	188.850	194.264	189.873
5	198.621	198.621	190.339	193.549	186.798	191.517	190.061	190.042	189.047	190.661	189.511	194.183
6	190.357	190.357	187.379	195.244	192.872	189.617	183.483	188.382	186.837	194.570	189.579	191.226
7	190.666	190.666	188.684	198.291	187.716	191.909	187.513	184.608	187.002	193.441	191.504	186.284
8	187.807	187.807	192.396	194.861	191.198	189.637	180.853	184.112	189.891	195.220	193.328	185.194
9	192.989	192.989	193.792	194.174	190.176	192.132	179.322	186.666	188.044	196.840	192.784	190.729
10	194.351	194.351	191.936	193.671	191.460	188.765	179.721	189.026	188.414	195.781	189.346	186.969
11	192.640	192.640	200.459	190.790	194.264	191.625	182.670	187.806	184.184	193.946	190.890	195.106
12	194.898	194.898	200.087	195.447	189.388	190.138	177.584	185.476	182.688	191.615	189.616	189.063
13	195.345	195.345	194.460	194.455	191.444	184.647	182.423	183.917	187.156	192.852	186.241	190.388
14	199.461	199.461	192.469	196.432	194.626	190.478	184.486	186.978	184.355	193.169	188.869	191.018
15	200.610	200.610	194.660	191.824	195.821	193.548	182.370	184.426	184.143	193.946	193.722	188.251
16	202.708	202.708	196.944	194.321	191.352	186.578	183.369	185.112	183.191	189.513	189.399	183.882
17	199.041	199.041	196.176	198.427	191.307	186.903	182.684	183.466	186.434	189.994	181.548	177.135
18	199.678	199.678	196.142	204.399	190.374	184.202	183.170	184.291	187.780	185.234	180.871	181.098
19	199.963	199.963	193.670	198.842	186.249	186.843	184.081	190.332	184.997	181.539	185.422	183.297
20	194.260	194.260	198.870	197.713	191.812	190.411	184.502	187.586	184.245	182.148	180.572	180.272
21	195.832	195.832	199.624	194.219	187.309	188.907	175.486	182.620	178.806	182.227	185.000	185.435
22	199.877	199.877	204.105	201.204	192.448	187.811	177.287	184.227	188.509	184.281	183.694	185.459
23	200.761	200.761	196.713	200.035	185.741	187.974	179.210	185.982	186.726	186.201	187.171	185.091
24	194.599	194.599	196.214	194.885	189.344	182.867	178.589	186.444	181.213	180.865	183.138	184.559
25	196.350	196.350	188.276	199.160	185.493	184.423	180.244	178.356	178.629	177.216	182.147	183.173
26	195.225	195.225	190.672	194.832	186.999	186.123	180.391	180.697	174.877	182.470	179.387	181.268
27	198.214	198.214	199.141	199.129	182.303	191.358	185.437	177.086	174.020	179.655	186.022	187.756
28	194.554	194.554	201.681	194.872	184.226	185.274	175.017	181.804	179.755	176.354	184.792	183.187
29	192.329	192.329	193.593	193.379	186.185	187.502	184.557	180.638	175.976	176.082	180.242	182.469
30	192.271	192.271	196.062	197.790	186.867	181.610	176.759	183.547	180.423	180.065	183.554	184.585
31	193.262	193.262	193.660	189.972	186.466	187.343	177.032	177.061	181.696	180.620	179.118	177.733
32	203.003	203.003	186.770	190.591	183.118	187.323	172.777	180.459	178.919	181.670	178.308	182.140
33	195.297	195.297	188.252	190.731	183.949	185.774	180.174	184.277	174.960	179.644	182.437	182.224
34	190.143	190.143	192.862	188.822	180.268	182.084	178.880	179.435	177.041	175.368	181.418	179.725
35	192.454	192.454	191.773	188.192	177.319	183.146	184.509	177.958	179.925	177.292	181.328	180.662
36	189.486	189.486	197.496	186.888	175.254	182.073	175.568	173.649	178.339	176.074	176.321	177.550
37	188.632	188.632	194.295	183.900	180.567	181.999	181.207	176.713	181.404	178.304	181.262	179.194
38	192.767	192.767	190.465	184.056	178.938	182.499	175.184	176.802	177.613	174.983	178.243	180.733
39	189.220	189.220	185.956	182.259	178.947	179.972	176.278	176.837	173.126	182.386	175.237	178.225
40	186.811	186.811	192.593	180.808	180.148	181.496	174.896	173.322	182.496	178.453	178.631	177.985
41	187.800	187.800	187.544	178.458	179.314	181.671	173.195	178.704	180.620	176.876	180.395	179.413
42	184.038	184.038	180.964	184.366	177.512	181.630	175.792	182.550	180.414	177.403	180.712	181.948
43	182.941	182.941	182.314	183.618	177.097	176.676	174.639	181.125	178.363	175.742	179.717	183.258
44	183.882	183.882	188.966	178.946	174.843	178.277	183.309	182.019	179.159	180.647	183.166	180.842
45	186.834	186.834	188.562	181.198	180.725	178.407	177.407	186.125	180.687	183.703	185.129	182.787
46	191.352	191.352	188.179	182.223	176.957	176.766	176.003	180.372	184.512	184.138	183.953	185.520
47	186.101	186.101	184.716	182.073	178.964	176.673	181.175	180.060	177.713	181.622	177.257	178.236
48	183.969	183.969	183.867	180.532	178.964	183.670	175.611	181.730	180.824	185.620	181.006	181.883
49	186.124	186.124	179.315	185.090	181.567	181.892	176.375	183.898	179.427	184.139	180.446	182.666
50	184.080	184.080	183.480	186.004	183.658	178.450	171.378	184.538	187.724	180.575	179.640	190.566
51	189.540	189.540	183.815	184.794	178.845	179.075	175.571	180.146	188.278	182.400	186.815	180.321
52	178.610	178.610	182.427	185.223	180.606	181.049	177.376	182.840	184.316	182.234	186.552	184.223
53	179.375	179.375	176.995	188.892	180.560	179.508	183.244	181.608	182.984	187.317	183.470	184.731
54	183.601	183.601	183.269	184.982	186.769	178.732	180.768	184.913	187.367	184.984	178.459	185.197
55	184.239	184.239	184.664	180.853	187.012	184.717	178.514	186.158	193.557	189.281	182.789	186.144
56	179.068	179.068	180.952	179.196	186.639	186.322	183.282	185.942	187.556	189.592	186.606	184.834
57	181.003	181.003	180.050	189.737	181.889	185.157	182.225	187.786	187.156	187.608	183.919	181.014
58	188.752	188.752	190.277	190.308	178.536	183.795	183.907	192.388	187.141	187.181	186.890	189.489
59	186.331	186.331	187.570	188.854	184.604	188.078	184.062	187.269	187.839	183.870	190.445	185.825
60	183.079	183.079	180.792	190.024	184.881	185.474	182.038	188.963	184.301	188.112	184.290	179.104
61	180.989	180.989	183.031	190.307	184.446	183.467	182.293	187.710	191.294	193.040	186.860	186.532
62	182.431	182.431	186.915	182.349	184.921	187.127	179.194	194.093	182.543	188.947	185.835	193.254
63	183.359	183.359	189.967	187.842	181.394	182.872	183.373	191.698	185.492	190.784	188.286	189.595
64	188.570	188.570	181.332	181.753	186.888	187.278	184.680	189.741	189.654	186.341	182.255	187.498
65	183.755	183.755	186.160	182.446	188.195	179.318	183.292	193.218	188.170	188.215	184.546	188.365
66	187.616	187.616	193.227	191.011	184.769	187.370	179.290	190.663	192.981	188.574	184.214	189.561
67	184.500	184.500	191.656	186.593	184.337	188.662	180.910	192.957	187.407	189.077	188.209	189.359
68	187.994	187.994	186.154	186.408	178.320	184.121	181.672	193.368	182.510	187.429	190.115	191.557
69	190.417	190.417	189.999	191.233	182.748	189.517	186.966	187.738	186.337	187.908	186.710	190.757
70	188.780	188.780	185.085	187.795	187.489	185.689	186.898	190.323	185.033	188.864	183.435	187.654
71	188.854	188.854	182.165	187.318	189.292	182.847	180.084	192.335	184.798	186.948	185.275	184.915
72	184.649	184.649	181.835	190.524	188.797	183.714	182.203	189.621	185.515	187.446	189.402	189.466
73	181.360	181.360	179.895	188.077	190.202	184.946	181.742	185.893	187.163	184.897	188.984	187.388
74	186.379	186.379	186.463	182.915	185.058	186.471	181.741	183.108	188.154	193.393	186.999	188.396
75	185.376	185.376	182.428	181.080	179.098	184.551	186.408	184.347	189.148	190.579	184.897	189.573
76	182.294	182.294	182.995	185.094	184.629	190.101	183.849	186.922	185.310	186.289	189.757	188.664
77	189.484	189.484	183.743	182.681	182.557	188.303	184.172	187.016	182.402	184.889	187.281	190.468
78	190.462	190.462	187.270	187.694	179.714	185.568	181.024	185.858	180.836	177.569	183.220	188.008
79	183.212	183.212	190.274	186.489	188.790	186.589	188.786	183.153	182.967	181.530	189.093	192.998
80	193.670	193.670	186.214	185.997	181.354	187.519	186.902	187.664	184.300	181.993	183.320	192.465
81	190.884	190.884	186.315	187.510	175.959	188.589	188.421	177.539	185.710	177.537	180.127	189.141
82	184.036	184.036	186.325	188.009	184.304	187.815	182.094	183.426	182.365	185.766	181.948	185.885
83	184.767	184.767	183.731	191.643	184.778	185.982	177.988	180.082	177.278	180.213	185.136	182.439
84	182.997	182.997	183.740	186.388	180.242	185.775	183.135	181.413	181.568	177.862	189.396	183.646
