 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15	Profile_Slice_16	Profile_Slice_17	Profile_Slice_18	Profile_Slice_19	Profile_Slice_20	Profile_Slice_21	Profile_Slice_22	Profile_Slice_23	Profile_Slice_24
129	184.571	184.571	181.714	186.201	190.915	195.721	188.339	187.346	196.380	198.230	195.329	192.672	193.763	182.483	187.990	191.565	189.135	189.535	189.143	197.734	195.648	191.316	192.310	192.837
130	188.818	188.818	190.665	190.648	191.582	193.080	194.850	196.242	192.752	202.310	198.419	195.643	192.126	179.205	186.316	192.534	193.530	191.152	198.158	198.531	196.722	186.613	191.691	188.648
131	189.571	189.571	191.358	185.932	192.095	194.179	195.939	194.842	191.028	197.673	195.943	192.843	199.818	181.619	187.500	194.384	188.005	191.826	192.862	190.709	192.953	192.271	184.500	181.224
132	192.301	192.301	186.470	184.233	191.706	196.965	197.272	196.703	198.648	197.971	202.926	193.507	199.663	183.774	191.327	192.601	190.967	193.747	187.979	194.593	194.553	191.279	191.417	184.594
133	191.496	191.496	189.610	187.998	199.521	201.703	199.800	198.979	194.127	196.573	197.955	197.330	198.477	193.934	194.485	197.033	192.798	193.355	190.197	195.834	193.776	190.809	190.959	185.123
134	197.193	197.193	192.121	193.888	201.709	201.164	191.202	201.458	200.753	198.597	201.123	199.280	203.995	197.864	197.115	194.860	193.938	188.796	190.122	191.871	193.159	196.144	192.576	186.684
135	200.336	200.336	194.334	194.053	198.481	195.624	198.508	197.014	193.488	195.440	206.343	196.788	210.137	194.940	194.405	194.105	194.815	194.114	191.419	192.271	193.664	196.675	194.451	188.456
136	198.752	198.752	194.180	201.725	198.741	200.428	200.091	202.081	200.617	199.630	204.277	196.812	201.647	201.623	193.460	198.001	193.902	189.966	200.442	195.226	196.810	196.003	193.013	194.136
137	199.811	199.811	195.970	195.166	196.668	197.708	197.877	208.728	199.359	200.281	208.129	191.893	201.299	197.619	198.951	200.354	192.068	194.914	197.129	195.695	194.540	191.459	195.924	193.672
138	198.227	198.227	194.080	197.536	189.209	195.241	203.311	198.035	199.119	199.088	204.491	195.636	201.155	194.692	197.671	191.597	199.328	196.415	196.831	197.489	194.281	196.438	198.511	191.706
139	204.226	204.226	195.642	197.576	202.258	195.461	198.761	203.313	194.043	202.235	202.522	192.167	202.989	202.230	197.464	192.056	200.307	199.834	194.755	196.802	198.121	202.737	202.079	191.263
140	205.850	205.850	196.805	197.222	199.263	190.608	207.430	199.053	196.703	197.978	201.181	195.968	205.005	202.580	200.126	195.654	195.841	195.337	196.954	199.720	195.735	199.624	201.001	193.052
141	204.653	204.653	195.084	200.309	199.662	196.998	202.518	203.782	202.800	209.759	205.223	200.136	209.052	202.350	200.255	194.823	200.084	199.603	199.054	201.247	195.370	197.476	206.559	199.244
142	206.950	206.950	196.005	195.012	205.183	192.616	197.601	210.371	200.867	207.465	201.984	195.033	204.434	204.704	196.154	197.866	199.927	200.178	200.736	202.106	199.393	196.503	205.406	201.817
143	206.080	206.080	192.461	198.438	203.714	200.456	196.967	205.684	202.764	204.962	210.952	202.734	199.914	213.125	200.561	201.629	197.021	205.446	201.149	199.998	196.944	198.540	203.816	202.099
144	208.717	208.717	201.314	196.950	196.553	201.839	194.438	202.673	202.236	201.490	207.936	206.500	210.237	209.436	202.690	193.911	208.153	206.179	197.918	207.978	200.085	193.652	208.931	203.808
145	207.781	207.781	197.513	199.558	194.683	196.737	204.530	206.828	202.776	199.989	212.929	205.442	207.879	205.465	198.759	198.777	211.177	203.648	201.960	206.048	205.625	200.901	209.964	207.403
146	207.382	207.382	198.992	201.471	196.134	200.488	196.864	205.060	203.902	204.627	209.652	205.266	207.241	207.710	202.023	199.068	203.531	203.198	201.397	200.174	201.653	200.694	211.841	207.702
147	198.464	198.464	205.563	199.527	195.984	202.704	197.183	200.496	200.055	196.429	204.087	208.208	203.812	203.196	204.016	197.032	200.614	200.894	202.426	205.103	193.939	202.653	207.076	198.970
148	204.241	204.241	199.144	200.671	200.460	201.794	199.759	203.761	203.453	202.475	207.475	212.699	211.390	206.451	203.458	205.350	203.849	205.286	201.188	207.717	205.638	200.414	211.653	204.652
149	203.117	203.117	200.262	197.865	203.532	202.076	199.283	203.443	207.838	199.944	204.207	208.877	205.593	210.227	205.280	202.706	203.557	207.703	203.712	201.627	203.314	202.396	210.314	209.412
150	200.307	200.307	202.623	201.297	198.469	205.357	202.817	212.196	202.821	204.813	208.043	207.050	212.120	211.443	211.244	207.449	205.511	208.154	206.623	211.189	207.694	202.436	216.404	204.337
151	194.637	194.637	199.072	197.311	201.201	202.959	207.575	207.408	200.905	203.128	202.364	208.105	212.582	217.796	215.760	206.385	206.615	207.960	202.676	209.840	208.480	207.076	219.057	207.227
152	203.304	203.304	200.143	199.907	207.970	208.053	210.184	203.937	202.404	210.734	210.608	210.185	215.964	217.382	217.580	205.572	205.173	209.225	205.753	206.590	208.419	208.717	210.750	203.703
153	208.118	208.118	203.206	199.871	208.666	200.873	205.881	208.464	213.242	207.445	205.321	204.845	216.658	215.965	209.518	207.592	210.181	205.102	208.421	206.455	206.287	207.763	211.039	200.231
154	206.988	206.988	194.101	205.553	209.541	205.686	202.344	208.945	206.171	202.857	201.418	206.366	216.024	208.583	214.563	213.423	210.162	207.555	207.736	202.942	210.580	202.854	209.027	198.056
155	206.197	206.197	206.615	206.321	208.298	206.005	203.082	208.619	202.022	205.617	197.745	205.339	216.460	212.606	211.043	211.344	209.940	212.356	203.654	204.213	207.521	206.348	205.891	202.532
156	205.441	205.441	206.711	203.483	206.071	200.675	198.376	207.695	198.755	204.562	201.312	205.707	218.152	208.357	212.101	218.221	205.856	207.610	207.108	203.817	204.930	211.672	204.364	203.765
157	203.375	203.375	204.452	201.908	207.134	206.928	205.749	210.970	205.374	202.007	199.998	202.743	215.216	213.199	212.481	215.687	212.563	210.741	214.182	202.406	210.005	214.140	203.118	202.161
158	208.014	208.014	203.858	205.701	209.958	209.514	206.023	208.001	206.849	203.618	202.168	205.381	218.600	211.404	210.082	218.178	216.166	205.553	213.071	205.831	209.357	210.789	204.742	201.536
159	213.143	213.143	200.721	207.399	205.620	210.313	202.118	202.747	208.267	205.359	201.402	201.415	221.971	210.637	210.847	217.862	218.572	198.039	216.142	207.017	207.758	202.450	203.559	205.729
160	213.978	213.978	199.854	198.036	204.558	203.305	199.487	205.982	205.412	203.286	202.843	205.946	226.110	210.734	208.834	213.955	215.833	210.610	213.839	204.674	200.378	199.622	204.901	209.841
161	215.787	215.787	197.906	202.347	205.342	209.485	203.366	204.100	211.749	206.032	205.015	205.811	221.350	207.670	207.697	213.757	216.138	203.545	207.652	205.088	207.853	204.660	200.583	209.212
162	210.206	210.206	198.446	201.635	210.486	210.715	204.311	200.181	208.525	205.246	207.019	206.189	222.553	207.213	206.184	216.644	206.620	207.309	202.837	208.056	214.089	209.540	199.610	207.221
163	210.910	210.910	195.555	200.479	208.026	203.696	206.468	204.066	206.573	204.338	209.412	209.925	230.479	205.255	203.666	215.290	211.962	209.188	208.711	208.463	207.289	203.514	206.369	213.023
164	212.638	212.638	208.260	206.465	214.105	210.924	201.432	205.296	208.355	208.428	213.443	210.825	223.721	198.884	201.041	212.276	212.994	206.230	204.297	203.736	202.096	203.095	208.935	207.720
165	210.371	210.371	208.425	210.293	212.277	208.558	204.621	208.868	208.016	204.673	205.120	209.653	221.684	204.297	212.985	205.637	212.120	207.962	209.248	203.154	206.929	211.860	199.099	212.649
166	207.146	207.146	205.591	201.665	211.520	209.291	208.605	205.915	207.274	202.103	206.306	214.194	222.308	209.280	210.254	205.754	204.889	208.115	203.035	208.106	213.323	206.758	203.056	218.477
167	211.435	211.435	205.763	209.517	210.151	209.960	208.771	204.313	208.879	203.740	207.634	207.343	224.600	209.130	204.266	203.993	208.664	210.375	209.589	204.395	205.196	201.076	204.608	205.632
168	213.250	213.250	208.926	207.431	214.186	207.081	209.768	201.203	207.827	202.123	202.750	205.484	223.446	212.210	211.621	201.716	203.155	213.310	209.410	206.404	209.171	207.072	204.621	210.730
169	207.909	207.909	201.677	205.033	215.774	210.982	210.634	206.104	206.616	208.139	200.105	205.565	221.868	207.369	207.953	200.708	209.020	211.825	204.387	210.293	209.066	206.185	206.507	213.354
170	205.781	205.781	202.942	203.713	217.719	210.680	207.958	201.958	208.693	204.625	206.933	205.443	221.841	212.293	208.666	204.820	212.837	215.084	208.409	214.595	207.282	201.414	211.929	218.842
171	212.399	212.399	206.460	206.965	213.601	212.180	205.244	202.250	205.909	204.440	207.034	203.579	215.526	205.720	202.533	204.592	209.173	222.115	210.379	207.783	205.719	201.973	205.955	211.345
172	213.426	213.426	208.685	211.635	212.646	208.540	210.446	204.685	201.171	201.343	204.245	198.896	219.599	206.580	209.255	204.423	205.828	207.704	204.263	208.685	208.048	198.857	204.956	212.667
173	207.150	207.150	208.342	209.817	207.069	207.571	211.396	200.987	205.983	204.236	202.883	207.627	224.289	205.096	206.141	211.894	210.387	205.627	213.161	207.840	204.223	200.736	214.504	214.345
174	209.679	209.679	206.983	200.281	212.931	212.390	204.555	203.536	201.423	202.579	202.385	208.477	217.473	207.565	203.171	205.916	209.058	206.538	210.830	204.470	202.988	201.163	214.864	212.539
175	213.395	213.395	199.713	200.280	214.100	217.698	207.519	207.082	209.740	204.341	202.329	207.089	218.492	210.192	208.681	212.647	208.604	206.294	208.016	209.244	204.713	207.029	204.228	215.439
176	214.259	214.259	207.584	205.331	208.088	216.755	209.365	205.449	209.744	207.132	208.675	205.416	219.790	209.765	210.622	210.455	208.226	208.520	208.531	207.579	206.351	208.657	204.828	217.212
177	214.531	214.531	207.282	210.624	209.008	217.353	208.655	209.509	208.161	209.123	213.135	204.719	223.771	204.695	212.451	212.911	210.867	208.984	213.357	216.760	206.582	206.576	205.002	215.926
178	214.694	214.694	210.011	207.188	214.289	226.395	207.301	208.152	208.956	209.958	214.554	205.763	218.248	198.124	215.475	208.088	208.014	206.285	206.430	206.339	204.750	214.692	206.891	216.084
179	218.440	218.440	215.150	213.568	214.083	218.787	210.759	207.044	208.422	209.358	209.993	211.147	218.833	197.444	210.141	205.674	208.760	203.753	211.705	208.507	210.324	206.658	207.957	212.942
180	216.421	216.421	210.941	217.209	211.377	216.502	207.814	214.098	206.074	210.626	212.088	212.791	216.601	213.918	210.713	206.741	205.173	204.711	211.813	214.015	207.485	206.582	211.162	213.734
181	221.685	221.685	209.350	209.119	206.103	218.477	204.844	210.480	212.114	204.396	209.291	208.755	219.142	210.130	209.257	206.056	202.596	208.620	213.598	213.493	214.848	213.439	211.007	207.848
182	223.138	223.138	212.726	209.521	217.902	215.642	208.208	206.062	215.903	209.272	213.062	206.602	224.263	208.922	205.218	209.190	207.597	206.202	215.353	214.883	213.777	216.396	202.854	205.004
183	224.958	224.958	211.585	214.642	221.031	222.485	213.838	210.384	212.607	211.057	214.283	212.771	221.861	215.231	205.861	212.405	206.108	211.773	214.289	211.588	218.600	212.498	214.973	218.913
184	217.994	217.994	213.460	218.757	216.092	219.130	217.184	210.447	217.517	214.326	214.152	213.006	224.108	214.781	213.567	207.546	212.464	214.070	214.336	213.244	214.131	215.533	212.826	210.275
185	220.978	220.978	210.309	214.308	211.473	225.282	218.183	216.859	215.577	219.173	213.680	205.786	221.788	213.684	211.147	210.723	212.485	211.093	215.858	206.624	213.100	210.449	210.183	213.648
186	218.910	218.910	212.100	208.465	214.270	223.483	212.697	212.616	219.955	225.349	212.643	205.718	222.957	205.930	210.827	204.993	200.456	210.410	214.086	202.432	209.790	209.648	219.673	209.185
187	216.815	216.815	218.030	210.474	218.668	221.027	216.990	214.380	219.896	227.397	215.560	213.667	224.615	214.835	212.282	210.224	207.544	211.407	208.453	211.989	211.748	210.682	223.722	215.304
188	215.599	215.599	216.463	212.742	219.154	223.708	222.076	214.005	217.718	225.066	225.064	218.389	223.254	218.720	220.124	219.749	207.662	219.513	214.577	208.386	206.963	216.847	224.934	213.586
189	221.383	221.383	217.451	218.999	220.848	222.006	222.662	214.711	220.996	226.605	223.388	220.176	224.364	218.480	221.242	214.136	214.755	220.691	211.794	209.310	212.473	211.317	218.306	214.576
190	221.060	221.060	214.445	213.709	221.347	225.886	220.051	210.728	220.644	226.057	227.346	218.687	226.791	216.611	221.760	217.607	211.775	215.884	204.892	207.776	213.132	211.922	221.438	212.859
191	221.439	221.439	219.358	217.918	219.732	226.753	224.538	214.871	222.345	227.429	227.533	220.504	223.120	215.411	219.950	216.840	205.185	207.753	209.122	217.139	209.623	215.068	222.537	213.271
192	223.018	223.018	220.770	222.016	227.031	223.835	222.441	216.078	225.040	232.625	226.434	221.783	223.574	206.480	218.734	209.825	210.243	211.638	216.360	209.686	210.616	216.251	219.780	213.195
193	227.542	227.542	219.731	220.197	229.574	236.458	225.246	218.094	223.962	234.511	228.558	218.225	223.520	214.087	218.199	209.730	208.972	209.456	215.369	208.430	211.689	218.651	216.137	216.145
194	226.367	226.367	225.393	221.792	221.834	226.251	223.239	224.277	223.723	232.147	234.712	220.563	222.642	214.706	214.570	215.129	212.054	212.400	227.455	212.586	215.170	221.364	218.955	207.425
195	234.247	234.247	221.416	220.572	225.855	229.090	228.024	218.440	220.446	236.059	231.564	222.091	226.956	224.818	219.361	212.514	215.738	213.412	216.711	213.753	216.721	217.083	218.976	211.127
196	236.899	236.899	224.079	227.034	232.840	223.405	224.846	216.253	222.321	227.229	225.375	221.822	228.461	222.189	216.516	211.839	211.223	212.003	218.687	222.986	217.898	222.286	217.891	205.788
197	239.584	239.584	225.569	223.645	229.371	228.063	224.744	215.270	215.182	228.919	229.764	213.913	221.914	219.605	215.300	221.829	206.042	213.075	222.988	217.654	216.734	223.472	214.620	216.343
198	236.295	236.295	217.260	219.721	228.776	226.992	226.747	220.142	213.155	226.801	232.687	218.356	228.202	223.414	213.428	217.920	206.628	219.949	222.468	216.226	209.897	221.781	216.891	217.740
199	235.513	235.513	212.219	223.201	228.072	223.106	232.894	222.473	220.812	220.719	224.535	223.804	228.800	227.019	212.579	219.794	204.218	226.537	216.974	214.737	216.199	221.920	210.766	213.078
200	234.540	234.540	221.751	225.476	228.213	224.642	232.020	226.826	219.928	221.496	224.413	229.353	224.551	224.093	215.581	221.611	213.322	223.211	218.434	216.983	221.794	216.003	216.827	216.770
201	237.406	237.406	219.918	227.737	223.351	220.828	223.409	222.208	218.954	228.442	224.901	220.981	225.697	220.935	218.898	223.767	217.358	221.623	216.640	217.463	221.489	222.407	218.237	221.700
202	236.589	236.589	222.512	227.432	221.657	227.944	226.295	218.470	216.913	224.443	220.267	225.541	230.871	221.123	220.875	212.294	217.011	223.105	220.387	219.565	225.991	226.980	220.427	214.229
203	230.726	230.726	225.081	224.728	228.505	224.533	222.100	219.418	218.338	221.833	222.032	223.747	238.755	220.531	215.656	216.707	219.356	222.983	219.243	221.077	219.226	222.374	218.248	219.071
204	233.852	233.852	222.641	228.152	226.923	225.724	222.729	220.301	219.735	226.941	225.073	220.762	237.281	217.367	216.243	222.036	222.082	222.950	219.635	219.564	218.423	217.416	221.634	217.634
205	230.447	230.447	228.563	223.351	227.081	219.361	217.764	219.425	216.451	223.966	224.807	227.676	241.668	219.423	220.727	218.292	225.356	224.563	222.613	220.062	223.007	224.190	223.259	213.530
206	226.530	226.530	229.192	224.326	222.185	220.971	222.947	212.192	221.375	224.461	219.707	219.878	233.741	223.949	218.632	221.564	219.068	222.494	217.511	212.727	215.488	215.769	217.763	207.032
207	230.011	230.011	226.521	227.604	222.773	224.685	227.571	216.821	220.608	226.019	228.658	218.637	233.841	221.627	224.217	222.140	222.063	222.918	215.098	224.634	218.521	217.188	226.744	213.679
208	232.594	232.594	230.062	223.943	222.044	221.466	222.723	216.357	219.904	231.276	221.547	220.629	236.901	227.331	226.696	222.240	222.487	219.437	221.357	224.268	221.633	222.115	225.027	225.712
209	233.861	233.861	223.796	228.091	212.948	224.906	223.527	219.145	216.461	233.335	232.667	227.580	231.491	231.791	219.375	219.730	223.530	217.760	232.155	225.644	226.394	220.529	226.858	218.247
210	236.842	236.842	227.131	229.506	221.154	220.658	221.876	220.900	216.059	224.677	232.038	222.093	240.268	229.814	221.909	223.143	216.675	219.011	223.658	223.395	226.411	213.864	223.932	223.750
211	230.303	230.303	233.425	220.967	218.083	217.126	222.119	221.852	216.461	232.476	222.259	225.564	233.999	222.472	217.277	225.677	219.505	218.622	221.890	226.638	220.776	221.636	218.673	220.492
212	230.775	230.775	229.036	224.660	222.936	222.321	221.482	221.961	216.431	232.484	233.770	226.485	233.852	229.197	214.407	226.409	218.873	216.390	224.144	224.503	223.750	228.023	225.979	223.604
213	232.899	232.899	224.394	225.617	219.988	226.043	214.656	221.603	219.753	224.325	231.812	220.335	228.785	229.817	221.097	226.171	220.064	211.819	224.135	224.417	220.528	226.660	225.430	220.672
214	240.689	240.689	221.156	227.727	218.462	219.247	206.729	222.657	221.952	224.147	227.970	224.868	222.977	227.576	223.935	215.529	213.536	219.009	219.310	219.619	221.056	222.344	223.587	219.930
215	236.911	236.911	227.738	233.437	222.043	225.637	223.940	222.318	223.409	228.153	231.565	224.925	230.914	235.549	222.944	216.949	218.112	220.398	224.331	223.939	223.454	222.846	220.628	225.164
216	239.980	239.980	228.258	233.232	227.921	229.423	224.067	219.214	228.173	230.113	234.645	226.562	236.289	226.504	218.066	218.246	227.931	224.207	224.485	222.706	220.309	220.629	216.675	223.603
217	233.582	233.582	226.139	226.437	231.603	228.016	225.886	220.242	235.643	234.031	233.905	229.816	236.824	228.190	222.866	226.677	221.808	224.620	228.056	229.835	215.837	228.695	220.743	226.286
218	235.231	235.231	228.329	233.978	224.718	230.291	221.261	222.080	223.728	236.384	235.717	225.706	239.522	228.815	227.012	227.581	225.916	231.909	230.882	228.046	219.313	224.427	221.189	231.031
219	245.504	245.504	231.223	230.876	220.084	230.808	220.455	225.889	219.916	232.477	233.053	228.513	230.878	236.089	220.646	231.657	228.161	228.464	228.949	228.246	221.858	217.868	215.483	226.726
220	234.897	234.897	234.543	230.752	225.986	228.064	229.408	232.335	223.791	237.233	238.308	232.152	249.138	242.097	225.824	229.128	233.677	220.316	229.753	226.030	230.145	223.259	230.671	220.184
221	233.946	233.946	233.422	229.977	231.705	225.712	227.879	229.501	235.564	248.339	234.520	237.322	248.354	247.895	231.411	233.510	230.698	222.760	228.022	227.913	222.226	223.763	229.308	219.975
222	234.377	234.377	233.026	228.623	229.003	228.856	229.837	232.264	233.006	247.153	242.522	232.333	252.176	241.796	234.131	235.380	233.737	229.517	237.011	231.720	225.184	223.195	229.387	227.976
223	236.939	236.939	226.992	229.564	227.742	230.003	228.617	230.754	236.553	242.250	241.779	233.565	242.718	246.170	232.973	230.315	238.550	232.990	231.040	235.704	229.044	222.477	231.882	227.701
224	232.610	232.610	225.076	220.805	226.030	235.900	224.886	236.269	224.844	245.113	237.915	235.315	243.687	249.701	238.816	230.855	236.667	228.217	236.716	229.902	230.709	231.896	229.837	218.851
225	237.621	237.621	229.740	230.851	229.747	236.129	226.145	236.712	230.706	239.717	244.855	240.050	248.961	244.016	244.052	238.878	241.233	229.916	236.343	234.178	229.944	228.179	226.622	224.802
226	234.367	234.367	231.575	233.273	225.177	238.760	229.246	232.421	231.531	242.943	242.532	240.923	243.636	245.443	242.141	233.824	236.315	228.583	230.002	235.355	226.240	225.188	223.946	226.556
227	236.249	236.249	230.344	228.651	225.942	233.392	227.564	233.246	232.494	242.452	253.100	236.142	245.100	246.194	241.281	238.122	239.711	230.950	231.876	229.912	231.162	233.268	225.805	223.399
228	237.701	237.701	230.567	226.375	233.011	230.214	226.933	238.085	231.273	241.782	246.192	243.947	246.534	250.891	240.731	241.673	245.257	231.160	232.515	234.092	220.524	225.836	226.904	225.204
229	229.979	229.979	227.959	229.944	232.856	230.554	226.760	236.661	232.753	242.558	242.561	239.877	250.119	248.107	238.519	242.862	242.422	234.835	232.087	227.042	226.971	229.773	231.785	229.104
230	227.164	227.164	229.956	228.141	227.553	228.507	226.096	232.963	231.472	242.292	241.252	235.166	247.501	244.987	237.782	236.221	238.707	237.870	237.877	232.163	221.101	228.747	229.639	229.935
231	227.660	227.660	231.718	236.816	224.928	230.024	232.709	235.412	230.809	239.802	240.179	243.212	247.604	241.465	239.691	235.760	243.481	233.715	238.975	229.617	224.520	227.450	234.675	228.982
232	238.130	238.130	234.638	237.596	232.690	230.652	226.025	237.731	233.429	234.729	243.546	233.888	251.014	250.459	243.394	240.253	246.790	238.151	235.746	233.540	225.016	227.467	231.857	229.061
233	240.780	240.780	221.398	235.103	241.598	233.105	230.080	243.679	236.372	242.726	246.497	243.632	254.143	255.201	249.943	238.750	250.053	236.834	233.151	238.517	230.193	229.424	231.881	226.392
234	244.648	244.648	231.760	239.041	241.558	236.044	230.751	237.816	234.765	246.447	251.026	246.577	256.510	259.302	257.867	241.380	250.303	236.158	230.832	236.223	231.653	230.724	229.048	224.916
235	238.244	238.244	236.121	241.681	241.065	238.049	233.605	240.076	237.055	242.612	258.146	250.056	259.620	259.298	254.011	246.935	250.006	231.830	233.249	239.941	232.907	233.046	239.282	235.474
236	240.898	240.898	232.293	241.328	241.313	237.288	231.515	243.977	239.615	243.590	248.036	241.692	261.849	256.316	255.617	252.958	248.495	240.220	234.190	238.029	228.796	239.311	234.483	220.296
237	240.912	240.912	229.741	246.397	243.663	239.947	239.821	245.603	240.054	240.826	251.609	241.030	263.378	261.142	253.334	258.359	248.079	241.744	230.209	241.516	233.459	232.091	240.436	226.080
238	244.948	244.948	234.204	245.504	237.914	236.815	239.017	250.675	240.866	238.295	250.750	240.455	263.990	256.901	250.242	248.497	250.922	237.890	231.676	235.801	230.454	233.362	237.117	224.566
239	254.306	254.306	244.544	244.399	246.481	242.914	242.323	247.213	243.988	243.350	251.128	240.677	266.025	257.008	251.412	250.197	247.986	232.470	233.265	235.361	235.252	228.837	238.565	230.309
240	244.450	244.450	242.760	246.235	241.180	237.790	244.854	249.589	251.227	244.982	242.643	250.127	261.206	256.762	243.169	247.030	243.114	235.932	224.800	240.834	236.486	231.528	228.961	229.248
241	247.016	247.016	244.407	246.060	243.548	237.038	252.216	251.740	245.522	250.959	251.370	256.086	260.952	252.562	244.568	243.378	234.486	232.882	224.782	234.408	234.858	226.422	229.359	230.451
242	258.472	258.472	250.303	251.746	246.914	241.816	241.750	256.099	244.619	244.598	248.207	257.422	259.888	255.118	251.870	239.381	235.035	228.206	229.310	232.358	232.165	231.076	235.983	226.568
243	262.809	262.809	242.591	243.747	250.904	247.637	242.471	254.862	239.386	249.218	246.014	245.850	262.175	251.110	243.352	233.523	238.066	225.666	226.106	229.722	232.828	226.590	232.583	225.011
244	258.478	258.478	252.691	245.314	257.103	246.684	246.587	250.121	239.061	248.877	248.782	253.152	267.079	258.502	243.630	235.754	237.461	234.059	231.128	234.760	231.162	228.519	230.693	225.075
245	253.815	253.815	247.817	252.584	255.165	246.976	251.914	248.666	239.803	248.789	259.505	250.878	262.692	251.924	242.306	236.980	230.697	243.720	230.132	238.135	222.584	232.756	227.963	228.964
246	255.338	255.338	250.207	257.191	250.785	250.451	252.700	245.292	236.288	246.219	253.706	256.112	253.991	249.360	241.889	231.015	230.934	234.703	232.570	241.060	226.796	233.507	226.618	224.615
247	259.515	259.515	251.232	261.270	251.016	257.159	248.621	248.916	239.146	245.608	254.525	253.632	254.691	257.553	248.113	228.902	234.956	240.054	238.512	244.568	224.734	228.881	236.338	233.158
248	257.928	257.928	251.601	263.537	253.551	256.346	244.378	252.278	243.013	246.075	253.417	265.978	256.298	251.553	239.185	227.731	233.268	243.493	244.812	239.796	224.840	224.664	229.688	230.565
249	254.850	254.850	247.811	260.708	256.871	261.897	255.244	251.322	242.775	254.186	261.489	253.542	257.367	254.762	244.388	234.001	232.762	239.667	239.583	237.187	229.357	224.411	232.655	234.011
250	257.201	257.201	250.104	264.034	257.281	259.789	258.624	264.287	241.958	253.131	268.207	253.459	262.912	257.930	246.805	236.398	233.339	244.857	245.223	242.103	235.291	229.361	233.432	232.407
251	255.786	255.786	247.135	267.790	252.394	254.320	257.860	262.472	247.403	253.181	266.810	257.913	259.355	258.411	247.958	236.778	237.716	251.492	246.966	241.756	234.307	233.011	235.154	232.984
252	248.739	248.739	244.559	258.552	253.793	259.968	249.179	263.174	242.600	254.564	261.955	252.967	253.162	249.669	248.733	232.123	242.392	248.387	249.906	236.405	235.202	221.601	244.432	238.632
253	251.259	251.259	248.961	258.095	251.775	261.846	255.207	250.151	249.395	252.113	263.676	251.180	257.580	254.940	255.307	237.202	242.306	241.037	239.846	231.137	244.264	231.423	240.905	229.733
254	251.138	251.138	249.752	258.408	254.276	255.293	258.083	259.885	254.086	253.675	257.915	251.616	264.749	255.314	248.615	235.968	239.373	240.093	240.791	233.947	245.051	236.751	238.748	232.718
255	253.661	253.661	247.049	251.505	254.364	251.658	256.734	263.035	248.007	256.579	253.099	252.511	271.162	255.719	257.277	239.214	233.591	242.504	239.997	239.369	243.029	238.510	242.435	236.501
256	257.239	257.239	242.342	250.250	249.831	251.765	264.296	251.871	251.385	257.427	249.906	260.468	264.512	255.559	248.039	233.449	239.346	242.177	242.279	247.902	241.534	234.456	242.258	245.438
257	257.935	257.935	242.422	248.649	250.144	258.620	262.195	256.421	249.608	258.508	254.909	255.238	269.534	248.664	256.274	243.502	245.529	245.117	245.826	247.010	245.193	238.518	253.827	240.970
258	258.602	258.602	240.505	243.408	255.065	251.356	256.014	254.427	249.847	252.355	255.574	246.813	265.980	248.899	245.722	243.389	243.294	247.964	240.323	245.183	242.892	244.841	246.724	239.461
259	252.162	252.162	240.474	245.003	246.787	249.304	245.434	251.111	257.207	253.887	253.072	251.427	266.686	246.776	254.400	245.944	246.679	247.706	247.144	247.106	246.994	242.993	253.294	241.447
260	253.267	253.267	244.113	245.487	245.901	256.299	246.345	252.433	252.167	251.455	248.885	254.751	263.977	255.072	255.550	249.944	246.889	250.750	253.161	247.942	247.342	241.663	253.853	244.190
261	248.639	248.639	240.680	245.714	242.256	248.851	244.794	255.299	252.865	244.469	241.320	250.860	258.714	253.738	248.070	247.505	246.761	244.008	250.891	248.416	251.562	246.301	246.489	243.654
262	253.940	253.940	239.041	246.129	247.740	254.437	253.066	250.009	247.887	245.095	252.180	252.674	261.308	248.662	255.589	253.107	252.864	249.447	240.987	256.562	250.754	245.240	247.557	244.607
263	250.831	250.831	242.343	244.804	249.275	246.828	251.366	250.235	253.521	247.914	246.401	254.980	261.481	254.221	248.048	255.326	249.709	246.674	249.220	251.650	256.299	252.586	249.108	241.559
264	249.882	249.882	244.370	237.368	240.077	248.342	249.969	252.585	249.661	249.736	248.129	249.976	255.415	249.982	246.895	248.625	247.440	247.992	242.986	252.605	254.592	257.042	254.073	235.461
265	250.491	250.491	243.729	238.198	235.121	247.971	250.483	249.725	244.689	253.753	251.314	249.438	264.120	249.058	247.732	253.247	246.096	245.565	240.725	250.416	255.191	253.670	244.520	242.169
266	247.888	247.888	240.778	239.261	240.608	242.942	248.463	250.254	247.496	244.874	255.772	254.494	255.447	253.129	252.689	261.840	248.863	246.840	237.451	252.481	255.873	254.152	246.858	241.457
267	247.771	247.771	235.610	239.904	231.701	237.348	242.814	254.631	241.684	238.413	255.080	252.253	252.021	245.715	252.637	254.443	238.350	242.883	238.433	252.153	253.249	254.933	236.980	242.139
268	252.502	252.502	234.235	242.650	235.918	239.465	251.107	247.203	241.115	238.138	258.234	242.617	260.491	242.321	242.823	250.814	244.662	239.131	242.197	250.478	252.763	254.417	242.979	239.978
