 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	466.995	446.681	454.275	457.853	457.947	453.958	455.325	461.838	459.155	453.028	460.259	454.288
2	470.600	451.457	443.988	452.269	457.172	452.919	470.698	456.863	459.043	451.589	460.104	465.500
3	459.256	450.121	448.663	456.384	449.176	456.102	467.548	452.024	453.757	466.115	463.700	469.223
4	456.269	445.823	454.149	458.407	456.864	452.493	468.705	456.722	462.383	468.904	472.688	470.167
5	462.332	463.401	452.172	456.051	451.844	463.246	460.848	465.377	449.749	468.609	469.101	467.375
6	465.555	458.975	451.570	451.863	449.823	458.366	460.609	463.199	466.612	456.459	468.737	476.322
7	457.534	445.332	452.936	451.998	457.121	448.858	460.009	466.732	468.577	464.850	474.087	481.203
8	465.430	448.701	453.895	454.392	457.225	459.062	456.460	458.431	456.823	469.645	468.483	467.504
9	466.693	443.899	454.286	447.369	449.488	454.507	454.903	463.195	456.320	457.810	470.235	468.909
10	482.551	447.190	456.367	457.454	461.866	462.321	464.544	465.257	459.787	469.377	467.764	466.695
11	467.726	448.423	443.681	459.223	464.165	454.110	459.738	457.798	463.134	470.966	477.795	465.438
12	460.513	444.922	441.963	463.599	465.347	462.225	466.422	461.171	459.424	454.181	473.153	468.271
13	464.324	444.572	446.342	458.089	461.147	459.739	460.414	462.080	457.313	455.550	465.229	466.839
14	468.262	455.505	451.836	460.183	448.048	452.583	464.792	466.079	462.035	452.819	468.684	470.467
15	468.232	453.018	454.584	461.221	452.903	461.136	453.356	466.446	452.070	460.379	467.487	460.347
16	470.406	454.453	464.126	457.391	453.710	461.253	454.560	460.047	458.761	463.637	463.558	470.522
17	477.911	458.327	463.567	445.583	455.155	462.621	454.518	461.385	463.674	460.493	480.741	471.455
18	472.907	452.676	459.020	455.555	450.344	458.496	463.141	470.827	456.606	471.335	478.115	470.328
19	460.064	446.909	459.597	456.084	468.126	462.293	459.901	467.976	459.199	461.495	479.385	470.443
20	467.658	454.205	453.640	471.434	465.949	466.551	443.737	459.962	455.530	464.072	482.124	477.656
21	475.888	456.110	457.100	457.719	460.589	461.188	448.910	465.928	457.113	457.278	472.547	478.213
22	479.816	453.991	469.677	459.829	472.345	452.699	466.435	461.602	472.226	468.043	476.857	472.171
