 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3
1	284.379	269.033	268.436
2	271.132	285.143	269.946
3	277.815	279.776	278.196
4	287.208	268.286	285.314
5	283.464	269.276	281.659
6	280.800	269.211	276.373
7	289.362	276.873	281.472
8	284.551	271.599	280.650
9	285.931	270.001	283.618
10	284.401	275.642	284.921
11	278.974	272.357	276.658
12	276.910	277.996	277.879
13	275.299	265.497	275.920
14	274.093	268.015	286.414
15	285.931	272.892	290.496
16	283.132	274.053	283.334
17	280.925	267.338	289.142
18	282.651	267.827	286.220
19	283.911	265.282	285.693
20	289.962	264.762	275.508
21	283.924	269.104	275.987
22	275.772	277.818	271.632
23	278.066	272.745	276.605
24	263.928	271.544	273.133
25	273.184	277.952	271.351
26	286.174	274.752	281.219
27	287.629	276.900	280.660
28	289.941	285.456	284.406
29	289.894	278.865	284.389
30	275.317	277.818	277.777
31	283.553	277.939	282.960
32	288.539	274.161	283.842
33	283.428	275.785	292.202
34	283.526	271.405	286.925
35	286.163	268.697	283.958
36	280.229	268.408	290.251
37	284.759	267.267	289.808
38	286.577	273.129	272.545
39	281.804	280.827	282.954
40	274.525	268.391	288.331
41	281.728	265.926	282.113
42	286.147	267.122	285.293
43	288.869	276.985	286.664
44	292.150	266.995	285.127
45	286.467	270.248	283.797
46	290.310	270.080	292.596
47	279.259	273.026	293.511
48	275.190	265.821	289.020
49	281.682	284.519	293.006
50	278.198	279.634	282.299
51	285.249	287.008	283.884
52	283.998	277.503	291.763
53	288.625	282.174	281.751
54	285.887	276.602	284.191
55	293.087	280.836	274.435
56	287.435	279.294	278.686
57	288.484	278.426	289.325
58	289.972	276.945	304.830
59	286.817	280.075	285.876
60	288.563	273.397	286.662
61	284.613	274.991	284.543
62	302.990	277.992	289.141
63	290.478	284.598	291.399
64	285.775	281.367	286.251
65	294.984	279.878	294.117
66	291.947	277.963	297.467
67	289.015	278.631	300.917
68	291.316	282.952	296.075
69	292.308	283.773	296.862
70	297.308	282.638	305.598
71	293.924	286.080	303.766
72	289.973	282.847	296.532
73	294.101	284.165	298.729
74	289.379	286.636	296.280
75	290.536	300.981	288.893
76	296.109	293.200	293.841
77	298.390	275.371	296.906
78	295.629	288.072	298.359
79	300.054	288.813	298.859
80	297.558	286.339	302.858
81	297.577	288.887	304.719
82	301.454	290.308	300.865
83	303.652	288.774	300.528
84	298.982	290.453	299.003
85	305.539	287.922	299.495
86	295.581	297.199	299.348
87	293.028	293.680	299.363
88	295.478	298.143	301.445
89	302.114	296.820	307.932
90	312.731	298.355	308.987
91	314.269	296.733	314.128
92	307.913	304.575	316.353
93	295.718	298.159	325.123
94	301.416	298.081	322.980
95	304.322	297.691	318.063
96	316.862	306.426	326.154
97	322.835	310.296	330.709
98	318.795	311.741	324.269
99	316.335	312.673	321.334
100	313.333	309.733	313.003
101	315.730	310.228	326.590
102	316.111	317.070	325.775
103	323.950	321.356	326.652
104	336.200	314.026	319.490
105	337.010	301.679	331.034
106	343.494	319.280	334.697
107	343.178	323.387	341.394
108	355.753	323.953	348.819
109	345.766	344.277	337.524
110	343.781	340.675	341.873
111	356.041	328.257	358.135
112	349.156	336.915	359.361
113	353.577	347.195	355.077
114	342.426	346.839	338.155
115	343.491	333.039	341.168
116	343.891	343.820	351.882
117	348.225	353.687	349.652
118	348.699	345.353	350.645
119	338.492	345.710	357.021
120	335.383	345.453	351.590
121	335.120	331.295	347.496
122	353.249	345.755	342.863
123	343.049	340.188	345.090
124	341.009	340.240	339.573
125	336.941	342.631	342.660
126	335.030	348.388	344.174
127	338.750	345.647	347.402
128	338.444	348.011	344.814
129	346.475	343.039	338.329
130	340.410	342.368	347.833
131	335.670	343.062	354.261
132	333.526	345.303	349.553
133	349.332	348.354	346.654
134	331.401	340.717	353.146
135	329.622	344.409	352.720
136	329.065	351.922	346.894
137	341.169	348.094	354.577
138	335.271	345.397	344.011
139	327.952	348.056	344.834
140	340.867	335.910	338.339
141	346.276	343.268	338.793
142	329.222	346.542	351.588
143	326.576	343.684	341.972
144	331.955	338.227	340.630
145	332.467	338.448	337.082
146	323.582	338.239	332.263
