 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	337.073	326.939	329.122	337.073	345.919	340.275	326.639	343.280	340.128	329.313	330.548	323.958
2	324.882	321.678	334.414	324.882	342.616	327.185	320.566	344.599	345.382	325.654	332.532	321.971
3	331.843	337.934	329.583	331.843	340.655	321.193	325.999	337.276	341.970	330.650	334.819	319.846
4	334.994	334.266	332.460	334.994	337.776	326.732	338.102	339.135	344.360	337.148	331.447	326.382
5	324.228	330.922	327.364	324.228	331.985	321.718	329.915	343.592	346.576	330.144	346.141	316.804
6	325.390	316.075	328.345	325.390	325.812	314.248	328.003	337.178	348.431	320.504	340.251	320.126
7	327.476	328.587	325.044	327.476	331.819	325.028	325.191	340.281	337.872	338.104	323.494	323.759
8	318.839	317.459	314.712	318.839	331.420	342.329	328.703	339.392	338.874	333.321	335.663	317.936
9	320.702	327.001	314.821	320.702	338.631	322.060	325.805	342.302	334.952	337.745	324.220	325.188
10	320.894	319.832	320.955	320.894	333.751	334.498	329.294	339.526	347.039	339.645	322.810	324.217
11	311.278	319.251	316.811	311.278	323.102	334.763	328.487	340.040	335.023	343.783	331.584	329.142
12	317.203	309.668	320.480	317.203	322.875	332.755	326.136	330.201	338.613	337.854	333.639	336.606
13	327.261	312.680	328.809	327.261	333.529	330.404	329.749	330.069	336.101	344.423	331.047	328.768
14	324.654	315.079	324.559	324.654	343.747	324.452	323.278	337.329	335.296	344.668	333.408	322.654
15	329.668	313.499	308.859	329.668	326.243	319.828	329.743	343.226	338.733	328.601	333.973	321.479
16	320.187	315.752	312.327	320.187	331.494	320.098	324.704	325.636	334.679	332.993	320.049	312.731
17	318.451	314.070	317.586	318.451	329.855	331.499	321.252	328.921	338.403	333.964	335.629	314.786
18	323.205	321.368	321.627	323.205	325.905	340.067	330.987	326.684	332.327	329.051	335.670	325.091
19	324.769	314.627	320.664	324.769	319.228	336.275	333.027	344.855	327.885	326.076	329.730	320.995
20	320.260	319.884	310.146	320.260	327.720	341.274	329.943	341.507	329.662	319.518	327.007	319.114
21	321.097	314.786	322.654	321.097	331.244	339.552	320.777	332.150	333.031	324.620	322.766	320.294
22	328.301	318.499	306.743	328.301	324.456	331.932	326.565	329.584	335.944	332.441	325.486	316.872
23	317.295	313.144	311.830	317.295	325.319	326.926	321.116	326.464	320.770	328.604	329.261	324.153
24	320.899	311.177	318.266	320.899	308.793	322.279	325.542	337.268	324.270	334.749	325.101	333.378
25	322.646	311.289	326.795	322.646	319.110	320.199	321.588	333.954	325.963	325.841	315.408	311.887
26	329.612	315.714	323.663	329.612	319.799	320.949	320.304	338.048	326.038	336.361	331.490	323.884
27	306.774	319.547	328.956	306.774	312.441	328.161	329.900	337.729	322.385	327.783	331.995	328.577
28	310.361	315.102	311.540	310.361	310.293	332.778	319.041	326.275	328.707	324.570	330.003	336.479
29	310.963	312.427	322.047	310.963	314.217	324.159	312.908	317.375	331.314	326.632	332.046	330.696
30	320.521	305.646	317.962	320.521	318.811	327.124	311.383	321.839	324.682	323.513	334.835	321.874
31	323.122	309.764	305.362	323.122	311.974	318.346	318.706	330.885	319.089	320.094	318.766	319.933
32	312.760	309.904	320.380	312.760	314.412	317.991	319.426	334.685	316.860	324.207	323.276	321.398
33	303.626	303.511	308.885	303.626	318.130	308.530	311.604	314.595	316.816	324.184	319.065	322.390
34	313.683	302.387	312.228	313.683	310.646	309.385	309.613	306.940	315.154	317.870	316.583	317.327
35	307.199	309.311	316.119	307.199	315.657	314.012	317.430	323.868	309.501	325.098	316.132	315.004
36	310.793	299.311	323.048	310.793	307.433	332.196	323.639	314.626	307.407	312.521	323.154	309.749
37	316.577	312.436	317.244	316.577	327.069	327.511	346.307	308.109	318.363	317.750	322.873	308.488
38	314.719	305.426	320.108	314.719	335.377	335.521	337.330	327.332	320.729	322.831	310.362	310.289
39	329.895	319.501	316.389	329.895	349.714	346.280	336.839	325.177	321.175	331.771	315.640	311.042
40	336.429	326.169	337.043	336.429	338.245	346.978	331.874	330.965	325.900	329.427	318.882	312.300
41	329.707	330.620	334.039	329.707	340.878	335.064	315.029	331.356	324.363	333.468	320.860	318.938
42	323.365	338.139	342.639	323.365	344.044	322.854	323.383	327.974	314.197	325.282	323.709	333.698
43	321.853	342.153	343.522	321.853	316.755	306.012	314.536	319.806	313.632	327.701	339.258	309.273
44	318.320	321.016	337.126	318.320	305.107	322.458	295.843	312.793	318.404	328.298	327.218	314.752
45	305.613	319.126	329.127	305.613	306.798	305.814	283.841	301.321	299.720	316.107	323.974	314.613
46	309.774	317.481	313.818	309.774	302.518	297.781	289.138	299.378	303.338	314.674	324.293	305.444
47	304.632	296.697	306.123	304.632	296.162	293.592	291.256	299.317	292.425	306.747	308.644	296.257
48	285.091	294.180	308.368	285.091	287.884	283.679	291.352	287.728	301.761	286.548	315.479	291.429
49	271.334	277.499	288.078	271.334	293.059	290.321	283.099	289.877	293.534	286.717	304.330	297.305
50	283.942	282.539	286.696	283.942	288.547	288.623	280.104	279.738	289.802	291.750	294.067	281.412
51	284.126	272.772	286.954	284.126	278.450	284.960	278.715	275.070	278.113	279.141	284.400	276.559
52	277.164	274.577	281.411	277.164	267.600	281.688	273.508	287.479	266.626	279.807	284.176	277.388
53	273.110	278.738	282.634	273.110	280.993	285.792	277.999	278.486	266.957	276.060	282.061	268.980
54	268.858	276.723	273.200	268.858	268.129	281.357	276.737	275.138	276.884	269.617	283.588	276.832
55	279.766	281.003	268.781	279.766	279.389	275.082	282.056	275.097	279.036	277.438	282.985	274.745
56	272.174	270.679	267.642	272.174	266.995	273.782	277.791	273.791	271.819	279.571	276.079	259.603
57	272.525	268.398	268.667	272.525	268.949	272.546	269.401	272.760	262.775	269.169	279.379	266.502
58	272.732	275.727	267.029	272.732	268.036	278.998	283.014	261.978	273.314	273.947	277.360	269.412
59	270.988	274.887	263.370	270.988	268.621	272.077	275.053	267.729	269.960	265.458	272.755	275.043
60	267.280	265.147	264.590	267.280	270.105	260.695	270.757	266.376	258.803	255.628	267.407	268.972
61	273.681	260.951	260.596	273.681	262.072	264.223	270.588	257.724	260.621	260.495	264.545	264.152
62	266.748	256.927	265.637	266.748	260.265	266.396	267.078	257.073	264.726	265.308	266.280	259.164
63	259.447	247.695	258.519	259.447	266.692	262.743	251.263	256.026	265.630	254.983	260.497	261.249
64	265.373	249.234	249.664	265.373	255.700	260.513	247.159	255.729	254.985	256.198	260.658	264.949
65	264.103	241.519	251.706	264.103	248.107	261.443	246.898	256.533	248.489	261.522	257.450	266.699
66	258.792	246.204	252.920	258.792	249.876	247.817	250.402	253.949	249.390	260.881	257.245	256.128
67	256.249	248.553	251.040	256.249	244.889	248.323	254.990	256.297	252.126	248.371	258.360	256.095
68	256.042	243.513	248.450	256.042	245.680	257.310	259.612	255.386	250.706	254.940	258.840	254.266
69	250.619	241.503	251.466	250.619	243.650	252.742	238.312	257.372	244.269	260.430	246.818	250.414
70	252.820	251.270	247.486	252.820	240.025	251.596	243.986	246.551	238.106	248.847	252.575	251.599
71	244.873	243.629	241.973	244.873	239.991	250.007	246.774	243.004	252.709	251.645	254.617	248.444
72	249.621	246.446	242.860	249.621	243.009	245.996	239.736	253.301	254.142	261.524	260.294	246.956
73	234.462	240.679	234.283	234.462	241.199	238.011	241.502	253.778	245.827	250.022	254.816	245.590
74	246.370	237.976	234.507	246.370	245.719	240.030	237.206	249.289	250.453	257.599	249.151	242.159
75	246.218	236.478	235.348	246.218	240.664	234.337	239.069	240.539	248.864	255.466	240.255	243.902
76	236.452	242.687	236.560	236.452	237.628	228.523	227.519	237.398	247.522	253.434	243.897	236.697
77	240.972	245.140	233.955	240.972	237.576	235.767	228.140	242.089	255.044	245.393	248.696	232.626
78	239.152	232.924	235.885	239.152	223.295	230.338	230.200	237.858	250.612	243.604	237.261	230.250
79	237.411	236.869	233.432	237.411	228.992	231.610	220.360	235.028	247.378	250.640	226.275	221.007
80	236.959	231.244	236.599	236.959	231.510	234.792	222.854	236.168	244.820	240.489	239.426	222.063
81	226.199	233.802	230.058	226.199	228.387	232.190	224.281	237.856	242.775	234.240	228.997	232.846
82	224.797	229.579	232.616	224.797	225.708	230.320	228.964	232.722	243.705	233.619	219.474	224.544
83	220.107	227.741	232.409	220.107	225.326	227.731	234.584	223.004	230.385	239.788	230.522	224.820
84	225.912	218.001	226.897	225.912	220.787	222.914	227.659	231.409	236.006	227.777	232.148	221.212
85	218.200	221.403	225.303	218.200	221.518	213.802	221.122	231.855	230.692	224.004	221.592	221.978
86	224.282	220.952	225.433	224.282	219.298	228.628	224.853	223.379	234.354	233.850	224.595	221.434
87	230.253	219.809	230.547	230.253	221.581	227.070	224.172	224.376	235.345	227.144	222.135	222.706
88	225.057	225.287	228.001	225.057	225.766	221.287	225.819	231.633	228.495	218.992	219.893	225.590
89	213.988	226.589	224.233	213.988	218.813	222.418	225.980	226.165	234.418	209.660	221.683	212.712
90	218.630	221.862	223.782	218.630	212.778	219.412	228.484	235.232	226.793	221.567	220.463	216.883
91	214.216	216.834	224.096	214.216	215.403	212.525	226.326	231.082	225.618	225.992	220.111	222.882
92	222.345	217.949	221.161	222.345	222.166	214.504	223.875	222.023	217.316	224.217	216.505	217.629
93	218.444	218.842	218.683	218.444	222.846	218.039	226.858	223.575	221.982	220.720	214.910	217.704
94	216.563	216.516	219.798	216.563	220.695	214.147	228.107	225.860	217.911	219.022	218.511	211.708
95	216.828	217.919	224.784	216.828	219.072	214.510	218.113	215.977	213.137	216.248	209.596	212.807
96	214.706	214.814	217.468	214.706	218.944	219.974	228.792	220.811	211.240	220.439	208.448	216.226
97	207.407	213.468	224.172	207.407	211.990	213.884	216.774	217.520	206.326	209.061	210.503	215.593
98	213.582	216.302	223.197	213.582	216.890	214.217	213.721	207.167	220.289	211.740	214.209	216.127
99	212.669	214.312	219.030	212.669	220.323	210.830	215.873	213.260	218.249	214.485	217.466	215.859
100	205.267	208.123	213.212	205.267	218.676	208.644	223.569	219.869	221.221	215.839	218.269	210.051
101	211.228	212.316	213.851	211.228	220.053	210.238	214.124	210.707	208.446	215.277	214.265	207.583
102	208.309	210.999	211.358	208.309	209.680	205.426	213.061	212.618	210.217	212.313	207.823	211.899
103	207.018	213.789	210.403	207.018	208.653	202.777	204.424	205.850	205.469	204.927	207.996	205.013
104	206.167	212.036	207.081	206.167	210.765	205.700	210.454	206.802	209.909	209.236	205.547	208.299
105	209.018	202.255	212.542	209.018	210.686	205.605	215.281	199.967	209.397	212.746	204.202	208.633
106	202.653	210.300	208.658	202.653	213.755	209.356	207.116	206.859	214.342	208.193	211.043	209.251
107	205.171	206.540	201.681	205.171	202.547	211.434	200.757	202.450	211.491	204.226	200.286	196.685
108	201.494	203.706	210.512	201.494	198.885	202.697	201.460	204.503	203.849	205.274	203.130	201.433
109	207.524	204.076	203.021	207.524	200.239	207.514	212.027	203.470	207.577	205.433	206.972	202.544
110	203.694	201.298	210.075	203.694	199.315	209.298	212.192	205.978	208.168	204.355	204.910	198.899
111	195.130	209.037	206.362	195.130	204.833	210.320	210.701	194.693	205.631	203.149	199.602	196.846
112	196.883	205.358	199.534	196.883	201.428	207.195	205.792	198.000	201.687	204.260	206.129	199.707
113	198.945	203.105	205.524	198.945	194.553	205.364	203.241	203.856	204.217	202.989	209.251	201.388
114	198.243	203.283	200.855	198.243	201.447	197.235	211.426	203.994	201.938	201.638	203.634	202.400
115	194.767	204.799	207.580	194.767	200.209	200.981	203.892	198.322	195.491	202.851	198.483	205.445
116	195.607	204.396	203.779	195.607	193.159	201.934	209.180	198.575	201.470	199.899	201.451	199.316
