 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3
1	329.830	329.830	317.393
2	324.404	324.404	321.049
3	319.400	319.400	319.092
4	311.522	311.522	309.976
5	315.916	315.916	316.092
6	318.046	318.046	317.795
7	317.950	317.950	313.817
8	316.815	316.815	308.223
9	314.402	314.402	315.708
10	323.289	323.289	309.636
11	324.316	324.316	303.662
12	303.222	303.222	308.582
13	302.641	302.641	306.281
14	318.182	318.182	307.099
15	313.269	313.269	304.261
16	312.887	312.887	303.218
17	310.649	310.649	301.696
18	308.393	308.393	296.654
19	310.506	310.506	295.657
20	315.442	315.442	300.911
21	306.735	306.735	300.365
22	300.638	300.638	295.265
23	305.222	305.222	293.790
24	313.647	313.647	294.434
25	305.074	305.074	302.126
26	303.579	303.579	293.501
27	298.232	298.232	294.698
28	302.427	302.427	297.469
29	298.829	298.829	300.059
30	299.156	299.156	300.476
31	298.371	298.371	299.567
32	296.113	296.113	308.834
33	304.454	304.454	314.863
34	308.512	308.512	315.349
35	304.139	304.139	314.679
36	305.712	305.712	321.428
37	314.907	314.907	326.432
38	303.434	303.434	321.474
39	292.326	292.326	313.093
40	296.369	296.369	301.484
41	308.264	308.264	301.675
42	305.642	305.642	298.137
43	302.758	302.758	286.731
44	302.832	302.832	289.208
45	309.805	309.805	287.189
46	295.697	295.697	276.307
47	301.091	301.091	281.040
48	290.641	290.641	271.885
49	276.988	276.988	266.649
50	282.501	282.501	260.728
51	285.867	285.867	270.176
52	281.451	281.451	263.880
53	280.182	280.182	264.632
54	280.249	280.249	269.357
55	272.017	272.017	271.684
56	268.110	268.110	263.307
57	263.914	263.914	262.658
58	271.771	271.771	277.050
59	273.032	273.032	268.084
60	267.763	267.763	268.025
61	267.415	267.415	267.830
62	272.080	272.080	273.423
63	268.568	268.568	274.180
64	259.418	259.418	264.010
65	270.977	270.977	272.990
66	270.238	270.238	278.123
67	268.938	268.938	268.890
68	269.651	269.651	271.804
69	274.777	274.777	278.983
70	275.521	275.521	272.853
71	273.296	273.296	261.169
72	271.245	271.245	261.421
73	266.543	266.543	260.048
74	264.260	264.260	263.250
75	267.025	267.025	260.816
76	261.088	261.088	268.536
77	262.159	262.159	261.928
78	274.373	274.373	270.898
79	268.599	268.599	271.374
80	271.347	271.347	261.832
81	268.689	268.689	261.509
82	265.776	265.776	265.386
83	266.073	266.073	256.216
84	256.687	256.687	263.715
85	264.834	264.834	269.024
86	263.416	263.416	266.790
87	271.679	271.679	275.500
88	264.874	264.874	279.628
89	271.878	271.878	269.543
90	276.937	276.937	270.160
91	272.069	272.069	267.407
92	268.881	268.881	270.019
93	274.894	274.894	268.460
94	277.670	277.670	270.211
95	277.033	277.033	267.238
96	273.804	273.804	268.839
97	261.834	261.834	270.427
98	268.199	268.199	263.388
99	264.379	264.379	274.237
100	276.100	276.100	272.927
101	275.490	275.490	269.685
102	265.036	265.036	275.224
103	267.800	267.800	273.202
104	270.424	270.424	275.439
105	281.992	281.992	272.105
106	286.637	286.637	272.362
107	281.549	281.549	274.012
108	275.501	275.501	275.810
109	268.123	268.123	279.403
110	276.017	276.017	280.507
111	268.203	268.203	273.057
112	277.950	277.950	268.174
113	266.628	266.628	265.089
114	266.235	266.235	265.510
115	265.131	265.131	259.546
116	266.182	266.182	260.215
117	284.851	284.851	266.008
118	269.683	269.683	268.274
119	270.096	270.096	265.149
120	261.306	261.306	266.061
121	270.364	270.364	268.141
122	265.957	265.957	269.647
123	265.881	265.881	264.620
124	259.102	259.102	258.610
125	272.549	272.549	259.473
126	259.119	259.119	261.274
127	262.463	262.463	271.194
128	265.109	265.109	264.594
129	263.247	263.247	277.560
130	261.301	261.301	265.835
131	269.808	269.808	274.518
132	255.905	255.905	274.348
133	257.419	257.419	265.018
134	265.511	265.511	259.602
135	261.758	261.758	260.198
136	263.055	263.055	258.727
137	258.753	258.753	255.272
138	262.063	262.063	255.265
139	261.444	261.444	266.768
140	264.201	264.201	255.818
141	251.804	251.804	256.897
142	251.192	251.192	256.498
143	258.974	258.974	255.443
144	258.913	258.913	258.751
145	256.138	256.138	253.429
146	255.591	255.591	248.656
147	248.854	248.854	259.773
148	254.005	254.005	253.980
149	267.169	267.169	255.515
150	255.149	255.149	261.200
151	254.144	254.144	253.065
152	248.860	248.860	250.401
153	254.117	254.117	255.530
154	254.813	254.813	254.654
155	251.218	251.218	245.950
156	245.527	245.527	256.254
157	258.485	258.485	248.050
158	253.620	253.620	253.383
159	248.102	248.102	256.549
160	246.968	246.968	250.174
161	254.186	254.186	257.539
162	252.228	252.228	257.874
163	249.204	249.204	254.594
164	251.347	251.347	251.352
165	254.407	254.407	251.298
166	255.181	255.181	247.034
167	256.904	256.904	250.166
168	258.261	258.261	254.548
169	254.678	254.678	247.870
170	251.871	251.871	242.213
171	253.647	253.647	247.823
172	251.832	251.832	241.936
173	242.572	242.572	241.960
174	246.347	246.347	249.157
175	246.271	246.271	242.660
176	249.591	249.591	241.285
177	258.153	258.153	254.009
178	247.662	247.662	247.822
179	242.991	242.991	248.166
180	236.834	236.834	243.979
181	243.349	243.349	245.528
182	245.787	245.787	247.578
183	250.248	250.248	248.284
184	244.892	244.892	246.058
185	242.999	242.999	244.330
186	249.752	249.752	240.555
187	261.183	261.183	240.987
188	256.380	256.380	248.307
189	248.499	248.499	248.817
190	256.868	256.868	242.918
191	248.567	248.567	243.217
192	243.399	243.399	242.893
193	250.313	250.313	247.849
194	244.277	244.277	241.164
195	247.040	247.040	258.788
196	238.574	238.574	252.150
197	240.660	240.660	246.556
198	249.345	249.345	248.639
199	245.556	245.556	254.151
200	239.513	239.513	248.311
201	243.404	243.404	245.087
202	244.121	244.121	235.815
203	235.795	235.795	244.955
204	240.542	240.542	242.587
205	243.849	243.849	243.081
206	249.235	249.235	243.995
207	243.597	243.597	239.892
208	247.113	247.113	245.301
209	244.335	244.335	241.693
210	244.144	244.144	244.040
