 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	566.374	622.706	601.313	610.816	613.063	579.801	587.615	569.542	585.771	580.677
2	573.525	604.533	601.530	589.714	613.076	565.816	590.117	578.911	571.805	574.049
3	574.754	591.379	593.310	583.294	601.987	564.507	583.830	571.675	571.510	562.055
4	569.612	602.685	573.244	591.740	593.567	576.292	586.630	551.208	571.421	563.349
5	544.301	599.966	574.428	585.143	586.505	564.809	567.428	565.688	576.724	567.336
6	532.155	585.612	587.262	564.623	603.252	560.652	571.006	586.204	558.588	566.572
7	540.282	596.567	574.408	579.963	591.503	566.153	555.877	575.526	552.799	557.639
8	555.974	590.458	553.072	563.490	576.546	542.957	549.480	528.266	560.613	562.822
9	544.296	587.811	575.524	585.122	580.041	551.288	561.033	543.217	546.542	550.903
10	547.897	590.538	558.229	568.842	579.227	559.807	555.562	548.171	547.270	556.022
11	538.883	577.297	567.839	567.808	579.599	541.404	551.741	527.578	554.726	540.985
12	546.205	579.593	578.150	572.015	563.455	558.044	556.748	537.062	555.846	548.660
13	531.585	565.552	561.507	555.830	559.613	533.740	539.115	538.747	539.143	556.747
14	539.450	580.983	546.335	553.617	554.921	548.084	534.115	521.210	540.133	542.339
15	534.861	560.892	558.432	546.617	542.931	546.016	540.520	519.094	547.339	556.626
16	530.913	539.511	533.038	544.236	543.796	542.138	531.812	522.711	535.988	544.591
17	537.857	547.493	543.926	544.684	543.392	543.873	534.201	519.672	518.128	536.777
18	537.990	552.535	526.571	535.004	540.876	533.873	531.601	493.610	516.554	533.704
19	547.326	538.798	545.340	541.464	542.394	525.280	518.574	518.934	519.858	521.126
20	541.321	544.216	532.905	526.007	535.618	516.251	519.066	512.534	531.919	519.489
21	533.256	535.551	521.443	528.339	526.903	508.504	520.797	511.434	522.082	519.832
22	538.476	558.470	525.219	512.742	525.473	523.510	539.202	516.300	524.338	524.291
23	526.007	532.722	510.769	519.391	534.099	536.530	521.988	510.772	533.903	517.718
24	534.583	540.139	520.028	520.853	534.147	525.767	513.437	514.890	518.283	491.315
25	522.740	526.135	533.036	505.705	520.643	516.150	499.857	511.192	516.426	514.596
26	525.300	519.215	513.012	511.021	518.235	509.397	513.862	506.147	519.537	515.993
27	537.841	527.103	508.352	511.746	525.724	518.401	521.347	514.806	512.268	517.360
28	530.143	531.852	495.963	499.656	521.604	509.782	513.534	515.987	513.534	508.993
29	541.675	535.862	506.359	500.412	520.707	502.797	498.796	509.702	507.072	503.442
30	530.960	518.116	495.181	496.542	527.791	513.837	508.179	493.003	517.728	494.606
31	528.372	521.647	503.824	498.019	518.246	521.791	503.832	505.411	514.117	497.860
32	531.388	511.330	498.516	499.729	530.897	508.785	515.575	497.482	518.147	510.974
33	535.788	514.770	497.019	508.395	531.058	514.610	514.332	507.600	524.091	514.792
34	519.750	523.972	502.510	503.304	523.125	501.757	503.333	511.412	513.645	518.034
35	558.955	516.779	506.263	493.165	523.348	529.060	511.755	507.561	510.172	518.219
