 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	433.540	433.540	437.493	443.799	444.753	435.142	426.625	444.235	438.738	448.751	440.648	441.335
2	446.700	446.700	427.109	439.949	432.559	429.476	422.350	426.977	418.420	436.258	435.508	427.040
3	443.269	443.269	426.251	438.301	435.400	436.368	422.850	405.780	426.899	430.066	424.185	441.407
4	449.509	449.509	432.843	427.832	420.529	426.253	422.263	429.056	422.037	417.042	417.565	446.715
5	448.095	448.095	435.177	418.496	428.077	423.815	408.268	432.877	422.937	419.388	425.880	431.948
6	443.339	443.339	423.656	431.457	432.701	430.928	410.682	441.620	421.200	425.532	420.611	419.299
7	443.361	443.361	419.017	428.080	433.028	420.710	415.102	430.724	424.708	417.461	434.029	425.148
8	436.789	436.789	418.544	419.154	434.362	419.745	415.802	425.386	427.940	411.539	420.900	433.085
9	433.752	433.752	423.726	417.788	421.099	420.145	435.780	420.092	429.112	419.503	419.111	432.031
10	434.045	434.045	426.573	427.535	426.859	416.496	421.225	427.580	428.329	418.307	421.856	431.810
11	428.940	428.940	431.693	412.838	427.431	427.855	420.041	420.592	420.959	425.567	426.891	425.604
12	419.222	419.222	428.439	416.236	424.118	429.265	418.910	431.137	423.250	428.768	424.470	427.074
13	424.980	424.980	436.501	429.020	425.838	429.519	430.379	423.337	426.083	424.695	437.140	425.953
14	441.403	441.403	429.062	423.046	413.160	422.344	404.541	420.143	424.878	414.181	431.770	421.978
15	448.153	448.153	435.021	426.981	413.539	420.602	414.608	427.408	418.015	411.394	421.590	422.430
16	443.157	443.157	442.588	436.643	418.287	426.888	423.848	437.278	425.058	425.740	423.338	433.533
17	434.967	434.967	438.383	436.589	416.145	425.918	428.214	428.684	419.914	420.967	433.365	433.269
18	444.083	444.083	441.674	427.233	420.917	428.315	424.455	431.928	422.805	425.891	435.955	428.895
19	435.291	435.291	433.804	421.630	418.050	420.031	443.785	440.048	423.263	437.957	437.974	434.233
20	440.648	440.648	433.610	429.959	428.630	419.906	438.203	439.046	428.343	437.877	438.181	432.794
21	451.440	451.440	432.638	442.979	430.752	417.331	424.137	439.554	423.554	430.421	434.156	438.223
22	445.745	445.745	451.696	441.538	439.623	421.120	436.785	435.467	434.087	433.155	433.398	426.743
23	446.610	446.610	443.717	442.056	426.750	438.136	445.883	439.191	427.659	434.178	436.003	436.580
24	467.528	467.528	444.080	442.461	438.040	445.534	428.966	429.441	431.956	435.467	437.314	428.207
25	471.785	471.785	437.019	448.074	435.805	443.198	438.714	438.741	424.443	425.048	428.339	418.787
26	469.541	469.541	437.417	439.252	430.988	453.091	451.265	441.141	430.503	436.411	423.908	416.205
27	478.757	478.757	449.489	441.902	440.163	458.557	455.196	451.801	437.275	440.970	432.508	428.417
28	481.155	481.155	447.949	451.240	446.561	456.290	447.013	449.383	434.117	427.359	433.453	424.760
29	472.689	472.689	458.853	438.450	450.311	437.056	450.917	448.662	433.160	438.574	438.182	414.438
30	454.935	454.935	467.277	443.739	444.258	438.142	439.364	447.297	433.471	438.619	439.513	420.442
31	467.626	467.626	472.475	448.311	448.777	445.199	442.270	448.632	429.085	444.031	448.405	427.444
32	469.172	469.172	471.918	450.601	447.166	449.278	439.828	458.804	436.836	446.616	445.525	420.176
33	461.063	461.063	455.412	451.400	449.363	445.711	460.406	454.897	432.638	447.615	442.084	422.666
34	470.908	470.908	454.228	457.448	448.849	460.149	471.463	460.810	452.789	449.702	443.961	446.694
35	470.174	470.174	455.619	461.823	440.909	449.023	462.150	465.522	444.676	447.685	453.218	440.504
36	483.000	483.000	461.649	460.742	447.058	446.771	448.872	462.095	453.113	462.734	454.519	433.030
37	491.999	491.999	461.320	464.728	442.391	453.223	450.970	451.989	463.101	448.717	453.728	447.362
38	469.939	469.939	468.638	460.092	450.918	468.903	471.254	452.371	457.423	448.639	459.565	443.626
39	485.386	485.386	472.324	465.548	476.152	459.151	471.999	466.291	454.483	459.425	446.607	457.071
40	492.519	492.519	487.798	461.912	466.504	453.106	472.345	467.065	457.390	457.287	459.065	459.692
41	494.161	494.161	489.642	449.824	458.058	467.829	475.555	457.610	463.374	469.072	479.130	456.007
42	499.875	499.875	484.592	461.272	457.972	471.124	467.256	454.890	463.366	467.061	476.496	457.605
43	513.382	513.382	502.678	472.993	471.525	471.278	476.842	479.142	467.302	462.793	480.552	472.536
44	536.246	536.246	516.241	481.765	468.975	479.973	486.680	473.560	469.039	441.083	481.509	474.306
45	564.166	564.166	533.130	481.308	462.389	477.103	494.579	485.324	466.456	473.482	490.754	480.977
46	548.466	548.466	555.864	496.278	453.585	483.175	504.691	493.405	476.353	466.989	498.778	476.237
47	571.185	571.185	557.978	511.457	482.456	484.344	516.973	495.890	482.858	469.882	504.704	479.799
48	571.025	571.025	568.137	528.578	499.139	500.531	538.161	508.875	490.215	475.781	524.313	498.980
49	568.254	568.254	560.142	566.931	506.081	521.941	556.624	518.069	490.967	493.759	540.429	487.850
50	567.146	567.146	542.632	560.734	520.728	527.931	565.569	531.706	498.770	506.755	522.457	498.491
51	559.182	559.182	531.465	543.475	535.843	549.754	562.202	542.786	512.730	513.642	551.082	514.501
52	543.410	543.410	531.828	551.733	549.117	551.120	565.385	563.065	523.663	522.324	544.381	525.492
53	530.918	530.918	512.031	538.439	552.966	542.095	569.119	551.628	527.246	523.474	552.310	521.631
54	511.417	511.417	485.952	523.537	538.467	546.707	565.711	559.402	550.976	540.554	542.135	542.059
55	499.812	499.812	474.601	504.748	542.538	530.261	551.556	552.846	549.637	551.161	547.938	527.669
56	465.146	465.146	459.067	504.691	524.774	547.815	544.032	547.260	545.528	555.721	549.805	541.077
57	467.899	467.899	445.057	476.392	496.782	531.687	526.438	531.231	554.743	538.122	527.178	540.773
58	455.073	455.073	432.601	462.676	503.862	514.280	496.274	532.831	536.935	543.191	535.753	541.259
59	449.429	449.429	423.288	453.921	497.061	484.856	490.838	517.298	525.549	539.802	527.682	553.533
60	439.490	439.490	418.432	440.823	473.007	491.381	481.533	514.155	517.317	534.653	511.508	553.422
61	417.710	417.710	420.503	426.629	443.249	462.627	457.077	503.974	502.335	522.374	505.540	535.907
62	406.633	406.633	405.405	427.699	439.641	452.790	453.891	478.299	497.310	508.560	493.379	537.327
63	406.515	406.515	398.514	408.878	435.709	441.675	443.650	460.363	470.078	496.160	476.823	521.095
64	406.633	406.633	392.041	390.960	421.465	439.079	429.828	459.047	462.668	483.721	457.446	504.825
65	398.229	398.229	396.577	387.818	419.819	425.275	419.168	445.165	449.426	468.463	443.418	486.304
66	386.135	386.135	400.037	376.808	404.962	418.312	422.876	432.346	448.867	457.707	440.898	456.551
67	377.595	377.595	392.497	379.152	406.746	399.691	416.698	410.817	422.890	433.207	421.417	439.290
68	366.207	366.207	372.121	375.772	406.986	394.621	408.219	409.345	419.161	429.516	413.904	428.203
69	363.604	363.604	378.224	379.509	388.590	391.281	402.254	402.305	424.027	421.994	403.087	414.553
70	361.245	361.245	378.536	369.968	392.481	384.559	384.297	395.842	404.468	410.487	390.492	402.564
71	350.012	350.012	375.033	357.996	383.541	396.091	370.974	389.238	395.120	402.928	390.762	383.643
72	349.218	349.218	350.352	352.366	382.999	382.739	376.717	386.674	382.291	403.695	379.499	389.387
73	342.008	342.008	330.663	343.299	379.763	370.588	374.493	381.307	371.790	392.430	368.345	378.490
74	334.128	334.128	333.686	343.187	349.691	369.734	364.432	365.291	369.723	388.255	366.607	368.607
75	341.037	341.037	329.688	345.416	348.107	363.998	349.932	366.411	363.341	379.642	365.246	349.822
76	324.200	324.200	323.685	347.168	338.611	368.340	333.462	363.428	357.587	361.733	348.046	364.041
77	321.172	321.172	326.434	338.664	347.351	360.529	337.520	356.039	336.566	363.984	341.095	367.755
78	317.893	317.893	310.609	338.796	342.690	336.333	331.210	344.486	339.654	345.942	337.955	355.450
79	309.695	309.695	313.428	313.244	328.985	341.734	323.624	338.097	323.742	334.396	332.200	343.357
80	315.481	315.481	300.648	321.543	326.472	327.200	326.769	331.414	331.551	329.784	328.114	338.954
81	301.790	301.790	302.457	304.719	322.044	323.093	325.083	317.696	317.318	316.608	327.368	338.402
82	292.180	292.180	291.523	300.201	315.477	320.874	307.853	316.058	319.514	326.574	318.359	323.922
83	293.656	293.656	297.802	299.976	320.916	316.882	298.991	310.468	304.984	321.126	316.092	322.139
84	296.923	296.923	293.872	292.685	306.838	319.899	311.550	302.607	308.446	311.298	318.513	324.129
85	298.878	298.878	288.403	301.491	307.765	308.113	303.458	299.598	306.237	308.860	300.547	312.934
86	293.821	293.821	289.588	297.305	301.556	297.750	292.695	289.376	299.393	312.723	301.190	311.496
87	286.268	286.268	284.864	282.688	304.485	302.021	299.693	293.939	297.127	307.929	302.792	326.388
88	284.478	284.478	283.232	279.383	302.640	290.474	293.753	291.229	294.349	297.450	291.782	316.609
89	276.281	276.281	273.917	288.004	300.447	290.139	277.208	296.084	296.502	300.117	295.293	302.639
90	282.931	282.931	269.410	284.168	285.662	278.442	289.078	288.498	284.834	296.407	289.358	296.808
91	274.299	274.299	276.207	272.514	283.141	281.346	281.720	274.771	273.088	291.958	288.650	298.905
92	269.186	269.186	267.586	270.392	289.387	289.835	270.218	277.490	278.590	287.799	292.079	293.074
93	269.859	269.859	266.845	261.664	276.086	280.642	271.130	272.020	283.998	276.003	287.868	282.664
94	274.236	274.236	263.411	264.306	266.877	279.629	270.013	274.293	279.846	268.739	297.011	286.317
95	266.779	266.779	262.808	265.121	271.489	277.294	277.334	273.138	274.361	277.385	287.033	281.738
96	265.799	265.799	260.973	258.633	267.679	269.753	271.091	265.830	269.269	271.873	271.333	278.843
97	258.662	258.662	259.156	254.498	272.640	265.785	258.830	263.473	261.204	276.655	269.059	272.808
98	266.166	266.166	250.254	257.632	268.978	270.184	272.339	274.873	260.927	275.646	274.223	267.160
