 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9
1	1993.000	1993.000	1906.000	1807.000	1849.000	1915.000	2030.000	1870.000	1868.000
2	2027.781	2027.781	1882.308	1796.206	1840.797	1887.129	2086.534	1949.004	1923.940
3	2000.139	2000.139	1959.755	1839.188	1879.987	1930.475	2097.436	1942.846	1909.915
4	1993.136	1993.136	1884.309	1826.600	1803.064	1918.661	2022.603	1935.454	1962.762
5	1945.372	1945.372	1875.728	1773.977	1756.956	1917.936	2057.531	1973.811	1948.740
6	2050.793	2050.793	1926.109	1801.197	1822.439	1916.510	2028.296	2027.813	1912.153
7	1956.856	1956.856	1909.221	1716.419	1728.674	1863.032	1980.787	1956.303	1903.533
8	1931.527	1931.527	1925.187	1763.500	1785.740	1850.413	1965.227	1944.260	1926.007
9	1910.653	1910.653	1871.036	1718.241	1786.445	1818.039	1959.236	1869.865	1885.184
10	1876.784	1876.784	1852.840	1763.013	1776.257	1863.750	1958.582	1863.348	1841.728
11	1936.544	1936.544	1845.844	1787.109	1717.367	1897.068	2001.898	1949.463	1902.204
12	1844.478	1844.478	1850.438	1731.985	1724.142	1836.480	1907.131	1938.849	1819.876
13	1803.860	1803.860	1795.315	1756.416	1789.029	1835.627	1890.166	1895.384	1855.601
14	1819.126	1819.126	1766.309	1781.108	1758.441	1846.978	1939.261	1880.929	1898.483
15	1707.733	1707.733	1786.120	1759.800	1758.013	1820.907	1947.080	1879.907	1801.013
16	1698.276	1698.276	1733.082	1744.847	1803.367	1824.633	1885.571	1893.163	1896.612
17	1748.467	1748.467	1669.992	1787.946	1797.638	1902.056	1896.055	1846.056	1859.160
18	1693.465	1693.465	1759.430	1823.776	1773.235	1926.538	1921.954	1849.148	1807.234
19	1687.390	1687.390	1755.855	1666.354	1724.891	1881.470	1884.560	1723.746	1823.141
20	1633.953	1633.953	1757.319	1716.977	1732.540	1887.222	1844.512	1804.775	1930.011
