 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15
1	213.734	213.734	198.177	205.339	203.216	210.190	208.687	206.315	201.676	205.669	213.793	201.127	206.095	203.886	221.862
2	216.337	216.337	209.763	215.943	212.980	208.515	210.182	204.977	205.479	202.884	213.604	207.847	216.512	212.034	214.733
3	207.566	207.566	205.996	201.790	211.456	203.590	220.353	212.185	204.189	203.010	209.329	205.309	206.331	213.307	209.256
4	206.263	206.263	202.902	207.181	211.691	201.641	214.853	215.383	204.606	208.370	205.223	207.774	204.502	212.838	214.669
5	210.288	210.288	208.550	210.438	207.891	203.449	213.233	208.053	207.933	196.130	208.642	213.311	206.808	214.587	220.003
6	214.285	214.285	207.345	205.629	210.010	207.812	203.676	208.033	210.422	201.683	208.269	207.506	207.052	215.077	216.785
7	204.431	204.431	204.344	210.446	217.236	202.042	214.225	214.324	212.864	214.532	202.595	203.451	205.626	203.002	211.709
8	211.763	211.763	205.662	211.379	216.219	212.528	211.315	210.898	211.512	218.281	207.385	211.069	203.958	213.847	210.962
9	205.591	205.591	205.380	205.807	213.272	204.286	211.619	210.650	211.723	209.862	202.102	208.705	199.035	216.947	210.138
10	212.596	212.596	210.528	210.491	218.241	207.554	210.200	208.253	212.491	218.295	206.927	211.543	202.225	204.290	215.498
11	206.960	206.960	212.437	204.450	213.372	202.869	211.556	216.033	212.881	219.931	209.219	204.950	196.706	208.680	206.484
12	210.576	210.576	205.353	207.308	214.720	217.918	206.893	214.436	215.722	214.591	205.507	213.136	207.382	200.610	209.221
13	212.638	212.638	203.548	213.141	208.751	214.331	211.232	217.174	222.534	218.335	216.815	205.273	204.291	212.357	211.866
14	208.296	208.296	205.378	212.744	206.008	213.295	212.414	212.996	216.353	210.323	215.291	215.220	215.500	213.153	212.532
15	209.886	209.886	216.652	210.612	206.495	212.411	216.807	207.114	208.810	211.102	216.504	216.837	215.155	206.537	220.800
16	212.653	212.653	207.704	215.103	208.257	209.620	212.092	211.789	205.902	211.068	220.635	215.547	217.216	210.497	214.725
17	212.815	212.815	206.279	207.784	211.544	212.605	207.937	205.347	218.275	209.549	220.008	216.005	221.328	214.935	211.500
18	213.422	213.422	204.249	208.073	207.419	218.809	212.135	222.485	211.875	218.914	216.830	225.124	216.431	210.430	215.496
19	212.181	212.181	204.064	208.437	210.026	211.312	209.436	210.688	205.505	209.081	213.821	219.376	212.107	221.918	220.007
20	213.932	213.932	210.380	204.697	211.965	208.692	212.380	207.010	210.052	215.590	212.534	216.933	219.393	213.424	214.138
21	215.293	215.293	214.662	209.698	214.513	213.908	217.208	210.805	211.058	216.416	208.877	226.199	221.163	222.946	217.954
22	214.519	214.519	211.533	205.976	218.523	216.093	209.657	210.380	218.125	213.871	219.733	216.825	219.216	225.583	221.825
23	210.712	210.712	212.466	204.687	215.855	205.848	210.166	204.911	206.577	211.272	215.926	219.074	216.996	217.971	221.981
24	210.998	210.998	208.835	209.016	218.845	221.620	209.332	211.701	203.575	220.786	211.898	219.607	220.340	227.115	222.201
25	208.417	208.417	203.474	204.670	217.359	204.931	206.177	207.949	209.683	209.633	216.208	206.334	207.572	216.835	205.180
26	220.612	220.612	215.514	208.239	207.430	210.820	219.274	211.207	211.124	210.494	221.532	212.778	218.101	220.281	218.083
27	213.696	213.696	205.856	211.877	207.178	210.714	214.038	213.869	211.805	206.664	205.711	208.103	216.830	210.955	216.744
28	209.566	209.566	203.133	201.654	206.913	204.712	214.723	218.686	205.581	207.004	215.805	209.052	211.231	209.447	214.480
29	211.783	211.783	213.103	214.440	203.256	216.334	210.024	213.794	207.431	209.771	208.743	214.875	213.695	208.333	213.669
30	208.591	208.591	199.835	207.906	217.022	208.357	211.363	217.156	204.531	207.055	208.955	208.809	204.025	209.342	217.782
31	216.321	216.321	205.158	209.670	207.926	210.764	203.660	217.744	207.446	215.203	209.807	210.220	215.046	209.930	215.078
32	211.452	211.452	200.613	204.700	203.346	211.495	210.815	211.746	211.143	210.078	208.492	210.611	205.390	208.948	217.985
33	207.554	207.554	211.278	208.372	203.070	211.395	210.463	205.653	212.312	212.260	218.026	205.767	204.399	208.371	211.892
34	218.843	218.843	199.439	211.454	206.834	211.731	209.580	207.421	204.355	214.740	218.050	204.626	207.453	206.838	207.861
35	210.998	210.998	202.776	199.080	208.915	209.482	207.749	205.992	205.888	204.161	216.595	207.132	208.481	205.868	213.402
36	208.922	208.922	206.699	203.497	198.654	203.755	207.816	210.812	207.554	206.789	208.640	206.379	211.140	213.946	210.719
37	211.080	211.080	206.126	206.023	203.795	209.497	206.647	212.781	212.311	203.392	213.671	216.659	205.969	207.750	203.041
38	206.012	206.012	204.027	198.973	199.299	200.063	201.926	212.359	205.868	200.397	205.353	214.879	212.508	206.740	206.640
39	207.124	207.124	201.407	201.243	194.748	204.800	206.895	210.798	202.392	208.915	213.153	212.874	210.857	201.491	214.122
40	208.228	208.228	208.653	196.439	206.040	203.869	202.842	200.177	205.467	204.238	215.161	212.272	204.664	203.831	203.376
41	200.350	200.350	190.662	202.051	203.037	192.178	204.110	212.408	204.291	199.464	202.682	220.800	197.271	206.379	206.759
42	202.706	202.706	200.072	197.610	202.175	200.380	202.930	202.685	206.057	204.845	206.207	217.280	208.891	201.519	212.743
43	198.705	198.705	200.238	200.016	198.185	202.077	199.710	200.912	208.402	211.238	210.906	208.944	210.897	212.633	217.031
44	204.642	204.642	200.539	196.230	200.282	196.124	200.250	203.740	194.672	208.805	199.942	206.672	212.464	206.275	206.560
45	203.754	203.754	206.833	195.262	195.456	195.811	201.059	204.067	205.952	205.439	205.255	204.860	204.641	208.465	214.819
46	205.282	205.282	200.154	194.018	200.304	189.868	199.791	208.669	199.497	203.471	203.581	199.654	211.795	212.935	210.455
47	220.280	220.280	207.711	205.622	198.191	193.318	198.322	208.790	207.400	205.981	197.680	207.124	206.255	211.740	210.820
48	211.137	211.137	201.206	201.250	202.950	192.890	195.228	206.951	207.921	205.758	199.108	209.246	208.793	209.410	211.954
49	205.797	205.797	201.914	199.584	196.072	196.795	201.129	207.667	208.073	198.268	194.672	205.853	206.385	207.699	201.196
50	206.206	206.206	197.498	197.077	197.897	202.623	202.536	199.683	198.115	203.628	197.126	200.548	196.563	206.244	210.358
51	205.546	205.546	200.227	195.544	192.804	197.679	200.329	206.086	200.669	202.541	198.159	202.391	196.815	205.625	201.287
52	208.645	208.645	201.364	195.825	198.794	194.658	199.087	206.438	197.829	198.135	192.631	202.808	205.296	205.799	195.729
53	205.474	205.474	202.183	195.554	195.691	199.904	195.980	212.310	198.525	192.028	195.283	199.937	197.463	198.639	203.033
54	204.810	204.810	198.672	195.105	202.645	204.071	196.979	201.268	203.007	200.540	203.670	198.113	194.633	201.718	199.032
55	208.610	208.610	199.826	204.346	200.673	204.642	203.508	206.887	199.304	201.334	202.314	205.877	194.250	200.029	207.144
56	217.075	217.075	201.440	209.614	199.756	201.908	198.404	201.048	196.869	205.736	197.309	201.610	196.770	195.396	202.373
57	205.855	205.855	199.891	204.751	206.251	197.260	211.873	207.607	201.268	202.244	204.135	197.202	202.195	200.305	203.978
58	204.597	204.597	201.495	205.652	202.454	198.624	205.329	207.269	205.554	203.823	203.100	199.050	195.621	198.272	198.620
59	205.814	205.814	202.072	213.360	204.653	200.894	202.818	205.969	199.342	205.701	208.058	199.396	198.922	201.685	201.374
60	200.426	200.426	205.237	210.850	202.237	212.707	199.962	203.177	201.190	200.671	207.305	209.527	193.469	200.357	197.509
61	200.236	200.236	200.359	213.729	205.812	203.776	208.082	205.753	201.468	202.370	203.198	203.737	199.798	198.866	197.519
62	201.055	201.055	200.336	200.902	206.589	196.860	206.371	203.077	203.820	201.532	201.927	201.214	198.877	202.178	199.573
63	191.798	191.798	202.665	200.168	196.613	200.347	204.467	200.348	209.685	206.476	193.856	205.384	208.337	197.511	197.499
64	198.264	198.264	198.276	199.007	204.787	199.595	200.885	197.594	198.985	209.583	199.936	205.115	201.647	199.287	208.065
65	198.679	198.679	193.262	198.174	193.243	192.871	202.918	204.672	199.848	200.043	205.999	211.200	203.132	199.968	195.252
66	189.290	189.290	195.167	195.751	196.339	195.232	198.569	205.056	201.805	199.456	199.406	194.665	198.719	197.378	195.713
67	197.654	197.654	196.074	196.821	191.370	196.225	194.913	198.825	202.441	203.085	195.302	205.088	194.512	201.291	194.615
68	198.193	198.193	192.170	186.670	189.480	189.463	193.359	200.380	205.763	197.892	196.162	200.464	207.835	193.980	200.614
69	193.490	193.490	189.374	194.903	193.048	191.338	196.667	202.743	196.562	203.315	197.010	198.269	205.221	202.286	201.821
70	198.824	198.824	193.867	187.893	185.719	189.562	191.262	199.792	192.911	191.637	204.715	206.373	203.613	195.880	203.364
71	200.670	200.670	194.172	195.727	186.083	196.517	191.237	195.705	199.460	208.327	199.579	201.193	200.244	201.640	196.296
72	198.967	198.967	198.277	195.360	196.044	200.092	199.276	201.939	193.147	200.944	197.325	201.224	197.312	198.934	199.077
73	203.015	203.015	198.123	194.626	195.025	196.200	192.843	196.650	189.207	199.165	195.646	201.424	202.895	207.790	201.012
74	202.320	202.320	195.490	197.541	198.711	197.733	196.709	194.554	195.363	196.163	191.698	207.127	203.485	199.415	201.645
75	194.627	194.627	189.362	190.768	194.341	198.470	202.016	190.345	190.596	188.800	200.268	201.973	200.527	205.054	200.307
76	200.607	200.607	193.001	193.135	190.294	190.100	196.103	193.086	193.630	186.954	192.161	194.724	198.608	203.448	205.686
77	196.388	196.388	194.891	196.791	192.437	194.327	194.603	188.621	186.621	186.475	194.212	196.812	196.421	202.789	198.002
78	195.309	195.309	187.176	194.799	198.531	192.995	200.386	190.392	189.735	190.129	189.819	202.126	195.817	200.920	195.189
79	205.920	205.920	190.438	194.944	194.474	193.129	195.218	189.629	187.472	190.607	201.540	193.315	197.272	208.753	199.110
80	198.456	198.456	190.397	198.463	194.082	189.752	188.897	194.626	185.597	200.205	196.599	192.857	199.870	195.330	189.848
81	202.567	202.567	199.312	189.597	193.098	200.756	201.131	195.226	191.630	194.365	191.428	196.331	192.674	196.288	195.670
82	204.349	204.349	193.666	194.352	190.209	191.152	200.443	196.071	188.720	190.798	194.119	189.956	197.240	192.609	189.021
83	203.602	203.602	195.986	192.774	193.544	179.673	192.679	193.343	200.914	196.110	193.707	192.696	197.535	198.196	193.584
84	203.365	203.365	194.149	195.142	194.395	197.060	192.357	193.767	188.986	194.546	191.194	190.030	192.452	195.987	198.089
85	199.277	199.277	187.509	198.211	191.513	194.696	185.739	189.932	189.869	196.907	182.674	190.705	191.557	194.172	197.235
86	200.628	200.628	197.808	185.123	194.684	196.141	192.621	195.022	191.390	191.948	189.445	194.950	193.923	195.465	192.019
87	195.926	195.926	194.849	192.685	188.713	191.722	191.743	194.757	190.010	189.511	189.857	191.811	192.229	193.634	193.153
88	204.238	204.238	195.930	192.769	189.129	195.973	188.050	192.658	189.611	192.546	193.754	188.743	191.737	193.704	187.034
89	203.188	203.188	196.654	194.331	194.076	191.291	192.896	191.795	185.456	194.095	186.136	188.181	190.100	193.545	190.260
90	198.036	198.036	196.615	190.888	197.499	187.677	192.356	192.424	187.710	189.919	187.969	185.796	188.011	188.760	189.360
91	202.315	202.315	200.392	185.728	190.885	191.249	195.064	196.488	192.595	188.596	199.033	196.925	186.450	191.255	197.298
92	202.859	202.859	198.696	196.511	195.864	200.062	197.292	198.104	196.608	194.915	191.762	189.620	187.990	185.911	191.768
93	194.246	194.246	199.001	189.453	199.100	197.887	192.040	193.335	195.777	193.802	195.857	192.901	192.685	191.929	191.015
94	199.524	199.524	192.831	192.757	192.242	200.210	202.326	193.605	187.195	193.916	194.950	195.607	187.707	193.922	193.976
95	200.900	200.900	200.235	182.459	196.735	194.155	198.836	190.940	197.728	195.898	197.156	192.461	193.564	195.904	192.594
96	196.665	196.665	202.265	190.029	194.768	195.656	195.570	202.043	197.000	185.683	196.465	192.293	194.060	192.344	196.573
97	202.356	202.356	188.457	195.245	193.551	198.603	198.409	196.764	195.310	190.314	194.347	194.263	192.621	195.978	193.019
98	190.339	190.339	187.694	199.251	191.836	198.736	194.500	194.648	193.706	194.428	193.324	193.431	187.599	189.186	191.952
99	192.879	192.879	187.889	191.150	191.370	191.512	186.698	197.598	194.152	191.541	199.503	193.176	199.589	191.414	199.292
100	191.911	191.911	189.474	194.059	185.192	192.383	181.167	198.285	192.681	189.545	194.267	194.590	197.566	195.903	187.309
101	188.080	188.080	186.909	188.018	183.991	191.134	187.454	192.430	190.771	195.114	198.832	192.714	193.132	192.973	189.973
102	191.050	191.050	189.395	191.950	179.932	183.627	189.784	184.437	193.156	191.474	195.955	194.357	190.808	192.810	195.237
103	191.376	191.376	189.370	192.509	187.454	192.175	187.379	190.546	196.953	190.105	197.033	193.762	196.350	201.541	194.489
104	191.356	191.356	194.020	185.531	186.206	189.335	183.763	186.748	186.304	191.140	198.414	188.688	193.803	200.200	191.317
105	194.156	194.156	193.614	189.776	187.362	188.448	190.147	191.888	186.505	195.382	194.807	188.610	193.227	193.068	187.888
106	198.924	198.924	188.556	190.455	191.560	186.604	193.623	189.764	185.562	189.245	196.068	198.333	191.437	191.924	199.992
107	195.497	195.497	185.901	192.023	190.429	184.571	188.790	186.728	192.749	187.645	201.535	191.593	193.031	197.591	188.824
108	190.082	190.082	195.320	187.616	194.909	183.521	191.880	186.209	192.996	185.648	190.463	198.527	191.235	201.674	186.354
109	189.415	189.415	180.595	187.405	192.199	189.095	192.133	185.771	181.265	186.729	187.853	193.889	187.883	194.810	190.945
110	191.427	191.427	186.541	188.183	181.501	187.762	184.934	188.870	190.126	182.684	195.914	194.044	190.106	192.789	192.427
111	196.310	196.310	190.776	182.529	185.020	188.419	191.418	188.897	190.860	182.511	186.698	192.751	194.781	186.038	190.674
112	188.302	188.302	191.325	188.611	190.183	186.767	185.623	186.123	184.043	181.427	195.214	192.547	189.584	187.929	183.644
113	188.208	188.208	186.289	182.275	188.439	191.177	190.254	185.097	186.113	181.978	188.015	181.857	185.189	191.399	187.512
114	194.400	194.400	194.991	187.089	185.301	188.464	185.774	188.107	184.315	194.343	187.619	187.732	186.931	185.876	189.786
115	190.952	190.952	192.448	194.041	190.592	193.167	186.708	193.228	190.571	187.923	189.713	181.818	191.829	192.478	193.008
116	195.450	195.450	191.609	186.537	191.432	188.620	187.386	190.155	185.249	192.839	187.479	180.601	191.601	191.894	189.954
117	195.870	195.870	190.529	188.769	190.847	180.336	188.878	188.629	186.626	189.388	187.734	184.853	186.706	195.910	198.095
118	194.197	194.197	183.514	195.095	193.932	183.613	191.481	186.121	190.743	183.663	180.832	188.457	187.609	190.754	183.184
119	191.306	191.306	190.909	189.919	195.380	190.880	181.263	184.568	190.507	189.215	183.091	186.118	184.840	191.964	187.836
120	194.395	194.395	187.653	193.846	196.525	188.680	186.604	187.863	186.597	187.507	184.045	183.929	188.640	191.852	191.958
121	193.669	193.669	184.022	189.219	196.581	191.517	186.745	184.561	190.704	187.028	187.125	186.635	189.082	189.368	188.122
122	190.376	190.376	189.412	192.882	195.235	184.699	192.553	192.260	191.406	185.006	187.306	184.004	184.757	196.553	187.109
