 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13
1	1019.002	1510.035	1329.005	1223.982	1167.401	1179.728	1190.747	1096.841	1061.900	1045.184	1018.178	977.438	1007.593
2	1032.742	1497.461	1343.672	1201.111	1153.630	1172.070	1162.388	1101.023	1037.843	1027.376	1016.145	957.951	997.403
3	1024.249	1467.935	1306.824	1165.093	1160.604	1171.384	1180.916	1084.295	1056.489	1063.229	1006.627	946.845	990.449
4	1021.108	1443.979	1293.036	1175.348	1138.986	1160.144	1147.462	1101.612	1050.586	1054.282	1008.304	949.484	999.265
5	1014.770	1407.667	1293.551	1186.283	1138.507	1147.671	1144.820	1085.431	1040.933	1025.316	975.886	924.227	992.624
6	1009.881	1371.562	1293.822	1167.423	1135.623	1160.436	1133.058	1068.537	1030.013	1016.551	983.627	934.033	989.943
7	995.840	1360.822	1274.800	1148.411	1143.636	1148.669	1113.817	1060.976	1019.325	1021.606	984.745	940.457	998.024
8	984.879	1347.480	1245.719	1142.205	1121.636	1139.539	1113.127	1066.166	1027.519	995.792	974.367	935.840	960.431
9	980.127	1320.607	1240.234	1157.638	1132.999	1152.611	1110.660	1076.446	1025.190	996.402	969.827	935.420	935.797
10	978.234	1286.405	1211.277	1141.700	1117.198	1111.713	1104.205	1048.399	1017.267	1002.331	964.033	924.785	922.117
11	977.833	1270.108	1197.522	1136.666	1123.019	1113.038	1099.675	1032.825	985.831	995.913	961.059	919.194	948.565
12	952.941	1273.976	1210.699	1127.812	1090.677	1106.206	1074.673	1037.775	988.159	982.771	954.635	920.955	928.741
13	952.619	1261.177	1188.887	1148.135	1112.810	1097.064	1090.384	1034.058	985.921	975.632	953.818	907.423	940.188
14	950.766	1235.907	1180.104	1110.295	1113.528	1094.525	1087.578	1029.263	972.286	971.183	945.219	899.241	914.517
15	935.959	1248.645	1197.400	1119.392	1098.954	1083.883	1066.809	1015.618	970.166	969.632	928.026	901.083	903.590
16	917.017	1253.934	1197.906	1137.199	1103.635	1097.094	1068.625	1014.407	972.487	985.341	933.904	908.406	902.660
17	936.503	1256.232	1182.456	1115.494	1108.687	1090.296	1071.680	992.149	996.525	965.957	961.820	894.091	900.326
18	934.261	1260.295	1174.786	1110.757	1098.355	1068.130	1050.815	987.608	975.138	955.161	945.180	892.946	917.380
19	934.985	1230.541	1199.625	1109.218	1070.112	1067.284	1068.019	1001.944	962.667	965.316	949.687	898.234	919.585
20	930.736	1258.151	1194.846	1089.646	1054.881	1066.045	1051.874	994.061	956.870	949.473	944.692	896.859	906.757
21	936.308	1244.030	1178.248	1098.744	1057.870	1083.586	1062.852	999.283	976.025	957.597	936.984	888.712	919.387
22	931.589	1230.096	1182.187	1093.506	1051.391	1058.288	1054.368	1007.438	965.572	949.598	923.130	871.973	906.784
23	939.768	1214.336	1173.231	1091.345	1058.683	1064.895	1046.558	997.365	959.914	956.121	922.978	874.435	905.341
24	931.726	1238.888	1164.696	1062.085	1062.344	1057.403	1038.020	1007.185	986.943	951.216	908.912	883.006	897.465
25	942.008	1238.232	1150.061	1049.834	1057.476	1050.324	1027.738	979.708	950.615	934.839	899.138	883.889	900.102
26	923.810	1232.565	1132.553	1065.313	1049.180	1048.225	1033.253	999.339	967.590	937.687	921.799	880.631	889.081
27	907.657	1224.010	1142.420	1060.751	1030.315	1035.967	1034.858	995.377	961.110	942.774	913.925	898.960	882.491
28	909.901	1230.963	1131.887	1043.542	1053.176	1047.336	1010.244	1011.242	954.169	934.933	914.107	871.293	894.127
29	911.197	1211.742	1134.767	1030.297	1041.545	1029.303	1013.287	995.599	952.486	931.176	907.612	868.588	883.033
30	907.492	1195.213	1129.358	1045.769	1039.851	1034.984	1010.714	999.026	944.638	931.500	902.088	886.909	891.110
31	893.642	1207.671	1138.224	1026.238	1046.892	1046.983	1016.103	995.693	938.302	925.778	889.602	873.130	883.555
32	891.093	1187.090	1141.825	1016.993	1052.008	1054.919	1014.825	999.660	937.828	922.109	902.771	879.121	878.991
33	906.439	1208.974	1132.480	1015.319	1054.066	1057.852	1003.195	981.738	940.219	905.716	885.770	881.364	874.122
34	903.789	1196.976	1129.065	1038.450	1051.213	1058.594	1020.821	982.447	921.573	912.388	877.678	874.077	871.122
35	894.324	1212.519	1147.131	1037.836	1037.347	1079.484	1030.180	1001.823	914.958	904.814	898.318	882.850	871.370
36	883.537	1202.060	1139.799	1037.473	1054.611	1062.887	1026.294	975.964	906.918	907.948	897.162	868.631	860.167
37	898.707	1232.173	1142.487	1042.949	1052.158	1054.290	1055.838	962.094	922.492	897.169	881.221	871.510	855.863
38	870.915	1253.853	1163.994	1047.424	1032.192	1059.215	1073.553	964.192	927.921	933.232	891.796	874.249	865.001
39	884.025	1245.579	1176.808	1057.702	1063.442	1063.745	1061.014	953.402	919.639	930.820	901.214	885.337	869.401
40	879.559	1225.664	1154.078	1061.906	1054.883	1078.819	1056.090	964.800	924.806	929.961	920.040	888.867	868.380
41	875.926	1246.891	1141.958	1069.565	1080.696	1064.665	1058.511	973.444	923.043	931.160	912.062	890.587	850.119
42	875.522	1254.956	1156.398	1060.913	1077.922	1063.273	1053.636	968.785	931.735	942.275	917.958	896.349	869.252
43	884.067	1255.616	1157.765	1072.810	1084.582	1053.336	1048.645	959.766	949.093	945.055	923.018	907.962	881.242
44	883.226	1255.117	1164.222	1098.353	1088.602	1064.693	1040.302	948.949	940.690	960.166	936.824	913.770	872.348
45	901.355	1263.431	1183.203	1095.473	1088.467	1073.777	1043.226	971.658	953.969	956.900	926.122	912.332	872.617
46	880.488	1264.553	1178.055	1106.303	1086.685	1060.910	1040.014	975.635	946.543	951.346	932.189	926.212	900.427
47	900.994	1229.085	1148.805	1135.135	1112.469	1080.753	1028.743	995.415	951.720	970.092	939.028	926.166	894.880
48	906.272	1232.076	1121.278	1140.048	1115.579	1075.679	1022.255	992.835	958.560	969.962	944.062	923.330	906.367
49	916.461	1230.282	1106.114	1157.133	1126.932	1097.040	1029.462	982.363	980.996	987.718	945.296	924.398	918.600
50	912.775	1208.005	1090.475	1141.955	1121.414	1114.869	1044.025	1006.084	980.743	990.515	961.624	927.725	919.498
51	915.765	1176.681	1059.420	1148.141	1144.215	1115.195	1043.955	1020.059	994.458	988.771	967.369	936.130	930.713
52	939.975	1174.332	1034.170	1143.139	1162.766	1115.404	1055.145	1011.327	1018.863	985.328	964.613	937.231	937.367
53	938.318	1127.975	1030.651	1145.886	1158.428	1154.254	1081.238	1028.168	1014.264	999.598	971.130	945.820	927.076
54	941.519	1122.605	1005.644	1162.720	1124.606	1145.458	1096.580	1046.960	1006.999	1000.778	965.076	957.739	927.814
55	934.249	1088.825	988.657	1149.201	1122.882	1116.219	1102.613	1072.287	1018.624	1008.150	986.695	984.883	903.925
56	944.967	1069.072	968.275	1150.224	1083.577	1090.832	1089.831	1082.134	1013.023	1027.488	983.208	988.740	911.543
57	952.752	1049.345	965.301	1129.992	1076.524	1089.864	1095.771	1082.870	1022.700	1003.621	975.343	962.617	922.044
58	944.165	1039.492	950.534	1098.274	1048.178	1074.017	1103.766	1093.054	999.177	998.442	969.446	940.154	951.846
59	951.504	1033.618	947.688	1062.999	1020.053	1052.082	1115.046	1092.730	989.497	995.129	959.677	907.861	946.667
60	948.402	1005.121	915.612	1035.119	989.422	1025.604	1109.175	1035.565	966.450	965.576	932.445	878.868	951.809
61	947.665	992.889	910.281	996.603	974.310	1011.524	1111.080	1044.916	956.972	955.879	926.781	843.757	971.068
62	976.445	968.228	870.445	966.828	959.744	986.090	1097.729	1010.771	939.732	952.958	903.662	836.362	939.707
63	975.902	943.916	835.138	954.814	933.996	972.456	1110.024	969.857	939.649	929.634	897.409	818.671	917.292
64	933.251	939.413	811.159	938.919	908.637	959.192	1083.757	974.314	922.560	918.682	887.132	800.451	908.702
65	902.350	926.531	809.783	905.485	875.679	949.388	1050.274	934.349	896.613	929.452	843.765	798.638	872.604
66	889.801	897.359	812.911	896.661	867.846	916.593	1003.497	916.303	877.576	911.547	842.756	793.204	841.023
67	869.942	887.643	796.791	870.000	842.962	908.581	987.149	931.571	878.145	909.132	816.559	782.890	830.636
68	833.784	867.705	801.265	843.916	841.242	877.468	928.831	905.568	872.899	867.015	800.470	776.997	812.560
69	824.501	838.060	776.892	830.500	807.207	868.896	899.726	888.347	850.298	841.098	788.393	753.430	793.579
