 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3
1	287.376	287.376	295.524
2	291.628	291.628	283.008
3	292.036	292.036	294.780
4	297.167	297.167	295.875
5	290.433	290.433	292.850
6	289.368	289.368	293.889
7	297.601	297.601	289.389
8	296.714	296.714	289.670
9	287.386	287.386	283.322
10	285.701	285.701	289.897
11	285.517	285.517	295.817
12	285.673	285.673	299.248
13	291.592	291.592	285.071
14	301.858	301.858	283.083
15	288.254	288.254	283.011
16	295.687	295.687	283.851
17	289.635	289.635	290.993
18	295.443	295.443	296.237
19	294.888	294.888	284.188
20	281.477	281.477	287.757
21	289.127	289.127	291.109
22	298.281	298.281	296.072
23	298.144	298.144	294.015
24	294.437	294.437	290.711
25	292.529	292.529	291.394
26	301.647	301.647	280.725
27	292.930	292.930	289.283
28	287.705	287.705	292.606
29	286.348	286.348	291.823
30	294.211	294.211	288.762
31	294.582	294.582	285.909
32	296.389	296.389	291.571
33	294.757	294.757	300.482
34	299.208	299.208	299.117
35	297.153	297.153	294.945
36	297.118	297.118	295.274
37	294.086	294.086	288.990
38	286.104	286.104	286.942
39	293.408	293.408	289.212
40	296.306	296.306	290.059
41	299.224	299.224	292.437
42	302.365	302.365	292.693
43	293.731	293.731	297.083
44	294.034	294.034	299.507
45	301.434	301.434	295.359
46	293.113	293.113	290.962
47	302.521	302.521	293.626
48	298.093	298.093	289.191
49	303.406	303.406	294.650
50	305.240	305.240	294.090
51	304.139	304.139	297.609
52	302.753	302.753	299.099
53	291.810	291.810	288.348
54	299.151	299.151	288.946
55	304.590	304.590	299.455
56	305.071	305.071	300.694
57	304.724	304.724	294.756
58	305.007	305.007	306.968
59	307.492	307.492	310.464
60	309.527	309.527	312.897
61	305.344	305.344	304.159
62	299.311	299.311	304.143
63	297.081	297.081	306.680
64	303.468	303.468	303.912
65	303.746	303.746	302.010
66	310.294	310.294	297.521
67	307.818	307.818	303.962
68	306.231	306.231	298.737
69	315.212	315.212	297.910
70	318.623	318.623	313.205
71	306.747	306.747	310.258
72	308.747	308.747	300.317
73	310.706	310.706	305.331
74	301.837	301.837	301.319
75	306.731	306.731	294.203
76	313.825	313.825	305.066
77	314.840	314.840	307.467
78	313.581	313.581	303.897
79	311.130	311.130	303.876
80	304.504	304.504	297.650
81	320.447	320.447	296.643
82	318.232	318.232	306.379
83	310.133	310.133	308.768
84	301.208	301.208	310.473
85	309.530	309.530	320.582
86	311.280	311.280	307.795
87	311.800	311.800	314.095
88	315.781	315.781	319.712
89	308.526	308.526	314.802
90	320.864	320.864	312.076
91	313.929	313.929	312.058
92	317.694	317.694	311.925
93	322.134	322.134	310.874
94	326.578	326.578	308.116
95	317.927	317.927	316.642
96	306.638	306.638	311.200
97	308.370	308.370	316.024
98	314.468	314.468	322.763
99	307.788	307.788	315.174
100	315.451	315.451	314.665
101	321.624	321.624	323.061
102	313.071	313.071	302.716
103	323.471	323.471	309.984
104	319.213	319.213	322.598
105	324.301	324.301	335.186
106	323.506	323.506	312.918
107	331.408	331.408	313.659
108	331.885	331.885	318.445
109	321.674	321.674	326.721
110	329.782	329.782	316.645
111	319.364	319.364	316.018
112	321.775	321.775	326.245
113	321.357	321.357	331.963
114	327.736	327.736	332.550
115	336.093	336.093	328.352
116	333.314	333.314	329.553
117	327.072	327.072	334.381
118	333.618	333.618	333.753
119	327.757	327.757	320.804
120	340.337	340.337	322.972
121	345.217	345.217	329.263
122	337.820	337.820	329.154
123	331.794	331.794	330.536
124	330.846	330.846	327.033
125	326.786	326.786	328.185
126	325.572	325.572	322.770
127	336.454	336.454	322.921
128	333.729	333.729	334.165
129	340.799	340.799	339.409
130	334.916	334.916	325.571
131	343.988	343.988	326.872
132	347.120	347.120	334.195
133	347.658	347.658	337.367
134	360.199	360.199	334.371
135	351.022	351.022	340.057
136	337.625	337.625	343.511
137	338.702	338.702	335.130
138	341.417	341.417	343.245
139	343.135	343.135	349.973
140	339.022	339.022	356.205
141	337.407	337.407	342.356
142	341.152	341.152	338.652
143	333.062	333.062	342.834
144	340.384	340.384	345.469
145	346.091	346.091	343.551
146	352.673	352.673	338.105
147	349.539	349.539	337.145
148	349.280	349.280	339.636
149	349.097	349.097	346.375
150	363.998	363.998	340.244
151	355.285	355.285	345.032
152	348.546	348.546	350.021
153	341.113	341.113	351.025
154	350.757	350.757	351.799
155	350.752	350.752	350.103
156	341.082	341.082	350.775
157	353.128	353.128	349.737
158	346.235	346.235	360.544
159	364.545	364.545	352.617
160	356.295	356.295	346.182
161	361.430	361.430	346.727
162	357.449	357.449	348.061
163	359.634	359.634	353.468
164	354.372	354.372	361.688
165	365.803	365.803	369.035
166	371.213	371.213	361.721
167	364.062	364.062	355.457
168	362.218	362.218	348.639
169	355.584	355.584	356.229
170	367.376	367.376	360.810
171	361.574	361.574	368.128
172	359.388	359.388	367.224
173	353.336	353.336	374.523
174	367.993	367.993	373.920
175	369.516	369.516	372.452
176	374.230	374.230	373.134
177	371.795	371.795	363.442
178	373.971	373.971	363.578
179	380.703	380.703	364.085
180	371.523	371.523	373.137
181	371.375	371.375	365.396
182	370.943	370.943	368.415
183	380.643	380.643	377.473
184	376.079	376.079	368.157
185	376.988	376.988	366.602
186	373.889	373.889	381.078
187	388.333	388.333	373.098
188	385.797	385.797	370.439
189	395.196	395.196	394.373
190	384.007	384.007	378.836
191	388.132	388.132	383.824
192	395.972	395.972	383.657
193	389.549	389.549	390.721
194	404.750	404.750	388.348
195	403.218	403.218	409.439
196	403.279	403.279	404.453
197	413.082	413.082	407.364
198	418.794	418.794	405.807
199	415.945	415.945	410.441
200	415.165	415.165	415.506
201	418.557	418.557	423.446
202	412.660	412.660	431.508
203	419.441	419.441	437.203
204	429.047	429.047	436.588
205	429.555	429.555	430.184
206	429.248	429.248	438.632
207	447.838	447.838	454.796
208	453.306	453.306	453.952
209	461.849	461.849	481.291
210	476.587	476.587	481.975
211	479.612	479.612	485.192
212	488.346	488.346	471.395
213	480.004	480.004	467.640
214	480.428	480.428	469.331
215	492.534	492.534	486.964
216	488.381	488.381	483.766
217	477.623	477.623	476.650
218	496.540	496.540	460.708
219	509.619	509.619	482.248
220	489.381	489.381	480.251
221	485.283	485.283	476.285
222	497.583	497.583	490.420
223	502.953	502.953	484.644
224	511.680	511.680	488.614
225	518.116	518.116	501.042
226	523.691	523.691	492.808
227	509.092	509.092	485.892
228	520.050	520.050	495.967
229	509.596	509.596	497.369
230	516.275	516.275	492.652
231	522.799	522.799	502.140
232	519.910	519.910	520.354
233	535.527	535.527	524.444
234	527.714	527.714	545.761
235	535.373	535.373	547.101
236	544.676	544.676	550.641
237	566.885	566.885	552.898
238	571.171	571.171	582.108
239	582.238	582.238	584.405
240	574.851	574.851	583.568
241	573.381	573.381	595.553
242	579.631	579.631	597.625
243	589.697	589.697	580.825
244	581.349	581.349	574.710
245	583.327	583.327	578.425
246	569.912	569.912	558.390
247	579.853	579.853	563.296
248	576.294	576.294	553.819
249	554.185	554.185	558.971
