 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15
1	223.999	223.999	229.867	231.088	228.460	231.593	230.791	229.073	225.262	238.185	216.840	235.461	237.884	231.714	223.816
2	232.316	232.316	225.861	229.772	236.671	228.355	234.688	227.062	223.681	231.995	223.898	230.263	234.360	238.348	232.157
3	233.744	233.744	227.049	232.742	229.127	223.923	240.131	233.124	230.427	231.966	225.313	236.352	235.038	245.159	232.001
4	231.157	231.157	232.238	236.067	231.897	227.702	231.009	233.694	232.660	229.619	226.050	238.919	240.877	244.918	229.332
5	231.490	231.490	229.738	239.256	235.076	242.713	230.204	232.109	231.529	238.817	230.417	230.501	237.020	241.574	229.548
6	230.822	230.822	231.791	232.054	232.024	235.264	228.191	235.985	228.443	233.906	233.141	245.972	223.556	233.086	237.127
7	242.070	242.070	230.248	240.311	238.029	233.979	223.549	237.327	236.131	228.392	233.174	244.234	242.814	237.022	240.509
8	241.470	241.470	229.617	234.260	245.134	236.699	241.016	236.655	229.598	231.015	223.690	238.836	240.521	240.322	231.714
9	245.394	245.394	237.299	236.227	238.317	232.536	235.872	240.924	232.221	228.965	226.446	236.473	242.425	231.566	232.863
10	236.270	236.270	237.512	233.462	229.669	236.815	240.561	239.916	234.791	232.119	229.231	236.597	241.927	240.154	234.652
11	245.353	245.353	242.537	237.365	231.723	246.217	241.655	239.601	231.318	231.850	227.423	235.750	246.916	240.939	239.281
12	237.870	237.870	245.478	230.445	245.772	243.701	239.298	241.156	238.184	239.989	225.263	234.635	250.683	240.487	237.750
13	241.721	241.721	245.663	233.742	243.429	245.806	238.923	237.123	240.375	244.069	228.497	236.349	233.486	244.251	234.158
14	244.546	244.546	249.394	240.888	246.730	242.289	244.171	228.508	242.636	235.972	230.634	245.552	244.883	242.891	238.524
15	241.680	241.680	239.157	235.244	243.299	236.707	252.302	232.330	247.132	234.398	235.767	246.828	243.885	240.176	239.875
16	245.190	245.190	234.952	236.911	253.873	244.111	246.651	246.944	243.416	238.662	232.662	238.341	244.269	246.139	238.613
17	251.177	251.177	249.675	241.783	243.202	249.312	240.833	237.040	242.075	247.097	236.917	249.791	249.702	247.506	243.194
18	249.964	249.964	245.823	244.958	236.221	250.187	241.787	241.541	248.274	245.340	229.907	246.330	240.847	257.996	245.582
19	244.138	244.138	245.736	242.935	246.547	245.423	255.170	237.739	251.398	244.356	232.926	244.241	246.337	251.015	235.401
20	248.985	248.985	253.117	240.872	247.326	244.306	250.035	241.690	239.148	238.601	237.655	239.902	246.962	250.440	236.705
21	250.163	250.163	246.879	238.345	242.135	247.198	250.254	245.858	242.213	239.880	234.910	243.624	245.493	248.374	248.958
22	248.034	248.034	246.908	240.892	251.343	253.328	246.137	246.554	253.122	242.345	238.567	248.892	261.406	257.003	246.369
23	252.152	252.152	250.592	248.375	248.184	250.382	252.748	254.682	243.283	242.842	233.148	242.321	258.805	254.318	244.654
24	258.298	258.298	247.089	256.381	257.558	249.555	249.158	248.477	257.184	242.052	240.834	243.359	253.594	253.272	248.618
25	252.017	252.017	251.107	255.092	249.896	249.443	241.824	247.215	249.056	251.468	245.660	255.013	251.982	252.857	250.131
26	255.407	255.407	245.104	257.029	256.942	250.006	253.620	247.644	241.661	246.712	247.996	255.673	254.042	255.917	256.657
27	260.071	260.071	253.826	265.264	252.720	250.715	249.538	251.233	246.344	252.330	247.896	254.848	262.188	246.156	251.300
28	249.323	249.323	247.996	256.935	257.402	253.184	250.465	253.960	252.153	239.729	249.936	257.876	258.855	251.756	252.683
