 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3
1	2836.668	2836.668	2935.533
2	2753.488	2753.488	2879.067
3	2743.622	2743.622	2860.765
4	2728.182	2728.182	2834.183
5	2699.448	2699.448	2823.478
6	2678.257	2678.257	2784.706
7	2629.471	2629.471	2747.134
8	2578.842	2578.842	2753.401
9	2572.510	2572.510	2706.930
10	2560.383	2560.383	2679.022
11	2519.403	2519.403	2649.036
12	2519.033	2519.033	2618.196
13	2503.855	2503.855	2592.874
14	2450.784	2450.784	2592.299
15	2450.969	2450.969	2550.401
16	2484.762	2484.762	2523.746
17	2433.011	2433.011	2504.307
18	2455.804	2455.804	2501.093
19	2452.717	2452.717	2500.080
20	2421.928	2421.928	2515.445
21	2432.806	2432.806	2482.901
22	2447.153	2447.153	2482.951
23	2431.900	2431.900	2512.294
24	2390.865	2390.865	2505.964
25	2382.893	2382.893	2469.776
26	2404.715	2404.715	2476.329
27	2426.955	2426.955	2493.267
28	2406.232	2406.232	2453.684
29	2391.180	2391.180	2434.194
30	2361.886	2361.886	2438.034
31	2370.469	2370.469	2428.787
32	2350.580	2350.580	2414.450
33	2354.765	2354.765	2365.962
34	2350.381	2350.381	2402.918
35	2358.105	2358.105	2410.666
36	2351.495	2351.495	2391.991
37	2409.909	2409.909	2408.635
38	2377.728	2377.728	2405.468
39	2367.774	2367.774	2400.684
40	2346.658	2346.658	2373.349
41	2399.168	2399.168	2404.965
42	2399.163	2399.163	2387.404
43	2370.086	2370.086	2401.874
44	2372.221	2372.221	2370.902
45	2367.248	2367.248	2351.873
46	2380.997	2380.997	2362.807
47	2389.757	2389.757	2387.484
48	2365.122	2365.122	2382.647
49	2390.130	2390.130	2380.272
50	2385.579	2385.579	2369.353
51	2369.203	2369.203	2364.706
52	2360.686	2360.686	2342.987
53	2353.521	2353.521	2332.313
54	2343.742	2343.742	2331.289
55	2301.549	2301.549	2351.238
56	2332.678	2332.678	2335.539
57	2299.494	2299.494	2298.434
58	2320.350	2320.350	2319.819
59	2346.480	2346.480	2324.544
60	2322.720	2322.720	2320.949
61	2356.043	2356.043	2334.852
62	2333.410	2333.410	2325.275
63	2359.396	2359.396	2341.463
64	2374.745	2374.745	2350.061
65	2381.477	2381.477	2345.586
66	2371.628	2371.628	2345.020
67	2353.116	2353.116	2356.334
68	2362.962	2362.962	2359.520
69	2373.235	2373.235	2360.997
70	2396.560	2396.560	2368.568
71	2388.063	2388.063	2383.021
72	2416.974	2416.974	2392.572
73	2419.273	2419.273	2375.621
74	2417.857	2417.857	2419.240
75	2415.400	2415.400	2432.657
76	2424.377	2424.377	2405.583
77	2391.916	2391.916	2425.652
78	2409.888	2409.888	2410.881
79	2470.008	2470.008	2409.210
80	2497.689	2497.689	2405.671
81	2549.907	2549.907	2467.932
82	2505.100	2505.100	2453.708
83	2506.798	2506.798	2448.003
84	2512.713	2512.713	2472.580
85	2548.255	2548.255	2484.715
86	2587.921	2587.921	2529.245
87	2645.148	2645.148	2573.247
88	2763.571	2763.571	2614.436
89	2967.539	2967.539	2682.647
90	3177.254	3177.254	2820.790
91	3361.726	3361.726	3010.924
92	3467.389	3467.389	3208.913
93	3476.370	3476.370	3399.338
94	3321.977	3321.977	3424.945
95	3185.249	3185.249	3349.907
96	3009.807	3009.807	3227.959
97	2807.068	2807.068	3063.945
98	2644.491	2644.491	2903.835
99	2500.735	2500.735	2699.968
100	2427.494	2427.494	2539.168
101	2262.467	2262.467	2426.125
102	2127.938	2127.938	2314.268
103	2017.780	2017.780	2224.312
104	1959.736	1959.736	2106.777
105	1916.669	1916.669	2012.175
106	1841.380	1841.380	1968.492
107	1798.800	1798.800	1876.637
108	1739.061	1739.061	1824.430
109	1710.802	1710.802	1803.147
110	1678.396	1678.396	1760.983
111	1639.930	1639.930	1741.950
112	1614.793	1614.793	1676.682
113	1599.694	1599.694	1626.509
114	1544.787	1544.787	1600.554
115	1486.136	1486.136	1566.932
116	1451.928	1451.928	1538.116
117	1447.525	1447.525	1463.173
118	1415.830	1415.830	1442.718
119	1385.664	1385.664	1431.488
120	1335.676	1335.676	1387.004
121	1327.225	1327.225	1358.169
122	1308.851	1308.851	1331.059
123	1259.071	1259.071	1295.792
124	1243.230	1243.230	1251.225
125	1208.044	1208.044	1248.624
126	1181.111	1181.111	1243.780
127	1175.479	1175.479	1202.878
128	1140.508	1140.508	1180.908
129	1111.224	1111.224	1147.176
130	1078.681	1078.681	1123.734
131	1059.931	1059.931	1100.227
132	1049.203	1049.203	1065.004
133	1034.748	1034.748	1061.290
134	1011.007	1011.007	1066.800
135	975.849	975.849	1017.952
136	1002.655	1002.655	1017.029
137	967.855	967.855	996.168
138	935.941	935.941	973.621
139	934.175	934.175	959.205
140	946.982	946.982	964.041
141	923.383	923.383	935.131
142	897.270	897.270	919.960
143	874.432	874.432	903.532
144	858.521	858.521	921.448
145	841.886	841.886	896.409
146	834.800	834.800	864.442
147	830.479	830.479	870.509
148	826.392	826.392	855.159
149	808.767	808.767	838.679
150	810.614	810.614	806.847
151	788.192	788.192	810.706
152	789.609	789.609	815.991
153	788.532	788.532	794.738
154	757.605	757.605	776.046
155	764.545	764.545	772.658
156	745.421	745.421	764.872
157	725.149	725.149	753.636
158	720.117	720.117	751.741
159	715.315	715.315	740.993
160	707.901	707.901	735.438
161	707.131	707.131	707.567
162	684.591	684.591	714.428
163	693.636	693.636	700.163
164	660.373	660.373	703.701
165	664.591	664.591	701.073
166	657.856	657.856	689.785
167	662.869	662.869	668.156
168	644.821	644.821	656.266
169	635.261	635.261	671.143
170	641.855	641.855	663.950
171	634.531	634.531	641.794
172	638.093	638.093	629.500
173	611.804	611.804	616.631
174	610.523	610.523	639.107
175	615.885	615.885	621.845
176	612.095	612.095	616.301
177	608.939	608.939	616.892
178	590.108	590.108	613.605
179	577.298	577.298	607.291
180	591.078	591.078	574.424
181	578.864	578.864	584.265
182	587.494	587.494	589.008
183	588.504	588.504	590.591
184	565.313	565.313	565.672
185	574.553	574.553	566.147
186	577.207	577.207	570.974
187	554.228	554.228	568.029
188	552.272	552.272	550.679
189	540.497	540.497	559.925
190	553.158	553.158	550.660
191	555.669	555.669	548.434
192	541.392	541.392	549.444
193	534.368	534.368	536.486
194	535.210	535.210	546.827
195	524.860	524.860	536.937
196	518.127	518.127	530.997
197	521.150	521.150	521.727
198	514.136	514.136	525.022
199	511.739	511.739	522.624
200	509.764	509.764	509.341
201	506.038	506.038	512.571
202	500.625	500.625	515.801
203	490.224	490.224	523.649
204	485.576	485.576	524.494
205	484.706	484.706	501.996
206	483.659	483.659	504.619
207	490.980	490.980	487.111
208	472.370	472.370	486.165
209	477.973	477.973	497.921
210	487.303	487.303	487.695
211	464.414	464.414	486.459
212	460.106	460.106	473.784
213	474.751	474.751	477.341
214	468.972	468.972	475.826
215	459.682	459.682	480.048
216	471.167	471.167	475.394
217	464.137	464.137	474.724
218	462.975	462.975	473.312
219	447.352	447.352	462.117
220	443.525	443.525	464.759
221	430.815	430.815	450.580
222	435.794	435.794	449.254
223	446.052	446.052	451.271
224	438.438	438.438	443.814
225	437.240	437.240	449.290
226	445.272	445.272	454.727
227	441.433	441.433	446.265
228	443.353	443.353	446.362
229	434.620	434.620	448.392
230	424.093	424.093	455.336
231	411.504	411.504	451.126
232	423.881	423.881	449.713
233	428.670	428.670	443.103
234	423.982	423.982	436.780
235	434.635	434.635	428.759
236	424.190	424.190	420.396
237	415.927	415.927	414.239
238	417.566	417.566	425.717
239	412.973	412.973	424.440
240	414.682	414.682	417.946
241	416.651	416.651	412.345
242	421.329	421.329	414.547
243	422.588	422.588	403.768
244	394.146	394.146	401.412
245	409.899	409.899	402.193
246	411.460	411.460	426.442
247	408.953	408.953	421.374
248	412.090	412.090	401.619
249	398.880	398.880	419.228
250	389.248	389.248	415.237
251	390.655	390.655	409.614
252	402.531	402.531	402.078
253	397.592	397.592	402.436
254	388.940	388.940	401.933
255	393.578	393.578	391.669
256	386.557	386.557	392.985
257	388.042	388.042	390.182
258	394.479	394.479	386.042
259	392.556	392.556	387.001
260	381.668	381.668	379.043
261	384.173	384.173	387.669
262	381.474	381.474	387.091
263	392.997	392.997	389.729
264	395.990	395.990	388.445
265	380.735	380.735	389.059
266	366.913	366.913	385.278
267	371.663	371.663	387.951
268	370.092	370.092	390.406
269	376.179	376.179	388.461
270	368.461	368.461	370.823
271	379.050	379.050	379.025
272	370.965	370.965	375.788
273	364.826	364.826	374.329
274	375.491	375.491	374.610
275	380.920	380.920	368.939
276	366.609	366.609	382.789
277	362.921	362.921	369.135
278	375.070	375.070	366.127
279	363.585	363.585	376.825
280	362.173	362.173	369.817
281	359.776	359.776	365.427
282	362.417	362.417	375.233
283	358.253	358.253	374.259
284	362.608	362.608	359.480
285	365.617	365.617	362.033
286	359.212	359.212	366.281
287	362.614	362.614	370.582
288	360.207	360.207	361.403
289	364.249	364.249	374.643
290	363.100	363.100	371.007
291	363.818	363.818	365.344
292	344.441	344.441	358.858
293	341.491	341.491	344.778
294	343.534	343.534	368.476
295	348.004	348.004	358.509
296	353.251	353.251	361.325
297	356.738	356.738	349.940
298	348.740	348.740	359.761
299	350.090	350.090	361.266
300	346.783	346.783	360.739
301	346.164	346.164	352.243
302	356.165	356.165	352.559
303	348.120	348.120	354.611
304	350.556	350.556	352.887
305	351.925	351.925	351.242
306	354.099	354.099	349.392
307	345.248	345.248	342.280
308	338.795	338.795	345.896
309	340.362	340.362	349.349
310	347.909	347.909	351.831
311	336.699	336.699	353.927
312	350.225	350.225	351.288
313	342.519	342.519	347.779
314	338.235	338.235	358.175
315	327.395	327.395	348.668
316	341.100	341.100	352.171
317	332.695	332.695	339.670
318	342.523	342.523	340.934
319	345.889	345.889	341.155
320	339.662	339.662	342.235
321	340.319	340.319	337.801
322	350.599	350.599	339.909
323	340.840	340.840	344.699
324	338.510	338.510	343.280
325	333.292	333.292	345.829
326	328.330	328.330	339.620
327	331.259	331.259	344.580
328	327.475	327.475	340.190
329	318.932	318.932	326.403
330	322.775	322.775	337.699
331	328.208	328.208	341.620
332	330.697	330.697	349.880
333	338.605	338.605	342.142
334	336.918	336.918	326.858
335	318.412	318.412	331.662
336	322.988	322.988	331.357
337	335.144	335.144	334.525
338	326.663	326.663	327.423
339	330.307	330.307	341.316
340	328.523	328.523	336.047
341	326.713	326.713	324.120
342	325.676	325.676	324.377
343	332.474	332.474	330.285
344	321.128	321.128	329.181
345	321.577	321.577	325.007
346	318.390	318.390	339.054
347	323.526	323.526	336.138
348	326.066	326.066	336.616
349	319.825	319.825	330.409
