 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9
1	1306.096	1170.343	1228.153	1251.191	1274.507	1313.605	1303.956	1310.307	1306.368
2	1297.096	1151.621	1239.437	1266.297	1264.832	1291.801	1309.138	1305.640	1310.181
3	1317.575	1158.171	1228.923	1270.816	1263.689	1300.883	1308.461	1318.710	1326.691
4	1297.766	1170.245	1226.747	1259.281	1270.163	1287.215	1301.796	1293.334	1311.849
5	1320.172	1178.329	1252.543	1272.467	1281.611	1300.728	1304.681	1296.022	1313.060
6	1303.660	1163.175	1243.834	1263.042	1265.175	1302.023	1295.403	1316.700	1308.078
7	1298.114	1160.856	1236.277	1265.123	1266.398	1276.501	1318.258	1293.912	1292.859
8	1307.277	1171.963	1239.253	1265.971	1267.326	1304.568	1316.888	1293.589	1292.446
9	1297.854	1181.274	1236.661	1259.135	1271.856	1295.796	1322.559	1297.423	1320.180
10	1313.578	1167.235	1243.397	1266.552	1268.875	1305.043	1300.157	1319.312	1296.872
11	1313.158	1170.174	1242.544	1266.658	1284.644	1315.437	1303.351	1303.920	1325.764
12	1308.241	1189.148	1208.769	1286.985	1282.794	1291.095	1322.155	1292.281	1332.853
13	1296.711	1167.523	1230.898	1256.075	1254.987	1303.636	1311.024	1315.748	1310.771
14	1292.887	1164.186	1232.559	1245.283	1263.173	1302.080	1310.927	1331.021	1318.268
15	1303.036	1149.753	1222.668	1264.829	1280.236	1293.756	1295.423	1313.020	1316.684
16	1328.879	1146.374	1227.270	1252.388	1272.641	1292.835	1295.677	1309.817	1310.551
17	1319.728	1163.692	1233.590	1275.583	1271.045	1299.684	1287.761	1309.914	1305.767
18	1311.591	1157.799	1250.328	1256.370	1283.055	1281.068	1301.844	1311.283	1294.704
19	1325.070	1153.922	1242.372	1259.683	1296.414	1285.510	1331.020	1297.405	1318.848
20	1311.062	1151.350	1224.081	1260.448	1284.618	1297.458	1315.215	1307.135	1313.110
21	1299.007	1147.965	1227.651	1264.187	1274.449	1299.684	1309.198	1316.023	1323.722
22	1318.992	1131.415	1226.480	1266.154	1288.814	1311.702	1300.509	1282.784	1325.030
23	1321.173	1154.999	1225.666	1279.546	1282.111	1309.871	1296.039	1308.150	1316.934
24	1298.484	1145.666	1226.102	1284.745	1285.142	1280.796	1296.426	1300.243	1308.902
25	1300.294	1156.355	1209.504	1270.738	1280.985	1291.045	1304.893	1301.896	1315.627
26	1322.082	1165.282	1244.656	1278.576	1295.366	1294.595	1299.738	1315.936	1324.878
27	1335.823	1147.505	1222.098	1279.414	1306.387	1289.498	1293.371	1322.781	1332.034
28	1326.194	1155.661	1217.922	1282.027	1295.694	1287.655	1306.133	1307.329	1324.187
29	1321.609	1168.420	1234.033	1288.411	1296.959	1291.654	1315.423	1311.386	1305.392
30	1287.629	1163.890	1235.883	1262.451	1284.897	1283.280	1313.547	1319.052	1322.036
31	1282.927	1140.548	1251.070	1266.783	1280.308	1276.896	1309.142	1318.087	1325.071
32	1294.139	1153.566	1250.819	1263.603	1277.456	1282.801	1302.664	1305.995	1305.718
33	1293.773	1144.436	1252.009	1248.199	1283.639	1287.921	1297.932	1334.402	1326.011
34	1304.292	1143.185	1250.862	1263.490	1280.881	1292.820	1321.304	1307.682	1336.748
35	1314.447	1157.897	1231.922	1287.383	1297.520	1315.329	1321.016	1308.441	1325.483
36	1320.356	1166.998	1243.431	1275.523	1304.585	1312.098	1307.106	1303.732	1324.706
37	1324.625	1149.695	1242.891	1267.089	1282.358	1300.152	1299.706	1302.693	1318.396
38	1304.878	1156.093	1236.402	1273.193	1279.817	1308.796	1323.212	1325.465	1313.151
39	1298.185	1152.429	1236.929	1264.091	1286.619	1299.303	1309.878	1317.072	1315.658
40	1308.602	1152.912	1244.691	1273.829	1286.938	1292.651	1313.252	1310.286	1332.617
41	1304.004	1151.351	1238.529	1260.407	1293.210	1273.501	1307.619	1316.589	1316.361
42	1327.953	1153.127	1246.152	1269.807	1298.602	1302.082	1322.341	1332.037	1322.316
43	1327.379	1158.033	1254.105	1268.194	1288.383	1302.450	1314.840	1312.595	1309.221
44	1308.770	1155.102	1264.040	1263.650	1309.368	1311.505	1306.433	1305.629	1320.887
45	1316.462	1154.149	1258.294	1284.479	1276.367	1312.059	1301.143	1326.116	1330.847
46	1325.169	1144.365	1240.580	1275.355	1309.903	1308.338	1311.511	1311.074	1322.148
47	1318.603	1145.761	1252.656	1272.901	1299.254	1302.875	1308.287	1292.565	1309.496
48	1319.218	1145.245	1267.224	1266.566	1290.052	1311.510	1316.605	1336.871	1317.242
49	1316.323	1167.668	1250.870	1252.991	1302.285	1304.584	1297.657	1312.964	1302.075
50	1325.568	1173.674	1243.023	1266.827	1301.981	1308.610	1315.192	1327.160	1276.341
51	1309.700	1171.488	1223.898	1282.528	1288.680	1314.573	1315.049	1322.356	1300.085
52	1323.698	1172.943	1249.161	1274.066	1292.778	1312.020	1297.173	1320.273	1310.731
53	1317.636	1186.374	1250.415	1270.832	1291.546	1298.897	1312.490	1312.329	1315.992
54	1319.472	1174.517	1250.311	1257.697	1289.911	1305.972	1314.937	1306.598	1322.129
55	1312.875	1173.890	1237.565	1269.617	1273.970	1307.886	1308.041	1316.711	1320.618
56	1341.027	1166.223	1259.150	1267.644	1282.889	1293.312	1328.260	1324.800	1327.271
57	1327.788	1170.781	1241.100	1267.173	1290.452	1289.945	1302.270	1321.607	1306.351
58	1306.711	1193.855	1250.393	1271.897	1307.246	1308.057	1290.618	1321.972	1330.316
59	1308.442	1161.382	1263.680	1275.805	1306.573	1319.544	1320.666	1326.693	1305.078
60	1309.260	1176.948	1237.124	1260.083	1294.023	1308.225	1317.199	1323.163	1302.318
61	1315.947	1187.674	1241.631	1267.006	1302.760	1323.263	1326.175	1328.203	1305.226
62	1329.933	1188.728	1241.593	1284.424	1270.083	1317.216	1310.009	1306.997	1332.865
63	1318.506	1177.077	1254.330	1277.107	1280.589	1308.270	1306.465	1321.917	1324.803
64	1304.969	1174.358	1243.274	1278.363	1285.770	1312.187	1296.358	1321.236	1328.690
65	1310.415	1183.438	1256.088	1270.584	1260.566	1308.934	1284.597	1336.142	1302.730
66	1309.185	1170.812	1256.447	1261.689	1303.452	1296.267	1296.293	1322.936	1313.798
67	1319.505	1181.258	1253.590	1275.138	1301.212	1300.785	1316.407	1336.004	1325.099
68	1306.117	1185.504	1259.774	1288.584	1292.230	1326.870	1326.924	1337.116	1325.379
69	1305.157	1194.744	1233.171	1268.142	1308.944	1317.825	1318.118	1347.976	1338.309
70	1309.892	1202.207	1259.256	1274.289	1329.980	1298.390	1318.725	1341.080	1323.231
71	1305.487	1204.424	1255.050	1266.529	1306.540	1302.267	1316.210	1347.907	1327.517
72	1319.261	1193.092	1275.932	1271.167	1284.349	1299.597	1325.264	1328.125	1316.511
73	1315.154	1196.310	1273.567	1272.903	1294.975	1311.177	1339.850	1326.381	1347.675
74	1306.563	1188.623	1251.228	1278.744	1309.757	1305.840	1321.381	1352.554	1340.207
75	1315.949	1195.084	1263.525	1282.031	1332.632	1310.424	1344.353	1349.515	1340.754
76	1304.001	1167.549	1263.251	1275.038	1297.860	1313.227	1320.638	1337.109	1338.425
77	1325.361	1179.235	1262.770	1293.915	1313.860	1327.511	1315.679	1335.023	1330.019
78	1325.831	1198.707	1263.477	1319.668	1326.417	1328.204	1327.782	1336.473	1344.140
79	1327.718	1209.157	1267.639	1280.255	1314.714	1322.390	1341.972	1325.360	1321.511
80	1318.216	1195.400	1245.094	1284.462	1326.180	1353.691	1348.950	1344.291	1329.385
81	1323.005	1181.236	1264.336	1306.818	1324.262	1337.889	1339.601	1349.104	1351.604
82	1337.699	1207.327	1286.896	1317.303	1309.413	1320.477	1325.741	1341.638	1340.628
83	1323.742	1207.127	1269.812	1318.530	1322.106	1311.686	1343.220	1333.818	1344.260
84	1318.873	1201.484	1275.012	1310.769	1336.085	1322.131	1337.389	1337.291	1363.609
85	1328.189	1187.188	1279.057	1321.428	1330.257	1315.016	1358.177	1339.563	1359.741
86	1347.478	1199.799	1283.804	1321.557	1302.538	1326.930	1341.791	1332.510	1342.067
87	1336.747	1215.376	1281.217	1296.936	1314.140	1325.369	1335.277	1341.614	1346.394
88	1330.413	1216.844	1280.597	1300.047	1320.348	1320.690	1366.100	1334.142	1335.645
89	1358.402	1222.728	1283.243	1303.980	1337.202	1334.466	1348.960	1338.878	1358.101
90	1341.970	1210.937	1274.699	1308.903	1320.420	1350.063	1328.240	1338.436	1356.524
91	1321.636	1198.146	1292.259	1310.347	1310.746	1342.184	1323.247	1341.485	1376.785
92	1348.896	1218.023	1297.293	1322.511	1315.160	1321.729	1339.511	1365.646	1356.308
93	1327.121	1213.246	1282.784	1330.331	1329.848	1353.637	1346.862	1367.261	1347.805
94	1340.057	1210.131	1277.072	1290.520	1320.103	1347.910	1343.986	1346.133	1354.114
95	1363.816	1216.779	1282.682	1317.568	1322.669	1337.363	1356.427	1350.936	1355.398
96	1346.099	1225.142	1289.036	1314.650	1319.892	1354.837	1350.407	1369.846	1369.521
97	1357.366	1257.729	1285.775	1319.800	1322.018	1340.679	1342.358	1392.585	1361.939
98	1367.352	1234.033	1283.339	1309.613	1333.392	1339.363	1353.740	1363.215	1365.822
99	1383.859	1242.929	1290.891	1311.628	1327.574	1347.800	1351.441	1354.515	1370.562
100	1368.512	1231.732	1290.069	1336.561	1327.663	1354.363	1339.078	1376.736	1362.478
101	1379.951	1250.958	1270.355	1343.280	1344.451	1347.091	1372.370	1363.026	1378.258
102	1381.330	1269.346	1291.620	1329.230	1339.312	1334.809	1367.634	1360.722	1373.991
103	1387.934	1249.782	1288.142	1320.339	1324.404	1347.954	1374.802	1386.582	1380.506
104	1371.139	1249.712	1279.381	1312.394	1353.773	1369.893	1371.578	1384.189	1368.104
105	1390.641	1250.199	1288.138	1328.608	1362.403	1358.562	1359.498	1384.189	1390.161
106	1406.984	1237.098	1313.633	1321.044	1355.051	1358.192	1371.023	1379.397	1391.012
107	1413.996	1248.047	1300.905	1337.404	1355.331	1345.708	1378.894	1390.898	1405.757
108	1391.625	1262.747	1287.515	1337.529	1345.920	1354.213	1373.538	1376.814	1386.243
109	1385.656	1255.381	1287.890	1350.748	1355.723	1358.917	1366.457	1388.833	1411.120
110	1399.911	1266.412	1310.782	1333.800	1350.937	1367.126	1377.323	1387.193	1400.219
111	1385.389	1272.707	1324.576	1342.310	1357.917	1360.695	1410.363	1386.643	1377.929
112	1403.220	1282.154	1318.281	1358.083	1348.427	1367.090	1392.672	1399.985	1393.336
113	1401.763	1285.188	1314.164	1328.817	1334.760	1375.581	1375.794	1401.652	1406.774
114	1403.434	1274.194	1314.789	1329.910	1344.719	1390.347	1406.546	1403.676	1411.119
115	1412.412	1275.560	1336.445	1365.988	1366.681	1397.352	1389.731	1399.495	1412.212
116	1423.030	1293.591	1334.344	1357.373	1361.828	1374.054	1385.310	1407.792	1441.083
117	1416.711	1288.983	1329.279	1347.669	1360.681	1406.624	1391.723	1395.114	1428.528
118	1410.910	1301.277	1330.387	1349.018	1385.501	1393.843	1389.502	1387.276	1440.240
119	1418.606	1303.749	1343.646	1363.870	1385.845	1381.583	1416.993	1400.424	1439.813
120	1423.971	1297.289	1325.134	1352.625	1387.879	1399.503	1419.570	1421.773	1467.393
121	1448.566	1302.338	1373.339	1370.752	1404.477	1402.922	1408.970	1414.943	1434.884
122	1450.904	1321.081	1355.707	1387.006	1400.640	1406.751	1407.045	1427.338	1448.907
123	1448.407	1328.106	1350.481	1394.932	1376.411	1405.315	1411.835	1442.689	1437.297
124	1455.940	1323.040	1369.667	1389.346	1383.024	1410.245	1452.044	1446.912	1449.223
125	1441.435	1342.771	1379.267	1374.064	1406.695	1397.279	1454.309	1459.837	1462.639
126	1461.634	1357.636	1354.281	1404.913	1415.314	1432.537	1441.509	1468.207	1464.996
127	1478.750	1360.289	1372.784	1386.141	1434.846	1432.521	1452.660	1473.699	1447.897
128	1478.777	1376.731	1385.568	1402.302	1416.207	1442.683	1466.055	1481.634	1475.302
129	1469.028	1388.218	1391.658	1406.616	1418.110	1452.271	1471.377	1468.361	1502.950
130	1483.815	1360.881	1394.875	1399.210	1443.671	1440.244	1462.051	1488.029	1492.281
131	1496.469	1388.103	1411.359	1403.561	1458.628	1474.282	1497.351	1499.065	1512.111
132	1510.489	1417.319	1411.830	1433.872	1457.673	1478.611	1480.663	1522.190	1516.493
133	1516.058	1438.252	1404.880	1455.088	1460.413	1458.553	1461.381	1519.876	1508.066
134	1550.533	1466.864	1427.926	1431.534	1463.691	1478.105	1504.492	1559.760	1517.561
135	1550.307	1503.083	1422.889	1451.480	1481.145	1491.095	1525.051	1541.691	1540.890
136	1554.669	1538.582	1427.955	1469.598	1514.743	1500.956	1529.612	1575.336	1550.169
137	1556.415	1561.162	1458.768	1465.168	1502.020	1525.064	1541.197	1567.447	1574.835
138	1545.964	1562.505	1467.344	1477.286	1498.182	1555.604	1567.538	1573.551	1590.546
139	1549.957	1564.957	1485.559	1497.352	1546.015	1572.547	1599.209	1598.667	1563.878
140	1592.505	1564.194	1514.805	1511.930	1548.503	1590.262	1598.314	1620.033	1572.456
141	1599.434	1548.031	1521.335	1524.930	1556.248	1617.290	1610.404	1632.043	1586.844
142	1608.017	1503.741	1531.127	1567.088	1573.474	1627.945	1646.002	1648.703	1627.107
143	1633.904	1496.677	1554.139	1567.359	1608.224	1645.160	1646.433	1660.695	1604.201
144	1644.684	1463.409	1575.750	1607.616	1632.251	1652.916	1646.264	1658.849	1609.151
