 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	175.030	170.080	169.520	170.366	173.934	168.108	168.017	171.962	167.569	172.521	166.372
2	169.608	170.703	172.872	169.974	170.987	171.960	172.284	169.694	170.530	171.404	170.306
3	168.862	167.623	164.075	174.531	173.288	174.660	174.409	170.290	168.019	171.961	171.698
4	167.646	168.346	166.544	172.170	169.817	171.121	169.736	173.059	169.493	168.228	166.470
5	170.171	168.577	168.302	172.806	168.175	169.960	173.805	168.424	169.327	168.358	173.214
6	174.078	168.424	167.953	168.345	173.855	171.322	172.370	166.474	173.860	173.061	176.326
7	172.992	167.367	171.808	167.684	174.806	173.357	168.866	175.560	170.363	166.067	173.200
8	172.575	170.797	173.104	171.585	173.878	172.138	172.199	175.924	176.059	165.075	175.999
9	168.262	172.824	166.772	173.601	171.476	169.103	174.114	172.161	174.905	168.107	169.439
10	167.537	174.863	172.865	169.522	169.083	174.945	173.093	174.395	175.658	170.091	166.885
11	169.405	174.490	173.606	176.572	176.363	168.618	170.229	171.396	170.804	171.701	168.433
12	169.619	170.559	173.467	173.331	170.019	178.571	173.698	171.648	173.201	174.368	172.148
13	173.084	169.551	177.085	166.891	169.236	178.796	176.553	169.311	177.155	167.453	170.682
14	170.196	169.672	168.798	170.501	171.097	169.415	168.567	165.217	173.150	170.306	168.720
15	171.581	171.700	173.375	173.575	172.684	172.553	169.722	169.992	168.181	168.885	172.171
16	173.706	173.469	174.051	173.583	173.095	170.455	169.833	172.150	170.427	172.408	170.580
17	162.809	169.339	173.474	173.740	170.976	169.764	172.043	169.547	169.387	172.201	165.559
18	169.491	173.281	168.461	176.650	165.872	172.721	174.469	168.837	175.144	171.598	168.442
19	171.645	171.645	165.719	170.396	170.472	176.196	173.640	171.518	165.968	168.116	173.236
20	173.958	171.388	171.022	172.947	174.118	171.691	171.748	166.762	165.553	171.551	167.913
21	169.362	172.618	174.235	173.596	175.093	174.466	171.602	165.768	168.250	171.726	172.211
22	173.075	170.045	173.497	169.680	176.528	171.951	176.381	175.454	167.931	168.114	171.303
23	172.981	172.381	168.810	171.983	173.554	170.149	178.997	167.881	173.011	174.380	171.832
24	169.208	174.072	170.688	176.050	165.696	174.865	177.779	173.793	168.976	171.598	172.314
25	165.137	173.773	165.750	169.088	171.965	171.080	169.399	172.461	170.556	170.596	174.408
26	169.936	173.020	175.002	170.086	172.303	169.377	172.110	172.443	176.811	168.755	174.908
27	174.854	164.897	173.890	174.825	171.858	174.310	171.904	172.193	172.173	174.710	171.568
28	173.751	170.914	171.304	175.263	170.008	170.565	172.054	177.133	169.700	177.267	173.206
29	171.476	171.109	172.083	177.242	173.710	177.646	174.314	175.587	174.698	171.925	173.589
30	168.356	169.205	174.368	176.265	173.874	181.198	177.625	174.259	172.890	170.373	170.950
31	174.022	173.068	170.299	170.951	171.388	175.976	179.317	172.403	168.735	171.974	176.106
32	169.563	172.670	174.610	172.027	170.135	172.889	174.907	173.475	173.131	175.440	169.226
33	166.343	168.779	173.622	169.425	173.710	175.908	171.083	167.559	173.322	172.110	167.935
34	172.322	169.268	172.624	168.541	171.886	171.155	176.691	166.851	175.196	168.500	171.964
35	172.400	166.499	170.348	172.636	172.364	176.379	173.328	171.687	174.170	170.708	170.930
36	166.299	171.290	171.148	171.404	170.440	170.002	175.794	172.497	165.672	170.475	168.094
37	164.573	174.271	172.084	171.661	175.525	174.112	172.298	173.307	172.548	174.711	165.415
38	171.853	169.151	171.470	173.949	173.439	172.122	175.557	173.747	179.017	166.896	170.708
39	170.981	177.406	170.896	172.385	167.447	172.388	169.123	170.399	167.271	172.160	166.263
40	170.362	173.557	173.512	167.632	171.521	175.626	179.345	170.983	173.463	170.605	171.976
41	173.921	177.071	171.333	171.869	173.311	176.349	172.753	169.047	176.248	172.821	172.792
42	169.261	173.911	174.990	175.330	169.732	170.969	167.652	170.698	175.146	177.722	173.951
43	180.301	174.506	175.133	173.619	173.682	172.966	169.453	166.716	170.710	175.041	178.269
