 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	211.761	197.155	196.280	198.248	200.894	203.189	210.827	205.637	204.328	208.357	200.537
2	204.830	203.802	195.331	199.860	202.139	214.584	206.078	209.026	209.202	210.054	202.501
3	206.302	198.101	202.500	195.596	201.269	211.550	208.400	212.358	196.794	210.349	208.053
4	211.477	195.368	200.616	199.137	203.577	209.871	206.106	208.217	197.071	211.862	213.789
5	213.052	199.171	196.147	203.767	205.083	207.177	209.623	206.981	202.891	210.178	201.145
6	215.126	194.771	191.911	200.669	208.078	208.468	210.026	209.938	208.767	213.167	197.787
7	214.448	197.952	206.433	201.419	206.004	206.883	207.481	205.493	205.450	216.057	203.515
8	212.196	197.675	204.901	201.159	205.295	205.013	205.510	214.444	199.944	219.635	216.350
9	212.522	194.368	196.762	202.567	206.655	205.514	205.840	214.506	205.554	216.652	217.122
10	217.916	196.565	196.305	203.074	209.882	205.367	215.757	211.193	199.314	213.635	209.042
11	213.207	196.774	203.652	203.010	209.238	206.950	202.568	212.833	199.797	207.697	208.682
12	211.242	206.093	200.985	207.212	205.993	202.087	210.210	210.307	205.387	215.685	205.263
13	211.833	206.119	202.363	204.910	196.577	212.005	226.736	214.055	205.889	214.913	208.451
14	215.660	202.569	203.371	205.344	201.708	213.590	206.687	217.762	203.559	205.869	217.294
15	217.521	207.831	200.780	210.084	207.945	214.753	207.023	212.870	208.565	214.507	215.385
16	219.529	205.433	206.448	205.889	201.344	204.806	212.638	212.809	210.003	208.367	210.053
17	222.528	203.143	204.053	201.130	199.936	206.927	218.484	213.659	202.319	213.800	211.212
18	217.949	200.237	202.430	205.591	201.966	212.223	212.407	213.051	209.420	216.503	208.318
19	214.703	200.404	199.809	209.309	221.092	212.623	214.589	211.238	204.931	213.539	210.508
20	218.706	204.635	195.789	209.143	209.368	222.294	212.631	212.382	207.165	222.803	223.953
21	218.660	198.342	204.313	210.094	212.395	219.731	219.542	215.276	213.578	218.794	218.844
22	213.338	207.376	209.008	205.023	205.297	214.472	219.765	224.078	213.393	218.490	211.910
23	222.574	195.833	206.079	206.436	213.024	216.865	218.827	222.186	208.834	216.699	211.773
24	218.803	203.463	208.443	212.633	214.914	220.375	218.780	213.257	215.535	219.876	217.930
25	214.909	210.033	206.086	215.447	206.855	220.426	222.480	211.840	219.296	218.374	215.736
