 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	489.381	489.381	469.707	473.136	463.185	461.518	466.118	455.877	465.417	480.184
2	480.166	480.166	479.697	459.040	470.624	452.361	464.046	466.446	465.636	466.874
3	465.207	465.207	476.720	473.397	456.035	451.001	458.952	460.282	458.502	461.471
4	485.120	485.120	471.878	476.512	454.177	446.197	457.598	457.858	457.398	459.662
5	475.245	475.245	480.172	481.504	451.745	441.351	460.313	453.593	459.374	469.683
6	485.138	485.138	478.188	461.203	456.300	455.475	457.199	456.246	462.195	462.672
7	468.918	468.918	477.331	460.680	460.375	450.698	443.738	452.340	462.132	464.256
8	474.328	474.328	480.321	449.587	450.329	455.703	457.931	454.106	463.773	464.671
9	476.374	476.374	478.987	457.238	439.472	449.623	442.627	453.767	447.709	461.480
10	462.165	462.165	478.791	455.567	446.445	442.348	448.141	454.746	450.247	455.532
11	469.488	469.488	453.252	446.523	447.770	446.970	449.279	448.313	453.058	456.704
12	469.164	469.164	461.150	454.659	445.910	459.539	450.265	442.306	454.999	461.864
13	454.206	454.206	462.227	463.715	446.310	452.327	455.178	452.753	461.428	454.778
14	454.934	454.934	458.802	454.626	436.759	446.531	452.792	451.233	453.539	440.140
15	467.878	467.878	457.683	445.098	432.269	442.851	456.782	460.111	446.227	451.939
16	466.099	466.099	464.566	455.909	448.380	436.656	446.026	449.989	448.116	444.661
17	449.889	449.889	456.630	445.661	458.549	453.058	442.970	444.163	452.780	451.867
18	455.811	455.811	465.342	447.378	437.986	448.279	449.297	449.737	450.549	440.591
19	466.119	466.119	460.368	458.873	438.731	439.367	448.709	447.160	451.349	439.588
20	457.361	457.361	458.184	450.298	429.954	448.315	455.826	444.485	449.925	454.212
21	470.432	470.432	447.674	441.309	451.445	444.309	446.091	453.793	446.169	452.203
22	460.260	460.260	462.843	457.171	450.361	441.025	445.060	439.866	450.459	449.483
23	459.995	459.995	462.107	451.984	440.290	444.737	448.473	442.356	447.174	446.381
24	461.611	461.611	457.132	440.663	442.687	452.204	448.062	442.977	435.036	440.019
25	467.835	467.835	464.683	443.349	447.809	447.774	444.495	444.047	450.153	451.577
26	463.110	463.110	457.051	442.326	450.489	452.826	441.902	463.427	445.123	457.436
27	449.593	449.593	467.536	443.682	434.782	443.755	442.874	453.207	448.740	445.214
28	461.847	461.847	475.619	451.669	439.974	434.245	448.064	453.249	445.489	451.177
29	455.568	455.568	466.627	444.251	437.750	445.890	439.603	457.232	442.789	438.704
30	460.346	460.346	461.946	452.489	445.061	445.912	442.891	450.997	445.222	448.253
31	455.758	455.758	462.691	450.220	444.590	451.218	446.287	450.885	449.292	447.110
32	473.005	473.005	464.194	442.827	448.733	443.973	458.791	458.583	454.724	442.666
33	466.539	466.539	457.619	459.353	453.208	438.238	446.829	443.359	447.360	444.760
34	459.563	459.563	459.447	460.446	449.666	453.945	441.903	443.201	443.254	447.469
35	457.955	457.955	459.653	459.099	456.900	461.025	439.894	452.363	439.208	441.498
36	467.803	467.803	454.597	457.047	447.564	446.410	448.594	450.801	447.342	438.592
37	462.578	462.578	465.398	460.531	452.853	448.546	454.177	444.431	451.607	453.225
38	461.233	461.233	465.699	439.494	458.544	448.148	450.747	451.912	451.954	446.928
39	457.444	457.444	452.115	460.414	437.531	450.343	457.740	456.478	451.703	443.490
40	449.703	449.703	453.225	456.801	447.627	458.478	456.970	455.601	450.883	459.484
41	456.974	456.974	461.702	469.347	452.960	449.246	451.534	453.106	448.686	448.411
42	470.525	470.525	456.751	467.605	459.912	447.189	448.611	458.935	447.630	453.173
43	472.166	472.166	466.637	458.371	450.551	458.536	453.871	460.361	446.375	455.117
44	469.167	469.167	456.402	467.725	443.770	458.491	452.941	456.793	450.800	449.883
45	473.504	473.504	456.056	460.651	447.889	456.251	444.989	448.608	472.600	458.841
46	460.305	460.305	469.984	456.560	459.208	452.054	454.207	444.719	453.254	448.277
47	476.967	476.967	462.647	455.784	466.709	449.325	443.461	457.029	457.076	446.918
48	480.228	480.228	473.767	463.373	469.640	451.014	457.476	455.909	466.510	448.496
49	466.554	466.554	471.509	450.756	461.058	452.440	461.351	460.021	441.790	459.952
50	465.767	465.767	477.164	462.322	462.881	457.329	461.641	446.593	449.859	460.612
51	471.467	471.467	475.253	465.115	465.693	459.571	449.771	456.258	465.490	455.176
52	467.656	467.656	461.118	460.757	455.646	442.887	457.855	443.228	461.945	447.461
53	470.536	470.536	463.942	464.922	457.559	444.835	457.856	447.636	451.978	455.666
54	467.335	467.335	478.440	458.166	456.989	456.683	457.476	448.489	459.182	454.914
55	476.172	476.172	476.468	460.435	447.147	464.876	455.800	451.455	450.177	452.451
56	478.759	478.759	478.855	456.443	450.454	454.595	456.412	457.221	451.298	455.760
57	477.220	477.220	471.770	467.673	458.964	456.507	466.312	458.056	455.225	459.547
58	469.438	469.438	469.936	463.406	450.296	451.549	468.013	453.096	466.091	451.766
59	462.024	462.024	478.477	470.060	454.065	451.386	465.454	446.159	458.523	451.513
60	475.344	475.344	472.073	478.567	454.172	450.507	459.557	463.874	459.519	450.967
61	474.545	474.545	465.930	460.980	446.694	447.931	457.436	465.331	471.859	451.634
62	481.722	481.722	474.420	473.984	459.905	451.479	463.875	462.654	464.743	451.817
63	475.681	475.681	467.630	464.185	449.697	453.411	457.764	461.284	463.615	449.362
64	482.039	482.039	475.261	470.415	462.024	448.831	458.974	467.959	462.986	454.472
65	486.604	486.604	471.391	466.265	465.466	451.101	462.951	462.683	467.789	462.774
66	482.930	482.930	471.702	465.283	455.573	454.941	460.114	456.680	468.379	461.789
67	475.902	475.902	462.204	462.145	449.683	451.527	462.490	460.737	472.037	467.361
68	475.177	475.177	464.586	459.464	450.101	452.080	452.597	462.187	465.178	450.473
69	470.767	470.767	461.857	453.139	454.365	451.341	446.180	448.587	465.460	451.277
