 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	209.000	209.000	222.000	253.000	213.000	228.000	224.000	216.000	223.000	233.000
2	204.076	204.076	234.853	212.749	207.149	213.570	219.608	225.627	230.332	219.551
3	206.946	206.946	232.159	211.521	212.462	218.292	213.341	216.848	224.487	207.342
4	222.025	222.025	219.575	222.293	224.979	211.861	206.110	203.183	222.752	220.883
5	219.021	219.021	222.616	231.924	232.039	211.543	212.005	196.659	228.196	215.428
6	204.409	204.409	216.465	222.731	202.593	213.682	228.673	214.839	231.007	223.191
7	217.254	217.254	216.653	210.470	210.215	215.856	240.651	223.151	226.400	227.747
8	223.043	223.043	216.108	218.834	216.603	222.695	229.932	220.497	235.629	217.832
9	218.481	218.481	242.770	227.210	216.148	242.016	212.386	209.544	252.447	194.684
10	221.513	221.513	231.508	229.381	245.933	225.316	210.284	227.235	229.948	210.039
11	237.666	237.666	218.310	195.219	242.177	213.977	205.113	203.432	228.130	220.352
12	233.142	233.142	219.596	226.062	215.240	237.590	232.842	214.677	257.592	217.427
13	234.166	234.166	226.436	219.907	221.198	221.774	222.950	233.719	226.035	217.006
14	220.099	220.099	206.041	212.061	214.152	201.083	211.486	235.776	209.363	195.014
15	219.726	219.726	206.533	210.360	216.440	220.195	219.492	236.755	232.982	240.249
16	222.165	222.165	231.374	211.115	209.488	216.559	213.751	238.951	231.378	212.522
17	226.144	226.144	235.735	220.381	225.503	208.061	212.516	231.086	215.793	202.766
18	200.636	200.636	217.779	228.685	220.284	223.079	230.086	222.245	206.991	199.835
19	226.446	226.446	229.178	212.497	209.112	244.735	235.173	215.661	220.953	194.933
20	243.866	243.866	197.461	225.849	226.342	232.457	226.749	223.017	217.631	201.793
21	240.125	240.125	208.566	218.581	231.306	222.253	223.811	209.362	219.160	221.923
22	217.276	217.276	218.303	216.209	217.991	224.636	211.935	214.433	228.131	233.656
23	199.263	199.263	212.585	219.598	207.656	229.985	196.258	237.971	221.422	223.343
24	221.330	221.330	225.899	238.417	231.951	236.031	221.122	233.948	225.148	233.726
25	214.880	214.880	215.433	214.530	193.129	213.889	221.822	207.143	217.179	230.750
26	231.745	231.745	223.231	222.915	212.361	211.166	236.887	231.327	225.421	221.984
27	220.493	220.493	223.317	228.121	221.824	204.906	234.525	241.290	222.540	212.111
28	250.515	250.515	250.265	246.597	202.183	227.196	221.802	219.754	224.351	207.059
29	237.452	237.452	234.967	237.928	219.299	236.149	221.800	222.266	220.862	241.307
30	226.103	226.103	218.964	241.871	213.053	232.957	221.798	218.989	228.174	234.553
31	212.869	212.869	207.320	240.758	220.166	216.489	235.151	238.713	224.748	231.682
32	210.495	210.495	199.507	212.552	210.029	228.329	235.176	216.661	222.270	220.746
33	232.724	232.724	213.424	213.481	240.365	239.736	202.281	191.422	201.485	205.491
34	217.131	217.131	211.806	223.635	251.713	242.310	212.459	230.060	224.243	211.194
35	220.704	220.704	228.137	226.214	232.579	239.412	221.050	224.228	224.965	212.203
36	218.124	218.124	234.291	229.393	216.335	232.818	221.378	229.094	224.507	204.938
37	206.186	206.186	206.002	237.660	232.705	226.217	218.639	211.065	229.245	201.555
38	254.387	254.387	224.322	262.352	215.742	233.995	227.474	209.929	234.773	201.240
39	216.670	216.670	228.587	236.051	222.674	238.041	235.543	194.854	222.919	218.962
40	225.722	225.722	212.159	221.060	224.208	240.551	233.678	204.828	221.870	223.778
41	229.817	229.817	227.146	243.405	209.313	249.996	218.975	208.100	224.321	226.051
42	221.114	221.114	217.695	212.993	214.777	229.949	217.530	221.834	206.436	216.955
43	219.303	219.303	224.111	225.861	226.352	226.554	216.331	222.181	215.242	228.787
44	211.479	211.479	204.417	231.134	224.923	220.368	231.214	239.659	217.084	223.632
45	218.572	218.572	219.749	218.948	232.782	221.795	253.457	222.510	227.501	224.407
46	212.093	212.093	223.824	198.973	240.600	214.837	229.289	212.515	223.335	211.721
47	233.702	233.702	220.248	213.512	216.705	230.941	218.301	216.110	213.129	228.415
48	247.259	247.259	213.885	225.587	223.561	211.758	213.533	212.406	222.101	220.281
49	263.297	263.297	223.544	243.836	210.188	213.673	224.508	213.140	229.104	202.029
50	254.815	254.815	223.516	223.942	232.574	227.706	238.122	241.283	234.234	212.612
51	236.888	236.888	239.514	217.363	227.876	226.845	227.856	241.061	235.528	227.634
52	236.086	236.086	237.527	213.772	212.809	234.737	224.847	226.460	225.171	220.704
53	225.566	225.566	230.839	226.030	205.191	224.377	226.981	225.403	229.812	216.263
54	224.987	224.987	224.273	216.844	211.596	217.481	214.850	208.856	226.709	225.134
55	205.567	205.567	227.869	202.396	210.140	226.879	214.722	220.688	238.580	209.216
56	199.722	199.722	210.316	230.269	240.654	241.100	244.592	221.682	245.906	215.940
57	208.970	208.970	220.266	227.258	232.710	219.799	237.291	230.032	246.517	210.631
58	228.498	228.498	229.959	223.512	217.033	224.101	240.591	235.637	233.155	206.415
59	198.768	198.768	241.145	250.697	232.292	249.885	234.480	257.625	221.071	227.041
60	191.450	191.450	245.446	224.773	215.569	206.131	226.535	219.021	231.407	215.281
61	226.151	226.151	224.586	217.862	221.780	214.994	219.520	215.272	239.173	227.559
62	245.681	245.681	218.949	225.417	215.383	234.516	216.294	231.602	230.589	241.059
63	242.906	242.906	254.101	216.779	229.879	244.418	224.418	225.230	242.764	218.851
