 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3
1	280.604	258.985	264.220
2	266.497	263.997	275.899
3	275.312	266.704	269.837
4	269.065	270.059	273.781
5	266.467	275.574	283.766
6	273.271	271.007	282.321
7	267.992	271.590	275.975
8	275.249	272.262	266.086
9	276.931	270.205	262.401
10	278.450	273.444	266.457
11	278.245	267.355	280.101
12	281.434	257.747	277.901
13	282.529	271.157	274.217
14	281.800	277.434	279.843
15	276.568	259.239	273.417
16	281.132	267.347	275.203
17	279.746	277.790	275.042
18	273.207	275.193	270.015
19	277.083	267.456	281.015
20	278.503	267.730	286.503
21	275.554	267.670	281.682
22	282.216	263.781	281.297
23	279.057	265.737	276.208
24	280.204	270.238	286.626
25	284.268	266.279	285.150
26	277.222	274.511	277.203
27	281.800	276.262	274.184
28	282.897	270.866	273.592
29	277.243	266.143	268.703
30	275.888	276.892	277.456
31	280.564	275.367	290.251
32	276.657	281.111	282.043
33	287.352	274.436	278.344
34	279.212	262.422	266.688
35	283.922	264.207	273.568
36	282.951	273.983	271.512
37	281.364	281.476	282.574
38	283.716	271.565	282.554
39	272.077	279.281	277.234
40	268.883	265.816	279.381
41	276.361	271.892	267.269
42	276.583	270.229	274.952
43	280.925	262.548	280.218
44	279.998	273.809	280.893
45	272.686	283.642	276.785
46	279.995	273.642	277.575
47	283.368	283.091	288.829
48	271.728	272.083	284.262
49	272.543	272.890	281.396
50	284.240	270.692	289.663
51	277.823	271.183	278.604
52	276.804	274.046	283.000
53	275.247	276.359	276.633
54	275.042	282.669	291.191
55	289.057	272.033	279.150
56	282.865	279.010	276.974
57	274.259	268.828	276.590
58	281.571	282.174	276.586
59	278.888	281.431	278.366
60	273.978	272.541	287.563
61	280.436	288.767	286.021
62	272.634	283.559	285.061
63	286.892	273.813	287.026
64	283.620	281.100	284.726
65	274.400	279.114	276.613
66	281.844	275.940	287.035
67	281.657	266.795	282.109
68	273.711	272.008	280.549
69	268.731	280.042	281.224
70	271.788	274.488	276.384
71	271.653	267.337	289.461
72	271.306	273.363	283.099
73	273.629	271.238	282.546
74	281.024	281.713	286.808
75	281.580	272.095	285.738
76	283.673	278.337	285.819
77	280.940	272.666	282.855
78	283.649	269.577	282.073
79	288.196	272.459	277.304
80	287.261	270.380	274.173
81	286.186	270.410	284.898
82	276.899	269.347	278.512
83	276.875	268.905	275.811
84	281.266	268.988	279.899
85	282.328	274.352	283.903
86	272.901	274.043	288.248
87	276.888	273.498	284.069
88	284.474	274.611	279.730
89	283.405	270.391	278.375
90	282.540	271.428	287.137
91	277.980	275.692	283.506
92	287.422	273.532	281.980
93	281.966	268.024	274.009
94	291.481	269.014	278.372
95	285.558	276.357	278.995
96	290.308	272.095	281.941
97	286.399	273.022	284.531
98	282.633	268.141	287.535
99	293.749	275.356	288.207
100	280.763	279.311	291.844
101	286.719	274.203	288.237
102	284.867	277.826	286.679
103	273.979	275.980	281.457
104	278.586	272.617	278.946
105	280.412	278.640	285.340
106	273.431	268.202	280.594
107	280.585	271.645	270.156
108	279.522	279.349	280.182
109	285.478	270.443	290.534
110	284.299	267.471	293.744
111	290.376	273.995	282.881
112	289.102	280.104	280.172
113	290.556	279.691	273.027
114	284.838	275.937	285.423
115	277.226	269.372	288.784
116	283.992	273.752	293.342
117	282.927	266.491	281.670
118	288.231	273.999	279.642
119	276.320	272.763	287.494
120	277.690	280.708	274.460
121	280.485	281.663	278.436
122	271.150	276.768	284.997
123	284.725	276.719	290.746
124	288.003	279.402	284.762
125	280.607	285.250	289.550
126	285.537	282.185	292.459
127	286.509	271.299	280.816
128	276.877	276.523	285.281
129	285.701	284.222	290.300
130	280.340	275.533	281.705
131	283.085	280.841	280.480
132	290.113	283.909	283.239
133	289.264	268.920	284.713
134	286.176	277.863	273.547
135	290.118	277.030	275.749
136	284.283	277.628	283.821
137	283.067	273.894	284.307
138	290.462	276.561	272.910
139	288.504	282.297	275.071
140	287.052	268.872	285.753
141	284.154	277.773	290.817
142	284.378	269.080	289.276
143	287.372	277.983	292.051
144	272.860	284.822	287.172
145	285.064	281.061	289.977
146	282.770	282.109	293.489
147	280.538	282.171	286.464
148	288.067	282.280	289.644
149	285.178	278.029	291.853
150	286.862	284.709	286.664
151	288.165	289.161	289.906
152	286.313	281.326	282.794
153	290.089	280.139	283.806
154	287.401	286.546	284.455
155	299.245	287.541	291.083
156	290.256	279.029	303.033
157	287.797	285.163	293.771
158	284.789	283.621	293.577
159	289.763	293.201	290.144
160	294.378	282.091	287.092
161	286.825	280.698	286.146
162	292.024	274.378	291.905
163	291.719	273.071	296.108
