 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3
1	244.029	244.029	235.557
2	246.381	246.381	235.748
3	244.422	244.422	234.194
4	232.285	232.285	239.816
5	236.755	236.755	236.688
6	243.276	243.276	233.301
7	240.497	240.497	233.863
8	236.342	236.342	237.072
9	247.582	247.582	233.026
10	243.248	243.248	233.856
11	237.167	237.167	244.904
12	237.802	237.802	232.515
13	226.145	226.145	236.857
14	233.588	233.588	239.373
15	239.093	239.093	232.526
16	239.848	239.848	238.938
17	231.795	231.795	246.386
18	240.102	240.102	239.989
19	246.869	246.869	241.713
20	239.469	239.469	233.717
21	240.273	240.273	236.734
22	231.312	231.312	243.131
23	230.817	230.817	235.762
24	235.783	235.783	234.222
25	240.576	240.576	236.705
26	236.154	236.154	236.128
27	240.259	240.259	232.079
28	235.695	235.695	228.720
29	233.834	233.834	239.498
30	239.731	239.731	237.335
31	237.881	237.881	238.943
32	244.247	244.247	233.610
33	241.848	241.848	227.427
34	234.920	234.920	238.397
35	240.382	240.382	239.019
36	236.590	236.590	239.645
37	233.237	233.237	236.099
38	242.501	242.501	237.847
39	243.092	243.092	234.200
40	245.536	245.536	238.121
41	242.303	242.303	238.062
42	230.815	230.815	242.882
43	240.308	240.308	250.590
44	243.691	243.691	243.575
45	241.924	241.924	231.286
46	236.008	236.008	241.220
47	229.726	229.726	244.038
48	238.502	238.502	237.796
49	233.615	233.615	238.055
50	238.864	238.864	235.543
51	235.960	235.960	233.157
52	237.796	237.796	243.722
53	238.347	238.347	236.441
54	236.806	236.806	237.554
55	233.859	233.859	238.093
56	236.857	236.857	233.487
57	241.919	241.919	239.874
58	233.027	233.027	243.761
59	237.931	237.931	234.010
60	241.876	241.876	240.369
61	235.296	235.296	239.771
62	236.315	236.315	232.677
63	241.111	241.111	240.386
64	245.915	245.915	237.101
65	237.657	237.657	238.092
66	237.440	237.440	243.291
67	238.136	238.136	240.804
68	235.872	235.872	227.868
69	238.000	238.000	237.141
70	240.570	240.570	233.714
71	239.125	239.125	236.003
72	237.299	237.299	244.647
73	241.289	241.289	236.755
74	243.105	243.105	233.282
75	244.610	244.610	239.097
76	244.532	244.532	233.121
77	242.851	242.851	235.289
78	243.556	243.556	237.065
79	241.306	241.306	239.699
80	234.164	234.164	231.310
81	235.247	235.247	237.792
82	240.008	240.008	244.588
83	233.530	233.530	242.913
84	232.439	232.439	243.829
85	230.766	230.766	234.973
86	240.773	240.773	235.782
87	237.525	237.525	242.136
88	237.749	237.749	244.147
89	239.015	239.015	242.705
90	244.793	244.793	234.612
91	232.871	232.871	238.198
92	238.550	238.550	243.656
93	240.843	240.843	233.327
94	247.925	247.925	237.456
95	253.487	253.487	237.136
96	238.325	238.325	237.873
97	238.977	238.977	234.371
98	243.820	243.820	236.782
99	245.044	245.044	227.851
100	243.063	243.063	234.219
101	244.876	244.876	240.046
102	241.151	241.151	238.826
103	242.874	242.874	238.941
104	247.873	247.873	241.816
105	244.817	244.817	232.564
106	241.797	241.797	239.672
107	239.812	239.812	235.962
108	241.256	241.256	244.211
109	247.171	247.171	240.199
110	246.280	246.280	229.213
111	242.311	242.311	231.035
112	251.361	251.361	233.894
113	252.121	252.121	241.745
114	242.118	242.118	245.654
115	250.379	250.379	241.348
116	242.957	242.957	247.036
117	245.474	245.474	251.157
118	250.551	250.551	248.505
119	245.432	245.432	244.053
120	248.391	248.391	241.957
121	250.758	250.758	249.408
122	252.673	252.673	245.662
123	246.731	246.731	243.427
124	245.722	245.722	238.584
125	244.636	244.636	251.110
126	252.565	252.565	242.823
127	248.717	248.717	235.970
128	245.398	245.398	245.297
129	246.543	246.543	244.292
130	239.426	239.426	246.054
131	245.554	245.554	244.779
132	254.242	254.242	240.834
133	240.890	240.890	234.474
134	246.448	246.448	236.865
135	242.949	242.949	250.227
136	243.258	243.258	253.134
137	250.574	250.574	246.014
138	250.677	250.677	247.519
139	242.097	242.097	248.417
140	242.960	242.960	247.674
141	249.577	249.577	246.059
142	245.747	245.747	240.539
143	246.841	246.841	244.860
144	255.114	255.114	247.569
145	254.179	254.179	244.978
146	241.958	241.958	238.024
147	240.279	240.279	241.657
148	248.106	248.106	248.793
149	249.261	249.261	250.375
150	244.466	244.466	242.482
151	244.138	244.138	249.251
152	242.001	242.001	247.699
153	243.945	243.945	243.996
154	250.822	250.822	248.150
155	245.506	245.506	253.298
156	254.900	254.900	251.473
157	252.915	252.915	247.694
158	251.915	251.915	251.731
159	258.725	258.725	251.930
160	250.713	250.713	251.413
161	253.105	253.105	256.675
162	251.566	251.566	256.873
163	250.030	250.030	256.159
164	255.358	255.358	257.614
165	253.968	253.968	259.141
166	251.492	251.492	261.778
167	251.215	251.215	255.416
168	251.349	251.349	252.731
169	252.615	252.615	250.778
170	254.541	254.541	248.788
171	257.136	257.136	242.951
172	261.805	261.805	245.906
173	256.601	256.601	245.023
174	256.027	256.027	248.760
175	253.631	253.631	245.629
176	260.424	260.424	244.961
177	256.455	256.455	249.164
178	255.470	255.470	255.033
179	262.152	262.152	245.551
180	256.875	256.875	254.626
181	263.046	263.046	261.706
182	259.835	259.835	251.715
183	258.622	258.622	247.258
184	264.272	264.272	255.762
185	255.888	255.888	260.430
186	257.473	257.473	253.252
187	259.492	259.492	264.512
188	261.248	261.248	261.310
189	262.845	262.845	260.268
190	267.494	267.494	265.017
191	259.785	259.785	262.345
192	265.765	265.765	256.548
193	255.801	255.801	252.500
194	261.440	261.440	265.757
195	265.233	265.233	261.940
196	261.055	261.055	256.455
197	260.848	260.848	256.696
198	264.612	264.612	256.141
199	261.044	261.044	259.473
200	263.798	263.798	266.681
201	258.583	258.583	262.297
202	265.628	265.628	267.199
203	266.757	266.757	262.374
204	273.154	273.154	260.735
205	269.672	269.672	261.366
206	262.138	262.138	266.850
207	261.978	261.978	271.794
208	265.939	265.939	270.923
209	267.119	267.119	261.775
210	269.562	269.562	265.248
211	272.046	272.046	265.898
212	273.834	273.834	264.271
213	265.552	265.552	263.476
214	267.588	267.588	260.338
215	277.985	277.985	268.820
216	273.001	273.001	251.898
217	277.251	277.251	264.663
218	276.381	276.381	277.286
219	273.147	273.147	270.637
220	271.560	271.560	273.357
221	274.326	274.326	277.348
222	276.782	276.782	277.012
223	278.143	278.143	276.776
224	277.575	277.575	272.722
225	270.165	270.165	269.990
226	275.994	275.994	275.698
227	277.861	277.861	288.398
228	272.871	272.871	286.450
229	276.167	276.167	272.597
230	282.487	282.487	282.741
231	283.014	283.014	285.677
232	287.459	287.459	278.962
233	286.976	286.976	277.022
234	282.370	282.370	285.395
235	282.376	282.376	282.976
236	292.634	292.634	285.370
237	298.704	298.704	279.134
238	285.511	285.511	287.924
239	282.184	282.184	282.443
240	281.298	281.298	280.812
241	287.825	287.825	284.806
242	281.312	281.312	282.081
243	288.326	288.326	278.754
244	289.809	289.809	279.323
245	292.131	292.131	285.511
246	296.712	296.712	293.383
247	290.931	290.931	287.727
248	282.995	282.995	301.547
249	298.424	298.424	290.453
250	307.759	307.759	292.491
251	301.920	301.920	291.246
252	292.592	292.592	294.245
253	295.463	295.463	298.674
254	305.882	305.882	302.073
255	311.465	311.465	304.581
256	306.586	306.586	307.204
257	305.895	305.895	305.897
258	312.683	312.683	307.948
259	315.576	315.576	308.384
260	313.296	313.296	313.902
261	324.095	324.095	318.791
262	334.050	334.050	327.241
263	329.465	329.465	319.919
264	340.438	340.438	341.890
265	341.685	341.685	341.958
266	346.538	346.538	336.331
267	346.009	346.009	322.222
268	358.040	358.040	330.249
269	337.190	337.190	327.242
270	349.108	349.108	349.070
271	350.205	350.205	348.065
272	350.577	350.577	339.502
273	341.048	341.048	328.770
274	350.809	350.809	339.897
275	345.602	345.602	346.550
276	342.189	342.189	357.580
277	344.492	344.492	357.302
278	338.766	338.766	338.596
279	346.144	346.144	350.597
280	338.887	338.887	343.246
281	338.561	338.561	336.233
282	327.462	327.462	339.243
283	344.461	344.461	348.704
284	343.034	343.034	339.636
285	348.858	348.858	339.196
286	345.824	345.824	338.698
287	332.267	332.267	332.798
288	337.600	337.600	339.714
289	342.715	342.715	334.641
290	348.634	348.634	350.820
291	338.178	338.178	345.397
292	351.571	351.571	341.254
293	340.098	340.098	346.211
294	344.007	344.007	354.585
295	345.871	345.871	349.110
296	358.051	358.051	358.046
297	339.431	339.431	356.379
298	351.626	351.626	363.985
299	345.637	345.637	360.342
300	343.009	343.009	354.530
301	357.271	357.271	348.014
302	367.275	367.275	367.067
303	355.263	355.263	353.897
304	354.568	354.568	358.067
305	349.919	349.919	355.125
306	360.486	360.486	352.025
307	351.777	351.777	349.407
308	357.175	357.175	344.012
309	353.742	353.742	345.174
310	343.155	343.155	345.166
311	362.593	362.593	341.619
312	358.356	358.356	340.890
313	358.421	358.421	339.948
314	349.426	349.426	339.400
315	341.558	341.558	352.229
316	347.603	347.603	343.601
317	341.122	341.122	339.241
318	338.458	338.458	337.049
319	335.768	335.768	351.871
320	329.014	329.014	341.032
321	332.851	332.851	347.753
322	337.933	337.933	343.141
323	340.888	340.888	337.163
324	336.121	336.121	338.408
325	330.912	330.912	335.572
326	336.376	336.376	335.353
327	326.938	326.938	339.318
328	343.645	343.645	328.502
329	329.341	329.341	322.869
330	333.385	333.385	323.205
331	329.436	329.436	340.011
332	330.184	330.184	333.352
333	321.395	321.395	326.110
334	309.050	309.050	333.818
335	329.447	329.447	326.062
336	315.966	315.966	322.577
337	326.898	326.898	316.798
338	329.593	329.593	321.538
339	334.149	334.149	322.269
340	323.015	323.015	317.732
341	319.376	319.376	321.613
342	311.974	311.974	314.018
343	319.582	319.582	319.818
344	316.432	316.432	321.567
345	319.805	319.805	312.509
346	319.663	319.663	313.454
347	316.825	316.825	311.304
348	308.299	308.299	315.509
349	302.299	302.299	312.644
350	314.494	314.494	313.583
351	311.084	311.084	318.205
352	313.630	313.630	308.502
353	313.236	313.236	304.715
354	314.224	314.224	308.172
355	317.227	317.227	313.735
356	318.876	318.876	327.522
357	325.587	325.587	323.369
