 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	537.355	537.355	484.656	476.670	488.532	490.046	487.641	495.857	484.392	478.078	482.585
2	519.176	519.176	499.492	499.197	499.823	492.433	486.352	486.944	491.902	481.278	482.091
3	529.169	529.169	498.411	504.164	494.532	506.589	486.553	491.204	487.037	482.784	487.455
4	550.519	550.519	495.692	497.794	505.168	502.138	488.924	490.880	485.188	487.535	489.823
5	563.080	563.080	509.949	498.612	505.255	508.261	489.767	505.175	491.725	480.859	486.520
6	563.762	563.762	515.866	509.791	507.452	497.537	481.701	498.633	501.014	482.595	484.119
7	578.973	578.973	538.393	519.189	523.872	496.252	500.369	500.847	493.373	483.463	480.225
8	569.738	569.738	548.650	507.629	550.488	510.140	497.621	495.043	508.465	488.318	485.290
9	561.371	561.371	548.245	527.099	550.856	507.133	511.328	511.384	513.832	487.017	483.266
10	545.129	545.129	554.226	544.733	544.679	518.420	506.374	521.331	522.054	485.955	486.470
11	535.999	535.999	551.754	546.344	556.141	541.235	517.938	546.966	537.234	490.064	482.801
12	519.181	519.181	537.355	556.001	538.825	558.971	526.944	545.163	530.831	501.731	484.742
13	518.258	518.258	525.552	542.978	512.360	550.143	535.232	541.390	527.378	493.236	505.073
14	527.725	527.725	508.711	535.091	519.739	549.764	533.261	538.547	513.477	501.684	510.116
15	501.707	501.707	493.136	519.843	503.953	536.282	543.824	513.095	506.066	524.105	518.923
16	496.255	496.255	495.345	501.620	490.162	525.547	529.804	483.127	490.324	536.393	531.701
17	499.465	499.465	490.025	496.551	488.242	530.046	526.092	487.933	488.054	530.410	536.430
18	506.157	506.157	492.953	501.146	490.619	505.740	517.452	483.703	491.146	536.259	542.186
19	512.346	512.346	492.061	498.239	485.248	495.763	495.705	486.990	476.833	501.986	528.535
20	507.365	507.365	482.506	488.456	487.802	489.945	490.252	490.811	480.396	490.704	520.773
