 	Profile_Slice_1	Profile_Slice_2
1	465.438	471.430
2	473.907	478.672
3	478.453	471.927
4	459.204	475.699
5	463.574	478.749
6	494.474	481.296
7	471.443	485.086
8	474.678	484.689
9	485.991	488.349
10	478.529	475.251
11	472.345	476.458
12	471.265	480.803
13	487.444	492.307
14	485.499	484.180
15	482.111	493.406
16	465.641	496.366
17	475.462	485.038
18	489.915	488.133
19	481.423	493.119
20	478.446	478.393
21	484.781	482.365
22	493.950	499.259
23	481.408	490.347
24	496.567	478.738
25	489.110	507.428
26	498.353	509.897
27	488.119	500.937
28	485.538	495.011
29	474.541	505.715
30	491.598	493.363
31	503.052	492.631
32	499.278	508.793
33	497.146	506.797
34	498.236	505.568
35	487.532	504.620
36	502.033	503.316
37	500.716	502.358
38	499.379	505.392
39	507.891	511.203
40	509.611	496.184
41	503.212	499.497
42	501.653	504.405
43	508.114	495.698
44	506.218	503.374
45	514.077	514.979
46	501.490	505.597
47	504.551	500.717
48	503.563	491.014
49	498.957	496.667
50	509.475	498.123
51	517.095	502.925
52	517.728	491.188
53	515.232	492.432
54	515.298	504.814
55	522.183	520.901
56	509.843	520.087
57	508.296	521.915
58	508.655	521.984
59	524.370	534.959
60	522.210	544.636
61	541.126	533.887
62	536.168	536.098
63	542.070	533.063
64	532.601	541.450
65	543.911	551.134
66	548.544	552.561
67	540.705	553.689
68	550.682	570.842
69	547.494	556.794
70	552.738	576.506
71	567.546	593.258
72	571.513	591.353
73	577.104	590.604
74	576.805	575.771
75	594.461	604.177
76	595.922	614.836
77	586.281	622.452
78	602.395	620.495
79	616.364	629.587
80	608.852	612.577
81	606.796	640.128
82	622.636	638.903
83	626.500	640.869
84	641.126	653.540
85	643.308	678.184
86	635.480	649.741
87	666.171	655.261
88	679.680	674.117
89	672.964	677.081
90	669.449	690.137
91	665.069	685.455
92	629.448	673.110
93	625.947	659.583
94	627.226	653.335
95	633.911	624.233
96	626.804	603.624
97	604.832	571.179
98	578.932	577.512
99	558.922	567.732
100	544.413	543.754
101	553.805	540.761
102	549.623	532.295
103	531.808	514.226
104	517.945	519.107
105	516.940	504.096
106	524.240	494.345
107	521.595	495.849
108	513.445	490.375
109	500.670	488.763
110	497.669	482.600
111	483.456	473.253
112	475.038	480.271
113	466.738	468.398
114	475.739	461.062
115	474.457	451.017
116	452.346	449.060
117	448.731	451.753
118	427.448	450.002
119	425.935	441.723
