 	Profile_Slice_1	Profile_Slice_2
1	308.312	296.894
2	308.611	299.408
3	302.974	295.958
4	303.632	300.776
5	318.044	310.842
6	307.987	308.073
7	304.512	308.197
8	316.560	311.327
9	321.910	309.828
10	315.034	305.657
11	314.442	295.174
12	317.045	311.200
13	320.196	308.469
14	317.618	321.692
15	308.651	316.002
16	314.710	317.437
17	314.710	316.687
18	325.067	319.846
19	311.481	315.782
20	310.022	317.011
21	322.805	319.378
22	321.299	314.957
23	315.345	312.930
24	326.039	333.255
25	319.918	317.094
26	334.175	316.487
27	346.368	325.340
28	344.632	331.388
29	340.615	328.470
30	339.403	328.875
31	348.674	328.809
32	334.543	331.578
33	357.108	341.277
34	346.476	334.201
35	345.204	336.646
36	339.721	340.184
37	341.770	340.506
38	356.152	332.486
39	359.188	336.049
40	348.687	340.963
41	352.312	349.174
42	347.787	351.125
43	350.092	342.793
44	356.522	347.402
45	356.835	342.161
46	366.754	339.929
47	358.733	343.293
48	353.394	348.725
49	354.696	348.230
50	356.468	358.473
51	359.138	365.595
52	363.194	364.631
53	376.105	362.031
54	381.350	371.881
55	374.127	367.095
56	363.928	353.711
57	361.246	369.392
58	366.549	373.323
59	374.069	365.626
60	375.732	370.758
61	371.532	372.850
62	375.123	373.733
63	372.598	365.459
64	388.065	374.835
65	379.517	374.317
66	381.970	375.910
67	377.682	380.389
68	379.072	378.363
69	382.349	387.619
70	403.165	381.046
71	398.810	389.200
72	402.186	397.364
73	405.839	387.403
74	405.345	395.864
75	408.516	407.038
76	411.401	412.567
77	419.271	413.956
78	408.306	419.332
79	417.779	408.860
80	417.271	416.751
81	419.259	423.467
82	441.475	426.717
83	459.716	437.052
84	443.842	433.467
85	448.821	440.330
86	466.425	447.833
87	466.288	447.545
88	496.716	462.008
89	511.312	469.938
90	517.856	470.630
91	499.323	465.558
92	515.024	482.977
93	537.290	487.487
94	533.159	489.908
95	556.984	495.895
96	568.012	491.693
97	593.159	501.813
98	580.335	533.359
99	589.280	534.085
100	604.611	542.418
101	608.997	579.516
102	607.558	581.086
103	600.427	585.211
104	602.099	589.905
105	593.248	597.949
106	579.163	630.154
107	576.042	601.002
108	562.799	591.587
109	560.661	585.208
110	551.532	589.316
111	532.410	565.131
112	533.178	571.009
113	521.045	557.271
114	498.341	575.864
115	494.698	559.882
116	483.240	559.970
117	482.334	561.035
118	495.051	558.888
119	500.955	566.894
120	491.978	550.464
121	483.858	559.606
122	498.323	551.481
123	495.280	546.537
124	489.341	535.036
125	490.815	539.117
126	469.502	544.640
127	467.014	534.667
128	486.857	528.124
129	484.469	534.413
130	470.281	538.137
131	474.404	515.799
132	480.347	517.678
133	479.437	510.228
134	475.426	509.463
135	473.856	495.714
136	465.403	508.418
137	467.693	493.404
138	461.859	505.394
139	474.684	503.139
140	472.050	499.184
141	474.441	486.122
142	480.538	472.561
143	489.268	483.196
144	477.740	462.406
145	457.130	476.179
146	478.111	472.031
147	469.764	481.468
148	486.971	474.338
149	482.971	470.605
150	469.597	470.452
151	470.479	480.438
152	484.938	489.496
153	484.764	491.990
154	476.536	468.188
155	470.361	478.705
156	488.311	489.077
157	489.978	476.724
158	491.865	479.042
159	494.683	490.558
160	507.829	497.559
161	505.703	495.098
162	516.220	494.968
163	512.359	503.131
164	512.279	502.443
165	505.992	508.427
166	507.702	500.651
167	527.919	500.861
168	514.662	500.522
169	500.894	504.753
170	348.972	340.181
171	350.764	359.984
172	356.505	355.637
173	360.090	344.623
174	367.245	348.386
175	360.227	357.618
176	366.611	350.456
177	361.644	364.037
178	364.928	356.591
179	356.593	347.469
180	350.975	360.483
181	375.972	366.380
182	377.265	374.271
183	363.266	357.520
184	365.767	356.184
185	357.085	367.040
186	364.927	371.160
187	379.700	368.371
188	371.792	364.714
189	369.331	369.375
190	371.343	364.614
191	387.091	366.265
192	381.135	376.163
193	379.466	387.443
194	372.060	380.721
195	375.965	373.874
196	378.883	387.733
197	390.692	376.231
198	396.409	381.285
199	395.799	386.524
200	391.032	394.104
201	394.902	388.957
202	408.204	392.308
203	403.080	390.418
204	400.782	387.405
205	417.929	405.527
206	408.262	412.470
207	417.927	411.984
208	425.826	403.811
209	419.938	420.117
210	427.729	423.679
211	444.232	427.464
212	461.953	427.434
213	474.407	434.904
214	481.132	428.679
215	488.673	447.827
216	492.854	455.344
217	509.567	467.181
218	505.820	472.933
219	508.347	480.187
220	525.592	514.730
221	512.019	529.324
222	520.519	545.797
223	495.939	545.833
224	494.966	545.340
225	483.270	554.923
226	477.150	548.248
227	481.650	547.732
228	478.053	535.278
229	469.804	509.207
230	473.887	507.146
231	471.667	512.835
232	461.396	491.569
233	464.044	477.616
234	450.346	479.681
235	453.392	493.875
236	437.324	492.343
237	448.704	485.145
238	443.488	466.189
239	427.842	471.706
240	444.404	464.628
241	437.933	448.826
242	439.175	460.183
243	443.455	437.072
244	432.135	423.863
245	418.652	428.063
