 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	173.828	173.828	177.259	178.592	174.319	177.170	176.060	168.320	173.196	176.903
2	173.668	173.668	174.430	176.973	170.730	178.680	169.464	173.946	174.596	175.164
3	176.517	176.517	178.880	172.361	175.198	177.431	171.718	181.338	178.320	176.208
4	176.331	176.331	175.291	177.772	174.770	174.733	182.493	176.663	175.049	171.052
5	174.994	174.994	178.351	176.215	177.408	169.574	180.432	173.647	172.748	172.386
6	178.923	178.923	183.853	176.308	175.061	169.140	172.708	174.187	170.538	174.600
7	176.151	176.151	177.147	175.203	177.208	172.078	172.396	178.437	170.724	180.578
8	177.829	177.829	173.531	176.045	178.090	173.897	173.110	178.711	178.408	177.346
9	175.273	175.273	170.998	179.160	177.800	180.646	178.456	177.669	176.968	176.651
10	173.013	173.013	175.654	182.841	171.645	180.321	173.770	172.796	172.298	171.514
11	173.191	173.191	183.673	180.902	176.459	179.386	174.034	175.157	172.848	169.295
12	173.101	173.101	180.902	179.211	175.545	175.054	178.067	177.695	174.256	176.411
13	171.183	171.183	174.752	173.252	170.736	171.760	175.245	174.754	177.639	174.113
14	176.874	176.874	182.149	170.863	176.119	176.624	175.661	170.565	179.458	175.321
15	175.839	175.839	179.500	173.384	173.485	176.122	176.321	176.749	173.323	177.457
16	174.327	174.327	178.196	171.750	177.519	173.943	175.784	173.415	170.259	172.592
17	169.535	169.535	172.789	172.791	175.837	170.932	176.531	172.565	168.104	172.825
18	176.303	176.303	171.028	175.542	175.770	169.032	171.569	176.277	173.904	175.130
19	181.143	181.143	173.653	173.979	174.159	173.546	174.218	174.037	173.905	180.000
20	174.042	174.042	172.341	174.267	177.906	169.554	172.952	170.432	175.605	181.462
21	172.998	172.998	173.372	169.959	176.856	179.708	177.646	170.420	174.355	176.900
22	174.831	174.831	177.150	173.961	178.127	185.624	177.867	175.365	173.513	177.599
23	175.113	175.113	175.291	174.037	178.723	172.623	174.533	176.076	173.977	172.400
24	171.581	171.581	176.330	174.815	178.632	172.385	171.100	172.983	175.087	169.768
25	175.034	175.034	174.939	176.214	174.829	171.311	173.351	168.665	176.281	173.492
26	174.571	174.571	175.032	170.270	171.366	177.468	171.894	174.739	171.121	177.153
27	172.775	172.775	174.909	174.025	177.702	177.271	171.217	175.345	173.934	178.885
28	174.695	174.695	174.955	175.368	172.644	182.671	172.863	175.968	175.749	178.270
29	173.743	173.743	175.334	169.719	174.815	179.010	176.647	178.377	177.363	174.911
30	174.922	174.922	174.640	174.026	171.255	177.869	170.512	178.664	173.946	175.823
31	180.990	180.990	171.126	179.003	179.897	177.355	173.437	177.419	179.628	173.844
32	179.499	179.499	174.948	174.388	176.571	178.745	172.479	184.024	179.399	179.303
33	174.991	174.991	173.706	176.914	177.400	171.704	174.363	182.943	171.839	186.168
34	176.744	176.744	174.873	176.727	180.220	180.795	173.509	178.718	174.173	178.546
35	175.138	175.138	175.612	176.373	181.582	177.701	177.377	181.786	175.868	176.373
36	181.427	181.427	173.688	174.185	182.029	184.419	179.145	178.042	177.721	174.878
37	174.218	174.218	177.776	171.232	179.529	182.966	174.940	181.835	182.470	175.885
