 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	464.657	456.626	446.162	454.926	456.122	456.763	451.073	460.151	459.528	459.139	470.741	462.850
2	474.217	462.208	434.202	440.079	459.788	461.079	449.928	450.052	452.375	465.878	472.468	476.050
3	464.079	449.967	453.777	450.555	450.821	459.934	467.527	457.971	457.941	459.370	465.985	476.305
4	462.837	453.969	456.580	442.290	447.266	456.421	464.432	461.654	462.152	464.582	468.078	484.717
5	474.899	450.652	457.989	456.230	452.059	459.301	459.029	455.570	455.843	469.998	464.513	467.866
6	464.032	445.038	456.718	451.743	446.392	445.605	455.271	465.132	464.077	454.868	472.076	465.988
7	461.565	442.833	445.583	456.777	453.746	452.549	467.882	460.145	456.086	455.218	464.446	458.673
8	467.750	452.659	453.026	447.673	453.088	452.358	466.476	460.326	465.866	460.030	466.161	460.120
9	468.254	459.866	451.599	452.243	465.007	451.549	465.883	462.294	468.400	469.609	475.333	465.474
10	466.055	449.012	454.780	456.162	456.098	453.180	474.462	459.213	459.047	457.982	467.447	464.157
11	463.435	444.679	451.395	453.193	462.580	445.662	466.333	457.620	467.126	455.101	478.299	464.286
12	468.438	448.100	442.463	445.926	456.618	453.346	462.199	457.456	457.427	464.834	479.397	466.832
13	463.152	459.123	459.694	450.445	465.826	465.181	460.966	471.564	460.510	469.032	466.675	473.909
14	465.402	461.871	461.109	460.808	468.988	463.233	451.086	465.174	459.686	457.359	472.688	466.511
15	467.518	466.051	459.807	448.421	462.395	468.239	452.879	457.984	464.643	460.827	480.609	479.554
16	475.034	457.117	468.559	460.737	459.341	458.721	459.333	457.085	457.826	467.577	466.625	475.874
17	463.980	438.435	455.544	443.365	456.821	451.620	462.375	458.914	456.564	457.660	468.650	475.752
18	455.415	446.745	464.403	459.419	461.496	460.711	461.593	459.217	461.717	466.107	472.442	474.828
19	462.729	450.079	461.456	467.056	466.683	460.956	463.166	462.988	464.142	472.307	470.901	467.067
20	478.448	453.167	466.706	456.493	465.853	461.334	468.774	469.017	460.862	479.263	466.164	463.398
21	466.806	448.963	464.133	457.125	457.586	454.045	462.036	469.915	466.393	462.630	465.272	468.020
22	474.735	444.246	457.384	461.644	456.996	456.972	462.704	463.241	463.870	460.311	476.859	470.847
23	476.218	452.374	463.261	458.646	465.272	468.103	475.844	451.777	462.333	471.135	474.390	465.815
24	477.647	443.855	460.217	447.936	458.944	453.408	464.656	461.960	462.271	458.369	461.881	478.130
25	474.612	455.779	444.833	454.736	465.366	454.771	450.660	469.890	468.055	467.806	462.706	473.513
26	473.460	452.808	454.839	451.100	466.192	466.290	460.098	461.746	454.036	461.456	470.862	454.312
27	477.171	468.046	451.694	463.919	452.963	461.155	459.097	467.303	456.425	468.945	474.594	466.314
28	467.267	464.315	460.040	472.579	439.153	459.905	470.749	463.572	462.535	474.678	476.635	473.826
29	465.531	459.148	460.470	463.797	459.165	459.525	466.722	456.803	461.144	464.046	468.636	467.894
30	466.328	453.959	460.244	456.234	470.215	463.462	459.459	464.271	464.771	466.435	471.127	481.498
31	473.055	455.842	450.699	459.281	467.011	458.484	468.242	458.797	461.976	466.568	474.297	480.076
32	474.724	455.930	461.981	461.576	467.065	462.039	479.468	465.592	463.579	467.946	479.312	474.462
33	468.015	465.261	459.563	463.638	464.556	459.014	471.785	471.058	462.234	464.208	477.625	477.276
34	460.758	465.364	449.448	458.497	458.569	457.498	474.564	472.128	461.995	468.912	472.732	473.223
35	478.752	456.839	451.094	460.236	457.749	460.701	465.934	468.181	470.592	459.367	470.184	491.049
36	467.321	452.644	463.822	461.292	461.695	458.425	458.994	465.770	470.413	467.989	471.748	469.669
37	472.432	450.526	458.806	457.673	466.911	468.239	463.602	462.286	460.226	472.643	479.126	485.030
38	468.586	453.531	451.780	456.368	464.699	475.529	465.768	464.436	467.157	460.763	470.092	474.258
39	470.972	454.493	450.437	463.886	475.512	461.650	475.999	460.839	455.621	465.348	467.974	476.585
40	462.631	449.439	464.744	471.948	465.627	470.413	463.464	469.146	468.021	467.192	463.095	473.899
41	475.691	455.501	456.942	467.163	464.204	468.697	470.506	463.451	468.077	464.384	473.019	478.156
42	475.803	455.254	458.321	463.013	469.036	471.712	465.132	467.292	460.593	474.260	471.013	476.915
43	469.451	457.396	466.641	469.164	469.700	458.325	460.792	470.923	465.733	467.360	470.242	467.433
44	469.839	455.917	463.920	460.391	467.478	464.854	471.106	461.496	467.832	467.930	484.644	471.039
45	468.856	462.050	465.894	454.930	466.772	463.303	467.854	475.837	467.776	479.555	478.081	470.939
46	465.096	445.284	449.155	450.730	467.291	461.823	456.933	474.065	474.097	464.405	486.710	474.135
47	473.072	453.010	468.279	452.459	470.660	461.991	469.737	465.602	468.781	471.219	475.907	474.064
48	473.451	456.666	463.207	454.152	467.769	461.399	473.712	461.293	465.453	474.463	478.751	483.601
49	477.149	453.008	468.150	462.048	456.033	459.311	472.460	470.296	469.443	471.026	478.231	474.277
50	471.377	460.135	458.496	466.514	459.675	464.488	469.343	469.581	465.379	460.966	479.488	479.766
51	467.885	455.291	458.725	462.412	450.480	466.473	466.901	470.822	466.645	470.865	478.206	471.698
52	477.856	457.291	462.930	460.957	461.322	454.500	463.167	464.441	472.157	480.089	478.695	472.707
53	478.828	455.450	462.467	461.009	457.254	464.172	469.200	465.498	468.581	470.390	477.594	472.619
54	471.403	458.899	464.379	478.826	471.704	472.580	470.938	470.282	463.673	474.383	469.172	472.688
55	474.356	462.104	462.373	463.293	467.304	455.571	472.467	464.450	473.244	483.149	465.511	484.125
56	468.492	460.141	456.575	472.043	468.758	462.801	470.930	459.915	461.298	475.044	469.088	481.389
57	459.887	456.827	458.961	473.564	467.318	465.880	471.951	474.024	470.621	475.978	469.998	477.746
58	476.580	463.919	469.261	460.160	462.912	467.506	473.154	470.699	471.294	475.964	470.830	472.119
59	473.081	457.905	480.528	466.392	455.256	473.738	460.862	460.509	467.098	467.892	474.234	477.743
60	474.731	452.964	467.173	468.921	463.859	475.237	465.063	463.135	474.051	468.968	475.571	485.709
61	479.176	467.880	461.988	463.674	463.836	462.762	459.246	476.410	471.836	473.692	482.209	487.532
62	477.546	464.840	462.711	472.099	466.166	457.560	482.821	479.697	481.125	467.081	493.504	485.668
63	480.379	471.656	462.738	475.147	464.644	461.253	473.121	480.058	470.621	476.473	484.275	485.432
64	474.485	471.368	471.411	479.253	482.481	473.926	466.245	486.599	476.971	466.667	487.486	478.186
65	478.285	460.651	466.039	479.800	475.303	479.070	468.703	466.090	473.012	469.282	482.494	474.833
66	480.390	466.858	462.348	470.281	474.161	469.098	469.845	470.467	472.524	479.870	482.869	478.797
67	482.950	462.631	459.410	465.602	470.329	468.240	471.683	460.418	470.378	480.444	484.974	475.490
68	478.912	476.064	466.246	464.128	468.328	479.371	471.180	476.993	466.016	481.420	483.817	475.271
69	472.431	466.907	466.725	469.503	480.527	475.219	468.643	474.286	474.002	480.447	477.565	485.066
70	483.062	458.544	467.979	481.015	465.786	465.303	472.798	462.569	467.670	484.888	472.938	487.273
71	486.315	458.423	457.306	467.293	466.526	461.897	478.113	460.738	469.009	475.701	483.365	470.974
72	484.926	465.826	455.274	470.635	473.134	470.877	482.055	471.348	475.449	478.907	488.687	480.070
73	484.880	460.552	473.994	460.319	468.843	463.803	476.117	474.718	470.733	466.306	484.952	483.245
74	485.670	471.537	464.382	466.096	463.031	473.382	477.305	481.535	480.311	468.366	479.834	478.450
75	488.010	464.551	467.071	469.683	469.381	478.446	476.719	476.138	485.080	470.040	480.823	472.095
76	477.787	463.256	463.795	478.521	467.740	486.312	474.505	470.248	481.124	474.348	483.124	484.619
77	476.702	462.869	469.249	471.480	476.351	475.807	473.292	487.828	479.995	482.596	481.660	486.496
78	464.411	459.772	470.314	472.905	469.788	476.731	473.618	487.940	473.438	483.616	480.514	484.302
79	476.678	455.213	465.371	466.802	470.158	476.749	462.125	473.233	461.056	490.748	483.694	481.314
80	486.971	471.313	469.308	460.797	482.957	471.491	478.706	475.153	476.733	473.235	503.596	482.038
81	488.957	465.064	464.190	463.136	476.174	476.254	476.958	471.299	466.342	474.564	480.002	479.425
82	480.547	470.014	472.539	460.095	475.164	485.375	464.020	476.525	474.698	475.666	476.057	480.991
83	477.744	473.452	467.961	468.638	475.051	471.555	469.322	481.643	468.107	482.749	483.047	477.276
84	479.578	459.135	465.324	470.220	481.808	476.319	480.484	465.908	483.798	474.962	488.498	480.689
85	483.072	469.330	468.938	472.594	475.964	483.426	470.806	466.884	475.961	476.791	490.405	498.397
86	485.190	467.177	463.907	467.259	470.151	466.134	473.160	476.245	482.588	477.958	476.442	482.689
87	487.111	468.288	448.054	468.260	483.046	469.564	476.553	482.626	474.729	486.154	486.492	493.936
88	478.986	467.066	475.388	485.567	487.639	467.289	481.434	482.508	469.398	482.611	474.529	491.889
89	473.214	461.684	469.605	478.839	478.768	471.830	482.593	472.916	470.733	482.838	475.424	480.034
90	489.756	467.051	463.050	466.362	483.690	478.933	478.787	476.075	484.484	485.445	484.919	488.497
91	482.538	456.167	472.777	478.674	480.360	480.277	478.487	475.232	473.092	491.287	488.976	484.401
92	482.604	475.358	464.876	483.371	482.218	469.876	474.769	473.664	470.959	478.834	486.307	480.391
93	489.042	469.145	471.838	470.367	469.020	489.183	482.681	481.325	477.643	485.154	494.004	470.920
94	487.872	473.698	475.166	479.683	474.388	483.675	475.085	484.991	480.458	477.726	490.280	480.990
95	476.628	474.431	481.537	484.966	482.295	483.896	485.355	490.357	479.341	476.404	477.683	489.177
96	492.549	466.383	479.711	482.842	480.175	480.612	484.932	478.375	482.489	478.483	481.825	480.101
97	481.794	475.609	474.641	475.144	469.462	489.304	467.979	490.614	483.150	474.670	490.222	477.347
98	491.770	475.088	474.252	478.608	479.599	481.728	478.308	479.904	475.592	488.596	494.448	485.322
99	492.653	475.472	477.115	479.360	480.113	485.420	477.012	484.022	487.109	471.658	491.415	488.667
100	493.611	470.997	481.881	475.724	489.814	487.606	486.789	471.138	489.284	474.692	498.642	484.469
101	492.826	466.022	476.063	472.282	484.349	486.572	479.433	469.229	482.516	480.996	485.628	489.100
102	484.908	475.278	481.717	484.019	482.977	480.873	481.259	484.898	478.987	489.021	484.329	481.026
103	488.313	475.410	487.683	486.374	463.638	484.769	480.219	475.924	485.051	471.927	488.449	482.751
104	489.764	478.834	488.395	486.360	475.816	487.665	480.386	476.087	481.447	476.782	507.839	478.712
105	493.745	490.425	475.484	492.571	479.192	491.292	479.618	477.776	479.433	481.096	493.163	499.919
106	491.785	491.881	465.997	473.334	489.364	474.702	490.241	487.578	480.501	477.667	483.995	485.805
107	486.059	491.140	478.229	481.415	491.706	488.260	491.186	486.385	467.173	482.361	483.398	490.059
108	488.626	477.164	471.984	474.328	489.450	492.974	478.073	476.332	491.032	472.935	492.392	485.813
109	487.902	467.786	477.191	478.599	479.586	484.736	481.848	476.170	487.273	482.365	497.996	489.999
110	486.015	476.601	479.296	478.271	480.954	485.547	477.620	478.702	483.992	474.342	493.989	493.007
111	500.983	464.146	475.422	481.237	478.407	484.991	476.505	481.706	478.638	476.167	487.022	490.573
112	492.466	473.648	486.602	475.346	484.538	491.523	487.116	492.246	483.743	495.029	491.945	487.852
113	477.420	471.391	482.281	486.033	480.113	496.095	484.761	485.095	472.941	483.751	487.370	488.020
114	490.338	475.813	470.735	479.838	485.901	486.884	481.751	487.311	483.931	485.169	491.461	485.987
115	502.952	481.759	482.249	469.279	478.535	483.907	481.795	476.968	482.922	483.520	478.043	487.626
116	487.143	475.346	475.960	486.532	471.727	479.052	474.988	482.284	493.778	482.484	496.717	497.098
117	491.445	478.762	484.875	490.882	487.659	480.801	480.900	475.719	482.016	481.427	495.553	490.706
118	485.537	484.603	489.025	485.910	490.315	478.466	477.228	486.001	487.549	488.974	504.281	501.434
119	492.437	470.885	479.547	482.216	478.926	486.847	487.379	487.848	483.069	484.005	487.861	492.836
120	485.023	479.055	473.628	479.553	486.947	486.608	503.563	481.380	485.885	489.132	507.468	483.532
121	483.892	485.399	480.618	487.548	501.264	486.165	493.778	487.928	490.193	493.657	480.399	493.871
122	488.116	473.498	479.954	488.043	486.125	484.523	491.502	482.967	480.823	485.885	481.917	494.940
123	497.149	473.941	488.255	493.510	479.887	486.146	491.697	483.603	483.101	477.729	485.864	496.921
124	502.350	483.399	479.344	479.267	494.426	490.348	484.139	487.550	480.217	485.780	496.459	485.906
125	493.307	490.511	475.810	473.785	482.938	487.688	484.665	482.912	481.866	484.419	496.355	493.762
126	494.279	483.114	487.453	485.129	480.145	473.914	491.614	489.116	484.459	489.417	494.123	497.086
127	497.828	495.886	489.884	498.434	483.214	495.951	487.510	497.977	489.451	500.813	495.382	495.752
128	494.036	490.267	487.553	487.499	494.155	485.204	482.478	486.098	491.912	486.404	496.608	497.139
129	490.985	483.243	483.202	491.006	496.022	489.397	485.606	481.476	478.406	488.286	490.900	505.447
130	489.431	486.445	488.775	491.588	484.348	485.651	482.709	480.180	488.002	503.147	498.283	506.521
131	492.101	470.564	481.491	486.638	484.680	477.193	497.374	497.083	504.603	491.897	486.404	489.332
132	497.924	496.942	489.443	481.554	494.922	498.203	488.401	501.969	494.434	504.887	500.005	504.643
133	501.957	493.615	480.760	483.571	491.775	496.221	487.829	496.391	492.345	483.140	497.478	500.907
134	501.016	489.943	493.877	478.027	489.733	495.762	486.105	495.122	493.068	495.618	481.762	499.009
