 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	223.320	223.320	226.590	226.449	227.268	231.533	231.209	227.008	226.185	220.321	225.236
2	229.853	229.853	230.756	221.652	219.626	224.286	228.579	226.796	227.112	221.898	217.630
3	222.481	222.481	227.175	213.773	216.453	220.106	225.006	223.112	229.053	222.494	211.998
4	217.703	217.703	222.196	222.258	220.422	222.248	218.354	220.453	233.224	222.031	214.480
5	228.712	228.712	217.776	225.851	222.717	223.133	216.084	228.595	227.330	221.197	222.045
6	224.628	224.628	213.078	217.981	217.902	218.937	217.732	224.200	217.449	220.330	218.486
7	223.469	223.469	215.956	220.727	210.606	218.156	215.657	216.821	221.769	217.938	226.778
8	217.128	217.128	220.192	221.449	217.295	214.936	224.799	215.128	222.426	234.880	220.628
9	213.710	213.710	215.608	216.136	216.875	214.800	217.617	216.688	224.923	223.624	214.860
10	216.141	216.141	215.387	215.292	217.152	219.103	223.658	214.133	218.027	228.461	212.070
11	210.891	210.891	205.980	215.268	219.915	217.317	216.218	209.095	216.438	225.060	216.337
12	220.003	220.003	209.167	219.049	215.497	220.805	217.813	216.050	217.797	222.254	219.884
13	214.978	214.978	209.478	208.905	212.959	217.003	215.199	212.706	211.611	215.358	213.759
14	214.570	214.570	208.017	209.149	210.160	220.505	211.536	213.058	215.865	212.415	210.257
15	213.388	213.388	208.367	209.624	212.107	211.884	212.652	215.822	214.383	213.620	213.750
16	216.461	216.461	208.940	204.692	213.777	210.732	213.823	212.081	217.053	206.246	213.827
17	213.883	213.883	207.618	212.723	203.372	211.358	212.700	210.459	216.808	205.052	218.872
18	206.602	206.602	213.938	211.276	205.888	206.946	209.469	217.297	212.573	210.892	211.369
19	206.041	206.041	210.936	208.325	206.843	205.202	207.582	207.081	209.989	216.122	205.055
20	212.048	212.048	209.331	210.464	211.665	206.358	208.249	212.572	213.182	214.451	212.625
21	211.478	211.478	205.324	213.583	209.398	209.030	211.255	216.751	216.073	212.669	210.725
22	209.012	209.012	211.336	207.318	215.933	211.744	208.492	213.827	214.492	217.770	212.675
23	211.954	211.954	210.415	207.255	203.763	210.493	211.514	212.670	212.900	216.029	217.548
24	210.225	210.225	213.400	202.980	210.091	212.795	211.004	207.986	213.442	213.825	211.376
25	218.927	218.927	211.701	211.336	209.492	208.262	208.191	207.967	208.042	212.018	207.373
26	217.241	217.241	205.957	210.509	203.295	209.153	211.591	212.050	208.435	209.936	209.235
27	212.120	212.120	202.823	209.702	209.444	208.848	212.163	208.722	207.206	215.081	218.481
