 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4
1	591.421	617.660	609.389	605.424
2	598.054	607.067	610.983	594.737
3	595.451	612.084	601.954	611.411
4	587.526	614.735	608.651	603.149
5	592.138	625.156	601.246	595.199
6	594.457	621.883	589.007	581.078
7	586.444	600.890	584.275	589.834
8	586.028	599.294	579.564	600.927
9	588.418	602.462	595.845	593.621
10	601.760	626.448	586.828	603.793
11	585.014	610.679	588.637	593.995
12	587.075	601.601	583.890	598.913
13	597.884	618.525	598.392	598.799
14	596.197	616.053	592.733	606.275
15	582.192	632.065	599.524	590.811
16	576.706	623.673	604.762	611.303
17	587.645	621.030	577.499	592.639
18	589.915	626.105	599.379	593.333
19	570.023	613.165	624.282	611.229
20	587.211	604.476	599.005	611.791
21	581.003	609.989	593.430	581.926
22	585.108	588.560	595.552	588.691
23	579.555	601.962	585.692	594.143
24	576.792	594.203	596.334	590.446
25	600.089	592.127	575.949	581.745
26	587.295	588.753	593.451	582.546
27	577.867	596.892	589.030	579.706
28	585.293	602.180	584.964	565.021
29	573.996	599.809	577.427	580.366
30	583.927	591.768	597.770	579.591
31	593.743	589.338	581.803	592.861
32	579.823	599.143	568.433	591.741
33	576.001	600.342	570.618	579.664
34	560.707	606.740	592.364	580.606
35	559.617	606.566	579.971	578.728
36	565.791	593.996	566.452	584.236
37	573.942	582.057	593.351	577.837
38	581.052	588.569	587.952	579.174
39	575.644	603.431	586.293	591.771
40	585.636	604.816	586.835	586.129
41	573.139	602.296	587.677	593.579
42	577.641	601.267	580.930	577.775
43	557.320	586.296	581.116	582.953
44	559.037	577.736	596.771	585.714
45	561.775	583.786	600.712	582.752
46	565.116	594.588	573.863	588.311
47	577.028	588.185	581.090	586.349
48	566.751	587.141	580.041	577.227
49	565.573	578.574	585.059	565.745
50	559.751	592.830	574.640	584.666
51	553.489	574.675	568.051	559.983
52	562.510	586.698	570.682	567.805
53	564.072	592.973	579.560	566.034
54	567.955	581.831	578.682	586.562
55	548.319	570.387	581.767	552.191
56	540.379	562.605	567.179	553.719
57	554.434	582.620	575.129	552.857
58	537.630	591.293	555.703	559.627
59	547.878	585.781	572.446	573.148
60	538.401	588.648	574.245	558.571
61	566.839	573.253	565.440	569.588
62	570.657	578.360	564.309	564.955
63	566.875	589.687	565.569	560.627
64	561.687	580.921	564.711	561.705
65	578.373	601.890	574.325	585.729
66	585.856	605.873	563.457	577.406
67	587.645	612.543	567.204	579.194
68	590.596	609.447	567.136	577.436
69	593.552	629.095	573.182	597.762
70	602.720	632.143	595.630	600.994
71	614.948	647.407	615.690	611.036
72	612.047	657.042	609.480	633.065
73	604.783	658.131	642.204	637.767
74	609.385	668.445	639.278	651.131
75	612.873	682.421	646.748	664.412
76	609.364	666.738	689.544	671.857
77	605.016	661.308	657.937	675.158
78	610.195	664.022	644.112	671.782
79	624.281	652.817	659.195	687.948
80	627.071	686.352	654.321	665.513
