 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4
81	637.408	703.287	649.515	663.700
82	637.111	694.435	658.072	664.993
83	638.589	709.458	644.059	684.624
84	649.964	713.979	630.143	683.165
85	668.533	721.204	639.013	689.690
86	676.854	743.844	663.252	697.616
87	705.340	747.667	662.645	723.041
88	714.335	764.051	676.671	756.750
89	738.616	755.538	682.157	774.768
90	768.221	742.687	693.393	776.988
91	808.423	778.265	732.784	783.306
92	831.132	769.625	764.662	809.937
93	863.278	751.091	767.716	800.937
94	862.654	733.187	760.207	779.340
95	847.438	689.485	764.259	761.020
96	802.688	658.532	745.530	740.500
97	757.909	645.932	713.806	730.287
98	728.388	610.051	696.821	693.927
99	682.478	599.438	675.922	654.122
100	640.254	579.947	637.675	650.890
101	615.217	560.774	607.285	616.409
102	573.843	533.603	583.585	587.129
103	548.061	522.620	554.474	555.880
104	543.494	524.238	562.149	544.864
105	522.879	504.130	533.444	520.964
106	514.139	501.965	536.067	506.063
107	504.917	490.782	510.472	487.613
108	497.081	489.769	491.311	481.921
109	480.901	464.772	489.770	479.629
110	469.475	463.102	470.529	479.316
111	487.164	452.462	458.666	473.670
112	461.967	458.641	452.086	467.925
113	460.551	459.758	429.523	446.516
114	455.316	430.785	415.039	437.467
115	450.200	435.819	417.116	438.543
116	441.619	429.805	419.988	433.228
117	435.506	415.620	421.219	430.707
118	425.684	413.126	414.773	415.518
119	412.532	403.639	406.371	414.927
120	412.198	405.881	406.070	396.485
121	412.673	395.605	401.546	400.991
122	392.039	395.096	386.744	390.773
123	387.359	383.641	388.790	372.953
124	390.659	395.734	385.974	390.363
125	383.615	379.047	375.372	373.075
126	394.091	367.732	371.603	377.207
127	372.514	363.958	361.526	369.246
128	353.836	354.073	361.225	363.274
129	364.082	382.263	372.463	365.582
130	363.930	369.310	358.243	361.089
131	373.351	359.108	356.090	353.857
132	372.655	345.825	359.758	350.469
133	359.858	347.203	342.123	341.543
134	353.917	362.784	352.780	353.186
135	346.832	335.682	343.303	348.726
136	347.614	335.124	344.092	335.433
137	340.803	341.639	323.961	334.882
138	335.582	330.923	346.014	344.833
139	332.213	327.972	349.293	337.208
140	332.856	329.322	336.031	335.237
141	324.276	324.077	316.701	321.961
142	319.071	320.789	324.614	319.368
143	319.039	328.711	314.710	325.790
144	316.198	334.865	323.787	326.418
145	314.605	325.949	327.123	310.896
146	312.618	326.396	314.766	315.922
147	311.158	320.909	321.369	318.236
148	311.946	323.415	323.596	315.519
149	308.143	328.475	315.926	311.905
150	311.316	317.439	305.961	314.314
151	312.785	317.820	305.256	310.650
152	304.491	310.488	306.606	309.794
153	318.329	310.535	307.170	307.633
154	296.588	306.836	309.273	301.561
155	303.667	309.730	306.890	302.909
156	296.727	308.611	299.355	304.419
157	291.809	296.975	310.028	304.218
158	298.446	304.523	301.623	298.095
159	303.817	300.193	306.673	295.327
160	306.052	299.723	294.471	299.354
161	286.737	301.420	293.661	305.087
162	287.980	301.163	286.641	292.855
163	293.764	300.743	299.337	287.756
164	294.445	292.449	299.005	281.967
165	293.848	292.664	291.176	280.837
166	293.531	292.719	288.944	288.638
167	286.220	293.150	285.491	289.685
168	288.385	291.597	286.733	295.767
169	281.511	287.530	282.629	286.576
170	289.399	287.315	280.626	292.102
171	285.910	291.250	289.140	282.787
172	283.881	291.276	284.792	286.347
173	286.315	292.102	277.474	276.078
174	277.287	276.257	279.685	273.608
175	279.834	286.743	281.014	284.154
176	289.870	280.879	273.658	279.314
177	283.788	285.542	275.215	283.370
178	285.541	285.077	273.779	269.314
179	272.753	288.665	276.346	273.076
180	280.208	275.874	279.879	276.195
181	274.664	273.863	283.529	282.241
182	281.856	282.285	275.056	276.008
183	280.766	277.385	282.029	272.950
184	275.517	277.129	274.294	264.841
185	274.258	278.348	282.432	273.091
186	282.100	271.143	284.517	264.152
187	273.871	278.940	273.861	265.095
188	273.233	274.382	271.701	271.597
189	279.144	284.838	280.292	270.842
190	272.411	281.650	284.527	267.072
191	272.442	269.591	278.851	268.534
192	264.228	273.104	274.327	272.949
193	267.692	271.961	270.877	282.216
194	278.653	267.218	277.033	275.909
195	277.243	263.591	276.792	267.931
196	271.681	275.002	270.487	277.710
197	277.230	276.179	261.041	275.246
198	266.921	273.324	266.693	262.895
199	265.182	275.146	260.445	261.869
200	262.395	263.138	262.016	265.739
201	264.659	259.592	269.205	263.827
202	268.760	257.823	268.602	269.145
203	261.815	267.854	263.389	263.263
204	260.611	264.312	263.560	265.632
205	269.019	274.331	266.020	271.285
206	271.307	271.721	270.234	269.982
207	269.788	269.766	269.675	263.391
208	265.541	255.613	261.349	266.836
209	264.809	265.424	263.759	265.582
210	264.363	266.368	256.402	256.432
211	262.638	269.482	256.459	260.317
212	267.838	267.805	256.237	257.845
213	252.729	264.252	250.595	260.459
214	259.294	250.266	250.527	260.677
215	257.267	256.890	252.371	266.182
216	258.810	258.116	257.451	260.268
217	257.964	265.359	249.906	257.616
218	267.653	268.058	256.514	256.325
219	265.461	262.545	259.993	263.472
220	264.488	262.787	258.793	258.567
221	258.259	265.181	258.345	256.846
222	256.642	257.301	256.570	257.715
223	264.358	268.511	252.696	260.256
224	257.051	255.925	257.686	260.697
225	253.292	252.948	245.193	251.287
226	264.788	259.057	259.534	259.989
227	263.116	261.808	263.221	257.887
228	254.385	256.481	254.332	259.879
229	251.494	254.625	261.378	254.737
230	250.234	253.140	261.796	258.871
231	258.644	259.262	259.798	254.258
232	261.431	262.973	251.067	259.682
233	249.828	254.027	254.716	249.262
234	247.418	254.241	258.049	253.409
235	243.562	255.501	258.691	251.066
236	251.058	261.245	258.934	248.877
237	266.286	256.127	256.390	250.920
238	255.662	261.478	261.422	252.930
239	252.006	257.772	252.269	263.968
240	266.407	262.664	255.043	255.238
241	259.122	261.700	252.551	256.604
242	258.118	260.562	252.821	254.046
243	250.122	254.706	252.225	258.798
244	246.377	254.766	250.504	254.274
245	248.367	254.743	247.521	246.620
246	243.253	257.318	248.128	245.226
247	250.155	255.589	256.048	236.685
248	247.776	253.131	262.347	251.252
249	254.818	262.746	258.981	254.068
250	256.422	249.438	246.164	253.801
251	253.432	255.093	255.026	255.520
252	250.643	251.293	245.612	250.302
253	249.720	253.371	240.974	249.349
254	256.830	251.657	245.978	246.242
255	255.083	258.181	251.542	256.820
256	250.294	249.987	243.983	246.100
257	249.184	264.129	240.254	254.534
258	245.500	255.370	251.997	259.001
259	251.606	247.921	248.577	248.086
260	253.084	251.477	243.453	249.562
261	249.032	253.808	248.573	259.673
262	244.974	257.277	252.434	253.329
263	252.411	261.712	250.847	248.935
264	253.636	256.386	256.232	247.270
265	254.194	251.032	245.594	255.429
266	249.708	256.088	250.387	250.992
267	244.309	252.973	251.104	241.887
268	242.879	249.479	255.663	246.142
269	247.960	252.276	246.254	253.314
270	242.169	250.950	246.818	248.775
271	250.803	242.372	245.203	244.427
272	250.027	248.479	240.369	252.545
273	245.280	247.543	256.324	245.561
274	246.911	259.579	250.829	242.230
275	244.436	252.353	249.740	247.103
276	247.766	245.016	236.816	238.956
277	246.356	246.129	241.318	245.072
278	251.738	249.793	243.043	246.605
279	244.496	249.176	242.237	247.349
280	248.634	257.317	244.314	248.988
281	247.549	249.722	250.133	246.405
282	246.129	249.284	248.826	250.483
283	246.939	253.877	249.889	250.995
284	254.780	246.952	245.001	251.913
285	251.797	250.957	236.767	248.255
286	250.302	240.463	246.492	246.271
287	251.103	254.439	250.822	250.884
288	243.641	253.802	252.935	258.674
289	243.426	251.511	256.885	248.801
290	245.543	252.278	245.060	249.530
291	240.804	250.941	253.519	238.251
292	237.637	258.464	248.633	245.633
293	237.938	246.282	250.608	247.701
294	248.918	247.787	249.098	252.844
295	252.469	250.912	246.735	245.382
296	242.689	241.211	245.406	249.588
297	245.289	249.490	248.541	240.342
298	243.190	238.126	244.809	243.454
299	249.540	237.752	241.083	252.496
300	247.476	250.958	235.870	242.354
301	239.471	253.811	234.310	248.627
302	238.439	255.931	241.663	246.271
303	240.183	247.901	249.792	242.594
304	240.954	246.083	246.181	237.467
305	232.330	248.275	253.403	247.968
306	245.824	242.602	254.243	252.464
307	239.256	237.614	240.482	239.467
308	237.731	249.401	248.308	244.487
309	240.257	251.694	242.117	247.626
310	239.946	243.281	240.983	249.373
311	242.400	250.581	245.351	246.503
312	243.759	242.850	247.414	235.659
313	233.056	242.287	247.372	241.699
314	236.388	258.190	248.361	239.326
315	246.533	249.963	251.669	238.350
316	246.317	242.598	247.253	245.464
317	241.595	237.526	241.534	243.010
318	253.027	241.378	247.380	243.646
319	240.363	246.985	251.454	243.455
320	237.507	245.887	251.969	231.356
321	240.342	248.645	255.562	232.722
322	242.747	246.606	244.984	243.283
323	238.339	237.697	239.152	245.241
324	235.420	236.220	241.758	235.029
325	240.966	256.485	243.362	232.407
326	252.997	257.355	244.835	241.046
327	248.106	248.863	240.599	243.146
328	238.581	240.372	240.622	248.193
329	243.669	244.666	247.630	254.265
330	242.293	241.722	240.982	249.327
331	241.101	244.498	245.099	240.828
332	239.017	245.758	244.622	241.648
333	232.247	242.967	239.137	248.964
334	234.632	249.125	232.590	244.786
