 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14
232	173.054	173.054	170.033	175.822	170.554	177.040	177.190	180.991	177.508	176.033	177.542	173.714	170.940	175.253
233	172.396	172.396	172.706	177.538	174.379	174.505	173.723	173.748	174.953	172.629	178.438	174.487	174.670	172.040
234	169.986	169.986	171.208	178.437	172.015	176.214	176.300	170.200	178.869	170.984	168.815	173.043	169.812	177.427
235	166.949	166.949	175.008	180.862	176.756	172.998	172.803	169.851	178.848	171.376	172.489	175.533	171.053	171.201
236	172.338	172.338	173.970	175.964	173.101	176.650	169.291	171.489	176.259	173.492	171.378	174.460	173.187	172.465
237	168.983	168.983	175.176	174.244	165.530	167.085	168.456	174.249	170.940	172.926	168.075	175.902	174.413	169.672
238	170.000	170.000	179.658	171.803	174.168	168.408	175.299	173.603	171.504	175.018	174.617	171.829	176.604	167.784
239	167.486	167.486	177.320	170.430	176.461	172.748	180.317	168.950	172.477	170.805	177.006	174.649	173.371	169.994
240	168.925	168.925	173.534	172.942	172.675	174.254	169.273	174.587	173.348	174.438	175.474	179.227	175.550	172.582
241	173.329	173.329	176.320	176.478	176.649	168.921	173.775	176.851	173.168	171.755	174.992	176.101	177.260	174.594
242	173.665	173.665	175.272	174.758	174.542	172.651	173.730	175.158	178.334	175.109	169.446	171.076	178.103	174.720
243	169.973	169.973	177.835	171.032	175.770	183.351	173.698	176.475	174.880	175.034	170.036	175.880	174.748	169.823
244	167.848	167.848	172.522	168.627	169.080	175.287	176.850	173.249	174.867	174.530	170.638	176.395	175.044	172.165
245	172.404	172.404	171.963	170.992	169.892	177.690	175.582	172.237	174.739	170.257	174.449	175.057	176.987	173.160
246	171.428	171.428	175.902	167.498	174.384	177.927	171.593	175.589	178.054	169.885	175.688	175.189	176.830	174.894
247	173.855	173.855	176.780	171.410	172.639	174.693	173.492	175.014	173.732	173.241	176.364	175.164	176.248	170.810
248	175.701	175.701	178.989	173.659	172.334	174.307	173.130	168.949	180.694	174.901	171.735	173.902	175.313	168.546
249	170.003	170.003	174.544	171.186	173.986	173.419	175.592	166.274	173.782	171.490	176.279	173.499	178.325	174.130
250	165.451	165.451	174.776	178.868	171.647	177.060	174.780	173.011	173.220	172.638	175.330	176.891	176.150	173.995
251	169.309	169.309	176.274	168.525	177.331	177.198	169.319	174.911	173.610	175.187	171.182	172.846	176.685	173.501
252	170.801	170.801	172.435	167.120	174.778	178.517	174.831	174.043	174.173	174.410	173.028	172.737	172.050	174.489
253	165.845	165.845	173.775	174.826	176.831	173.248	174.420	172.708	176.183	172.575	174.237	174.895	169.765	174.004
254	172.995	172.995	176.452	179.816	174.394	172.624	173.339	168.237	173.547	174.555	177.580	172.059	177.278	175.973
255	173.622	173.622	174.238	171.269	179.147	178.258	177.646	176.977	173.376	173.241	175.138	175.804	175.282	174.395
256	173.360	173.360	175.194	175.868	176.776	174.047	175.596	173.693	174.446	176.583	172.397	176.534	173.313	168.373
257	169.153	169.153	178.742	180.041	174.095	171.984	176.625	174.360	172.985	174.812	176.715	175.865	177.857	169.892
258	171.932	171.932	176.781	172.509	178.324	178.596	176.888	177.029	170.117	178.460	175.775	176.060	182.566	175.785
259	175.850	175.850	175.718	169.967	175.722	176.743	174.607	177.448	168.359	174.880	174.652	177.953	181.920	175.043
260	176.764	176.764	174.350	173.407	173.849	176.155	175.126	175.516	174.239	174.689	169.306	179.633	176.148	175.329
261	171.010	171.010	173.669	176.612	174.832	171.403	171.091	177.104	173.368	173.769	176.287	176.379	175.108	175.633
262	167.205	167.205	175.874	173.525	177.802	177.219	173.636	172.134	175.686	176.355	172.408	174.917	171.432	170.770
263	169.720	169.720	171.577	173.461	175.778	174.519	172.158	176.382	178.962	177.852	175.389	172.747	174.291	174.020
264	172.146	172.146	173.644	175.614	172.068	172.580	178.020	180.326	180.931	172.246	176.911	171.766	175.291	171.102
265	169.991	169.991	171.545	170.548	172.357	174.700	172.344	176.654	172.081	166.968	174.681	173.916	173.241	171.906
266	167.777	167.777	165.124	169.530	175.168	172.309	168.691	172.253	172.108	173.967	178.741	179.500	169.682	172.223
267	174.067	174.067	168.814	171.566	170.529	178.244	176.141	173.021	169.213	174.807	180.614	178.047	171.291	170.943
268	173.884	173.884	175.175	172.242	172.883	172.647	176.326	177.712	175.113	178.432	176.731	175.034	178.854	170.581
269	171.888	171.888	169.683	174.425	172.745	170.789	179.179	172.914	169.035	177.170	170.005	175.411	174.835	170.892
270	168.425	168.425	174.402	173.933	169.687	173.088	175.008	175.817	177.193	174.167	171.642	175.791	175.640	171.973
271	170.033	170.033	171.853	174.115	177.907	174.465	172.523	173.277	177.430	178.912	174.292	174.175	171.185	170.464
272	169.918	169.918	177.305	172.364	176.411	171.007	174.955	171.817	176.970	179.047	175.605	178.577	173.213	172.027
