 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15
1	989.083	1022.244	995.053	1004.006	996.436	977.714	997.137	997.047	977.670	985.212	973.676	997.666	964.307	986.005	973.685
2	981.636	1008.316	989.457	996.362	974.412	982.310	988.386	1000.691	995.471	979.464	995.165	1008.185	987.119	994.670	975.521
3	1005.899	1008.311	988.077	985.070	997.021	983.732	983.755	1009.294	992.716	985.111	987.499	1000.664	993.003	997.318	962.680
4	981.940	991.367	967.555	973.486	984.759	1006.982	1006.638	1008.556	970.404	994.168	967.845	1019.159	981.524	967.307	946.147
5	970.900	1012.382	970.452	1006.249	993.217	1009.349	1026.944	1001.212	983.089	989.850	972.989	1003.026	981.277	990.040	970.288
6	993.240	1014.503	970.435	984.671	978.771	1012.168	1011.482	991.677	994.521	977.796	971.466	985.299	983.271	989.583	966.802
7	985.162	995.080	978.836	1000.490	1002.890	988.340	1024.926	982.147	980.227	994.418	999.427	1003.011	1013.167	1000.180	975.044
8	964.798	1004.761	995.084	1002.531	989.555	998.416	1015.060	1003.824	1009.973	999.243	1014.628	1000.977	989.007	991.567	978.509
9	982.404	1009.907	1001.480	998.790	998.133	1006.569	1001.806	1007.789	1002.446	1002.698	1001.422	995.247	988.105	990.264	999.149
10	972.769	1006.982	1002.177	1001.403	996.506	1009.066	1025.032	1003.826	992.674	1004.219	1007.491	1005.879	995.953	1001.113	988.658
11	966.988	1009.121	989.423	996.929	994.729	1005.004	1026.977	1030.350	1002.342	998.864	1016.834	994.644	1004.509	981.103	1004.615
12	980.118	1012.550	980.953	1002.277	1005.331	1016.974	1005.114	1009.227	997.690	998.257	996.460	982.361	994.185	971.546	990.589
13	992.612	1009.103	975.889	977.920	1004.084	1020.969	1015.628	1005.678	1007.788	1012.888	1005.430	993.243	996.051	970.582	972.297
14	976.151	1010.125	992.593	970.613	1020.462	1001.647	1023.219	995.353	1004.977	1002.554	1017.904	998.170	1009.356	955.762	990.225
15	1001.293	1006.568	992.009	1000.633	988.982	1008.448	1014.518	994.138	1027.168	1006.142	996.979	995.187	1005.833	966.911	964.929
16	976.253	1004.381	972.653	990.050	992.124	1007.294	1006.928	998.034	1014.509	1017.486	989.303	1005.950	978.987	980.477	973.183
17	971.411	990.205	971.256	994.457	1020.928	1013.534	1001.302	1026.220	1015.129	990.233	1007.666	989.066	978.826	989.170	989.652
18	983.832	1007.558	1000.406	994.000	1024.804	1041.283	1012.987	1020.568	1003.519	992.021	1007.791	993.990	985.667	984.795	980.414
19	982.467	993.623	980.018	990.748	1000.656	1027.402	1026.863	1015.827	1001.623	998.019	987.649	1004.440	988.231	994.556	990.872
20	980.050	1003.155	966.582	995.432	1017.919	1016.218	1025.760	1020.700	1024.694	1002.326	999.078	989.209	997.912	984.892	987.352
21	972.736	1010.418	973.040	992.446	1027.194	1031.994	1006.274	1008.681	1030.586	1012.795	1004.115	1008.256	994.707	983.249	975.467
22	980.846	991.113	991.884	1010.273	1016.892	1052.364	1022.540	1018.339	1032.184	1024.165	1016.070	991.860	1012.000	987.923	977.133
23	958.897	1002.372	1004.781	993.908	1028.648	1034.262	1024.073	1036.222	1059.805	1016.812	1025.118	998.890	996.693	994.097	981.351
24	955.490	1028.403	998.551	1000.170	1015.973	1037.969	1019.183	1035.436	1052.579	1024.201	1048.885	1020.913	1001.497	988.730	981.314
25	957.158	1011.902	1004.015	993.401	1013.225	1038.652	1023.312	1048.074	1050.088	1036.077	1036.720	1005.381	991.828	1005.395	988.498
26	962.468	1008.447	1021.032	1002.995	1007.700	1027.630	1032.705	1059.955	1060.787	1055.777	1004.848	1011.831	979.280	1004.296	993.107
27	970.101	1024.096	1034.542	997.294	1002.395	1030.403	1020.510	1038.989	1041.997	1041.585	1007.740	1001.551	994.257	995.087	988.310
28	995.377	1011.165	1036.905	995.338	1000.003	1042.782	1022.565	1037.140	1052.164	1032.048	1037.051	991.813	995.125	1008.785	1012.332
29	984.003	992.420	1012.717	1011.156	986.990	1044.192	1046.078	1055.703	1055.516	1026.373	1024.631	997.617	1005.755	995.384	1007.600
30	992.475	1006.640	993.088	1002.922	1019.002	1034.418	1050.639	1060.034	1061.973	1025.357	1015.282	1014.584	995.279	988.203	977.493
31	1013.128	1003.964	1016.617	999.826	1016.457	1055.586	1044.968	1036.834	1068.598	1025.849	1015.558	1018.175	985.220	999.167	970.710
32	985.750	1022.847	1021.133	1013.530	1027.259	1058.479	1043.956	1064.349	1107.516	1042.519	1035.850	999.943	987.907	1014.841	993.768
33	995.299	1019.113	1037.165	1012.784	1031.828	1060.736	1049.841	1080.950	1080.169	1050.321	1039.870	1014.831	1014.629	1006.246	1040.080
34	981.055	1009.718	1030.650	1008.815	1030.191	1037.981	1039.362	1085.245	1104.957	1054.341	1045.090	1018.713	1001.073	1017.954	1014.000
35	1002.905	1013.575	1028.246	1021.428	1028.644	1033.068	1037.883	1075.183	1096.103	1074.321	1041.789	1045.021	1000.782	1008.558	1013.937
36	1024.632	1036.659	1011.786	1001.278	1024.955	1040.964	1054.978	1094.122	1108.651	1054.564	1034.603	1049.568	1011.562	1017.122	1022.145
37	1031.717	1024.564	1022.870	1019.006	1015.570	1060.454	1065.506	1112.449	1120.253	1093.800	1076.027	1068.118	1003.339	987.050	1036.016
38	1020.054	1034.807	1010.684	1018.634	1013.528	1078.550	1070.591	1105.631	1154.290	1087.562	1041.546	1057.598	1037.174	996.262	1024.717
39	1020.917	1018.673	1022.737	1050.600	1035.892	1075.650	1079.486	1109.594	1147.032	1101.648	1073.281	1041.743	1020.433	1011.381	1026.192
40	1035.755	1033.172	1044.030	1025.593	1050.250	1099.885	1062.378	1133.751	1178.511	1125.818	1074.130	1057.249	1017.489	1037.146	1039.388
41	1054.330	1035.117	1046.443	1021.615	1061.784	1104.599	1091.682	1156.506	1187.961	1091.927	1050.583	1088.513	1026.094	1044.302	1062.293
42	1052.575	1051.802	1047.902	1026.329	1068.869	1142.508	1100.963	1174.488	1182.934	1101.743	1092.529	1073.184	1041.213	1061.004	1047.783
43	1070.684	1028.174	1056.705	1043.822	1091.749	1136.763	1111.261	1153.508	1225.917	1123.951	1109.842	1080.270	1041.548	1036.348	1047.766
44	1047.251	1025.243	1050.785	1022.545	1095.779	1142.467	1136.684	1197.666	1252.675	1130.963	1115.074	1109.324	1039.218	1046.406	1064.776
45	1050.757	1048.262	1047.061	1049.321	1111.730	1154.397	1158.889	1229.486	1287.378	1162.502	1158.836	1117.148	1061.955	1056.397	1073.075
46	1116.530	1050.390	1060.801	1064.925	1099.207	1172.775	1174.052	1238.398	1307.410	1182.397	1172.151	1114.645	1054.999	1073.035	1091.384
47	1096.292	1030.528	1069.013	1077.041	1125.081	1224.128	1201.890	1267.951	1344.546	1189.153	1186.472	1130.298	1051.069	1059.425	1112.342
48	1091.039	1064.826	1062.330	1089.642	1141.783	1235.267	1203.749	1302.204	1386.566	1221.734	1182.816	1135.613	1055.862	1056.004	1109.914
49	1123.611	1070.623	1096.895	1110.290	1145.077	1249.462	1225.710	1334.463	1415.069	1249.717	1209.880	1171.021	1074.571	1098.229	1117.922
50	1123.476	1095.369	1131.610	1111.772	1166.495	1284.338	1240.266	1347.455	1419.211	1260.327	1242.816	1170.351	1076.445	1092.428	1117.018
51	1154.320	1101.376	1131.284	1176.217	1218.299	1303.742	1269.078	1374.432	1419.628	1298.058	1255.614	1195.324	1097.787	1077.725	1122.041
52	1180.917	1122.073	1159.034	1197.482	1240.849	1312.909	1296.381	1421.394	1386.884	1349.657	1286.129	1193.802	1124.226	1133.796	1179.447
