 	Profile_Slice_1	Profile_Slice_2
1	271.896	271.896
2	282.497	282.497
3	284.073	284.073
4	275.510	275.510
5	281.794	281.794
6	289.685	289.685
7	287.599	287.599
8	278.807	278.807
9	287.313	287.313
10	287.549	287.549
11	281.493	281.493
12	278.019	278.019
13	278.429	278.429
14	277.215	277.215
15	288.693	288.693
16	286.525	286.525
17	282.453	282.453
18	283.660	283.660
19	289.068	289.068
20	278.152	278.152
21	284.975	284.975
22	294.330	294.330
23	286.004	286.004
24	277.383	277.383
25	275.767	275.767
26	270.801	270.801
27	293.889	293.889
28	285.713	285.713
29	278.428	278.428
30	288.940	288.940
31	296.241	296.241
32	295.110	295.110
33	291.136	291.136
34	279.023	279.023
35	285.969	285.969
36	288.750	288.750
37	271.478	271.478
38	280.249	280.249
39	285.969	285.969
40	290.392	290.392
41	286.271	286.271
42	291.297	291.297
43	283.515	283.515
44	285.931	285.931
45	292.827	292.827
46	294.690	294.690
47	289.555	289.555
48	286.213	286.213
49	276.827	276.827
50	279.352	279.352
51	284.233	284.233
52	286.482	286.482
53	289.688	289.688
54	287.464	287.464
55	292.707	292.707
56	286.286	286.286
57	298.666	298.666
58	289.313	289.313
59	299.977	299.977
60	299.361	299.361
61	289.737	289.737
62	296.905	296.905
63	290.933	290.933
64	289.984	289.984
65	297.780	297.780
66	296.499	296.499
67	286.360	286.360
68	294.478	294.478
69	298.947	298.947
70	293.330	293.330
71	288.443	288.443
72	294.427	294.427
73	291.879	291.879
74	295.122	295.122
75	295.339	295.339
76	284.245	284.245
77	292.362	292.362
78	299.893	299.893
79	300.229	300.229
80	291.686	291.686
81	299.073	299.073
82	288.396	288.396
83	299.086	299.086
84	300.973	300.973
85	297.296	297.296
86	291.756	291.756
87	301.183	301.183
88	303.518	303.518
89	287.023	287.023
90	289.452	289.452
91	289.929	289.929
92	297.657	297.657
93	301.549	301.549
94	304.648	304.648
95	311.583	311.583
96	300.756	300.756
97	302.605	302.605
98	305.018	305.018
99	292.571	292.571
100	292.021	292.021
101	301.490	301.490
102	301.385	301.385
103	301.309	301.309
104	305.510	305.510
105	305.102	305.102
106	300.984	300.984
107	307.484	307.484
108	307.156	307.156
109	311.028	311.028
110	296.748	296.748
111	300.386	300.386
112	311.656	311.656
113	308.696	308.696
114	300.583	300.583
115	302.052	302.052
116	301.756	301.756
117	316.893	316.893
118	301.021	301.021
119	301.221	301.221
120	304.291	304.291
121	312.454	312.454
122	305.944	305.944
123	309.518	309.518
124	306.968	306.968
125	311.657	311.657
126	312.760	312.760
127	303.812	303.812
128	309.442	309.442
129	322.663	322.663
130	309.454	309.454
131	302.518	302.518
132	308.286	308.286
133	312.475	312.475
134	317.093	317.093
135	322.454	322.454
136	317.578	317.578
137	329.036	329.036
138	329.952	329.952
139	320.466	320.466
140	322.519	322.519
141	317.877	317.877
142	312.186	312.186
143	323.589	323.589
144	333.812	333.812
145	321.386	321.386
146	336.784	336.784
147	325.928	325.928
148	320.441	320.441
149	332.214	332.214
150	332.913	332.913
151	352.942	352.942
152	345.947	345.947
153	355.193	355.193
154	345.248	345.248
155	354.708	354.708
156	341.398	341.398
157	343.205	343.205
158	341.771	341.771
159	346.591	346.591
160	348.974	348.974
161	347.570	347.570
162	350.547	350.547
163	363.749	363.749
164	356.204	356.204
165	344.699	344.699
166	350.700	350.700
167	350.618	350.618
168	332.531	332.531
169	343.767	343.767
170	347.756	347.756
171	347.342	347.342
172	335.994	335.994
173	336.184	336.184
174	336.488	336.488
175	330.380	330.380
176	336.571	336.571
177	346.319	346.319
178	346.886	346.886
179	342.551	342.551
180	339.532	339.532
181	333.424	333.424
182	329.067	329.067
183	315.503	315.503
184	337.820	337.820
185	334.148	334.148
186	347.781	347.781
187	351.534	351.534
188	341.501	341.501
189	336.880	336.880
190	337.783	337.783
191	341.264	341.264
192	346.463	346.463
193	351.081	351.081
194	351.596	351.596
195	343.541	343.541
196	342.609	342.609
197	341.577	341.577
198	339.611	339.611
199	351.666	351.666
200	348.365	348.365
201	355.065	355.065
202	348.162	348.162
203	350.205	350.205
204	360.845	360.845
205	341.253	341.253
206	350.133	350.133
207	344.838	344.838
208	348.599	348.599
209	343.420	343.420
210	343.674	343.674
211	365.626	365.626
212	361.902	361.902
213	359.358	359.358
214	368.646	368.646
215	377.590	377.590
216	365.659	365.659
217	360.798	360.798
218	365.247	365.247
219	376.401	376.401
220	395.442	395.442
221	389.882	389.882
222	375.383	375.383
223	393.819	393.819
224	396.200	396.200
225	396.560	396.560
226	398.243	398.243
227	417.611	417.611
228	416.746	416.746
229	425.708	425.708
230	419.592	419.592
231	428.798	428.798
232	439.287	439.287
233	449.815	449.815
234	440.829	440.829
235	440.892	440.892
236	437.666	437.666
237	404.462	404.462
238	417.300	417.300
239	410.583	410.583
240	416.779	416.779
241	402.061	402.061
242	400.821	400.821
243	396.025	396.025
244	395.624	395.624
245	406.864	406.864
246	397.246	397.246
247	407.760	407.760
248	415.651	415.651
249	409.796	409.796
250	394.622	394.622
251	408.783	408.783
252	406.017	406.017
253	403.265	403.265
254	406.186	406.186
255	404.517	404.517
256	412.509	412.509
257	413.641	413.641
258	411.690	411.690
259	412.584	412.584
260	406.800	406.800
261	416.790	416.790
262	412.577	412.577
263	400.512	400.512
264	403.911	403.911
265	404.884	404.884
