 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9
1	1454.827	1320.251	1379.282	1406.786	1445.670	1433.025	1422.494	1443.541	1419.152
2	1425.181	1331.625	1373.323	1395.655	1438.351	1419.106	1414.414	1439.377	1378.010
3	1432.141	1344.308	1360.187	1401.962	1437.253	1431.047	1412.030	1423.359	1390.968
4	1418.367	1326.013	1341.670	1398.361	1435.808	1435.959	1403.098	1432.197	1385.600
5	1399.881	1301.530	1335.137	1400.634	1437.409	1440.729	1398.769	1425.559	1369.100
6	1380.331	1284.928	1361.111	1361.440	1396.825	1418.286	1384.193	1415.442	1370.825
7	1404.656	1265.574	1324.572	1372.697	1394.175	1399.570	1389.413	1410.289	1350.036
8	1387.891	1293.503	1342.398	1368.924	1413.309	1403.839	1358.313	1397.418	1374.968
9	1392.005	1292.399	1328.288	1335.097	1389.419	1402.399	1365.189	1395.773	1367.528
10	1389.583	1282.408	1315.421	1325.091	1381.560	1380.955	1363.177	1387.768	1346.273
11	1372.098	1269.509	1313.728	1325.743	1388.151	1391.856	1371.098	1403.853	1328.625
12	1378.315	1261.301	1313.923	1348.663	1391.565	1344.974	1381.569	1393.655	1339.561
13	1354.198	1269.552	1312.065	1340.458	1397.648	1335.274	1355.642	1396.457	1327.829
14	1366.986	1272.845	1289.013	1353.823	1401.060	1349.204	1362.052	1377.102	1336.260
15	1356.241	1272.065	1282.341	1325.544	1379.392	1362.069	1372.872	1379.578	1323.960
16	1351.209	1269.502	1296.567	1320.201	1376.696	1351.939	1381.308	1368.713	1324.073
17	1358.853	1261.493	1287.687	1313.250	1366.312	1398.949	1331.471	1382.685	1316.701
18	1371.444	1255.252	1301.505	1312.729	1369.197	1382.350	1341.949	1384.795	1321.500
19	1339.497	1272.948	1278.344	1325.856	1363.679	1362.004	1333.882	1336.058	1322.931
20	1328.408	1272.783	1305.031	1324.421	1363.021	1354.723	1344.886	1342.218	1334.002
21	1325.808	1284.510	1293.486	1313.637	1355.390	1353.704	1343.013	1350.287	1301.615
22	1343.198	1263.555	1299.574	1318.623	1365.263	1357.871	1306.224	1350.709	1296.594
23	1332.995	1261.411	1292.971	1304.931	1365.951	1330.581	1304.892	1340.342	1304.524
24	1337.494	1262.567	1300.318	1307.229	1352.304	1339.528	1324.221	1355.502	1304.216
25	1320.020	1251.514	1288.775	1329.791	1335.847	1324.480	1331.426	1343.012	1284.009
26	1328.008	1258.768	1277.695	1342.507	1343.649	1318.903	1299.575	1329.810	1278.348
27	1335.452	1256.874	1294.184	1306.378	1338.586	1326.684	1296.586	1328.221	1283.021
28	1331.707	1256.716	1278.900	1334.977	1352.503	1321.489	1318.845	1334.011	1273.203
29	1308.393	1247.835	1296.053	1310.670	1352.535	1333.868	1300.939	1340.132	1287.895
30	1287.745	1239.003	1268.377	1317.191	1333.155	1305.114	1291.855	1315.514	1268.204
31	1293.895	1230.432	1255.796	1321.134	1307.741	1291.928	1283.405	1282.480	1250.215
32	1294.454	1214.152	1246.353	1285.269	1313.125	1299.340	1268.488	1310.267	1251.598
33	1295.502	1219.518	1245.362	1282.821	1306.956	1283.654	1263.145	1305.183	1233.430
34	1278.636	1219.033	1243.949	1256.829	1282.718	1283.328	1262.464	1282.983	1240.495
35	1265.215	1185.012	1227.764	1241.524	1297.346	1270.595	1254.599	1275.607	1247.617
36	1263.157	1164.563	1218.949	1254.245	1282.675	1271.171	1244.462	1266.420	1249.617
37	1263.379	1163.174	1207.337	1236.931	1260.657	1246.856	1231.512	1272.429	1216.925
38	1268.289	1193.917	1184.181	1216.514	1260.771	1250.500	1238.070	1248.318	1234.530
39	1265.388	1180.334	1187.670	1195.683	1264.920	1244.491	1231.711	1268.566	1229.029
40	1252.872	1199.406	1180.750	1198.486	1239.414	1224.764	1216.095	1244.334	1189.597
41	1266.134	1174.798	1185.248	1190.150	1225.614	1220.889	1207.833	1243.934	1197.103
42	1261.034	1162.946	1189.839	1206.933	1232.451	1203.492	1206.369	1220.683	1212.740
43	1263.274	1165.958	1189.588	1218.607	1231.339	1224.400	1214.754	1207.624	1215.366
44	1239.344	1171.343	1185.973	1195.888	1225.034	1219.918	1219.841	1244.494	1224.545
45	1258.871	1178.958	1190.504	1210.446	1231.272	1211.338	1180.053	1231.355	1229.318
46	1246.223	1185.925	1203.786	1218.234	1232.098	1225.735	1186.502	1222.857	1220.898
47	1235.982	1198.040	1195.051	1227.760	1226.701	1214.627	1210.264	1230.355	1216.061
48	1243.740	1219.232	1213.344	1232.316	1229.962	1214.848	1212.536	1237.181	1217.558
49	1220.087	1234.737	1230.188	1227.059	1252.455	1216.051	1227.792	1264.364	1203.803
50	1268.018	1229.761	1218.223	1242.170	1261.707	1237.583	1242.762	1247.738	1205.742
51	1278.535	1233.728	1226.473	1226.479	1272.504	1261.308	1241.005	1239.749	1234.736
52	1272.928	1235.413	1248.962	1225.887	1290.327	1247.851	1245.684	1251.005	1244.818
53	1280.434	1225.282	1230.949	1238.792	1301.277	1277.595	1271.621	1259.479	1269.279
54	1300.823	1208.957	1222.597	1239.552	1307.119	1287.989	1265.943	1276.248	1271.477
55	1321.241	1221.158	1224.996	1247.136	1307.154	1279.453	1264.178	1295.016	1296.190
56	1315.008	1220.677	1234.283	1259.696	1298.634	1272.128	1290.423	1317.690	1323.661
57	1325.357	1229.522	1218.444	1266.751	1318.305	1293.599	1311.622	1350.635	1331.030
58	1340.637	1229.055	1234.541	1282.328	1317.425	1316.969	1323.693	1361.684	1326.444
59	1361.435	1260.021	1243.145	1263.195	1320.684	1328.748	1327.604	1368.263	1354.062
60	1404.057	1270.470	1252.221	1281.127	1331.338	1351.496	1352.043	1407.780	1400.500
61	1436.192	1291.609	1259.721	1307.035	1356.163	1373.329	1373.913	1442.690	1431.372
62	1463.889	1307.300	1290.496	1301.580	1362.204	1417.296	1415.374	1456.602	1474.071
63	1525.657	1342.497	1320.319	1309.350	1390.102	1442.434	1432.972	1511.559	1504.703
64	1553.366	1375.131	1322.085	1323.239	1412.450	1438.634	1462.657	1576.137	1565.463
65	1608.171	1376.045	1345.363	1346.499	1410.965	1460.615	1505.971	1654.590	1592.738
66	1660.609	1427.442	1384.643	1394.361	1470.435	1492.727	1549.889	1726.432	1653.719
67	1692.835	1458.868	1401.048	1398.455	1451.273	1523.704	1604.459	1783.631	1690.960
68	1718.007	1484.722	1438.610	1449.163	1476.388	1563.743	1671.756	1858.251	1715.123
69	1727.356	1472.502	1452.764	1459.718	1493.701	1591.434	1703.742	1861.009	1698.714
70	1721.926	1481.414	1455.673	1471.917	1515.344	1594.448	1751.056	1860.653	1695.771
71	1694.613	1477.883	1481.337	1516.160	1541.337	1604.784	1764.906	1774.989	1674.867
72	1611.609	1443.479	1478.257	1537.864	1570.940	1615.741	1702.580	1711.675	1596.469
73	1547.350	1397.009	1467.225	1536.689	1572.672	1590.641	1665.049	1598.110	1501.398
74	1486.599	1365.762	1448.419	1529.613	1558.899	1566.690	1582.266	1507.169	1463.680
75	1426.736	1309.737	1411.389	1468.098	1537.526	1524.861	1511.650	1408.681	1386.665
76	1357.890	1237.895	1351.752	1422.602	1471.053	1465.474	1417.388	1368.838	1328.659
77	1303.550	1158.889	1286.728	1358.082	1429.751	1419.222	1351.095	1302.036	1273.130
78	1260.552	1139.895	1217.660	1317.494	1355.342	1352.271	1274.328	1250.510	1225.998
79	1214.271	1100.775	1166.920	1251.200	1304.198	1306.990	1223.143	1213.965	1189.134
80	1196.503	1088.290	1153.017	1224.867	1261.464	1250.131	1163.989	1184.535	1152.855
81	1175.328	1079.514	1145.869	1189.060	1240.398	1217.395	1150.938	1152.599	1117.788
82	1134.733	1073.358	1106.315	1152.684	1199.590	1166.884	1124.895	1141.886	1106.055
83	1116.035	1049.550	1071.195	1137.502	1162.315	1144.307	1100.941	1141.095	1108.857
84	1120.662	1018.354	1052.947	1130.179	1134.822	1150.191	1100.852	1106.309	1088.868
85	1089.548	1001.275	1063.807	1113.405	1126.934	1125.561	1066.883	1090.789	1077.848
86	1057.271	989.467	1033.452	1091.923	1141.234	1106.216	1049.028	1068.096	1047.401
87	1056.091	981.466	1015.702	1074.488	1108.343	1087.404	1047.726	1046.589	1047.459
88	1028.020	963.919	1006.554	1054.453	1080.667	1084.221	1046.075	1022.766	1014.891
89	1010.408	971.753	988.452	1016.390	1053.910	1053.893	1012.226	1004.515	996.437
90	999.626	935.914	975.988	1000.230	1042.034	1034.662	1002.730	984.613	975.598
91	962.264	910.293	945.433	990.919	1016.211	1006.143	965.983	954.364	952.278
92	969.921	900.354	934.803	957.056	989.612	968.619	947.826	945.036	933.139
93	965.415	880.777	897.591	949.456	971.567	948.369	947.584	936.422	925.287
94	944.448	892.707	887.532	930.701	963.310	953.387	918.303	918.380	926.934
95	931.181	881.677	892.001	913.249	914.393	938.952	917.423	923.892	909.192
96	916.731	853.926	888.708	910.212	907.200	911.923	902.352	893.188	895.831
97	913.468	844.217	871.465	872.229	907.349	893.651	880.069	881.379	888.695
98	904.232	850.759	871.968	871.463	880.989	887.608	892.270	878.868	878.911
99	875.464	837.965	847.626	877.651	888.376	890.287	867.389	881.279	858.847
100	886.849	832.935	837.440	856.294	873.688	872.762	853.352	875.912	848.023
101	869.201	812.573	843.551	836.792	847.498	858.049	855.705	869.936	839.761
102	865.067	805.166	830.323	836.668	832.204	841.988	840.741	859.903	824.284
103	843.550	790.770	820.712	822.899	830.178	834.073	835.476	836.928	840.282
104	834.400	788.560	803.098	799.762	827.630	831.957	828.820	820.327	830.479
105	813.706	778.764	788.911	803.604	829.203	826.560	816.310	823.568	806.741
106	835.510	775.871	787.235	807.820	825.693	803.483	812.599	818.322	805.800
107	816.037	774.476	773.443	804.131	815.483	818.649	817.904	810.819	800.828
108	814.226	751.670	772.435	790.598	802.171	794.497	780.548	809.280	800.139
109	805.367	745.238	767.807	790.626	800.025	805.596	801.070	796.698	788.853
110	780.542	741.290	775.304	768.665	782.198	770.978	793.597	787.897	779.544
111	796.352	752.704	751.549	757.273	776.297	776.624	790.507	796.024	787.221
112	784.450	740.533	761.071	751.042	789.727	778.507	767.333	773.407	757.917
113	777.266	743.327	750.306	746.697	781.402	790.078	758.298	771.504	747.029
114	750.665	736.382	738.452	748.814	774.287	772.016	759.853	768.657	754.802
115	756.241	736.419	729.953	750.893	760.561	767.383	758.001	754.618	746.199
116	768.278	730.389	727.859	742.270	754.165	758.394	759.716	752.552	731.540
117	748.889	726.858	734.766	716.958	754.289	743.194	741.779	746.248	737.554
118	757.105	720.492	723.401	737.247	747.101	736.267	730.016	739.526	738.666
119	745.437	722.898	723.250	718.742	749.704	742.825	734.314	737.290	736.046
120	742.113	703.305	725.612	723.403	745.394	736.522	740.475	751.871	715.612
121	739.458	703.382	718.406	722.216	734.574	741.902	740.777	737.081	713.652
122	719.549	706.740	703.297	710.028	743.328	729.068	731.522	723.307	697.743
123	732.708	678.077	699.572	715.901	744.066	711.103	712.745	713.689	698.958
124	741.837	685.458	690.340	712.551	721.901	715.485	716.693	715.707	699.458
125	727.795	690.330	698.829	707.888	700.830	700.087	712.057	699.496	702.600
126	711.259	693.274	689.468	695.027	707.340	706.412	704.638	705.098	691.680
127	708.150	691.677	692.614	691.082	703.808	699.173	703.508	689.486	676.975
128	706.322	676.609	695.172	696.177	701.345	697.631	700.666	702.671	669.781
129	702.919	670.631	685.371	691.208	695.772	690.908	685.190	695.339	681.340
130	682.248	673.456	683.715	690.121	685.947	698.514	681.919	689.671	675.527
131	675.586	663.459	672.688	676.172	682.093	693.547	685.012	686.681	668.522
132	674.230	662.593	684.303	667.103	686.395	675.088	675.879	687.456	660.783
133	673.790	659.851	676.194	674.206	677.580	671.170	677.548	685.160	668.061
134	685.144	657.558	665.983	681.469	663.954	670.256	669.915	674.648	665.821
135	680.704	640.329	655.157	667.920	664.907	666.314	663.799	656.950	665.498
136	685.705	652.413	657.850	653.899	686.861	658.718	667.850	671.850	665.166
137	666.462	649.196	648.869	655.362	665.584	675.949	661.456	654.123	642.629
138	662.897	644.479	660.977	648.658	679.934	665.482	665.979	646.961	649.730
139	654.503	638.622	662.311	639.963	654.611	658.523	668.208	659.591	657.113
140	652.565	649.718	649.296	641.125	661.481	657.468	663.891	650.816	645.358
141	656.352	645.068	638.121	644.079	666.913	648.426	647.673	664.752	640.884
