 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3
1	386.405	377.743	387.112
2	374.343	393.627	396.640
3	389.798	393.641	379.019
4	397.820	391.544	380.970
5	396.256	391.692	395.900
6	395.482	389.432	393.485
7	394.306	387.410	389.054
8	388.368	386.026	383.906
9	392.079	380.743	399.874
10	379.604	376.932	382.397
11	380.452	391.350	381.208
12	389.047	389.126	380.494
13	386.701	374.673	398.776
14	384.868	380.897	391.748
15	380.146	378.130	389.043
16	391.749	395.209	390.318
17	398.127	389.273	389.851
18	389.442	390.099	382.370
19	384.066	387.683	389.715
20	384.522	390.181	395.690
21	386.215	403.240	389.742
22	386.823	385.670	389.795
23	408.491	380.998	398.659
24	402.471	404.828	391.679
25	394.217	410.679	400.112
26	407.358	414.961	401.850
27	414.713	411.178	412.803
28	411.874	420.190	425.466
29	423.757	427.680	426.838
30	438.032	433.020	433.986
31	421.733	441.334	439.407
32	438.632	450.405	439.657
33	456.121	451.923	460.029
34	473.999	450.641	474.073
35	483.925	468.462	481.901
36	479.808	472.262	486.980
37	487.473	489.899	497.251
38	503.346	496.468	507.619
39	502.884	504.740	507.762
40	505.511	507.118	498.358
41	510.267	492.496	498.309
42	510.017	488.996	491.237
43	504.940	482.581	486.411
44	497.584	470.799	481.464
45	473.827	458.623	487.882
46	480.451	468.391	474.422
47	474.561	456.897	474.478
48	477.454	461.938	475.021
49	466.206	454.911	453.406
50	462.246	433.675	465.554
51	470.756	444.006	459.835
52	457.428	440.937	465.551
53	452.392	455.139	449.664
54	459.291	464.872	467.913
55	457.684	466.100	453.802
56	468.916	474.911	455.930
57	461.462	463.847	463.846
58	462.190	446.375	470.784
59	463.593	461.188	465.421
60	461.936	440.107	481.484
61	458.973	458.830	479.183
62	452.500	433.637	469.231
63	455.413	438.751	453.670
64	461.502	442.418	468.186
65	444.659	446.650	472.054
66	457.994	445.792	457.609
67	452.713	446.401	453.263
68	447.488	421.289	451.578
69	454.296	434.090	453.049
70	449.962	430.312	442.574
71	454.989	432.273	453.179
72	439.091	422.254	443.901
73	432.510	418.356	432.530
74	437.520	409.922	431.699
75	429.791	412.006	439.937
76	419.803	425.831	424.984
77	422.836	425.725	424.036
78	405.399	428.744	436.858
79	423.390	417.584	421.192
80	408.128	394.743	404.447
81	402.446	402.095	416.030
82	398.636	408.510	420.633
83	411.281	408.316	408.817
