 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3
1	299.326	296.295	302.330
2	299.833	289.276	291.422
3	293.076	282.899	281.562
4	287.587	290.576	298.698
5	293.570	291.666	292.739
6	309.801	295.524	290.019
7	297.455	300.850	298.584
8	300.760	299.996	298.610
9	294.356	292.413	300.158
10	296.298	288.815	296.918
11	297.341	295.252	293.359
12	295.145	296.606	301.191
13	307.871	292.639	295.015
14	300.778	291.045	294.590
15	291.421	286.656	289.314
16	298.806	291.591	303.375
17	306.217	305.884	302.768
18	297.118	296.423	292.296
19	299.725	294.070	294.103
20	308.926	298.995	300.233
21	301.803	297.321	301.774
22	307.576	293.550	300.986
23	305.756	293.657	297.963
24	306.971	297.161	300.646
25	295.402	293.575	299.728
26	298.002	290.778	296.048
27	299.132	287.460	304.500
28	292.162	285.522	301.660
29	296.831	304.608	297.625
30	296.163	284.820	299.126
31	297.520	299.446	314.302
32	311.108	306.552	312.619
33	305.219	303.476	298.623
34	307.581	304.258	303.032
35	301.926	307.138	295.578
36	313.399	304.145	302.658
37	302.468	306.165	305.086
38	314.239	300.554	307.149
39	306.882	309.876	307.049
40	307.683	301.397	299.278
41	303.815	291.996	301.051
42	308.417	307.757	304.344
43	307.136	303.943	298.837
44	292.747	297.512	315.379
45	307.637	301.974	316.687
46	300.155	307.499	318.804
47	293.505	307.771	305.201
48	304.538	304.599	311.340
49	307.380	301.005	306.681
50	305.405	299.756	311.292
51	295.686	302.097	318.036
52	313.007	300.492	312.007
53	296.071	297.009	305.918
54	301.923	305.858	314.372
55	313.580	304.647	317.739
56	310.023	300.304	310.417
57	304.316	293.676	318.704
58	322.511	300.762	313.420
59	305.261	295.360	299.691
60	313.973	306.101	309.477
61	317.540	308.115	307.957
62	304.972	307.035	301.421
63	313.345	312.788	319.261
64	313.113	305.377	306.971
65	317.187	305.540	307.728
66	314.497	331.207	322.555
67	301.682	308.827	313.996
68	309.001	301.727	311.495
69	307.122	311.254	304.702
70	320.308	302.190	310.271
71	317.227	308.374	317.286
72	315.160	313.872	325.126
73	314.231	325.753	319.958
74	312.407	310.752	308.315
75	311.336	294.879	313.692
76	310.127	311.745	314.169
77	312.252	308.479	314.191
78	307.363	297.594	322.637
79	314.812	303.767	316.122
80	318.053	308.510	318.226
81	318.255	308.706	308.409
82	312.817	307.987	311.637
83	315.881	313.064	311.129
84	320.391	323.066	321.683
85	325.739	323.768	317.376
86	315.593	319.365	326.818
87	323.298	311.672	316.140
88	323.359	314.704	320.703
89	319.338	323.988	333.071
90	321.139	308.465	318.100
91	326.536	307.485	318.845
92	327.524	313.278	324.793
93	332.615	320.733	311.107
94	322.254	328.702	321.097
95	335.332	322.403	330.170
96	323.769	318.424	323.630
97	317.205	318.488	319.977
98	327.089	327.640	326.664
99	328.461	319.192	326.285
100	321.820	317.165	323.249
101	326.605	322.460	321.655
102	326.530	324.276	338.946
103	320.614	333.673	324.896
104	321.133	313.785	332.240
105	322.860	325.008	338.359
106	321.697	329.761	332.518
107	330.225	328.517	323.907
108	331.529	323.419	326.343
109	333.816	324.887	328.750
110	319.451	323.007	323.992
111	326.757	329.669	327.173
112	333.610	327.512	337.601
113	338.401	323.269	348.586
114	333.382	324.900	332.740
115	336.327	337.381	339.716
116	331.905	323.974	343.099
117	341.743	339.131	339.318
118	338.779	333.935	334.308
119	332.162	327.127	328.040
120	324.545	334.953	326.229
121	330.463	335.397	336.178
122	333.291	333.521	347.861
123	341.510	334.840	352.084
124	344.776	335.435	349.470
125	335.828	335.130	342.196
126	335.287	339.764	343.497
127	343.843	335.439	339.876
128	345.465	341.556	344.184
129	339.251	338.527	351.113
130	348.115	339.287	340.091
131	350.883	344.005	344.435
132	353.658	335.446	347.559
133	348.978	341.208	349.625
134	350.054	339.388	340.074
135	348.541	336.896	344.738
136	359.600	350.517	354.517
137	351.071	342.720	342.936
138	339.389	340.777	356.702
139	342.100	354.781	353.192
140	341.750	341.884	344.887
141	352.954	348.981	360.869
142	354.715	348.860	358.827
143	353.453	350.767	345.221
144	348.829	351.601	353.822
145	355.217	347.426	361.289
146	362.357	339.499	360.532
147	360.856	350.297	362.255
148	361.476	347.372	360.199
149	361.761	354.799	361.259
150	351.983	354.989	350.211
151	360.376	350.756	353.587
152	366.740	352.454	363.814
153	355.380	368.704	362.493
154	363.318	365.400	357.500
155	363.830	360.999	359.041
156	369.789	362.217	368.860
157	368.951	368.643	362.213
158	364.144	355.873	357.796
159	364.040	356.548	366.123
160	370.733	368.691	353.240
161	360.592	364.540	361.042
162	366.380	360.473	366.015
163	367.179	369.564	356.548
164	368.116	373.979	365.386
165	371.063	381.392	369.865
166	374.661	374.883	372.891
167	377.871	361.736	369.444
168	377.412	375.884	380.902
169	382.414	374.336	388.358
170	370.752	370.011	386.799
171	378.689	376.176	382.836
172	380.272	373.301	385.743
173	379.293	376.593	391.773
174	372.692	372.063	376.490
175	374.829	378.336	370.445
176	378.816	389.347	386.489
177	381.814	397.931	389.584
178	384.157	389.578	404.888
179	387.239	390.312	388.824
180	384.351	380.699	399.902
181	379.432	390.053	387.437
182	381.946	394.100	386.671
183	378.458	396.207	403.547
184	392.896	380.153	394.792
185	386.290	387.312	390.012
186	401.205	393.997	401.766
187	401.301	402.148	398.542
188	406.869	401.744	396.931
189	394.911	401.137	404.774
190	398.333	396.596	397.045
191	400.258	403.555	405.488
192	392.956	409.017	401.573
193	403.370	404.334	408.087
194	411.359	403.239	413.565
195	402.792	403.129	409.987
196	401.940	427.275	415.038
197	405.764	421.931	400.661
198	418.884	407.462	409.440
199	416.943	413.314	414.823
200	415.267	411.585	418.154
201	421.007	407.456	426.962
202	424.460	420.876	423.923
203	412.639	431.893	424.609
204	423.588	440.817	424.287
205	424.233	422.593	426.208
206	438.033	425.812	435.047
207	432.376	430.854	425.960
208	420.329	433.778	424.576
209	429.493	427.893	431.007
210	426.569	437.054	430.449
211	431.986	434.771	446.316
212	439.612	438.941	443.439
213	443.881	442.446	449.087
214	434.531	443.814	449.705
215	434.062	442.657	441.781
216	459.076	445.942	452.730
217	451.429	437.859	449.365
218	451.481	454.809	461.289
219	451.908	456.977	461.421
220	469.719	466.548	458.248
221	455.979	466.938	463.414
222	482.618	457.412	468.876
223	465.160	454.099	471.590
224	471.834	473.646	474.440
225	470.319	481.044	477.349
226	477.078	481.771	471.054
227	491.932	475.360	483.424
228	492.538	486.570	480.135
229	491.866	496.664	487.052
230	490.110	492.804	497.125
231	476.417	491.173	493.216
232	490.153	494.514	493.382
233	506.341	496.051	504.566
234	493.171	499.019	514.244
235	509.118	512.052	512.454
236	520.473	520.397	504.175
237	514.254	518.925	503.725
238	539.276	522.226	527.173
239	538.602	535.484	537.208
240	530.312	540.583	541.079
241	536.243	542.250	529.858
242	537.063	536.966	543.553
243	552.477	538.302	540.118
244	558.965	531.603	556.150
245	552.715	546.494	545.177
246	556.124	558.062	564.756
247	565.403	565.110	571.462
248	555.330	567.245	568.656
249	568.057	561.846	581.007
250	574.270	580.161	579.677
251	583.252	577.534	586.172
252	580.611	582.966	587.440
253	591.645	592.466	591.154
254	593.134	617.603	607.627
255	613.538	608.064	613.679
256	627.108	590.590	612.995
257	619.561	616.392	639.048
258	625.608	624.480	623.748
259	629.788	621.101	635.897
260	636.188	637.995	644.146
261	640.669	639.016	646.530
262	644.867	647.446	652.283
263	640.943	647.522	662.835
264	672.271	663.576	677.828
265	676.362	683.544	669.906
266	682.475	691.820	685.749
267	705.545	680.180	675.605
268	690.214	686.729	691.160
269	709.671	694.705	685.003
270	707.140	719.930	703.544
271	709.959	697.184	706.801
272	739.589	726.188	728.704
273	744.804	753.345	750.136
274	767.174	752.045	744.652
275	760.520	782.636	748.509
276	756.690	781.751	763.030
277	770.006	778.642	776.342
