 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	708.721	708.721	690.437	705.857	696.946	689.195	680.450	678.106	683.511	678.649	670.853
2	705.349	705.349	680.667	709.433	689.159	672.688	675.685	672.327	691.278	684.117	666.781
3	710.802	710.802	691.299	689.160	696.871	679.819	677.338	678.033	697.819	684.797	663.461
4	716.879	716.879	698.700	695.315	703.692	680.152	682.438	679.185	693.761	678.059	670.372
5	721.180	721.180	694.425	689.540	685.922	678.923	682.196	675.782	685.951	690.209	670.964
6	711.399	711.399	685.516	679.280	705.835	679.129	676.190	669.187	684.638	681.247	674.305
7	700.516	700.516	697.287	680.558	692.990	686.677	678.775	663.861	688.460	671.733	679.595
8	695.711	695.711	708.977	675.256	680.393	678.270	680.407	679.386	693.028	678.321	672.818
9	709.796	709.796	708.565	687.009	680.557	681.091	681.738	683.694	679.693	669.578	661.718
10	700.232	700.232	702.586	697.940	692.779	691.976	672.134	677.652	678.224	671.148	650.674
11	699.774	699.774	687.342	701.471	707.385	683.701	665.031	681.664	681.736	661.741	654.158
12	686.495	686.495	697.910	683.772	686.053	686.245	673.286	669.114	684.174	667.476	663.514
13	701.330	701.330	688.027	688.925	669.530	679.535	666.496	682.619	672.008	679.634	655.399
14	709.781	709.781	691.301	699.237	683.915	672.583	673.530	684.761	680.545	688.542	654.117
15	708.952	708.952	691.560	695.006	686.511	669.039	669.501	678.531	694.594	671.202	663.640
16	714.548	714.548	692.401	674.223	687.565	668.953	664.766	679.924	687.718	665.834	654.028
17	695.030	695.030	704.131	680.029	681.684	666.108	656.628	678.758	687.220	665.746	658.342
18	716.036	716.036	692.519	678.382	692.897	662.634	671.698	672.046	680.650	671.204	661.634
19	716.810	716.810	703.132	687.841	678.301	656.240	653.466	673.921	661.417	659.591	654.005
20	711.875	711.875	696.585	679.555	676.140	662.729	660.873	673.319	680.012	664.423	661.239
21	699.404	699.404	695.951	691.123	698.868	669.418	657.673	673.128	678.480	679.634	667.112
22	688.859	688.859	680.538	679.718	685.216	660.372	650.471	663.921	674.703	677.980	650.643
23	717.030	717.030	677.655	666.507	678.420	649.631	658.617	672.250	672.811	682.855	656.593
24	700.376	700.376	680.683	680.626	679.770	657.813	656.248	677.902	688.152	674.294	661.124
25	695.448	695.448	663.435	669.138	673.574	663.957	644.328	663.531	675.827	673.113	660.035
26	704.231	704.231	688.472	678.267	667.254	651.778	635.810	669.792	669.302	682.190	661.326
27	707.909	707.909	694.114	656.596	674.545	644.620	636.572	667.705	658.202	670.003	670.699
28	699.491	699.491	675.458	669.327	679.503	640.050	652.682	656.041	679.073	676.804	679.526
29	674.904	674.904	672.746	671.081	679.156	649.927	636.230	642.301	684.574	666.314	672.099
30	687.489	687.489	698.436	655.357	677.307	652.136	650.139	648.526	675.461	666.721	675.682
31	717.775	717.775	675.510	664.811	668.553	653.559	654.124	649.097	666.790	675.225	657.244
32	694.308	694.308	685.396	669.960	676.653	639.812	648.315	653.906	671.897	674.484	663.567
33	699.127	699.127	675.079	665.384	676.745	642.566	655.892	651.867	678.736	656.266	668.968
34	714.500	714.500	671.657	677.915	668.646	642.667	656.966	664.059	671.210	664.155	670.346
35	697.988	697.988	691.309	682.685	665.959	653.369	641.847	664.313	667.023	682.372	665.873
36	690.892	690.892	681.223	681.678	672.263	649.845	649.329	669.433	670.157	668.212	666.840
37	705.786	705.786	673.276	686.886	676.175	652.266	670.533	673.198	675.808	674.170	657.288
38	709.029	709.029	694.981	683.712	658.640	657.664	666.329	673.833	679.889	655.424	662.123
39	704.681	704.681	691.795	690.176	676.748	653.167	663.989	671.005	673.414	662.054	668.261
40	699.902	699.902	694.392	689.782	684.665	655.494	656.361	662.882	680.915	668.710	661.784
41	700.581	700.581	699.005	678.835	687.149	663.363	661.193	675.511	674.935	647.144	658.516
42	699.313	699.313	686.145	701.335	685.727	670.505	683.316	685.714	660.810	663.555	666.401
43	702.189	702.189	689.175	704.754	678.647	675.357	671.786	666.232	675.574	668.297	662.734
44	719.094	719.094	699.534	700.268	685.332	660.469	668.855	665.411	663.291	667.429	668.516
45	704.992	704.992	704.245	692.108	698.513	673.950	688.798	674.253	677.477	671.841	673.698
46	697.322	697.322	708.059	699.223	694.173	668.440	686.688	684.278	678.588	674.058	678.815
47	706.701	706.701	692.507	698.656	688.164	655.448	676.031	685.865	695.749	682.101	670.722
48	701.172	701.172	692.708	705.073	682.013	663.777	681.519	667.584	687.349	676.632	663.607
49	714.695	714.695	710.682	703.846	674.283	677.691	677.551	677.071	698.150	681.765	674.311
50	707.146	707.146	700.794	702.700	679.079	678.911	670.310	671.211	676.860	671.917	675.898
51	707.679	707.679	693.424	692.677	683.182	682.878	680.003	682.107	688.489	688.180	660.161
52	713.810	713.810	709.051	705.070	679.839	676.664	676.172	674.787	687.298	676.585	666.822
53	713.517	713.517	708.143	693.366	681.149	695.720	669.148	685.477	694.833	685.757	680.865
54	718.396	718.396	691.844	700.220	689.014	682.490	684.028	696.721	690.471	686.073	693.453
55	722.434	722.434	686.260	702.416	696.519	685.460	679.109	693.176	684.850	687.874	685.925
56	704.235	704.235	713.281	693.595	700.987	671.442	682.524	681.459	689.603	692.877	690.970
57	701.780	701.780	696.127	702.995	702.470	670.125	678.228	684.689	696.945	684.111	689.080
58	709.134	709.134	712.429	697.298	695.473	674.610	676.002	692.301	691.861	685.394	695.612
59	720.791	720.791	709.973	684.077	691.609	692.523	681.028	702.467	692.285	687.523	699.290
60	714.345	714.345	704.685	692.479	700.370	684.045	689.458	694.657	697.620	694.053	701.687
61	712.340	712.340	715.558	696.671	700.836	680.117	683.016	702.266	698.067	689.546	697.199
62	698.487	698.487	693.716	695.528	693.281	684.778	673.280	696.220	691.876	685.237	697.102
63	687.982	687.982	701.572	702.892	685.120	686.722	694.277	698.867	689.870	682.982	699.218
64	696.738	696.738	694.412	698.516	698.562	696.962	679.676	702.663	691.576	691.695	705.220
65	713.044	713.044	708.370	697.980	707.756	690.953	690.191	701.518	700.527	697.573	700.146
66	709.239	709.239	718.235	711.473	711.044	685.773	692.892	693.982	694.979	698.263	701.414
67	706.933	706.933	714.268	709.492	720.379	678.066	692.293	716.575	698.042	684.191	708.738
68	725.877	725.877	710.831	713.547	721.402	678.843	701.684	706.179	701.837	681.487	702.412
69	715.950	715.950	716.950	724.022	716.580	697.780	686.107	709.879	714.532	685.162	697.355
70	722.466	722.466	728.391	734.973	737.316	689.146	707.027	705.496	709.654	702.837	701.158
71	727.237	727.237	717.093	735.660	723.281	694.164	696.101	722.817	692.632	683.546	684.924
72	731.703	731.703	731.125	719.082	734.849	714.533	684.139	693.039	705.117	700.561	675.708
73	739.494	739.494	729.021	736.276	713.514	697.536	691.346	696.096	714.875	684.802	680.116
74	735.341	735.341	735.810	723.485	714.031	693.334	691.016	702.062	705.627	677.540	685.010
75	721.605	721.605	722.614	704.526	697.390	683.044	688.011	692.036	709.615	686.885	689.317
76	729.909	729.909	715.671	701.655	686.633	686.589	698.343	671.420	699.963	671.967	675.556
77	708.796	708.796	703.948	682.299	684.649	687.398	692.882	664.121	692.758	684.054	649.983
78	719.827	719.827	701.023	679.530	664.744	681.702	673.491	667.326	692.974	673.749	666.873
79	728.164	728.164	706.304	686.682	660.779	690.223	654.368	665.108	665.969	674.918	663.349
80	713.861	713.861	700.848	672.234	657.547	682.796	661.735	664.397	666.067	671.196	669.700
81	705.413	705.413	703.275	675.441	660.773	680.256	661.702	659.480	675.537	657.650	663.333
82	701.921	701.921	700.284	666.044	663.586	647.242	668.576	654.869	673.635	650.143	672.975
83	690.468	690.468	690.005	657.985	654.593	653.366	644.446	643.295	679.073	664.417	666.938
84	669.580	669.580	677.017	661.208	650.534	654.553	641.472	651.100	670.787	654.695	659.412
85	689.486	689.486	671.273	642.285	654.720	655.043	652.322	649.765	678.981	659.317	657.517
86	696.662	696.662	680.789	636.784	643.754	669.512	652.931	643.598	657.781	656.689	653.918
87	686.609	686.609	674.817	636.337	641.913	641.411	636.928	642.091	650.577	654.381	646.301
88	684.039	684.039	675.312	657.910	635.979	635.498	645.941	644.193	646.755	648.456	654.179
89	683.384	683.384	663.355	654.737	639.577	633.182	658.958	649.516	652.497	648.987	643.343
90	678.453	678.453	680.035	652.619	636.476	636.851	652.712	647.744	655.673	641.656	655.056
91	671.527	671.527	659.107	644.419	643.090	627.817	648.959	646.945	651.366	652.824	652.765
92	673.966	673.966	658.200	648.387	635.957	647.356	646.376	647.285	654.543	651.820	650.307
93	665.445	665.445	665.439	644.758	649.295	647.436	640.966	659.875	658.307	657.086	644.699
94	668.562	668.562	670.673	645.193	654.846	655.652	627.963	653.296	662.586	647.661	630.743
