 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4
1	286.628	273.042	295.349	291.507
2	296.071	272.471	300.078	295.531
3	299.355	268.089	285.791	288.545
4	303.493	265.044	294.610	296.632
5	290.819	272.767	294.298	297.602
6	286.198	279.134	288.262	294.757
7	296.222	267.367	289.094	294.723
8	293.709	266.383	305.740	306.834
9	301.860	275.054	296.574	306.707
10	291.157	276.556	291.040	289.752
11	293.086	280.289	294.509	298.152
12	305.146	280.454	301.723	297.406
13	310.026	276.812	303.783	295.485
14	312.245	276.538	301.121	304.585
15	299.869	270.662	295.170	297.130
16	301.927	278.644	303.422	301.437
17	301.140	273.689	309.497	302.793
18	291.972	279.394	308.012	295.424
19	297.762	275.078	306.728	303.047
20	305.160	270.781	298.475	306.922
21	313.580	272.824	301.774	306.082
22	312.546	267.721	312.593	309.772
23	303.539	275.075	315.591	303.008
24	304.973	283.909	313.104	310.473
25	299.860	275.363	311.345	313.136
26	298.768	275.816	305.838	313.539
27	309.510	282.980	314.589	311.807
28	294.639	286.630	309.941	302.958
29	308.142	289.006	307.965	302.908
30	316.269	279.613	313.353	302.548
31	300.532	274.657	322.280	312.809
32	320.560	279.090	325.897	320.855
33	320.338	280.176	322.818	325.513
34	319.425	271.559	327.401	319.518
35	326.167	279.587	326.682	320.548
36	318.749	287.502	315.575	319.268
37	316.738	279.878	327.620	321.725
38	316.661	286.247	326.631	317.282
39	326.395	289.154	333.633	319.185
40	323.197	283.170	341.121	326.832
41	319.852	284.821	327.995	316.577
42	322.756	285.266	326.698	327.898
43	330.219	278.408	346.314	337.860
44	327.339	283.791	329.317	336.821
45	336.619	285.715	335.586	344.923
46	337.133	278.678	343.972	349.195
47	336.190	280.830	351.912	353.450
48	329.338	285.631	345.704	343.155
49	331.790	282.998	338.222	347.262
50	344.069	278.064	347.607	346.354
51	335.695	275.501	343.516	351.310
52	325.046	288.022	347.760	345.259
53	340.959	288.710	354.937	348.221
54	348.644	292.560	365.398	346.824
55	343.324	283.891	356.729	344.858
56	351.174	287.708	360.152	357.436
57	365.372	288.080	370.622	359.629
58	350.876	291.287	376.680	364.182
59	346.719	280.727	388.228	355.078
60	357.164	288.799	375.519	362.750
61	346.629	283.408	378.354	368.621
62	358.638	296.433	384.701	355.500
63	357.296	290.311	401.592	364.736
64	369.239	279.292	402.285	386.578
65	369.547	282.340	398.921	378.428
66	358.769	295.424	406.264	382.607
67	366.125	289.341	418.420	382.568
68	381.392	286.287	411.158	370.967
69	381.050	294.208	426.012	374.348
70	384.560	301.396	431.416	388.773
71	384.249	290.102	437.319	380.521
72	375.158	287.146	447.277	381.358
73	388.201	297.413	444.705	395.422
74	388.708	294.985	435.007	393.392
75	397.376	289.944	452.218	391.136
76	400.283	288.618	446.201	405.279
77	404.717	303.125	443.150	410.237
78	403.651	299.450	439.284	398.976
79	410.287	309.484	469.679	417.626
80	413.144	306.744	465.095	410.370
81	414.059	310.285	470.663	419.648
82	420.826	300.061	474.733	425.128
83	421.398	302.200	469.486	432.366
84	419.261	308.509	476.628	437.321
85	431.239	310.448	476.269	446.895
86	447.568	298.482	481.273	448.357
87	431.969	307.625	495.452	460.857
88	448.730	300.461	520.238	475.739
89	451.918	306.873	508.175	475.747
90	474.044	312.630	520.186	479.407
91	474.188	315.609	511.940	494.470
92	452.557	311.464	525.725	517.835
93	470.567	316.537	538.097	528.655
94	488.555	323.052	546.877	558.858
95	487.931	322.271	569.025	566.088
96	505.199	326.350	571.318	568.514
97	515.079	318.909	578.193	579.858
98	520.363	322.570	567.731	602.409
99	539.389	320.648	599.135	599.545
100	533.065	329.771	603.711	607.674
101	547.633	330.586	606.600	613.795
102	568.671	328.497	598.707	624.675
103	568.587	326.024	624.579	620.938
104	565.720	321.809	645.627	625.870
105	573.656	323.948	650.217	604.653
106	583.873	334.310	655.362	620.252
107	615.393	340.776	649.777	622.608
108	628.241	325.845	655.378	630.188
109	602.243	336.118	663.685	637.802
110	618.923	332.262	661.369	663.943
111	644.058	344.387	673.591	656.140
112	647.660	337.649	668.934	653.036
113	652.078	344.649	675.021	668.460
114	668.193	346.814	688.399	672.940
115	666.201	347.479	726.778	681.770
116	686.703	345.341	744.861	696.613
117	687.107	347.492	734.537	712.613
118	703.449	348.601	759.393	718.093
119	711.373	349.014	788.315	745.927
120	732.847	355.980	810.396	756.592
121	725.391	364.239	841.222	790.695
122	734.209	377.369	857.625	806.026
123	764.144	376.724	876.745	845.948
124	779.157	373.335	919.643	866.214
125	818.242	374.057	957.671	889.449
126	833.668	369.326	975.915	922.179
127	895.408	377.476	964.062	919.353
128	894.644	375.989	968.506	922.663
129	919.091	390.689	932.120	942.048
130	917.395	388.310	908.229	939.296
131	910.897	382.650	893.011	941.037
132	908.060	389.677	903.176	925.000
133	892.580	398.705	863.565	883.139
134	889.724	401.495	865.278	862.468
135	866.067	400.061	847.437	866.208
136	838.677	419.717	865.768	851.431
137	837.455	424.672	843.017	827.930
138	800.446	404.673	848.678	828.135
