 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15
1	320.733	320.733	315.116	306.195	302.855	299.352	294.117	297.779	296.383	295.290	299.484	299.284	302.220	311.850	297.799
2	311.846	311.846	320.481	312.606	308.402	306.769	299.374	302.187	292.282	302.395	300.097	289.727	304.633	303.854	302.054
3	323.046	323.046	320.277	315.172	300.403	307.014	299.649	295.960	294.130	290.536	285.992	297.169	290.123	295.231	290.850
4	322.455	322.455	322.924	304.088	311.085	303.747	295.562	295.033	301.352	286.490	290.006	296.401	286.148	294.542	296.705
5	315.896	315.896	313.729	306.244	307.736	306.112	297.485	294.210	307.538	297.349	296.949	304.008	285.576	296.220	290.477
6	307.601	307.601	295.983	305.797	297.730	307.339	298.700	288.403	308.593	288.999	310.010	296.383	281.985	301.276	297.845
7	314.612	314.612	301.999	301.412	313.519	306.841	299.310	291.613	302.392	282.376	299.780	300.919	289.938	298.655	294.829
8	306.355	306.355	313.734	309.316	304.011	304.729	301.345	300.287	300.111	291.308	287.899	302.148	282.392	303.083	291.112
9	315.539	315.539	319.458	310.155	308.038	305.197	300.781	298.642	302.770	293.165	291.051	308.675	277.626	310.954	305.378
10	309.917	309.917	305.728	308.301	298.272	313.520	295.629	292.238	295.418	294.676	298.664	306.219	289.636	312.274	292.201
11	317.500	317.500	306.081	301.108	298.192	304.581	293.109	292.451	289.233	298.085	298.437	304.607	285.791	308.615	292.742
12	327.700	327.700	311.997	303.394	297.759	302.512	289.541	296.737	290.115	284.169	298.698	307.166	283.610	304.940	293.555
13	322.084	322.084	317.182	298.202	300.257	305.775	298.882	296.640	288.976	288.061	297.514	309.814	300.477	297.961	292.647
14	315.787	315.787	314.726	304.931	290.751	301.847	293.692	298.136	286.334	285.109	302.031	310.563	295.131	315.686	300.080
15	317.861	317.861	322.631	303.516	296.303	298.878	284.034	289.417	287.761	299.388	306.883	315.986	291.262	313.210	302.498
16	321.796	321.796	330.386	309.694	298.767	306.926	285.161	288.406	291.309	303.313	310.724	305.209	292.768	304.058	303.325
17	332.577	332.577	323.191	317.501	322.450	300.900	292.349	285.797	293.594	306.416	314.189	297.037	296.975	311.008	304.184
18	321.191	321.191	321.335	305.359	314.408	284.050	297.795	292.822	289.224	301.721	295.048	298.212	294.863	309.743	305.689
19	323.522	323.522	316.659	301.923	292.661	292.537	293.113	288.691	290.003	309.782	294.484	310.394	298.194	309.971	304.627
20	313.160	313.160	314.603	313.379	299.390	300.580	293.795	302.209	293.155	306.625	309.227	303.876	296.380	297.240	310.558
21	315.073	315.073	316.959	309.116	315.977	306.184	299.908	289.403	296.732	301.502	312.359	308.009	296.720	315.150	302.956
22	312.238	312.238	319.782	308.849	304.377	304.492	303.013	294.783	288.826	295.326	309.893	309.428	294.685	325.547	313.932
23	318.198	318.198	317.781	303.776	302.922	305.282	305.459	297.510	296.194	308.910	293.744	315.123	300.037	320.676	315.152
24	321.352	321.352	316.910	308.815	305.215	301.395	293.834	297.770	300.259	314.221	307.199	315.467	293.089	320.258	315.586
25	326.909	326.909	317.798	305.801	308.609	299.507	296.458	289.078	297.000	304.338	310.708	321.213	302.185	320.850	322.713
26	311.214	311.214	312.755	324.747	307.802	303.277	291.086	300.429	287.985	337.188	311.773	320.096	295.558	326.292	322.762
27	308.948	308.948	303.743	311.684	308.048	310.140	296.163	310.082	298.103	318.317	309.141	323.625	295.898	329.865	330.659
28	317.237	317.237	312.483	310.730	316.425	303.492	291.982	304.757	315.034	320.048	303.999	326.479	298.378	323.338	339.705
29	321.772	321.772	307.349	314.492	310.995	308.357	290.262	290.361	315.343	311.262	315.729	340.411	300.696	319.231	338.009
30	317.519	317.519	310.858	312.341	306.388	307.963	297.882	302.032	311.124	316.662	310.901	333.907	304.694	321.263	350.609
31	321.697	321.697	312.343	313.985	318.634	306.196	293.568	295.358	298.933	323.913	314.348	344.215	300.837	329.602	352.906
32	307.873	307.873	303.722	303.233	325.383	302.688	299.703	294.263	299.412	314.995	311.919	349.762	315.562	331.771	347.621
33	321.444	321.444	310.783	307.461	319.587	293.062	295.387	304.544	302.001	325.633	325.359	340.516	307.813	336.478	363.912
34	337.366	337.366	314.297	307.053	324.453	311.058	288.229	297.432	308.330	327.134	332.364	342.487	316.763	337.579	370.979
35	337.327	337.327	311.329	309.726	327.095	302.022	304.346	302.656	309.049	331.442	332.520	339.051	326.086	338.369	372.249
36	328.267	328.267	317.218	313.372	332.168	306.766	312.937	311.275	303.918	338.189	340.121	332.038	328.915	349.409	364.786
37	319.839	319.839	315.736	309.215	334.200	318.231	306.203	306.934	300.195	331.037	338.731	325.959	327.059	359.917	362.634
38	335.500	335.500	317.756	313.866	325.493	322.868	313.761	314.963	305.778	346.035	339.648	313.723	328.745	348.133	359.235
39	331.275	331.275	313.850	309.443	329.039	318.207	311.888	312.157	305.902	337.633	324.264	320.408	315.613	336.876	338.966
40	340.413	340.413	321.541	315.859	342.887	316.137	310.070	313.944	307.802	341.761	313.956	306.063	318.316	338.706	325.106
41	330.119	330.119	335.814	327.119	357.072	321.493	321.067	321.882	303.940	334.431	315.663	306.207	314.414	319.345	310.714
42	346.701	346.701	334.275	333.177	370.935	328.101	334.980	339.525	308.787	313.142	309.132	299.048	306.558	308.009	307.269
43	342.685	342.685	328.693	342.064	383.241	331.334	331.340	345.814	315.116	308.965	302.071	283.742	304.451	300.756	294.892
44	345.366	345.366	347.627	348.849	377.013	339.068	348.474	354.311	319.408	314.997	288.251	275.097	300.970	299.298	289.584
45	356.991	356.991	362.693	344.278	358.994	327.520	343.400	343.523	321.826	309.770	285.564	272.563	289.267	299.312	273.039
46	366.847	366.847	356.220	350.448	365.522	333.323	346.161	340.069	332.903	287.441	285.167	274.691	283.222	280.739	275.528
47	371.888	371.888	361.882	342.797	359.545	331.466	350.951	328.505	315.463	286.388	275.634	273.422	272.965	264.149	260.280
48	349.581	349.581	347.799	335.372	345.215	335.192	356.672	330.401	326.725	273.547	264.369	261.921	261.481	264.335	260.314
49	338.796	338.796	351.490	324.990	324.047	330.724	340.956	319.303	321.271	266.639	262.894	257.225	271.314	266.045	252.483
50	323.764	323.764	326.680	313.575	319.818	317.121	323.487	307.985	313.661	260.382	254.446	247.869	261.653	255.798	248.285
51	316.682	316.682	325.296	305.732	320.134	316.727	321.017	286.527	307.888	253.289	242.594	249.208	260.492	262.529	249.316
52	305.745	305.745	312.043	289.185	300.006	297.967	303.260	283.022	301.267	248.795	250.534	242.643	252.350	255.297	257.612
53	289.988	289.988	306.724	289.948	285.216	281.653	285.349	276.574	281.166	254.096	248.104	244.551	246.453	253.834	261.084
54	278.113	278.113	289.493	279.905	271.085	280.914	278.749	263.585	277.617	240.398	251.227	243.320	243.092	250.465	244.744
55	278.837	278.837	272.099	266.240	268.217	263.233	262.887	253.683	272.829	246.567	244.458	239.186	238.362	239.738	241.153
56	270.531	270.531	260.810	262.120	258.533	259.133	258.159	251.951	265.953	243.690	247.329	244.900	231.220	239.052	237.350
57	258.691	258.691	251.618	250.590	251.602	260.871	254.708	242.669	261.943	237.919	232.127	236.846	238.696	237.037	239.183
58	250.425	250.425	245.293	253.622	245.958	244.120	245.190	242.711	258.714	229.816	223.428	228.954	234.430	234.595	230.513
59	247.916	247.916	235.046	248.890	247.419	247.828	243.372	235.724	248.787	229.878	232.622	226.283	233.832	240.625	231.907
60	248.679	248.679	240.019	241.309	246.685	233.134	236.516	231.071	243.630	232.248	240.814	234.232	227.952	238.909	230.486
61	241.555	241.555	241.352	245.175	245.282	245.432	241.502	236.739	235.950	233.605	223.456	232.709	228.720	233.274	230.452
62	245.068	245.068	231.661	233.205	239.446	239.115	243.327	223.464	248.065	228.530	227.443	221.996	237.195	235.342	225.839
63	237.039	237.039	228.337	237.131	234.908	231.419	231.788	232.202	238.620	224.388	230.148	226.634	227.655	230.445	221.274
64	231.268	231.268	228.778	226.004	232.016	231.720	230.895	229.632	240.830	225.873	222.686	221.640	220.655	225.466	222.039
65	232.761	232.761	233.844	225.847	235.455	231.820	221.533	224.468	232.543	225.530	220.453	222.079	213.396	232.071	226.032
66	234.915	234.915	229.734	221.214	229.574	227.948	217.456	218.545	227.152	215.418	223.093	222.275	214.110	220.703	220.205
