 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9
1	1287.472	1190.337	1237.085	1275.763	1287.988	1301.495	1309.934	1298.146	1294.110
2	1292.984	1187.314	1247.292	1277.062	1277.912	1304.143	1314.675	1289.652	1303.291
3	1295.169	1191.144	1230.600	1271.143	1270.831	1291.712	1309.828	1282.258	1292.080
4	1300.867	1206.745	1254.474	1273.139	1279.310	1291.341	1297.347	1291.802	1290.812
5	1296.948	1193.931	1256.276	1261.683	1314.937	1277.823	1306.055	1298.567	1303.675
6	1277.602	1197.014	1247.254	1259.945	1301.492	1310.883	1305.695	1304.284	1315.396
7	1298.507	1212.374	1252.746	1268.344	1290.203	1314.412	1320.038	1297.356	1300.202
8	1294.951	1212.997	1262.301	1286.151	1284.846	1305.317	1314.545	1298.438	1343.296
9	1309.081	1225.485	1252.053	1266.354	1298.395	1308.831	1305.216	1314.545	1321.646
10	1302.873	1217.667	1254.996	1280.247	1304.730	1308.771	1298.369	1328.665	1317.504
11	1312.541	1219.593	1268.452	1297.554	1293.794	1302.346	1318.350	1329.820	1315.175
12	1330.037	1218.136	1261.643	1297.556	1319.315	1309.988	1334.453	1335.432	1328.688
13	1320.051	1220.176	1266.460	1320.277	1320.296	1314.907	1318.974	1342.265	1332.629
14	1328.139	1209.381	1267.183	1289.774	1318.749	1305.100	1325.823	1329.101	1324.275
15	1344.894	1207.646	1284.421	1308.867	1324.461	1322.221	1335.871	1337.316	1310.978
16	1349.638	1231.603	1290.382	1314.967	1313.502	1330.376	1331.588	1329.144	1304.266
17	1342.141	1262.642	1290.754	1316.286	1326.448	1341.241	1349.619	1341.848	1325.567
18	1348.783	1260.555	1284.161	1309.603	1343.874	1327.954	1340.715	1340.983	1357.660
19	1356.163	1273.795	1284.504	1324.606	1361.031	1327.716	1349.932	1355.091	1360.535
20	1346.346	1265.404	1297.786	1316.199	1356.575	1316.040	1356.323	1356.358	1341.705
21	1362.811	1265.209	1310.023	1325.915	1340.980	1349.513	1352.057	1369.107	1360.725
22	1364.168	1274.359	1330.422	1301.523	1358.811	1370.850	1358.257	1372.910	1381.632
23	1361.826	1296.349	1319.440	1343.305	1356.670	1369.209	1378.059	1391.996	1406.039
24	1377.045	1290.090	1339.091	1333.785	1360.678	1368.949	1377.769	1388.228	1366.181
25	1365.607	1306.946	1322.820	1320.218	1371.424	1365.880	1364.919	1362.857	1392.825
26	1380.540	1292.606	1326.801	1328.295	1361.400	1365.954	1350.019	1380.367	1397.801
27	1373.768	1307.109	1329.619	1353.082	1375.843	1385.784	1360.132	1386.910	1386.683
28	1391.712	1303.047	1325.773	1361.123	1371.189	1395.664	1380.428	1397.097	1395.097
29	1390.868	1322.658	1331.718	1373.093	1386.587	1407.295	1414.560	1404.304	1399.833
30	1409.658	1308.329	1349.618	1398.965	1420.624	1402.305	1397.534	1401.420	1405.313
31	1404.806	1320.077	1350.252	1382.914	1411.582	1407.896	1412.546	1386.739	1407.385
32	1410.333	1333.256	1365.822	1386.963	1411.714	1420.229	1410.210	1407.859	1417.193
33	1426.889	1313.124	1371.543	1392.678	1418.519	1423.761	1397.216	1397.362	1436.369
34	1431.780	1357.734	1363.187	1390.344	1417.170	1438.247	1418.860	1405.028	1450.618
35	1428.245	1371.322	1371.125	1395.657	1400.519	1444.653	1433.803	1421.897	1447.890
36	1428.194	1374.344	1388.825	1407.104	1429.497	1440.700	1444.791	1436.479	1471.661
37	1441.767	1374.468	1401.917	1422.077	1438.282	1451.393	1452.079	1455.408	1432.969
38	1454.969	1385.006	1419.727	1440.726	1453.637	1478.248	1441.118	1459.102	1479.336
39	1437.794	1378.481	1445.676	1458.349	1470.259	1461.535	1458.713	1456.281	1465.516
40	1444.372	1419.329	1425.897	1446.341	1468.643	1490.363	1484.264	1473.115	1462.876
41	1475.869	1453.668	1423.882	1437.509	1494.161	1511.905	1494.881	1479.841	1478.303
42	1479.658	1485.176	1450.504	1468.602	1500.988	1520.768	1519.261	1472.399	1503.903
43	1515.576	1501.069	1472.475	1501.447	1532.318	1535.852	1531.854	1539.351	1523.019
44	1508.090	1534.591	1473.539	1470.953	1539.585	1560.582	1549.196	1526.012	1553.490
45	1518.422	1567.986	1479.745	1489.601	1573.226	1612.829	1588.210	1545.667	1555.924
46	1568.499	1599.780	1518.482	1551.531	1602.297	1644.659	1619.125	1568.940	1589.629
47	1596.897	1646.024	1544.631	1576.007	1647.432	1705.807	1643.446	1591.606	1602.678
48	1626.162	1676.421	1588.348	1622.110	1693.286	1741.767	1690.956	1622.732	1666.073
49	1654.315	1693.485	1630.180	1663.627	1760.996	1801.132	1738.364	1678.125	1674.991
50	1686.938	1703.678	1633.524	1728.949	1801.056	1829.905	1771.338	1712.405	1704.894
51	1743.436	1739.615	1675.955	1783.401	1820.994	1853.623	1813.872	1745.200	1734.929
52	1777.552	1707.030	1713.426	1806.938	1820.443	1867.163	1852.029	1787.774	1761.590
53	1801.840	1662.006	1772.311	1828.837	1822.705	1870.814	1876.197	1826.772	1788.867
54	1860.007	1627.691	1819.109	1820.112	1831.304	1861.692	1893.330	1857.100	1828.972
55	1867.553	1626.540	1826.032	1813.529	1815.325	1816.022	1901.206	1886.427	1847.207
56	1877.770	1605.998	1839.237	1787.613	1783.806	1786.127	1907.789	1908.602	1854.729
57	1875.496	1567.225	1833.674	1765.883	1723.498	1760.131	1846.066	1923.515	1869.226
