 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13
56	603.025	603.025	593.002	562.521	562.827	556.479	542.800	541.000	547.008	573.867	560.184	560.521	556.558
57	604.150	604.150	589.421	563.015	560.676	559.216	561.153	549.490	560.268	570.093	568.794	559.008	548.915
58	581.873	581.873	586.318	571.309	564.817	553.398	557.289	544.279	557.202	553.343	578.240	568.138	544.511
59	593.302	593.302	586.350	578.541	563.081	550.702	565.031	549.950	565.696	563.184	543.792	569.275	543.871
60	606.037	606.037	597.336	565.871	559.220	562.538	554.292	552.457	571.225	565.979	556.584	558.756	557.300
61	592.960	592.960	591.488	564.155	564.885	557.415	560.400	547.351	567.701	568.560	564.198	557.449	557.245
62	589.921	589.921	588.515	574.452	574.978	550.909	561.353	545.265	578.537	558.372	553.851	548.576	554.312
63	600.294	600.294	577.859	576.551	570.065	568.089	562.770	554.719	568.802	568.355	561.112	541.615	558.193
64	595.402	595.402	584.271	571.974	562.970	562.031	561.653	554.349	559.131	562.605	565.036	573.010	552.955
65	600.830	600.830	586.578	573.654	562.810	550.563	554.677	559.732	566.033	564.125	554.661	560.207	560.037
66	595.289	595.289	593.440	562.505	562.530	551.018	554.394	548.946	567.041	555.113	563.755	554.344	559.958
67	578.034	578.034	596.303	573.734	561.411	566.251	539.890	539.922	538.831	560.650	554.619	551.416	568.157
68	577.362	577.362	583.502	572.846	563.349	570.597	540.410	534.370	548.269	566.248	551.357	551.412	557.403
69	592.344	592.344	585.008	562.015	572.996	559.486	554.498	539.276	553.864	557.962	553.135	574.351	552.784
70	580.881	580.881	578.121	568.889	563.106	550.856	549.414	550.006	560.675	556.980	552.284	561.472	548.752
71	574.787	574.787	571.699	569.889	565.430	558.554	550.701	547.991	566.005	560.175	558.263	560.748	562.555
72	581.519	581.519	570.383	560.769	552.744	563.657	544.223	562.163	572.056	572.999	560.483	546.553	557.856
73	571.870	571.870	582.904	569.522	555.230	550.769	546.227	559.443	568.914	576.044	559.545	557.737	558.707
74	578.375	578.375	576.190	572.143	558.585	561.698	553.295	570.967	561.616	582.782	561.887	553.881	556.225
75	583.963	583.963	574.537	566.103	554.810	570.740	561.616	559.029	569.257	581.527	571.100	559.066	550.699
76	593.268	593.268	579.757	565.659	558.021	572.823	553.754	572.155	581.330	587.549	561.149	565.459	548.545
77	584.315	584.315	578.687	553.257	549.311	579.026	556.771	579.008	584.085	590.499	564.074	567.070	558.354
78	567.401	567.401	574.817	563.417	548.622	581.231	553.818	578.513	596.220	585.823	576.628	555.783	579.357
79	588.607	588.607	573.641	559.805	563.810	573.483	554.587	572.280	570.982	586.142	560.326	567.052	574.236
80	595.748	595.748	568.955	558.848	560.723	570.587	569.376	575.289	569.413	591.675	564.469	561.307	565.994
81	579.547	579.547	580.130	559.054	570.924	586.985	577.542	579.513	589.427	582.270	573.931	563.491	565.145
82	583.966	583.966	599.180	557.020	560.674	572.734	568.334	579.208	591.014	575.153	570.224	563.530	572.659
83	598.871	598.871	581.751	564.693	567.829	568.194	560.765	587.606	580.551	561.658	571.786	563.772	583.537
84	590.030	590.030	578.103	564.454	578.037	571.829	561.450	569.070	573.451	572.439	569.901	574.668	574.353
85	580.514	580.514	574.484	563.440	569.823	578.569	557.698	566.506	572.517	581.289	574.697	568.448	578.901
86	588.976	588.976	578.364	560.760	568.540	576.714	571.040	569.530	571.601	589.858	552.861	574.144	575.207
87	597.553	597.553	576.104	568.043	571.562	578.295	561.905	556.899	563.478	565.782	562.268	565.655	566.840
88	600.411	600.411	577.766	568.958	573.428	564.542	558.701	556.671	568.776	570.117	568.456	565.893	562.772
89	588.677	588.677	565.170	570.702	563.739	562.220	560.735	561.463	571.639	568.418	555.645	564.779	564.124
90	586.222	586.222	572.625	563.827	556.126	561.659	543.498	554.867	570.954	575.267	567.533	570.552	569.957
91	601.403	601.403	577.249	555.747	557.493	548.333	542.142	558.842	570.072	576.806	561.635	542.745	566.871
92	584.532	584.532	567.187	555.052	543.680	563.528	542.439	553.682	581.318	575.064	549.158	545.554	569.154
93	583.955	583.955	560.041	551.374	555.045	547.477	545.255	543.286	569.222	570.143	567.081	558.921	556.134
94	583.686	583.686	558.503	548.021	567.153	553.894	529.764	531.240	560.261	556.283	545.345	554.968	548.662
95	582.967	582.967	548.706	546.420	558.933	543.132	544.896	553.470	551.528	556.670	552.169	551.671	555.389
96	575.053	575.053	564.981	537.684	552.002	545.722	533.372	523.604	545.460	553.942	547.484	553.026	552.563
97	577.846	577.846	563.176	545.962	555.392	539.440	522.654	526.347	541.210	554.466	540.278	544.724	559.493
98	558.421	558.421	540.380	524.554	558.029	521.406	521.686	522.838	552.027	553.911	545.012	552.107	548.984
99	551.456	551.456	531.978	531.269	550.682	533.222	531.024	510.240	539.588	539.458	553.049	550.069	551.308
100	550.826	550.826	538.943	533.628	552.327	534.180	515.595	517.887	537.112	541.036	551.559	540.144	549.625
101	538.544	538.544	538.645	544.849	551.057	522.248	517.016	513.562	530.380	541.409	535.477	531.220	546.553
102	529.735	529.735	528.679	538.544	550.773	519.614	530.928	510.765	529.846	537.914	545.312	542.935	547.271
103	538.415	538.415	532.631	527.281	554.992	522.153	524.172	518.825	537.183	544.520	549.636	531.246	532.974
104	534.320	534.320	533.437	534.734	541.291	529.020	512.902	520.349	527.091	528.562	529.869	520.110	529.433
105	527.623	527.623	537.157	523.903	546.993	529.696	522.764	520.540	517.452	521.783	529.183	521.668	530.102
106	537.352	537.352	524.171	512.889	545.266	518.014	524.887	523.489	527.440	532.730	521.329	525.544	523.965
107	526.455	526.455	526.639	514.273	539.501	520.160	505.482	519.405	527.683	524.926	537.171	520.640	523.917
108	521.259	521.259	532.170	517.611	523.317	522.452	513.178	512.545	533.971	526.925	540.137	525.917	530.031
109	522.028	522.028	524.229	512.969	521.690	510.080	513.063	509.737	524.112	522.266	528.412	529.023	534.447
110	530.926	530.926	521.706	527.316	518.469	522.096	513.514	505.195	533.439	523.152	522.946	536.247	532.653
111	538.112	538.112	512.774	515.491	517.671	514.652	501.761	515.955	524.944	518.655	524.743	519.883	524.052
112	538.278	538.278	525.759	510.010	523.796	515.031	512.200	520.526	521.676	537.182	526.274	528.708	526.743
113	530.152	530.152	525.760	506.148	524.370	520.205	506.622	524.770	526.295	535.379	528.533	526.847	516.206
114	523.051	523.051	520.312	509.701	514.864	509.150	521.374	521.995	534.521	519.389	524.896	528.258	525.338
115	522.295	522.295	522.117	507.728	519.055	509.667	518.328	520.212	530.170	533.466	525.470	519.105	513.979
116	528.383	528.383	516.934	511.760	508.283	517.379	510.124	529.153	529.459	528.000	513.597	524.883	516.896
117	534.279	534.279	532.773	515.214	509.400	519.978	505.840	527.293	547.873	535.899	530.384	519.497	527.064
118	522.569	522.569	520.797	520.938	530.792	521.354	503.603	521.568	535.587	526.091	514.307	529.133	518.758
119	524.553	524.553	524.780	515.314	519.894	510.580	522.814	528.227	524.899	516.989	511.165	529.093	516.659
120	518.309	518.309	518.593	519.617	510.958	519.228	514.953	529.504	529.835	533.148	515.935	530.464	519.504
121	538.292	538.292	530.403	520.015	511.041	525.418	514.965	541.921	532.553	528.138	513.158	528.190	526.465
122	532.390	532.390	525.342	516.709	521.917	520.651	513.119	547.495	525.348	533.639	519.006	533.653	529.141
123	538.243	538.243	523.476	510.246	518.203	524.594	533.717	539.395	531.277	530.066	523.775	527.264	522.171
124	533.291	533.291	532.805	518.927	512.646	526.655	520.325	525.388	532.792	523.157	527.031	528.642	530.904
125	530.797	530.797	531.262	515.278	516.792	520.248	526.517	536.226	529.341	526.447	523.361	528.731	522.734
126	545.243	545.243	531.889	528.733	530.132	518.845	522.506	533.590	543.103	524.712	519.826	537.076	532.149
127	553.236	553.236	541.033	530.954	526.983	521.129	531.573	522.206	541.676	527.253	524.016	537.638	523.873
128	550.231	550.231	536.481	523.695	522.209	516.828	530.791	512.816	541.143	533.823	522.372	525.426	518.364
129	539.172	539.172	533.079	517.794	516.670	524.797	525.470	521.039	532.757	532.669	515.305	525.335	529.443
130	543.932	543.932	529.276	533.306	517.732	514.835	519.987	532.229	535.093	537.412	528.499	526.011	535.725
131	541.838	541.838	522.013	520.232	538.107	511.398	513.676	525.321	538.913	524.477	528.792	531.000	531.940
132	538.954	538.954	515.391	512.971	535.652	523.391	520.339	520.568	530.686	531.489	527.503	525.566	538.961
133	535.904	535.904	518.246	529.052	520.317	527.976	520.221	516.745	534.887	524.782	527.911	536.646	536.470
134	534.805	534.805	523.932	531.193	523.239	525.895	518.989	514.637	536.240	517.126	527.476	519.458	529.145
135	542.414	542.414	518.693	534.298	520.725	528.501	521.547	515.992	527.938	526.613	523.126	534.729	527.472
136	531.492	531.492	520.895	515.494	516.515	520.637	522.957	535.051	531.696	522.181	529.416	535.104	539.312
137	519.981	519.981	523.009	524.830	528.567	512.146	521.395	535.898	534.319	516.792	527.245	526.871	525.648
138	536.254	536.254	522.327	513.431	526.034	519.456	519.371	529.735	524.642	513.791	522.033	530.334	521.871
139	529.779	529.779	528.824	513.043	527.562	514.876	506.738	517.662	526.034	506.982	512.910	522.405	531.894
140	530.713	530.713	530.233	527.246	525.990	521.371	514.542	516.371	525.005	513.226	530.872	530.603	536.916
141	523.502	523.502	520.478	515.788	516.720	510.506	519.400	510.483	534.756	520.815	526.743	533.694	541.903
142	533.069	533.069	514.689	513.955	507.007	505.413	517.642	517.618	528.453	519.695	525.583	520.715	527.171
143	532.583	532.583	521.294	509.265	502.778	537.594	529.605	524.911	527.174	532.523	536.735	528.691	525.550
144	523.457	523.457	515.885	512.046	528.717	526.051	519.891	514.175	537.520	530.906	531.703	525.058	536.547
145	536.536	536.536	522.131	517.318	519.675	513.415	512.188	523.077	534.963	520.255	528.535	525.252	528.697
146	533.571	533.571	515.396	522.845	512.809	520.285	507.432	517.331	523.892	514.039	524.497	528.585	537.147
147	527.676	527.676	526.944	525.879	515.297	522.750	522.519	510.764	513.827	523.389	539.307	527.826	537.230
148	531.143	531.143	527.053	520.007	518.710	510.850	512.591	516.307	516.100	538.791	521.411	527.379	536.739
149	525.204	525.204	524.350	520.150	516.106	515.644	507.241	513.986	516.125	527.532	520.221	538.120	523.892
150	528.571	528.571	524.016	511.416	513.300	510.681	503.739	521.112	519.348	520.334	516.342	533.136	526.661
151	525.956	525.956	528.323	516.763	501.352	521.812	506.514	512.246	517.245	517.227	527.971	526.615	522.890
152	530.524	530.524	518.726	522.244	522.575	525.899	501.155	517.389	527.290	527.292	522.789	523.523	526.607
153	514.481	514.481	531.686	511.956	521.304	520.250	518.702	519.102	522.387	519.725	521.678	517.679	525.315
154	519.509	519.509	529.236	524.271	517.799	505.531	512.922	523.424	514.530	522.958	525.523	524.946	525.107
155	526.901	526.901	531.295	527.881	507.953	512.871	511.055	525.716	523.653	513.360	518.360	537.247	525.422
156	530.642	530.642	524.920	516.885	522.763	514.573	511.033	516.699	518.693	527.475	518.351	531.398	526.840
157	516.415	516.415	528.006	516.378	523.259	506.547	494.532	519.174	531.078	510.614	521.342	519.663	526.466
158	519.787	519.787	517.970	518.629	508.558	517.562	507.059	515.546	510.531	510.108	514.847	525.384	522.772
159	522.621	522.621	530.074	525.604	508.362	505.163	511.450	508.401	521.189	510.033	523.856	530.122	531.760
160	522.094	522.094	523.409	522.099	509.400	510.343	507.697	505.798	527.194	517.101	513.500	529.069	534.013
161	519.959	519.959	534.203	525.127	510.911	509.360	508.336	516.472	528.575	518.979	513.454	525.419	505.309
162	530.647	530.647	526.432	523.640	510.090	506.597	505.440	514.608	526.316	533.290	525.156	527.301	515.301
163	524.546	524.546	522.357	509.744	518.595	501.547	517.052	506.210	521.366	536.981	527.558	517.015	523.079
164	534.194	534.194	543.062	517.505	516.737	512.835	502.479	513.313	514.919	531.583	515.075	529.782	527.518
165	533.651	533.651	517.142	515.345	514.138	510.891	502.171	509.523	521.349	514.329	522.734	537.574	519.257
166	524.383	524.383	520.997	506.859	514.517	507.278	502.820	511.300	525.933	531.463	527.798	531.354	529.666
167	524.649	524.649	521.868	514.478	512.682	503.261	513.838	520.190	522.625	523.169	529.194	534.582	523.156
168	530.352	530.352	526.498	509.771	510.996	520.357	503.257	514.891	520.885	522.335	518.597	515.204	512.291
169	522.000	522.000	522.516	518.244	507.587	509.836	501.163	511.311	508.484	511.442	522.801	519.086	518.143
170	526.511	526.511	517.994	516.170	510.963	516.353	507.149	509.184	518.513	513.717	505.244	517.301	522.175
171	523.809	523.809	521.300	516.501	511.195	507.728	514.377	500.564	524.568	523.410	518.791	527.131	520.874
172	532.454	532.454	516.007	508.096	506.365	518.075	506.931	496.918	520.230	516.115	499.847	511.668	520.692
173	522.634	522.634	526.355	522.902	508.217	510.807	506.124	503.213	519.417	522.328	504.366	522.658	523.051
174	525.612	525.612	520.486	517.160	505.076	514.183	506.666	506.183	503.303	505.335	509.675	518.712	520.880
175	521.949	521.949	511.907	505.978	508.930	512.885	514.934	503.328	506.627	512.109	511.376	514.517	524.105
176	513.664	513.664	529.589	502.568	502.924	513.399	510.311	509.374	512.477	526.199	513.581	513.060	521.009
177	518.166	518.166	514.172	501.667	505.684	515.451	512.206	511.495	509.363	522.879	515.043	508.396	513.723
178	518.045	518.045	511.431	512.151	520.367	501.919	510.529	508.883	515.043	516.699	512.617	503.755	522.683
179	509.104	509.104	524.249	500.536	518.634	505.513	503.372	498.839	527.905	520.201	512.491	514.829	521.980
180	519.858	519.858	516.313	506.967	513.136	510.638	497.280	506.253	512.856	516.668	509.149	509.897	527.100
181	532.948	532.948	518.251	505.997	516.050	514.126	498.771	495.023	513.351	517.987	512.402	510.858	522.516
182	520.840	520.840	519.749	518.752	504.602	514.496	497.420	493.418	516.747	514.348	514.422	504.612	514.406
183	511.050	511.050	516.744	507.565	498.306	490.254	509.664	500.784	514.447	507.661	508.921	507.055	520.223
184	514.137	514.137	512.590	514.155	495.439	499.277	498.632	503.630	503.433	524.174	503.334	511.007	520.565
185	510.006	510.006	518.659	507.705	497.102	500.356	490.829	495.269	519.067	514.440	518.791	507.705	525.367
186	508.841	508.841	510.755	506.076	503.967	504.934	506.166	507.703	512.796	503.328	509.675	511.069	518.664
187	509.630	509.630	511.004	499.562	506.751	508.282	510.356	503.839	501.131	506.309	514.324	517.032	514.441
188	512.163	512.163	507.959	500.357	496.400	505.676	497.537	503.473	499.449	510.270	521.702	506.276	516.308
189	508.892	508.892	509.634	500.561	499.013	499.709	494.240	509.388	517.888	510.588	500.305	500.520	518.282
190	512.700	512.700	514.038	497.699	504.954	502.546	495.418	512.093	503.933	514.806	521.054	513.112	510.245
191	515.420	515.420	512.157	504.910	505.104	508.805	495.033	511.155	506.017	511.245	504.928	511.017	510.578
192	521.930	521.930	513.069	500.020	503.658	491.410	505.459	500.000	509.271	519.140	506.585	512.458	514.254
193	531.788	531.788	519.034	501.766	494.474	492.953	504.477	494.049	501.401	512.778	505.922	502.613	505.545
194	511.141	511.141	517.288	498.680	493.144	496.253	497.101	503.990	509.427	512.855	508.870	503.372	515.329
195	503.857	503.857	514.320	508.829	493.358	501.503	495.913	502.742	508.273	508.827	508.789	502.578	507.573
196	509.640	509.640	505.793	512.353	487.858	503.119	499.964	501.524	503.951	497.677	514.183	497.427	511.405
197	520.190	520.190	512.443	504.909	497.872	500.767	501.449	501.597	505.522	512.372	511.396	501.522	507.981
198	513.625	513.625	502.274	499.531	511.751	506.928	500.476	507.630	508.874	511.051	502.105	514.940	510.463
199	508.234	508.234	522.839	504.317	500.092	503.400	509.048	493.944	502.070	510.953	514.141	518.070	505.246
200	519.751	519.751	528.087	499.146	497.634	504.977	507.828	498.070	502.882	502.836	516.470	498.728	499.211
201	516.478	516.478	515.420	509.435	497.232	502.736	498.317	505.815	505.968	514.657	506.602	508.690	508.528
202	529.780	529.780	519.382	505.174	494.964	504.451	491.282	502.792	510.644	512.787	507.552	510.464	517.956
203	516.404	516.404	509.157	499.718	495.159	499.842	502.040	498.714	506.642	514.095	498.304	513.030	512.850
204	514.498	514.498	510.992	494.964	493.035	487.372	504.636	491.616	498.714	503.873	512.401	505.707	510.812
205	509.961	509.961	511.037	503.799	506.052	506.033	507.079	495.886	494.649	503.057	512.405	511.573	499.809
206	512.414	512.414	513.909	495.493	495.183	500.861	505.269	498.467	491.390	515.105	507.560	519.068	504.172
207	512.193	512.193	506.676	493.975	501.985	500.933	500.332	485.069	491.232	498.399	505.274	503.854	502.483
208	519.228	519.228	510.108	492.795	492.591	494.690	510.567	492.654	496.924	507.060	500.933	502.661	503.424
209	514.497	514.497	515.493	515.503	504.362	497.657	496.985	498.724	511.882	500.501	498.923	515.514	518.214
210	505.954	505.954	501.798	500.938	497.125	506.712	501.013	490.389	504.868	496.097	504.490	523.520	511.280
211	511.875	511.875	500.683	503.698	510.761	499.916	502.638	493.506	508.552	507.759	494.220	507.933	508.184
212	522.835	522.835	514.665	500.942	494.346	494.871	501.523	506.283	504.853	502.764	497.315	503.203	498.944
213	502.758	502.758	512.306	506.327	503.089	496.209	499.645	502.533	501.137	514.951	502.664	506.699	514.574
214	518.753	518.753	506.639	497.135	493.497	495.653	496.189	509.460	508.941	511.575	501.625	500.152	500.473
215	503.416	503.416	514.592	492.946	497.425	498.224	507.392	498.140	500.745	496.809	507.580	510.448	501.020
216	500.004	500.004	513.501	492.908	490.059	490.715	489.603	495.968	499.405	501.716	500.536	494.731	504.406
217	496.894	496.894	507.909	497.554	498.195	497.437	488.872	496.641	511.652	505.795	501.460	496.571	512.767
218	516.222	516.222	510.720	503.209	490.462	495.950	489.508	496.152	516.431	500.395	504.568	502.745	510.376
219	514.078	514.078	506.058	491.868	501.623	501.164	486.521	486.908	503.253	512.465	501.359	499.126	505.343
220	503.105	503.105	494.339	494.441	497.567	491.982	491.491	487.922	501.614	503.634	496.765	501.874	498.342
221	507.734	507.734	498.534	497.542	495.238	488.423	500.449	498.024	499.208	508.796	504.910	498.671	496.476
222	506.132	506.132	493.385	501.757	494.811	495.010	484.022	495.159	496.117	499.062	490.218	508.568	514.106
223	514.366	514.366	500.657	498.392	496.912	501.498	496.856	491.215	495.037	498.256	506.437	507.153	503.837
224	507.276	507.276	514.918	510.201	493.294	506.177	500.753	491.959	507.560	502.112	495.150	494.694	507.126
225	506.874	506.874	508.942	505.806	497.880	502.491	491.865	502.408	506.764	517.395	499.842	506.223	498.519
226	512.453	512.453	495.412	494.608	500.960	494.110	483.618	508.088	508.687	498.567	496.656	507.428	494.425
227	516.224	516.224	506.183	495.724	499.998	510.266	491.911	498.497	520.252	510.734	501.150	500.473	501.764
228	521.534	521.534	504.881	492.395	495.852	500.782	491.149	483.626	499.258	501.904	512.846	507.897	490.349
229	505.566	505.566	499.056	499.660	488.115	495.423	500.668	498.373	507.196	503.528	513.363	499.484	499.257
230	503.610	503.610	511.110	488.044	494.673	495.677	501.688	493.758	510.541	504.065	510.503	505.441	497.891
231	500.620	500.620	510.019	482.876	494.507	497.968	506.402	492.344	511.121	499.028	494.043	506.513	492.556
232	499.678	499.678	490.906	485.009	502.743	489.964	491.934	482.717	506.927	495.757	503.844	495.037	497.111
233	512.835	512.835	496.380	506.473	502.156	493.635	495.659	493.529	503.307	504.234	496.651	501.012	506.067
234	504.945	504.945	494.262	502.309	496.983	490.346	499.641	485.433	499.427	505.509	504.710	509.831	498.360
235	508.614	508.614	498.713	504.327	504.770	497.415	495.945	496.528	508.202	500.991	501.535	501.982	503.481
236	505.709	505.709	500.323	502.040	494.954	504.224	491.305	493.292	507.187	503.192	484.982	498.202	509.581
237	514.916	514.916	500.248	501.951	497.678	489.763	498.264	491.473	493.214	498.922	488.960	492.892	510.262
238	516.241	516.241	507.594	511.694	492.774	490.009	496.389	494.368	498.095	507.969	497.115	493.989	500.838
239	501.146	501.146	495.483	494.628	492.299	484.448	485.367	507.263	496.166	493.836	497.366	504.144	498.537
240	510.271	510.271	509.312	501.215	487.606	499.166	497.285	496.402	500.919	503.652	509.420	504.801	501.718
241	510.693	510.693	513.152	493.869	484.545	502.209	498.558	485.518	495.222	507.125	504.352	495.257	494.527
242	504.117	504.117	508.846	498.947	489.555	493.799	488.394	484.747	497.404	505.915	502.932	504.633	505.426
243	494.089	494.089	499.604	500.069	487.339	484.213	489.514	484.982	490.623	493.609	492.771	496.719	505.170
244	505.468	505.468	512.242	500.420	492.873	494.683	489.110	487.561	503.987	511.607	501.969	493.816	509.835
245	503.033	503.033	501.848	501.750	485.203	491.675	489.869	485.119	501.018	502.148	499.068	493.702	502.413
246	513.913	513.913	493.332	497.872	497.931	494.605	487.121	486.921	492.026	507.296	496.750	503.472	503.199
247	506.922	506.922	494.934	497.061	487.494	496.758	486.756	489.595	501.953	504.921	508.578	501.085	497.594
248	515.037	515.037	498.732	485.377	489.800	494.763	507.997	498.878	498.399	505.714	495.119	495.815	490.383
249	520.563	520.563	498.302	489.570	510.061	499.727	493.753	497.343	498.893	500.793	503.740	500.465	501.714
250	508.653	508.653	484.806	495.804	494.413	491.949	488.023	487.152	501.922	502.510	500.580	502.762	502.961
251	505.488	505.488	498.378	505.130	504.656	502.614	495.920	479.938	495.477	504.473	500.927	505.827	506.460
252	526.837	526.837	496.729	492.331	491.523	495.372	494.260	489.580	499.986	500.765	495.005	512.299	508.330
253	506.297	506.297	499.931	491.984	491.385	493.361	493.377	493.912	499.824	501.545	495.851	504.120	495.658
254	505.538	505.538	492.668	493.108	498.537	490.550	486.964	491.118	492.130	504.310	506.604	492.868	502.908
