 	Profile_Slice_1	Profile_Slice_2
1	303.599	303.599
2	311.753	311.753
3	323.622	323.622
4	314.275	314.275
5	320.264	320.264
6	309.927	309.927
7	323.115	323.115
8	321.299	321.299
9	303.568	303.568
10	314.867	314.867
11	315.607	315.607
12	317.383	317.383
13	312.053	312.053
14	315.298	315.298
15	308.447	308.447
16	306.651	306.651
17	308.558	308.558
18	306.507	306.507
19	306.355	306.355
20	305.966	305.966
21	303.750	303.750
22	315.177	315.177
23	315.484	315.484
24	316.286	316.286
25	308.818	308.818
26	315.691	315.691
27	318.119	318.119
28	321.898	321.898
29	314.093	314.093
30	311.066	311.066
31	313.610	313.610
32	308.544	308.544
33	326.338	326.338
34	326.411	326.411
35	314.542	314.542
36	312.935	312.935
37	315.681	315.681
38	311.935	311.935
39	324.209	324.209
40	322.000	322.000
41	315.156	315.156
42	315.090	315.090
43	321.800	321.800
44	308.953	308.953
45	317.869	317.869
46	311.773	311.773
47	309.245	309.245
48	309.538	309.538
49	320.591	320.591
50	317.660	317.660
51	326.480	326.480
52	319.797	319.797
53	306.934	306.934
54	312.974	312.974
55	321.181	321.181
56	313.595	313.595
57	314.099	314.099
58	320.959	320.959
59	308.154	308.154
60	314.417	314.417
61	323.920	323.920
62	328.193	328.193
63	318.022	318.022
64	319.584	319.584
65	319.162	319.162
66	315.329	315.329
67	320.242	320.242
68	321.590	321.590
69	324.851	324.851
70	320.996	320.996
71	327.228	327.228
72	331.294	331.294
73	322.297	322.297
74	322.025	322.025
75	327.864	327.864
76	326.553	326.553
77	320.569	320.569
78	319.972	319.972
79	330.173	330.173
80	339.071	339.071
81	323.806	323.806
82	328.513	328.513
83	319.046	319.046
84	325.399	325.399
85	327.967	327.967
86	327.404	327.404
87	328.103	328.103
88	334.784	334.784
89	330.365	330.365
90	329.188	329.188
91	325.948	325.948
92	323.056	323.056
93	324.754	324.754
94	333.330	333.330
95	325.629	325.629
96	322.613	322.613
97	320.777	320.777
98	321.428	321.428
99	327.401	327.401
100	336.547	336.547
101	335.115	335.115
102	329.371	329.371
103	334.907	334.907
104	334.428	334.428
105	322.969	322.969
106	336.872	336.872
107	335.966	335.966
108	331.274	331.274
109	329.318	329.318
110	335.216	335.216
111	329.525	329.525
112	337.862	337.862
113	336.762	336.762
114	333.662	333.662
115	334.603	334.603
116	342.402	342.402
117	342.098	342.098
118	355.027	355.027
119	338.872	338.872
120	344.492	344.492
121	339.073	339.073
122	326.361	326.361
123	341.800	341.800
124	346.686	346.686
125	338.737	338.737
126	341.856	341.856
127	340.571	340.571
128	340.797	340.797
129	347.268	347.268
130	340.067	340.067
131	338.197	338.197
132	338.170	338.170
133	342.618	342.618
134	328.685	328.685
135	337.784	337.784
136	339.759	339.759
137	342.035	342.035
138	345.106	345.106
139	339.299	339.299
140	334.415	334.415
141	349.321	349.321
142	355.280	355.280
143	348.910	348.910
144	345.282	345.282
145	342.686	342.686
146	355.870	355.870
147	357.105	357.105
148	347.021	347.021
149	358.068	358.068
150	354.255	354.255
151	347.345	347.345
152	351.417	351.417
153	357.497	357.497
154	342.428	342.428
155	354.039	354.039
156	360.168	360.168
157	355.943	355.943
158	352.758	352.758
159	352.490	352.490
160	353.519	353.519
161	348.823	348.823
162	359.258	359.258
163	355.029	355.029
164	352.585	352.585
165	365.284	365.284
166	356.641	356.641
167	360.434	360.434
168	363.962	363.962
169	353.567	353.567
170	367.081	367.081
171	363.140	363.140
172	357.328	357.328
173	363.767	363.767
174	365.947	365.947
175	382.088	382.088
176	379.290	379.290
177	371.468	371.468
178	376.119	376.119
179	373.116	373.116
180	368.112	368.112
181	369.065	369.065
182	372.497	372.497
183	379.449	379.449
184	388.976	388.976
185	382.663	382.663
