 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9
1	351.000	280.000	310.000	280.000	308.000	278.000	276.000	311.000	293.000
2	323.281	276.551	265.545	306.180	313.326	300.354	285.236	289.393	277.051
3	365.506	278.674	289.281	336.528	306.337	306.562	309.022	317.169	296.326
4	367.208	297.242	312.809	300.388	274.949	283.685	308.410	280.360	331.242
5	307.438	312.539	319.461	303.404	310.764	304.112	320.966	301.315	318.517
6	334.528	290.652	314.522	301.860	296.124	293.208	282.545	292.612	321.157
7	342.180	309.404	326.247	320.022	288.011	338.236	289.989	339.416	308.551
8	342.539	312.393	288.393	260.208	289.427	292.770	289.933	281.298	351.461
9	364.506	313.775	309.202	313.865	324.685	306.404	315.079	282.640	334.652
10	363.955	280.101	289.079	331.354	317.461	289.854	307.230	285.320	308.208
11	368.584	324.360	319.539	300.371	307.483	303.955	301.079	332.708	311.135
12	339.185	296.202	320.713	328.455	306.466	359.511	286.820	273.090	317.579
13	355.326	338.292	301.730	286.079	310.730	317.719	311.090	289.236	347.112
14	375.157	287.747	304.764	329.669	305.242	356.489	312.494	319.461	341.624
15	363.652	313.955	312.685	310.337	299.022	318.124	327.326	303.539	323.213
16	396.388	317.213	292.006	318.067	291.893	316.326	312.584	299.803	325.860
17	342.573	310.730	339.292	310.663	328.876	333.899	318.506	327.865	311.022
18	359.680	300.736	318.478	346.562	299.045	329.865	279.713	336.236	320.747
19	364.596	295.157	336.753	318.798	333.933	338.854	279.573	289.056	342.236
20	358.742	324.528	297.124	338.455	333.910	324.258	323.596	307.129	381.404
21	320.506	326.753	302.596	323.787	316.854	333.315	290.528	327.629	356.551
22	347.124	321.202	315.202	303.618	345.258	305.107	347.410	346.713	346.309
23	356.944	327.539	322.506	317.292	354.596	327.112	318.258	313.360	352.933
24	300.416	319.972	310.107	361.292	338.427	325.938	303.888	319.893	394.966
25	387.562	295.427	309.348	325.483	358.843	341.629	278.663	327.831	351.787
26	389.022	321.803	349.983	340.534	351.511	328.399	308.640	361.433	370.461
27	359.404	321.101	325.955	364.809	375.348	340.270	342.124	329.124	387.079
28	349.208	339.449	356.551	350.798	357.685	350.860	351.404	312.522	384.101
29	364.157	328.787	319.876	369.101	327.730	397.034	334.146	320.416	361.281
30	348.551	367.360	326.343	363.365	362.185	332.000	342.174	304.736	376.730
31	359.573	353.730	379.966	321.831	405.629	363.910	316.685	339.180	391.169
32	349.899	351.247	339.163	377.837	355.157	337.258	327.225	322.938	368.753
33	338.618	305.944	311.753	405.865	363.000	362.640	368.629	349.719	376.708
34	356.438	317.219	357.511	364.635	413.079	387.691	302.843	331.000	429.927
35	399.169	331.416	379.663	395.135	356.303	389.045	310.337	344.348	403.169
36	375.831	330.101	359.949	376.798	391.253	370.067	363.730	327.910	424.169
37	425.472	339.337	404.596	384.854	357.584	403.360	318.472	385.045	393.674
38	347.253	376.191	396.079	358.140	389.506	396.944	407.270	355.590	402.528
39	385.404	363.764	374.292	411.596	397.067	397.258	367.067	389.910	365.775
40	334.685	366.343	397.079	451.978	371.365	436.607	385.624	378.764	376.393
41	392.764	349.719	376.292	410.798	402.989	457.180	365.742	398.787	402.584
42	406.393	397.539	422.989	438.685	369.551	486.079	374.938	420.483	379.225
