 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	455.144	468.355	467.429	468.009	485.740	467.565	473.483	488.991	475.359	476.342
2	466.520	468.871	457.253	464.784	475.707	460.212	458.800	478.185	455.202	478.313
3	456.971	472.866	460.302	472.560	464.743	468.607	462.251	482.761	465.270	467.150
4	453.024	474.601	458.928	477.800	472.456	461.522	466.639	470.625	467.691	460.142
5	454.459	462.404	466.591	468.686	470.747	480.302	476.085	459.828	478.577	462.324
6	469.061	474.547	458.021	471.410	461.921	471.620	471.357	466.727	482.107	478.473
7	458.828	473.437	476.194	451.290	464.517	472.798	465.999	478.393	469.390	470.460
8	460.983	473.186	466.757	474.985	473.849	465.058	478.369	469.144	447.820	474.210
9	465.086	466.661	463.767	462.779	463.094	454.417	484.792	485.729	465.927	455.854
10	457.349	463.869	458.476	463.159	469.004	463.073	489.404	475.003	455.724	464.448
11	464.013	466.039	470.144	466.774	479.012	457.261	480.925	464.520	472.445	477.049
12	467.913	461.773	474.893	461.326	469.979	484.742	454.815	470.688	472.280	465.516
13	463.591	461.543	473.604	472.443	486.149	473.453	455.928	473.434	474.370	477.886
14	455.901	464.941	457.863	474.157	460.395	473.320	465.775	466.695	464.574	469.492
15	466.183	473.777	464.425	466.349	463.244	472.923	476.869	481.160	473.159	458.408
16	466.379	470.393	473.280	471.058	473.075	464.652	461.253	473.425	472.477	479.380
17	469.238	480.325	462.411	462.827	471.856	470.602	485.135	481.727	461.425	466.353
18	466.616	475.462	459.028	474.804	469.382	478.636	476.722	477.268	471.203	476.570
19	454.815	468.895	454.731	473.878	474.877	472.668	470.704	470.799	476.803	470.916
20	469.124	463.771	460.164	468.899	477.203	467.851	472.519	475.577	477.906	456.061
21	461.553	472.674	460.603	468.491	461.274	467.564	466.220	475.720	472.581	463.003
22	463.614	488.732	463.511	468.549	485.778	474.401	473.845	481.530	469.406	480.215
23	470.560	470.226	468.571	474.321	478.828	468.627	473.922	487.912	470.363	476.369
24	478.243	483.448	474.796	477.629	480.070	479.671	468.662	470.452	466.608	476.698
25	480.936	479.440	467.983	470.535	483.909	467.422	473.010	473.110	476.133	466.939
26	467.836	463.397	480.284	471.214	468.036	469.300	477.302	471.302	473.653	459.204
27	478.740	475.101	469.846	468.110	475.826	482.448	466.021	487.097	464.080	482.375
28	470.379	457.718	478.774	468.846	486.581	460.666	472.019	474.262	465.230	481.202
29	463.025	482.969	478.319	475.136	494.903	489.073	480.223	481.284	480.635	485.471
30	469.685	476.824	465.567	482.479	488.714	465.759	468.174	490.862	461.598	494.842
31	482.806	481.540	463.295	483.948	483.392	472.745	473.477	481.964	484.530	465.872
32	467.266	474.659	460.822	474.901	488.346	478.941	483.853	475.623	493.702	471.788
33	466.455	479.010	460.738	453.474	494.849	463.608	488.294	493.050	467.177	479.451
34	466.818	490.552	476.032	481.665	483.349	483.286	471.084	476.139	480.351	482.281
35	480.302	475.892	472.167	488.237	485.073	483.354	466.374	474.637	488.352	475.317
36	480.936	491.153	468.208	472.409	476.734	490.127	472.723	483.433	479.975	482.878
37	461.128	481.875	464.244	489.592	476.163	458.886	476.567	474.497	480.792	480.935
38	473.020	469.677	464.525	475.179	489.161	494.462	490.744	480.710	480.806	478.741
39	467.886	471.984	464.755	474.411	476.111	482.848	484.245	471.179	485.981	473.448
40	464.638	469.352	473.128	483.090	473.650	480.772	473.516	483.616	483.041	482.857
41	486.730	472.592	471.513	479.037	473.034	487.400	471.152	484.857	475.220	480.870
42	462.454	475.086	465.838	479.629	476.716	483.256	482.292	481.471	470.467	483.607
43	468.805	478.029	461.316	487.515	472.330	500.267	498.474	473.076	480.436	485.129
44	467.649	479.264	462.807	472.673	479.484	494.304	489.014	487.789	478.595	485.194
45	464.555	484.004	462.296	488.514	488.873	484.986	484.117	475.261	475.570	489.426
46	468.229	485.070	481.884	476.733	490.714	471.680	466.188	481.670	475.053	490.973
47	469.200	477.971	476.561	480.043	499.488	486.317	486.885	490.574	479.824	491.835
48	484.338	495.877	466.242	488.945	480.744	491.041	480.392	482.395	484.302	493.429
49	466.425	486.993	480.090	494.967	493.695	471.993	491.283	484.553	483.003	491.069
50	474.687	487.520	480.126	479.968	491.554	487.479	491.095	470.033	476.749	480.249
51	470.425	482.748	478.150	477.794	499.808	485.658	484.385	493.429	488.840	491.435
52	472.176	486.689	480.970	473.286	500.117	481.439	480.773	480.784	482.590	496.529
53	472.334	482.504	479.166	489.316	490.458	491.860	485.315	472.022	490.678	484.873
54	472.996	493.654	481.221	490.712	508.529	488.641	488.983	478.242	486.927	481.954
55	469.120	485.735	476.149	489.756	503.038	478.105	479.711	482.693	481.266	466.747
56	476.447	497.385	477.158	495.930	489.847	491.130	493.279	485.180	472.356	483.648
