 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13	Profile_Slice_14	Profile_Slice_15	Profile_Slice_16	Profile_Slice_17	Profile_Slice_18	Profile_Slice_19
31	243.574	243.574	235.647	230.975	234.685	232.241	233.417	237.281	230.124	237.680	237.297	224.100	238.586	227.615	227.848	226.456	238.067	235.554	230.243
32	241.606	241.606	234.408	233.781	231.911	234.770	236.027	239.955	231.307	232.391	231.356	224.601	228.162	231.632	230.121	222.796	228.535	228.917	229.867
33	237.566	237.566	239.294	240.473	243.835	229.682	238.548	230.578	232.913	226.957	238.938	232.259	226.194	234.694	234.903	235.872	231.715	241.430	230.487
34	230.405	230.405	233.710	232.792	245.159	230.734	231.537	239.256	228.139	229.337	232.132	227.657	226.317	231.398	232.657	233.878	234.965	234.759	230.195
35	238.008	238.008	242.348	229.067	237.041	224.229	232.908	238.448	237.697	234.284	235.303	230.730	239.376	242.438	236.532	236.699	237.095	245.265	228.754
36	245.133	245.133	238.747	234.924	233.387	223.636	236.768	236.038	236.928	230.843	238.848	229.811	236.956	237.029	236.864	233.088	242.526	247.621	241.898
37	240.249	240.249	241.082	244.762	237.480	234.752	236.576	243.937	230.527	239.027	236.265	236.801	249.647	233.893	231.899	230.631	244.986	240.831	240.127
38	241.257	241.257	239.322	241.002	239.164	236.994	238.298	234.716	237.336	238.074	242.437	237.859	245.106	241.732	238.839	235.002	244.999	247.487	238.243
39	235.081	235.081	243.120	250.052	236.435	234.696	242.755	222.329	239.955	242.638	238.548	234.732	243.562	236.802	238.872	239.964	242.443	241.563	239.751
40	244.807	244.807	243.585	239.396	245.845	239.909	241.893	243.138	244.080	250.435	244.760	241.329	242.277	241.957	237.535	255.374	239.403	250.757	237.213
41	245.923	245.923	254.265	242.249	242.243	240.380	244.928	247.783	244.555	243.652	248.958	245.254	246.713	247.334	236.999	246.729	244.365	242.714	248.846
42	244.185	244.185	249.739	244.800	239.056	238.563	244.108	249.774	245.649	253.114	247.472	251.586	249.969	243.375	239.753	242.286	245.616	245.170	238.045
43	242.259	242.259	247.391	244.463	243.743	235.931	248.661	249.398	248.560	237.032	243.037	241.252	250.896	243.393	244.309	246.009	244.030	249.622	245.356
44	255.487	255.487	247.166	250.033	247.698	245.102	235.085	244.298	248.518	248.037	241.365	240.843	256.449	251.535	243.982	248.418	245.703	248.202	249.303
45	254.720	254.720	244.809	243.569	252.370	254.331	240.443	246.349	256.804	248.224	252.128	253.410	258.533	249.714	241.310	246.924	253.847	251.400	254.363
46	254.245	254.245	241.343	249.828	242.668	254.977	242.834	248.154	246.341	248.882	262.816	235.661	255.987	251.677	248.346	244.586	251.672	252.874	253.912
47	251.875	251.875	252.515	250.320	249.719	243.174	254.315	251.558	252.166	246.827	254.507	243.073	250.252	248.065	247.104	250.759	244.130	253.829	259.093
48	252.530	252.530	253.965	243.206	249.963	246.300	261.559	248.823	256.908	258.167	249.437	256.352	252.912	255.718	251.942	251.118	253.554	263.086	252.896
49	254.202	254.202	249.666	251.084	249.920	240.299	254.980	249.937	253.030	251.541	251.002	253.180	258.146	254.905	258.186	246.884	255.495	261.004	253.608
50	250.873	250.873	250.863	265.232	258.151	245.603	252.717	250.237	252.284	256.874	250.137	252.720	250.558	252.962	263.502	243.407	257.130	253.437	264.276
51	259.894	259.894	252.016	255.365	260.996	255.089	252.538	259.602	251.194	259.123	250.899	245.449	250.913	258.135	252.376	258.521	256.537	264.626	256.278
52	255.971	255.971	251.137	249.525	251.021	254.405	251.552	261.022	254.393	257.933	255.730	250.442	255.196	257.449	255.802	256.309	266.280	268.889	251.774
53	254.429	254.429	256.116	250.281	250.985	255.882	251.946	251.735	258.947	262.992	255.546	256.186	266.648	258.416	251.949	255.147	264.788	271.597	263.739
54	252.373	252.373	256.412	250.182	248.030	256.476	256.389	254.610	254.463	264.267	266.071	252.722	259.822	262.754	259.335	272.023	256.998	272.270	264.278
55	256.550	256.550	257.039	265.271	257.262	260.426	260.312	253.704	265.330	260.208	266.483	260.594	259.283	275.553	264.060	273.465	263.649	269.505	269.337
56	253.885	253.885	268.224	264.664	269.450	254.220	255.700	257.889	259.807	254.989	262.635	255.088	258.557	266.642	262.861	257.751	267.352	272.371	270.819
57	265.201	265.201	266.231	268.023	263.190	263.723	258.303	262.436	266.298	265.969	266.723	256.076	262.402	266.474	258.521	267.207	268.037	268.701	273.689
58	270.529	270.529	273.027	259.871	259.727	273.927	256.227	259.913	266.970	267.315	261.022	260.971	264.165	269.964	256.683	273.440	267.570	280.740	269.258
59	260.090	260.090	271.554	256.380	265.828	258.627	251.816	256.688	262.415	260.361	266.156	264.018	264.958	273.558	262.627	265.557	280.390	283.860	271.290
60	275.367	275.367	274.567	274.245	272.899	263.524	270.578	273.211	266.213	266.831	274.949	268.363	273.002	272.561	266.199	275.871	275.525	279.339	278.810
61	276.783	276.783	272.447	263.480	273.021	268.827	263.231	276.758	272.927	276.394	280.019	270.919	266.078	271.842	263.751	269.966	273.900	276.135	280.489
62	282.820	282.820	268.211	271.382	270.223	271.360	270.665	279.208	267.180	273.941	278.953	271.384	275.014	273.605	264.869	273.152	274.791	270.322	281.343
63	278.470	278.470	275.478	267.457	273.168	274.324	273.845	274.206	267.453	274.102	286.325	275.196	278.894	279.019	266.251	273.617	280.874	287.092	280.909
64	286.331	286.331	271.898	282.066	266.828	275.544	267.486	279.088	276.680	282.631	290.732	280.632	280.660	284.134	278.219	277.036	282.932	284.741	284.814
65	282.166	282.166	274.277	278.743	273.824	273.431	275.117	274.108	270.387	284.355	294.029	278.505	276.989	279.398	278.932	281.109	285.873	294.613	287.109
66	279.001	279.001	274.499	278.991	274.410	269.002	277.517	276.103	271.921	286.256	284.436	279.944	281.251	290.829	282.830	278.745	280.441	303.926	292.771
67	284.597	284.597	274.942	268.244	282.553	263.645	268.692	287.208	271.462	286.091	279.421	276.521	276.549	291.065	284.125	283.414	295.057	298.119	289.209
68	285.034	285.034	288.458	277.443	295.229	264.073	269.753	287.023	268.518	283.549	283.477	275.901	289.254	287.325	279.748	288.787	281.237	298.805	288.367
69	293.424	293.424	300.111	284.180	272.694	277.624	272.362	286.554	282.506	291.413	291.233	281.309	293.014	296.515	291.842	291.447	292.986	303.795	289.802
70	295.646	295.646	294.129	284.783	281.621	279.123	281.312	282.695	291.367	293.750	296.465	285.945	289.163	295.665	294.427	301.463	296.070	307.662	306.678
71	292.327	292.327	292.115	293.413	286.093	291.256	279.937	284.702	290.528	301.146	294.909	287.056	291.290	288.854	295.187	305.611	286.759	320.222	309.803
72	298.110	298.110	299.850	290.671	281.735	282.994	288.813	292.519	281.142	310.084	308.010	287.158	302.402	293.919	301.590	298.836	297.645	316.343	314.232
73	305.472	305.472	293.236	289.719	295.190	280.802	295.202	297.663	289.270	309.115	313.246	288.785	298.963	311.551	302.571	306.831	312.225	319.625	315.183
74	301.761	301.761	285.511	298.101	289.201	290.625	294.690	299.101	291.717	294.948	302.361	282.670	297.272	307.514	300.515	306.832	315.490	324.574	315.429
75	302.347	302.347	294.423	305.880	295.628	290.444	294.593	290.921	293.831	294.144	306.906	294.339	308.501	304.173	299.594	313.114	328.606	332.792	312.169
76	298.363	298.363	303.128	310.379	291.607	292.354	296.366	300.928	293.416	311.266	313.861	311.986	304.243	308.310	307.952	319.092	324.469	332.567	330.702
77	306.018	306.018	310.222	299.224	292.623	290.863	303.265	308.002	295.313	302.436	304.439	310.301	308.529	297.887	303.988	327.584	323.465	339.617	334.365
78	306.880	306.880	308.215	295.857	298.270	300.780	302.386	315.176	307.482	309.864	309.343	306.914	311.777	307.128	312.129	331.907	333.760	335.783	333.881
79	308.021	308.021	311.782	304.821	315.423	294.969	303.396	313.685	304.403	311.836	318.774	304.769	302.881	316.113	315.526	343.980	327.719	325.543	329.015
80	308.822	308.822	306.341	317.026	307.504	304.098	303.085	311.558	295.376	323.054	318.033	305.329	302.971	314.426	315.315	332.574	335.818	342.454	326.254
81	314.050	314.050	307.739	315.593	304.021	301.520	300.615	314.063	298.130	313.786	331.774	307.648	320.933	324.084	320.355	332.764	339.925	358.506	336.430
82	318.630	318.630	314.614	312.762	307.823	306.368	304.979	319.479	310.577	328.711	337.518	303.100	323.775	325.159	327.485	341.770	340.554	351.184	340.416
83	316.721	316.721	315.490	310.068	319.267	300.161	317.843	327.231	315.638	330.288	330.663	312.592	324.056	325.552	323.575	342.165	340.115	351.046	337.910
84	311.565	311.565	317.151	311.878	320.301	304.744	321.006	323.545	319.337	341.600	330.782	316.835	318.475	334.237	332.836	346.123	356.721	369.889	346.599
85	321.987	321.987	334.216	330.208	329.266	313.419	325.277	330.197	334.972	341.467	331.593	327.482	333.505	347.219	340.226	355.152	370.006	388.944	363.864
86	334.388	334.388	336.242	334.506	325.040	325.106	322.351	333.791	331.254	340.251	335.573	323.225	353.379	342.146	341.191	369.931	383.005	392.878	387.328
87	346.204	346.204	340.025	332.001	325.483	316.886	326.712	348.469	341.192	345.398	355.227	336.009	369.465	360.677	354.232	377.530	395.713	405.585	390.446
88	339.872	339.872	338.613	346.080	335.102	322.126	339.846	353.196	338.800	347.155	362.061	345.022	370.537	358.038	364.275	400.094	423.504	416.254	395.982
89	342.165	342.165	347.395	339.432	339.031	325.181	345.183	345.026	352.938	372.209	378.849	352.451	365.533	357.543	377.646	418.119	431.928	433.887	422.834
90	357.681	357.681	340.957	344.970	335.037	314.599	340.712	348.801	345.937	365.930	370.186	370.972	382.101	378.778	392.579	435.100	471.659	458.930	441.827
91	357.487	357.487	359.308	347.331	350.809	338.084	357.081	354.210	351.893	377.502	372.071	365.809	387.780	389.915	408.783	444.111	478.943	479.782	459.987
92	367.064	367.064	351.382	348.855	353.286	346.797	356.972	358.848	343.184	377.513	382.899	363.573	399.882	407.258	419.007	467.309	489.844	493.123	461.110
93	356.763	356.763	359.447	343.783	357.671	338.858	358.482	370.709	358.118	394.574	387.699	373.687	410.958	399.868	444.902	464.972	495.599	488.488	473.633
94	354.965	354.965	374.619	355.498	364.515	330.333	369.619	367.711	365.279	402.276	399.909	376.614	421.838	411.050	464.634	497.231	509.067	499.347	492.399
95	366.987	366.987	375.807	363.570	354.590	346.572	361.012	381.381	388.146	418.698	418.116	378.255	431.376	439.830	466.626	489.600	519.166	519.216	502.286
96	379.809	379.809	368.141	373.213	361.418	365.607	373.539	393.527	393.095	436.064	417.000	397.757	452.086	473.470	488.240	509.711	513.717	508.764	496.796
97	397.223	397.223	378.917	380.746	382.774	362.583	373.602	389.851	410.606	457.971	440.782	410.072	468.854	480.715	501.282	527.279	503.887	518.327	492.824
98	416.616	416.616	397.330	385.785	385.487	373.323	380.208	410.399	410.089	472.287	445.093	410.797	481.219	501.595	518.765	520.275	492.088	505.236	475.027
99	433.385	433.385	422.999	382.654	393.513	376.989	396.654	428.025	431.621	495.750	464.906	424.529	490.467	530.172	529.084	496.239	485.979	491.859	453.250
100	456.970	456.970	430.337	392.249	400.647	368.630	416.748	435.390	441.292	503.021	495.647	438.771	502.657	535.844	531.649	477.849	485.950	473.724	443.201
101	486.927	486.927	462.982	408.436	400.136	397.370	434.611	456.055	463.594	524.852	511.995	457.416	514.995	523.797	517.399	469.743	460.070	464.534	440.596
102	507.788	507.788	504.927	430.620	426.741	395.703	427.849	470.155	488.716	519.614	513.792	457.157	492.120	522.175	499.097	461.922	456.378	439.013	454.104
103	546.520	546.520	520.197	432.627	421.826	400.569	436.061	479.842	483.186	530.333	537.330	466.175	470.524	491.470	475.001	441.582	455.844	441.162	440.393
104	565.226	565.226	543.758	454.110	438.568	416.826	448.205	497.958	500.199	549.470	523.828	484.989	452.203	482.692	470.993	428.841	463.701	441.318	443.494
105	569.783	569.783	542.920	473.380	469.082	424.843	463.532	508.704	525.378	546.934	543.400	500.598	435.777	471.069	459.769	442.144	452.599	440.913	430.582
106	563.753	563.753	530.804	490.749	482.596	451.988	484.911	516.835	545.804	526.078	556.847	515.169	440.232	461.550	450.306	427.143	456.587	451.996	430.888
107	554.982	554.982	521.554	495.313	487.863	454.141	500.523	536.288	553.221	519.983	546.119	503.517	444.995	449.884	433.090	430.589	467.441	455.307	439.663
108	535.139	535.139	504.547	522.813	515.880	480.681	514.618	549.882	547.135	505.111	522.152	517.714	440.653	457.005	450.434	451.232	459.409	460.173	450.876
109	511.750	511.750	496.018	523.553	535.084	482.639	506.603	554.018	545.207	505.792	511.324	516.372	454.353	453.053	454.698	435.694	455.532	445.674	449.257
110	495.511	495.511	475.979	515.195	546.748	486.673	512.637	533.592	512.975	503.995	511.081	500.639	447.487	450.327	437.256	446.762	455.059	451.626	444.158
111	496.811	496.811	487.314	508.712	551.487	503.909	511.097	522.043	499.372	499.947	508.459	510.167	461.497	456.135	440.328	451.807	460.257	439.621	449.174
112	478.137	478.137	475.121	519.053	537.420	512.770	510.956	507.434	475.389	498.903	504.095	489.846	449.873	478.403	430.705	443.176	444.066	458.981	455.506
113	457.743	457.743	463.991	491.975	497.636	507.638	493.306	480.192	465.705	490.777	509.374	502.574	461.314	468.072	449.655	435.093	440.518	454.773	444.292
114	450.623	450.623	447.259	474.314	467.287	508.260	502.107	489.976	449.740	487.574	501.639	478.063	465.365	464.649	427.630	455.806	438.541	463.932	444.801
115	458.603	458.603	456.038	451.059	471.654	499.581	484.059	475.185	458.642	482.607	503.573	487.290	453.293	463.975	445.388	457.820	452.836	479.323	434.583
116	464.481	464.481	455.553	461.826	463.973	481.320	478.658	452.534	457.178	476.059	514.985	483.860	462.644	464.876	442.831	452.115	443.557	478.043	449.779
117	463.519	463.519	452.372	461.117	461.154	469.101	465.052	447.723	468.049	462.583	508.149	478.657	469.684	469.424	450.185	456.286	440.142	475.975	460.796
118	448.403	448.403	453.272	450.947	452.907	459.852	461.682	450.175	459.327	468.279	492.322	493.699	463.273	473.501	446.556	466.051	445.239	460.326	453.665
119	458.273	458.273	452.273	458.566	451.126	441.584	455.359	453.427	462.522	470.459	499.089	486.471	460.053	467.588	454.975	469.205	443.602	478.954	464.802
120	468.752	468.752	446.619	454.686	464.589	447.371	459.121	458.225	469.717	467.907	482.053	478.795	470.620	488.961	459.318	456.278	461.249	485.956	472.778
121	448.217	448.217	444.018	439.087	465.823	445.819	473.943	458.499	446.163	485.938	474.521	460.395	465.297	483.610	461.992	455.695	482.921	487.020	479.221
122	450.219	450.219	441.948	440.311	450.228	447.727	452.256	450.462	462.887	478.935	471.900	454.940	468.194	472.691	462.668	457.417	478.723	504.905	487.992
123	445.638	445.638	429.593	449.537	446.246	443.974	444.256	458.863	462.315	475.008	484.898	466.351	467.943	486.598	470.985	475.926	487.046	503.773	489.051
124	449.759	449.759	438.078	442.730	453.377	452.425	450.726	454.966	449.618	471.838	473.616	454.884	462.747	469.881	482.232	487.543	500.174	524.406	502.664
125	448.590	448.590	449.982	449.368	444.817	446.204	445.424	450.836	440.040	483.962	475.095	459.454	462.916	472.076	470.809	479.985	518.443	524.756	496.575
126	441.784	441.784	456.266	448.080	439.368	453.435	446.477	448.823	423.591	479.434	469.871	457.123	465.391	476.486	473.105	486.030	513.966	519.830	496.398
127	441.661	441.661	454.478	455.612	440.195	454.151	439.985	448.916	433.331	481.280	471.261	472.685	464.289	475.127	477.252	470.851	524.358	523.715	496.954
128	436.029	436.029	446.637	441.516	433.227	433.833	434.439	444.437	448.874	479.791	461.806	470.375	468.161	478.672	478.751	453.096	529.738	497.062	494.425
129	442.360	442.360	439.042	456.560	439.920	445.122	447.443	440.206	446.938	470.454	479.740	467.954	458.389	474.078	457.306	441.133	504.905	475.285	488.490
130	453.334	453.334	452.884	458.854	448.405	439.500	450.423	440.585	446.177	487.885	488.610	485.629	451.205	469.915	478.546	443.873	495.505	479.612	458.496
131	445.404	445.404	438.098	448.467	444.517	445.113	445.858	443.799	440.622	480.025	466.055	472.292	465.359	493.541	453.707	437.779	465.705	450.934	444.384
132	441.939	441.939	446.773	462.690	434.007	458.647	444.726	443.535	462.202	491.117	490.856	477.133	467.149	481.787	469.917	421.794	448.199	432.428	427.180
133	445.545	445.545	442.533	458.084	426.034	451.677	439.785	436.301	462.100	489.309	478.326	474.359	464.536	465.124	438.789	418.193	430.545	412.483	415.476
134	452.502	452.502	451.741	461.648	441.263	466.665	440.453	443.424	454.866	484.803	463.935	456.167	456.073	457.968	439.000	422.111	425.774	426.419	423.269
135	460.207	460.207	439.033	447.218	431.191	447.885	430.952	446.019	445.797	486.036	461.571	454.013	440.112	447.750	431.812	419.489	418.825	426.722	412.706
136	465.120	465.120	441.187	468.358	430.230	445.394	439.618	439.732	464.145	481.247	471.901	461.633	443.192	444.413	431.888	401.112	416.249	414.293	418.978
137	463.968	463.968	450.346	452.005	436.309	452.338	436.676	430.044	479.175	469.850	461.858	445.089	452.296	443.285	411.825	401.553	414.141	423.282	412.413
138	453.182	453.182	442.650	448.771	454.180	443.004	445.144	437.304	476.405	471.082	458.418	442.214	448.603	433.670	419.141	397.885	412.820	422.375	408.829
139	458.213	458.213	445.214	466.047	446.866	431.313	461.343	442.250	461.004	460.263	464.008	448.203	451.552	437.993	412.097	414.380	425.675	421.239	403.371
140	469.655	469.655	444.820	475.381	450.032	438.217	443.394	439.174	464.154	448.313	461.384	429.547	438.926	432.540	411.156	409.524	410.985	426.229	401.635
141	468.295	468.295	445.448	461.146	446.313	439.757	450.770	439.088	465.443	440.371	453.349	446.277	444.525	432.320	417.976	413.059	411.481	413.393	397.446
142	462.036	462.036	455.021	470.962	447.878	441.258	446.923	443.971	452.599	445.387	455.809	452.632	432.493	434.467	404.072	404.282	400.544	419.580	397.809
143	463.685	463.685	446.445	471.131	449.721	459.520	443.689	435.162	453.589	441.097	445.481	452.900	424.152	420.146	406.769	420.822	404.708	414.987	406.346
144	467.394	467.394	454.795	467.219	451.461	446.842	438.003	447.710	447.701	423.809	447.240	447.861	429.220	436.194	415.411	414.023	402.281	413.742	414.216
145	474.065	474.065	458.313	451.680	441.909	448.581	438.591	458.935	441.034	438.718	433.332	422.335	427.244	427.833	419.299	417.918	409.842	410.742	403.507
146	477.414	477.414	456.098	460.963	445.883	437.770	442.810	443.127	443.425	427.075	435.071	412.172	422.710	428.792	412.735	409.440	399.437	420.647	393.320
147	473.845	473.845	446.251	451.671	432.135	433.450	431.777	446.059	431.833	430.222	418.133	413.419	421.854	431.061	415.257	404.295	400.006	417.861	392.837
148	457.331	457.331	437.058	442.369	435.900	437.034	434.104	443.153	442.810	431.846	440.888	416.577	423.953	425.331	410.172	412.433	408.116	419.077	402.493
149	468.289	468.289	448.993	459.523	443.757	439.479	434.822	453.529	444.207	425.127	436.371	415.156	420.112	429.292	408.800	412.253	416.600	418.033	400.805
150	469.085	469.085	453.821	448.750	440.652	447.142	439.660	445.348	429.711	434.372	435.711	405.905	415.904	424.754	414.918	396.359	422.114	425.203	412.782
151	470.778	470.778	452.002	455.764	436.650	439.061	443.649	440.623	429.237	428.388	444.334	418.695	423.807	428.428	415.640	403.631	408.942	407.393	411.990
152	473.810	473.810	443.722	433.909	425.837	426.014	437.606	437.521	434.672	407.126	430.196	416.472	425.422	427.372	414.477	410.313	418.803	412.037	417.524
153	482.440	482.440	435.981	433.175	434.948	429.711	435.649	443.747	432.152	427.403	436.222	418.721	428.513	423.308	407.745	418.918	429.576	420.379	425.548
154	476.731	476.731	445.097	422.155	435.433	438.413	428.646	453.139	429.922	430.994	429.071	425.907	414.142	430.172	419.310	422.430	423.575	405.829	417.635
155	473.406	473.406	441.482	441.592	423.368	424.410	435.169	449.217	438.902	422.691	432.446	426.876	417.646	438.118	414.359	408.251	417.746	418.668	408.816
156	475.624	475.624	446.596	442.882	430.206	432.916	427.515	437.656	430.507	423.864	426.317	426.158	415.769	437.148	415.716	411.599	419.959	437.968	399.464
157	461.611	461.611	434.002	447.446	431.557	423.992	433.898	440.921	435.930	409.732	442.358	415.656	419.200	431.686	406.228	418.409	440.699	437.606	406.726
158	474.808	474.808	433.235	440.362	446.942	422.191	429.896	434.140	412.591	416.643	427.100	424.061	430.077	441.145	413.190	410.899	434.814	427.170	411.754
159	466.584	466.584	432.670	452.362	433.875	431.354	435.052	448.193	433.050	416.307	431.990	430.323	422.407	441.350	425.448	428.844	412.192	423.843	412.255
160	462.870	462.870	443.345	442.963	436.150	414.140	432.962	445.570	427.114	422.052	445.142	417.704	430.933	441.868	426.159	428.465	429.097	424.939	418.501
161	468.060	468.060	438.618	439.079	434.407	430.209	439.818	451.126	421.476	425.526	441.429	435.248	430.872	427.467	423.509	437.374	430.273	434.982	419.129
162	449.138	449.138	441.959	448.475	442.652	431.133	434.345	450.957	430.190	433.375	437.331	430.340	424.026	443.191	432.730	446.708	416.756	437.185	424.264
163	474.235	474.235	442.551	448.868	443.786	421.864	433.361	451.222	436.982	434.572	428.882	418.717	427.822	445.209	440.873	442.842	434.116	436.508	435.957
164	476.373	476.373	440.030	431.069	423.135	422.024	445.262	444.668	428.440	450.379	450.363	418.098	427.178	450.838	436.860	438.131	436.706	457.284	425.565
165	458.574	458.574	438.177	432.454	428.131	411.148	448.391	449.775	432.704	457.862	445.578	432.721	433.917	455.169	449.003	431.012	444.927	453.024	447.934
166	457.667	457.667	441.074	439.721	430.540	417.935	435.939	459.122	434.679	446.344	445.039	423.304	444.863	444.495	447.072	443.799	441.231	459.160	441.256
167	456.957	456.957	435.148	449.133	434.678	424.051	444.814	449.058	439.834	456.481	454.532	427.291	449.832	458.333	434.498	441.318	456.568	455.590	436.128
