 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3
131	268.446	257.553	253.949
132	270.045	248.452	253.683
133	260.495	254.351	254.772
134	250.363	249.658	253.656
135	243.100	252.091	251.254
136	253.243	259.599	249.598
137	248.091	245.857	251.060
138	247.844	254.271	260.348
139	248.403	257.760	252.211
140	248.770	254.456	240.821
141	254.742	251.211	243.488
142	248.346	258.450	247.872
143	244.100	255.314	246.936
144	244.305	247.546	254.350
145	243.831	247.681	250.542
146	249.664	251.345	250.487
147	254.992	245.940	251.603
148	259.672	252.315	249.487
149	253.645	248.805	251.656
150	254.566	253.188	246.660
151	247.445	251.802	250.218
152	242.178	257.789	256.131
153	251.688	256.629	254.174
154	246.269	256.884	244.769
155	249.558	247.577	246.788
156	249.067	243.497	247.078
157	247.924	241.124	245.754
158	252.741	256.122	245.050
159	244.930	252.471	245.489
160	245.234	237.139	252.496
161	246.006	240.856	242.043
162	240.455	238.193	237.220
163	239.049	242.262	244.529
164	242.438	237.413	251.414
165	241.230	243.798	243.350
166	241.173	239.918	243.373
167	240.618	241.284	239.538
168	237.175	249.060	250.360
169	243.099	253.921	248.050
170	242.478	243.761	239.843
171	244.735	238.642	236.363
172	245.404	241.947	246.809
173	242.789	236.963	240.968
174	234.671	243.252	242.772
175	234.297	238.744	243.156
176	240.157	235.305	241.822
177	241.922	237.537	237.589
178	246.177	238.518	235.668
179	248.853	248.541	243.339
180	245.174	246.297	234.774
181	245.657	242.061	238.374
182	247.014	238.820	238.479
183	239.933	239.256	232.775
184	243.504	247.251	237.643
185	246.709	235.113	242.410
186	237.689	235.192	239.992
187	245.301	238.543	238.188
188	245.677	236.419	245.733
189	235.015	237.385	242.731
190	245.686	243.331	233.688
191	242.082	240.149	242.183
192	245.153	235.091	242.236
193	255.331	246.607	239.446
194	253.124	237.557	243.316
195	235.984	242.125	246.004
196	240.422	243.915	247.620
197	254.084	235.854	240.488
198	232.786	232.468	240.870
199	241.386	232.236	239.948
200	237.400	236.141	236.834
201	234.510	244.163	229.377
202	240.537	237.093	227.247
203	241.026	237.523	230.740
204	240.026	231.810	234.228
205	242.640	241.057	232.840
206	238.844	236.264	240.287
207	246.238	240.550	231.644
208	244.986	235.065	241.256
209	239.886	231.301	236.912
210	234.981	233.950	232.083
211	235.726	238.624	236.170
212	231.276	241.525	237.218
213	234.439	239.825	231.376
214	232.163	239.249	234.655
215	243.166	243.940	243.236
216	235.504	239.236	236.670
217	239.516	235.521	236.197
218	236.511	238.650	237.596
219	232.346	234.401	234.273
220	233.776	238.753	234.812
221	240.778	232.694	239.444
222	240.248	237.774	239.654
223	236.849	244.190	236.839
224	243.456	236.169	237.551
225	231.810	238.395	235.849
226	240.437	234.778	233.240
227	236.519	234.184	236.791
228	240.589	231.040	236.261
229	243.068	246.358	237.784
230	229.836	235.399	236.470
231	238.463	235.607	233.420
232	233.066	244.976	230.974
233	235.228	238.807	237.390
234	243.242	236.519	237.897
235	236.025	232.691	240.675
236	233.852	234.171	235.607
237	234.817	243.626	239.428
238	240.785	236.724	233.452
239	241.562	236.085	229.630
240	236.658	224.153	233.999
241	233.450	234.104	238.381
242	236.756	234.042	235.222
243	234.919	237.071	240.745
244	235.933	245.704	235.630
245	233.548	231.651	224.472
246	230.066	236.461	224.787
247	239.570	232.418	229.362
248	234.765	234.446	234.243
249	238.080	238.130	237.004
250	239.308	237.692	234.257
251	246.474	228.439	235.689
252	237.202	233.227	230.426
253	238.301	238.398	236.576
254	230.705	230.617	234.309
255	228.362	231.581	233.594
256	235.616	221.605	225.480
257	242.727	230.493	238.704
258	238.333	236.800	234.735
259	232.533	240.872	232.457
260	239.308	243.693	226.107
261	238.167	233.812	237.751
262	237.265	232.724	221.514
263	228.681	233.306	226.079
264	230.434	237.447	229.205
265	238.699	229.715	238.296
266	233.847	236.483	230.940
267	234.462	236.907	237.759
268	232.292	234.536	231.558
269	232.066	234.702	229.489
270	234.233	229.480	241.981
271	237.489	227.128	234.291
272	243.374	231.283	234.459
273	235.061	233.154	233.907
274	238.261	238.665	225.396
275	230.380	239.478	223.408
276	233.095	229.335	229.614
277	238.118	237.651	223.960
278	238.915	234.669	226.581
279	231.378	234.429	232.664
280	230.242	239.567	232.364
281	233.591	226.752	235.446
282	231.771	233.273	236.190
283	227.711	231.110	229.337
284	237.075	231.780	229.248
285	237.723	235.768	237.351
286	235.813	227.942	231.292
287	230.212	226.257	226.115
288	232.118	232.129	229.572
289	230.319	234.085	227.660
290	226.935	230.352	227.438
291	234.275	236.199	236.467
292	234.235	235.011	236.972
293	237.447	233.938	228.194
294	241.947	233.846	233.625
295	239.628	237.491	227.305
296	242.592	242.592	244.250
297	236.254	236.254	244.079
298	241.154	241.154	238.276
299	247.116	247.116	241.896
300	249.910	249.910	246.672
301	241.422	241.422	244.202
302	237.538	237.538	246.027
303	245.366	245.366	236.772
304	248.777	248.777	247.584
305	240.079	240.079	241.189
306	232.336	232.336	234.096
307	239.063	239.063	238.578
308	246.084	246.084	238.180
309	236.845	236.845	244.052
310	237.591	237.591	244.104
311	235.738	235.738	233.523
312	242.873	242.873	235.551
313	244.230	244.230	239.120
314	245.530	245.530	242.204
315	245.254	245.254	248.375
316	240.487	240.487	244.672
317	239.035	239.035	245.303
318	243.186	243.186	242.411
319	240.865	240.865	238.228
320	241.372	241.372	244.840
321	239.581	239.581	241.366
322	244.805	244.805	240.518
323	237.880	237.880	246.488
324	235.875	235.875	241.136
325	229.856	229.856	241.715
326	234.372	234.372	245.529
327	237.519	237.519	235.455
328	235.199	235.199	236.556
329	240.880	240.880	247.950
330	241.992	241.992	243.021
331	239.255	239.255	236.298
332	231.912	231.912	237.618
333	232.209	232.209	238.825
334	249.348	249.348	248.000
335	250.156	250.156	244.034
336	240.390	240.390	243.185
337	241.197	241.197	244.429
338	240.997	240.997	245.831
339	232.175	232.175	239.832
340	241.431	241.431	240.934
341	240.783	240.783	236.767
342	238.429	238.429	231.607
343	235.010	235.010	231.036
344	244.620	244.620	228.862
345	238.514	238.514	230.375
346	242.643	242.643	242.511
347	247.248	247.248	244.971
348	238.974	238.974	251.771
349	237.000	237.000	247.409
350	243.460	243.460	245.293
351	248.531	248.531	238.850
352	239.601	239.601	246.283
353	240.688	240.688	245.242
354	239.148	239.148	238.123
355	239.676	239.676	243.551
356	241.427	241.427	246.680
357	239.663	239.663	237.603
358	244.365	244.365	241.493
359	238.350	238.350	243.764
360	235.308	235.308	249.223
361	240.792	240.792	237.792
362	242.285	242.285	237.281
363	250.761	250.761	239.324
364	244.664	244.664	240.370
365	242.147	242.147	237.791
366	242.511	242.511	238.758
367	235.956	235.956	240.835
368	231.558	231.558	240.767
369	239.252	239.252	235.456
370	240.521	240.521	229.766
371	238.850	238.850	236.298
372	243.099	243.099	245.360
373	238.172	238.172	243.265
374	241.695	241.695	257.493
375	244.261	244.261	244.032
376	241.581	241.581	236.831
377	247.597	247.597	246.948
378	245.264	245.264	243.332
379	239.856	239.856	236.661
380	236.880	236.880	235.811
381	238.238	238.238	233.316
382	240.237	240.237	238.493
383	251.262	251.262	241.470
384	242.352	242.352	237.744
385	239.227	239.227	234.909
386	238.605	238.605	239.509
387	243.727	243.727	247.194
388	240.503	240.503	249.058
389	246.766	246.766	243.035
390	246.764	246.764	246.688
391	238.247	238.247	243.192
392	240.475	240.475	240.992
393	241.452	241.452	240.370
394	246.323	246.323	239.842
395	239.665	239.665	231.675
396	250.732	250.732	233.972
397	249.147	249.147	247.315
398	244.397	244.397	246.877
399	244.781	244.781	239.070
400	241.781	241.781	234.837
401	250.449	250.449	242.656
402	247.312	247.312	237.658
403	244.327	244.327	243.971
404	245.010	245.010	240.491
405	235.786	235.786	241.095
406	246.080	246.080	238.615
407	237.768	237.768	236.803
