 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11
1	186.923	186.923	188.985	184.686	192.213	183.688	192.698	190.320	182.055	194.598	191.861
2	192.900	192.900	187.231	183.613	192.102	190.267	190.114	185.909	188.541	190.668	179.183
3	190.519	190.519	188.514	188.184	184.704	187.535	184.012	186.881	187.148	191.295	183.823
4	189.617	189.617	184.040	185.896	192.117	186.123	182.847	184.242	184.506	190.575	189.618
5	194.379	194.379	181.284	190.431	188.441	189.549	188.255	186.304	182.546	188.980	192.370
6	188.609	188.609	189.730	188.998	194.538	183.042	194.057	194.131	189.152	188.440	185.213
7	190.475	190.475	192.967	188.680	192.866	179.461	188.291	192.832	187.175	190.277	181.285
8	194.313	194.313	190.841	189.704	186.469	183.723	185.439	184.611	186.127	187.618	191.280
9	193.873	193.873	186.778	190.113	185.382	185.553	190.337	187.106	188.154	186.012	190.160
10	192.502	192.502	188.694	191.693	188.590	184.914	192.264	187.187	193.102	189.853	194.113
11	189.034	189.034	189.696	185.388	187.691	184.913	193.256	183.734	193.482	183.986	195.038
12	194.692	194.692	198.043	190.439	190.461	188.415	190.449	185.852	196.027	186.883	197.187
13	187.202	187.202	193.568	191.557	187.088	191.064	190.977	189.055	192.387	190.117	189.225
14	187.298	187.298	193.476	189.294	186.954	189.580	193.646	191.338	190.917	197.178	188.928
15	189.269	189.269	190.704	187.646	189.203	190.112	198.651	195.918	196.353	195.654	191.214
16	184.593	184.593	189.591	190.203	186.481	191.818	196.087	191.383	193.023	197.336	192.486
17	190.558	190.558	184.514	189.004	187.647	189.364	190.126	190.930	189.283	197.448	195.938
18	189.214	189.214	182.512	191.816	184.763	191.287	195.387	193.427	188.630	201.953	196.644
19	188.292	188.292	185.046	190.527	186.681	185.735	198.224	198.013	196.412	196.723	196.117
20	191.953	191.953	191.756	184.818	187.605	185.824	193.814	192.354	186.144	200.322	199.888
21	197.715	197.715	188.207	186.913	188.100	191.425	199.516	196.967	189.679	202.750	201.615
22	191.663	191.663	186.164	185.853	189.594	191.729	190.652	189.725	187.476	200.151	194.003
23	191.104	191.104	187.659	187.063	193.413	185.842	190.055	190.395	189.110	196.908	195.120
24	189.741	189.741	184.928	188.151	183.535	185.598	192.255	188.040	185.920	196.702	191.897
25	189.373	189.373	187.317	189.555	189.056	187.434	190.494	186.202	189.086	190.708	190.895
26	195.110	195.110	186.328	196.161	183.835	180.991	185.562	185.392	188.056	189.415	189.938
27	194.801	194.801	188.440	191.564	190.924	187.022	193.100	188.111	185.828	192.242	192.174
28	195.496	195.496	189.380	193.928	194.528	191.168	191.123	183.433	188.462	186.359	194.774
29	192.525	192.525	190.396	200.031	189.337	188.572	188.831	191.757	188.779	193.780	188.687
30	191.872	191.872	190.587	190.031	192.500	187.631	188.430	184.019	188.695	196.529	189.591
31	194.871	194.871	187.718	192.519	195.195	191.432	190.448	185.769	188.511	189.055	193.658
32	197.361	197.361	188.688	193.023	196.702	185.278	192.368	190.372	191.118	194.975	190.627
33	192.966	192.966	192.745	193.428	188.983	192.899	189.498	190.941	194.788	194.089	194.220
34	193.371	193.371	185.653	188.492	186.895	186.758	192.088	184.033	187.819	188.440	193.239
35	200.135	200.135	190.674	189.693	196.769	190.506	193.968	184.723	184.737	194.881	191.056
36	191.445	191.445	192.546	190.742	193.470	191.298	195.595	187.825	185.838	191.893	197.985
37	189.023	189.023	191.618	190.156	184.509	191.863	195.085	192.062	189.356	191.220	195.449
38	191.346	191.346	184.472	188.937	187.269	191.918	187.197	192.943	186.522	189.330	191.726
39	193.190	193.190	190.746	197.294	183.783	189.868	187.832	193.439	189.998	191.502	192.578
40	184.044	184.044	187.680	195.972	187.883	192.160	192.811	188.263	187.488	189.996	189.172
41	181.709	181.709	187.953	193.809	191.018	189.063	195.894	184.057	183.451	190.455	188.909
42	180.048	180.048	192.463	185.200	193.681	189.325	183.548	185.841	184.770	188.421	200.150
43	181.380	181.380	191.972	188.088	186.654	183.533	185.973	183.931	183.942	183.265	195.494
44	185.422	185.422	189.346	189.380	191.989	189.969	191.120	185.592	188.135	187.612	185.804
45	186.550	186.550	193.806	194.167	199.336	195.277	194.894	190.895	192.620	189.097	188.904
46	185.518	185.518	188.888	184.847	193.860	194.638	185.781	187.867	187.776	191.694	192.890
47	188.217	188.217	191.642	189.695	191.446	190.751	186.642	192.430	192.019	192.828	195.640
48	185.434	185.434	187.956	193.138	196.074	192.063	188.226	193.584	204.482	194.139	192.972
49	179.967	179.967	192.287	191.529	197.157	189.258	193.713	191.711	202.791	194.609	189.843
50	181.772	181.772	186.590	189.222	195.398	202.196	194.500	192.053	197.880	195.277	195.418
51	184.107	184.107	186.707	192.715	197.428	197.049	190.028	195.143	196.487	191.389	200.830
52	185.985	185.985	194.776	190.744	194.584	198.448	190.481	192.778	197.362	196.291	201.729
53	181.085	181.085	194.805	189.438	196.525	196.942	192.185	195.129	200.332	197.048	199.303
54	187.752	187.752	190.898	190.781	197.370	194.254	189.291	197.185	204.315	197.268	196.979
55	190.254	190.254	198.381	195.722	191.113	192.405	188.833	196.920	199.415	202.197	196.624
56	190.932	190.932	192.371	194.355	187.744	195.462	190.361	197.268	197.788	206.948	196.645
57	190.423	190.423	191.466	194.653	193.473	201.398	190.262	195.575	199.710	202.936	203.562
58	195.039	195.039	190.181	193.956	194.656	198.154	196.526	195.021	200.224	202.109	200.736
59	197.735	197.735	192.733	193.589	194.522	193.785	196.290	195.188	190.564	201.082	197.502
60	192.328	192.328	186.326	194.743	195.109	193.804	193.894	194.838	195.133	202.752	203.561
61	191.449	191.449	191.258	191.626	193.669	195.570	192.034	192.530	198.732	198.412	203.744
62	194.574	194.574	191.691	197.288	192.764	193.309	192.795	190.808	191.271	196.417	202.138
63	193.906	193.906	197.389	190.294	191.335	192.848	191.941	187.584	190.282	199.386	200.759
64	202.778	202.778	191.270	194.484	194.405	191.603	201.696	188.879	200.041	195.990	194.385
65	197.989	197.989	189.559	195.700	194.205	193.650	199.448	191.970	199.183	195.690	192.243
