 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12	Profile_Slice_13
1	1122.682	1122.682	1065.681	1056.680	1058.893	1078.588	1106.444	1142.460	1235.735	1298.549	1322.825	1297.139	1187.098
2	1111.132	1111.132	1060.008	1063.762	1036.525	1083.982	1106.077	1141.228	1240.979	1285.856	1305.421	1277.098	1179.187
3	1094.394	1094.394	1064.678	1044.968	1042.240	1087.391	1112.728	1158.574	1223.555	1282.064	1322.250	1267.332	1179.949
4	1077.355	1077.355	1054.098	1024.080	1035.658	1084.650	1127.592	1147.551	1211.820	1270.903	1290.722	1249.234	1164.221
5	1074.611	1074.611	1034.026	1018.655	1052.719	1085.644	1098.524	1143.480	1184.680	1222.981	1300.862	1245.712	1180.672
6	1055.449	1055.449	1038.151	1034.450	1035.635	1089.254	1116.640	1131.959	1184.133	1211.673	1276.227	1249.242	1165.679
7	1074.897	1074.897	1038.745	1032.666	1031.176	1068.481	1120.977	1136.700	1187.749	1202.656	1277.649	1231.960	1156.112
8	1058.283	1058.283	1040.285	1009.577	1034.790	1070.984	1116.395	1145.605	1184.906	1205.428	1285.519	1233.053	1133.527
9	1059.896	1059.896	1050.700	1023.898	1043.229	1082.975	1111.820	1133.155	1172.800	1191.035	1262.537	1211.760	1151.122
10	1059.635	1059.635	1043.108	1030.518	1039.623	1070.810	1123.149	1155.138	1177.742	1189.484	1242.724	1194.786	1163.888
11	1068.062	1068.062	1037.885	1042.076	1043.865	1102.424	1134.408	1174.054	1171.731	1201.065	1226.832	1162.401	1144.483
12	1083.216	1083.216	1028.669	1042.983	1051.986	1096.056	1126.264	1178.869	1165.309	1186.785	1208.312	1154.536	1141.948
13	1108.509	1108.509	1050.938	1053.273	1060.506	1107.384	1115.630	1190.821	1169.225	1191.895	1189.212	1172.390	1142.660
14	1103.996	1103.996	1056.888	1077.395	1078.242	1122.005	1115.918	1201.398	1195.827	1193.593	1188.305	1160.584	1158.909
15	1116.752	1116.752	1090.579	1086.478	1052.287	1112.994	1099.911	1180.002	1200.374	1219.938	1201.562	1161.705	1161.332
16	1134.083	1134.083	1095.165	1099.574	1054.651	1086.547	1078.284	1163.121	1208.642	1223.066	1194.841	1187.846	1172.714
17	1133.764	1133.764	1084.082	1108.725	1077.519	1079.503	1054.083	1130.015	1240.282	1263.747	1199.890	1170.807	1189.878
18	1108.966	1108.966	1088.633	1115.024	1082.535	1063.715	1007.484	1088.475	1245.208	1265.224	1230.188	1170.637	1185.300
19	1092.055	1092.055	1055.010	1107.840	1063.883	1015.951	957.009	1060.679	1249.023	1264.660	1224.955	1184.164	1145.426
20	1059.155	1059.155	1049.993	1089.339	1058.510	970.707	935.800	1004.630	1251.829	1264.609	1229.563	1181.190	1118.616
21	1027.755	1027.755	1016.353	1080.225	1010.156	954.477	928.215	957.230	1226.289	1262.614	1245.405	1178.058	1065.697
22	999.562	999.562	969.091	1038.894	984.408	917.339	909.978	938.599	1204.251	1222.348	1265.168	1200.527	1011.845
23	957.100	957.100	934.836	1000.466	942.123	893.898	888.652	911.151	1148.551	1186.233	1237.207	1177.286	962.500
24	932.360	932.360	894.696	964.469	926.048	871.817	866.728	889.738	1115.875	1141.036	1209.433	1158.661	927.358
25	914.691	914.691	857.440	952.682	890.594	875.230	863.282	865.169	1068.303	1094.780	1199.621	1164.856	900.513
26	909.908	909.908	862.152	918.068	872.984	855.326	854.438	853.167	991.840	1049.647	1168.903	1129.383	870.480
27	890.681	890.681	864.570	887.014	861.709	833.836	826.632	824.912	968.507	1000.485	1141.460	1095.114	861.612
28	882.456	882.456	852.294	855.692	850.175	831.147	810.355	823.187	940.289	971.065	1086.350	1032.410	848.388
29	862.308	862.308	836.080	847.975	827.102	823.416	814.986	812.929	914.774	937.984	1033.260	987.888	835.689
30	844.101	844.101	835.881	824.947	826.120	805.510	786.750	798.417	898.918	922.810	972.431	957.239	816.272
31	844.936	844.936	823.317	799.796	794.849	791.179	777.040	781.483	881.579	902.437	934.623	935.294	808.958
32	839.630	839.630	808.708	794.488	794.287	765.432	769.501	770.467	886.396	896.215	905.896	903.762	786.840
33	815.375	815.375	803.242	781.073	778.786	754.724	756.474	762.305	868.344	903.696	903.121	890.606	789.369
34	798.809	798.809	779.262	786.616	781.645	764.032	747.346	748.208	838.562	868.301	887.521	844.839	767.004
35	783.434	783.434	774.551	779.127	760.533	759.667	739.197	741.138	827.435	835.562	880.081	853.840	757.065
36	778.599	778.599	755.795	764.318	753.337	757.202	729.742	741.653	805.896	807.202	867.413	839.127	746.207
37	767.630	767.630	742.175	756.681	752.947	730.776	717.373	718.425	796.066	789.644	844.148	842.196	743.555
38	777.599	777.599	736.407	757.526	732.043	720.310	703.959	702.927	787.952	786.045	838.102	815.652	725.480
39	762.525	762.525	720.989	741.130	728.735	712.961	692.598	708.052	771.606	798.551	832.582	801.049	714.318
40	749.146	749.146	693.910	755.192	738.168	708.632	688.355	708.643	760.868	781.214	802.224	790.421	708.609
41	727.473	727.473	687.685	744.362	709.149	690.526	686.249	691.613	756.291	761.949	780.705	782.622	717.244
42	725.574	725.574	684.201	732.099	690.737	702.299	676.537	680.676	740.768	753.980	778.881	762.934	683.928
43	719.911	719.911	692.279	719.490	700.603	690.569	663.218	695.525	739.777	748.269	768.926	756.805	692.430
44	704.875	704.875	679.563	701.664	688.007	664.656	660.178	673.754	710.958	748.026	763.321	748.035	685.743
45	701.072	701.072	664.862	700.242	682.207	670.179	659.467	653.953	712.053	722.023	755.754	753.970	676.142
46	690.369	690.369	656.329	695.461	664.026	664.152	659.895	662.914	707.865	706.602	744.956	739.765	668.647
47	688.259	688.259	647.392	675.516	652.395	661.518	658.433	667.301	699.630	695.525	729.423	720.711	661.633
48	689.065	689.065	649.101	670.420	655.633	651.379	663.932	677.487	674.276	698.130	719.307	703.388	645.648
49	667.091	667.091	638.015	656.353	660.010	646.512	645.734	651.130	682.565	671.707	723.421	701.211	631.227
50	653.787	653.787	638.705	646.831	649.682	645.772	641.102	634.004	685.256	683.805	712.650	688.397	643.647
51	657.893	657.893	641.556	638.537	651.167	639.649	643.400	627.913	686.735	677.015	691.020	685.639	645.204
52	654.480	654.480	618.985	637.616	640.724	631.727	629.679	633.516	668.053	683.246	688.764	681.717	629.337
53	654.728	654.728	627.575	643.517	644.640	627.566	634.234	634.824	660.709	679.420	685.975	678.684	631.704
54	630.796	630.796	624.822	630.490	631.954	628.958	620.655	621.795	662.706	669.579	691.245	674.239	624.832
55	638.038	638.038	616.694	620.137	627.548	616.051	600.722	614.372	648.548	669.428	669.079	667.716	627.497
56	643.448	643.448	611.905	611.543	617.452	622.968	614.163	616.779	642.253	661.578	667.413	664.811	621.378
57	639.000	639.000	599.695	596.901	616.793	596.704	607.957	629.662	639.775	637.526	666.431	659.323	624.815
58	613.667	613.667	614.623	604.669	613.038	604.009	613.064	610.650	631.739	633.036	646.627	651.438	621.092
59	604.742	604.742	615.887	611.331	609.724	594.558	602.863	617.718	633.364	643.175	654.214	637.319	626.917
60	600.963	600.963	601.184	594.006	596.145	596.516	597.438	606.607	635.509	647.454	644.638	629.167	599.167
61	596.203	596.203	599.956	595.667	590.484	589.349	598.351	600.291	613.398	632.207	638.595	633.145	602.084
62	595.916	595.916	583.045	598.655	587.887	600.458	598.063	593.679	626.683	633.797	621.400	620.771	609.065
63	597.674	597.674	583.626	604.944	584.401	585.724	587.554	593.428	613.236	609.062	633.574	623.174	605.429
64	588.916	588.916	573.642	589.815	593.345	599.237	580.251	577.813	607.113	613.740	627.853	617.667	591.987
