 	Profile_Slice_1	Profile_Slice_2
1	364.853	364.853
2	363.124	363.124
3	353.735	353.735
4	360.411	360.411
5	360.345	360.345
6	356.220	356.220
7	371.175	371.175
8	366.762	366.762
9	360.735	360.735
10	351.219	351.219
11	340.959	340.959
12	337.104	337.104
13	338.758	338.758
14	354.465	354.465
15	349.629	349.629
16	343.109	343.109
17	331.013	331.013
18	340.704	340.704
19	337.417	337.417
20	340.420	340.420
21	334.278	334.278
22	327.622	327.622
23	335.317	335.317
24	323.324	323.324
25	329.581	329.581
26	327.633	327.633
27	327.184	327.184
28	327.192	327.192
29	329.956	329.956
30	324.868	324.868
31	320.456	320.456
32	329.215	329.215
33	320.154	320.154
34	321.511	321.511
35	319.216	319.216
36	320.376	320.376
37	322.009	322.009
38	323.535	323.535
39	317.651	317.651
40	319.316	319.316
41	323.994	323.994
42	332.058	332.058
43	311.811	311.811
44	317.079	317.079
45	317.608	317.608
46	313.405	313.405
47	312.647	312.647
48	307.557	307.557
49	314.704	314.704
50	314.246	314.246
51	321.214	321.214
52	319.465	319.465
53	308.651	308.651
54	308.759	308.759
55	309.979	309.979
56	312.064	312.064
57	308.429	308.429
58	305.331	305.331
59	301.653	301.653
60	310.614	310.614
61	304.839	304.839
62	303.322	303.322
63	300.363	300.363
64	303.139	303.139
65	315.388	315.388
66	308.971	308.971
67	312.062	312.062
68	318.431	318.431
69	302.909	302.909
70	313.775	313.775
71	312.154	312.154
72	298.910	298.910
73	315.149	315.149
74	321.456	321.456
75	307.896	307.896
76	310.512	310.512
77	312.633	312.633
78	303.713	303.713
79	306.763	306.763
80	312.703	312.703
81	313.957	313.957
82	324.414	324.414
83	331.489	331.489
84	336.721	336.721
85	327.940	327.940
86	327.347	327.347
87	323.832	323.832
88	326.529	326.529
89	330.321	330.321
90	314.349	314.349
91	311.076	311.076
92	315.793	315.793
93	300.699	300.699
94	305.060	305.060
95	308.348	308.348
96	314.491	314.491
97	312.499	312.499
98	308.141	308.141
99	308.312	308.312
100	305.085	305.085
101	305.384	305.384
102	303.626	303.626
103	298.191	298.191
104	290.013	290.013
105	294.882	294.882
106	301.885	301.885
107	312.475	312.475
108	302.640	302.640
109	284.271	284.271
110	293.158	293.158
111	288.100	288.100
112	288.443	288.443
113	292.084	292.084
114	292.180	292.180
115	292.369	292.369
116	285.640	285.640
117	292.127	292.127
118	282.935	282.935
119	279.011	279.011
120	278.315	278.315
121	282.948	282.948
122	280.267	280.267
123	276.719	276.719
124	277.152	277.152
125	275.722	275.722
126	277.006	277.006
127	280.256	280.256
128	276.099	276.099
129	272.692	272.692
130	281.948	281.948
131	273.970	273.970
132	271.617	271.617
133	262.090	262.090
134	274.384	274.384
135	270.257	270.257
136	276.363	276.363
137	265.530	265.530
138	269.381	269.381
139	276.156	276.156
140	268.701	268.701
141	270.789	270.789
142	273.990	273.990
143	267.586	267.586
144	271.610	271.610
145	260.831	260.831
146	268.354	268.354
147	266.464	266.464
148	271.112	271.112
149	257.976	257.976
150	261.497	261.497
151	271.868	271.868
152	260.906	260.906
153	260.350	260.350
154	262.356	262.356
155	257.056	257.056
156	257.139	257.139
157	274.207	274.207
158	258.206	258.206
159	250.775	250.775
160	261.198	261.198
161	260.052	260.052
162	250.043	250.043
163	262.337	262.337
164	265.757	265.757
165	260.502	260.502
166	261.828	261.828
167	255.742	255.742
168	259.090	259.090
169	252.331	252.331
170	253.640	253.640
171	258.820	258.820
172	262.226	262.226
173	259.227	259.227
174	257.024	257.024
175	260.763	260.763
176	256.735	256.735
177	255.136	255.136
178	250.971	250.971
179	245.525	245.525
180	247.882	247.882
181	242.635	242.635
182	254.326	254.326
183	253.387	253.387
184	253.512	253.512
185	244.489	244.489
186	258.463	258.463
187	248.530	248.530
188	249.876	249.876
189	261.097	261.097
190	252.168	252.168
191	254.221	254.221
192	249.584	249.584
193	253.124	253.124
194	249.168	249.168
195	249.850	249.850
196	251.195	251.195
197	241.924	241.924
198	253.253	253.253
199	244.405	244.405
200	250.800	250.800
201	255.162	255.162
202	253.732	253.732
203	248.397	248.397
