 	Profile_Slice_1	Profile_Slice_2
1	327.185	323.159
2	323.787	316.451
3	322.708	310.582
4	330.963	314.273
5	327.231	314.399
6	327.880	304.952
7	319.318	319.682
8	325.304	315.633
9	333.350	324.406
10	342.689	319.953
11	335.955	307.739
12	324.333	325.460
13	336.865	318.862
14	323.447	326.077
15	338.806	321.560
16	339.866	322.068
17	323.865	331.768
18	327.594	320.096
19	331.885	331.357
20	334.770	330.673
21	332.949	336.208
22	342.839	331.167
23	358.728	329.927
24	342.898	325.847
25	344.761	328.994
26	343.846	340.573
27	350.147	336.273
28	337.042	331.348
29	363.882	337.069
30	362.725	344.298
31	357.692	336.471
32	354.112	361.405
33	362.685	358.106
34	359.511	347.879
35	359.333	348.664
36	358.065	355.034
37	367.854	351.914
38	379.879	359.132
39	372.727	365.970
40	365.817	362.387
41	388.518	368.347
42	380.434	367.756
43	383.874	365.938
44	385.862	376.974
45	379.604	370.113
46	386.151	380.186
47	398.335	389.846
48	399.145	391.712
49	404.432	393.942
50	400.892	406.283
51	411.906	406.907
52	406.358	415.426
53	430.749	415.731
54	428.049	405.104
55	424.976	414.560
56	438.209	445.232
57	444.508	430.271
58	433.143	439.645
59	453.357	441.443
60	475.289	444.364
61	466.872	448.466
62	470.645	458.044
63	472.891	465.572
64	497.529	459.583
65	501.875	482.257
66	502.999	496.911
67	522.846	485.306
68	520.111	496.924
69	530.540	506.774
70	552.705	522.611
71	549.173	525.547
72	558.732	519.914
73	562.440	531.417
74	580.064	565.771
75	590.611	583.125
76	596.918	575.995
77	630.934	590.637
78	637.322	605.210
79	661.360	606.310
80	661.990	630.095
81	664.579	636.846
82	690.809	651.786
83	709.557	662.685
84	723.071	687.137
85	729.775	705.728
86	753.196	719.766
87	773.581	724.753
88	804.911	746.538
89	831.550	766.329
90	840.804	792.908
91	858.627	808.465
92	935.351	845.995
93	960.897	876.375
94	976.245	922.986
95	1011.078	974.989
96	1060.921	1037.576
97	1093.595	1085.809
98	1159.971	1132.851
99	1216.480	1170.387
100	1305.739	1257.614
101	1375.034	1345.014
102	1412.668	1417.763
103	1504.511	1457.205
104	1554.909	1492.941
105	1583.374	1520.505
106	1635.845	1575.235
107	1614.452	1605.783
108	1576.797	1639.905
109	1533.765	1639.217
110	1479.875	1571.179
111	1392.370	1517.841
112	1327.723	1440.732
113	1260.611	1369.878
114	1227.121	1355.050
115	1193.299	1299.188
116	1183.275	1277.415
117	1148.467	1281.882
118	1156.519	1259.433
119	1146.272	1199.088
120	1125.952	1159.577
121	1096.821	1168.122
122	1075.833	1147.518
123	1055.960	1149.508
124	1015.848	1120.656
125	1023.184	1056.887
126	1024.280	1061.608
127	1012.039	1045.661
128	981.214	1013.507
129	963.104	986.767
130	933.717	950.657
131	940.480	945.145
132	923.372	938.607
133	892.126	922.159
134	881.756	888.838
135	889.087	878.621
136	866.452	879.039
137	866.947	876.869
138	844.413	880.012
139	840.742	879.888
140	841.644	854.096
141	846.178	835.314
142	814.808	830.002
143	828.617	833.090
144	825.033	833.784
145	815.502	828.044
146	791.336	824.442
147	786.534	829.916
148	803.669	803.741
149	787.896	811.294
150	813.792	800.614
151	785.361	784.954
152	805.657	799.880
153	797.150	808.806
154	779.321	805.104
155	791.143	803.508
156	803.364	794.605
157	789.806	785.027
158	805.643	779.048
159	772.882	782.126
160	777.618	780.602
161	780.322	745.260
162	771.979	753.619
163	768.068	764.056
164	763.517	755.808
165	751.290	771.097
166	770.074	772.222
167	754.639	764.758
168	754.584	764.100
169	757.952	748.786
170	750.724	747.005
171	778.487	756.219
172	756.983	762.046
173	789.446	747.916
174	779.612	758.731
175	763.208	767.320
176	753.500	775.224
177	780.193	763.744
178	763.892	763.073
179	758.411	765.987
180	742.271	757.363
181	770.858	765.181
182	774.169	782.291
183	770.119	773.743
184	768.142	762.845
185	770.357	764.107
186	361.194	361.194
187	360.245	360.245
188	353.897	353.897
189	357.592	357.592
190	360.127	360.127
191	360.867	360.867
192	340.430	340.430
193	346.257	346.257
194	353.494	353.494
195	358.803	358.803
196	346.952	346.952
197	346.824	346.824
198	353.798	353.798
199	342.358	342.358
200	349.364	349.364
201	355.230	355.230
202	340.012	340.012
203	352.373	352.373
204	348.613	348.613
205	339.047	339.047
206	349.577	349.577
207	331.717	331.717
208	335.907	335.907
209	331.410	331.410
210	342.892	342.892
211	332.776	332.776
212	327.031	327.031
213	331.914	331.914
214	329.395	329.395
215	328.297	328.297
216	320.352	320.352
217	318.495	318.495
218	325.653	325.653
219	318.853	318.853
220	332.282	332.282
221	318.481	318.481
222	323.362	323.362
223	327.405	327.405
224	318.376	318.376
225	324.401	324.401
226	331.703	331.703
227	335.196	335.196
228	308.123	308.123
229	311.538	311.538
230	313.893	313.893
231	317.180	317.180
232	322.043	322.043
233	301.167	301.167
234	305.000	305.000
235	314.817	314.817
236	313.263	313.263
237	321.448	321.448
238	313.143	313.143
239	311.575	311.575
240	312.359	312.359
241	307.152	307.152
242	305.855	305.855
243	309.436	309.436
244	309.256	309.256
245	312.475	312.475
246	302.690	302.690
247	299.026	299.026
248	298.036	298.036
249	303.205	303.205
250	297.952	297.952
251	310.009	310.009
252	311.406	311.406
253	292.884	292.884
254	292.845	292.845
255	307.504	307.504
256	291.616	291.616
257	302.557	302.557
258	305.108	305.108
259	287.707	287.707
260	297.502	297.502
261	289.048	289.048
262	295.841	295.841
263	296.823	296.823
264	290.693	290.693
265	298.759	298.759
266	293.255	293.255
267	293.405	293.405
268	300.997	300.997
269	296.079	296.079
270	294.704	294.704
271	291.445	291.445
272	294.487	294.487
273	288.579	288.579
274	291.968	291.968
275	304.757	304.757
276	285.258	285.258
277	291.465	291.465
278	290.780	290.780
279	296.438	296.438
280	288.385	288.385
281	286.367	286.367
282	271.548	271.548
283	296.132	296.132
284	280.239	280.239
285	297.141	297.141
286	287.385	287.385
287	294.413	294.413
288	277.898	277.898
289	285.206	285.206
290	287.493	287.493
291	275.063	275.063
292	290.212	290.212
293	292.481	292.481
294	280.100	280.100
295	289.251	289.251
296	280.358	280.358
297	279.001	279.001
298	288.712	288.712
299	287.444	287.444
300	280.898	280.898
301	283.628	283.628
302	285.249	285.249
303	281.474	281.474
304	286.140	286.140
305	281.859	281.859
306	272.991	272.991
307	282.410	282.410
308	272.714	272.714
309	281.101	281.101
310	282.262	282.262
311	267.304	267.304
312	291.478	291.478
313	286.672	286.672
314	290.431	290.431
315	274.472	274.472
316	275.170	275.170
317	281.714	281.714
318	282.675	282.675
319	283.481	283.481
320	276.582	276.582
321	271.046	271.046
322	275.819	275.819
323	279.235	279.235
324	276.932	276.932
325	291.736	291.736
326	277.014	277.014
327	274.877	274.877
328	267.390	267.390
329	274.610	274.610
330	273.158	273.158
331	272.476	272.476
332	286.571	286.571
333	285.396	285.396
334	280.963	280.963
335	285.479	285.479
336	271.650	271.650
