 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10	Profile_Slice_11	Profile_Slice_12
1	187.173	187.173	184.142	187.746	186.417	189.956	184.043	184.968	189.989	184.309	187.147	190.762
2	185.500	185.500	184.466	187.939	188.512	185.762	186.178	188.991	187.685	186.649	191.410	189.052
3	187.248	187.248	183.873	186.343	185.421	183.525	181.208	191.504	186.535	189.700	191.142	185.915
4	190.101	190.101	183.110	188.212	183.538	183.863	183.063	188.057	188.446	186.720	185.985	188.175
5	191.616	191.616	181.916	182.283	181.997	186.452	195.868	194.412	190.774	193.879	194.858	193.964
6	193.977	193.977	183.459	183.531	180.732	187.247	192.080	192.222	188.337	190.364	189.716	195.251
7	191.785	191.785	190.068	183.166	191.330	187.497	196.329	194.274	187.207	190.043	190.093	195.365
8	194.723	194.723	191.944	181.353	190.332	192.658	196.605	185.978	182.554	190.532	186.773	192.409
9	198.307	198.307	192.352	185.886	193.460	191.848	191.885	188.212	188.137	191.680	191.851	197.458
10	198.919	198.919	184.284	195.603	196.085	196.204	190.720	186.632	191.524	186.481	198.526	193.249
11	198.489	198.489	186.721	187.757	191.569	187.794	194.787	184.901	189.343	188.222	192.633	192.098
12	195.297	195.297	188.014	187.840	188.486	192.728	194.619	192.191	188.979	190.082	195.459	189.457
13	194.101	194.101	181.417	186.597	190.616	191.365	192.020	190.671	187.283	189.431	192.156	193.268
14	197.317	197.317	187.567	189.430	193.101	192.303	194.864	190.907	185.730	190.933	188.967	190.577
15	198.040	198.040	187.487	189.695	190.159	190.305	196.377	190.754	187.999	188.982	193.126	187.551
16	195.510	195.510	188.255	188.943	192.264	190.476	189.532	192.494	188.800	183.832	198.804	186.704
17	196.762	196.762	185.601	188.811	196.020	189.196	194.966	181.777	192.971	187.036	195.786	186.369
18	194.968	194.968	187.110	195.307	193.903	193.202	192.691	193.194	192.006	190.105	198.121	189.111
19	190.104	190.104	187.594	202.013	191.528	194.444	192.502	195.593	189.422	187.201	186.887	187.490
20	197.562	197.562	187.832	192.428	193.651	192.123	185.599	191.152	187.225	188.071	188.883	187.165
21	197.370	197.370	192.944	194.232	191.199	189.032	189.281	189.498	187.593	188.138	187.284	190.281
22	202.338	202.338	190.323	197.033	193.513	193.898	190.569	186.969	191.528	190.163	187.066	186.392
23	199.022	199.022	188.748	194.889	193.531	191.735	192.739	198.277	187.018	194.768	190.547	184.161
24	196.562	196.562	193.678	192.816	190.502	193.039	191.118	197.900	194.403	196.964	189.367	189.291
25	190.809	190.809	197.119	191.576	188.621	193.274	194.558	194.994	189.803	196.407	193.375	189.267
26	191.891	191.891	192.768	189.535	192.440	194.408	190.655	186.989	193.458	195.562	194.338	189.670
27	191.538	191.538	192.517	191.416	188.538	191.846	188.094	192.917	189.979	192.671	191.798	189.328
28	189.551	189.551	191.364	187.195	195.343	197.792	191.694	193.200	186.578	193.293	187.954	186.955
29	185.776	185.776	193.211	190.851	192.965	188.592	192.541	188.919	190.671	192.737	196.681	195.649
30	192.146	192.146	191.116	188.327	188.893	187.091	190.888	185.244	192.405	189.951	193.336	196.467
31	189.192	189.192	185.378	194.245	193.569	185.625	189.785	185.800	191.258	192.248	191.195	192.592
32	186.101	186.101	186.269	196.207	188.876	189.589	187.809	187.208	187.741	193.567	191.738	189.153
33	188.962	188.962	188.061	191.492	188.430	188.370	189.503	190.570	189.311	190.404	184.805	192.114
34	188.172	188.172	183.411	191.351	196.163	189.704	185.782	190.483	190.726	192.209	190.269	194.200
35	189.303	189.303	187.356	196.538	194.951	187.658	185.269	190.377	192.290	193.238	187.691	193.894
36	188.861	188.861	192.411	194.065	196.093	190.675	186.546	191.466	190.488	187.620	194.072	197.930
37	197.565	197.565	187.717	191.596	189.154	191.582	192.749	196.972	189.657	186.144	188.199	192.872
38	187.994	187.994	181.426	199.075	192.881	192.960	198.216	195.781	190.054	186.731	187.503	193.978
39	180.753	180.753	189.103	195.767	198.876	193.535	195.799	196.811	196.928	193.930	195.775	198.930
40	186.185	186.185	188.770	191.989	199.278	193.537	191.533	195.819	194.737	187.817	194.504	186.747
41	184.831	184.831	186.910	192.742	193.059	191.059	188.308	194.884	192.352	196.348	193.662	194.302
42	187.829	187.829	193.858	194.844	191.418	188.859	192.751	197.236	190.914	190.684	189.406	196.732
43	190.353	190.353	193.435	198.170	192.322	194.705	194.348	195.405	190.142	192.553	189.399	198.899
44	198.334	198.334	190.151	195.724	193.281	193.234	199.452	198.619	194.097	193.550	192.142	194.193
45	189.492	189.492	192.232	189.753	193.401	195.976	191.162	192.346	193.842	193.193	188.831	193.925
46	192.665	192.665	194.620	195.691	195.753	192.605	196.956	192.308	192.025	194.496	187.870	193.361
47	196.389	196.389	197.965	197.947	192.253	189.352	193.336	190.496	192.468	189.380	189.094	200.550
48	196.895	196.895	193.556	188.555	188.223	191.500	195.490	188.910	188.309	191.249	189.592	198.543
49	197.998	197.998	194.002	193.388	192.007	193.801	190.052	195.447	194.991	191.235	189.199	192.915
50	198.476	198.476	198.691	197.338	195.997	193.482	196.139	190.062	199.817	190.713	187.356	190.133
51	203.882	203.882	188.904	196.699	197.682	193.383	195.265	190.734	204.940	195.899	190.931	194.175
52	200.572	200.572	187.078	193.055	193.603	193.893	193.004	194.043	194.286	200.660	192.087	192.320
53	201.864	201.864	197.522	194.346	199.448	197.604	193.170	193.450	201.456	190.454	193.098	193.506
54	203.844	203.844	195.097	193.249	198.919	199.377	195.947	196.861	205.351	194.405	187.702	190.124
55	199.259	199.259	191.477	196.032	198.333	205.788	198.473	200.431	204.926	200.011	190.770	192.669
56	196.940	196.940	190.539	194.266	194.653	199.024	191.468	192.606	205.736	200.490	190.565	194.375
57	196.393	196.393	191.124	193.838	194.917	201.584	194.682	194.198	200.256	198.203	192.483	196.651
58	194.935	194.935	190.730	195.132	191.175	200.210	194.557	194.233	198.524	197.657	195.336	193.584
59	200.020	200.020	199.487	202.014	200.307	195.194	193.615	195.831	198.367	200.199	198.660	190.932
60	202.640	202.640	192.571	199.847	199.621	200.088	200.408	193.504	200.872	194.918	199.911	188.917
61	199.968	199.968	186.098	193.384	194.588	201.885	197.589	198.599	203.008	196.289	197.058	190.088
62	193.891	193.891	188.136	188.280	194.571	194.827	191.455	197.727	193.554	196.709	193.766	195.792
63	196.587	196.587	189.485	197.594	195.655	194.861	195.962	196.134	195.296	198.691	194.681	193.775
64	198.084	198.084	187.152	197.823	196.951	200.866	199.444	193.226	188.339	201.079	199.480	194.218
65	194.816	194.816	192.339	197.478	202.811	199.715	193.041	199.462	194.847	192.694	201.333	199.893
66	196.179	196.179	190.747	196.302	202.204	201.312	197.035	200.571	194.211	196.171	200.410	198.598
67	194.813	194.813	191.802	203.413	204.063	198.402	195.829	192.391	194.841	193.746	203.024	196.362
68	194.508	194.508	190.737	195.323	195.854	191.360	197.564	196.737	197.144	189.704	197.461	195.748
69	199.518	199.518	192.750	196.991	194.836	195.030	201.914	197.113	192.671	189.585	200.608	194.999
70	203.068	203.068	195.355	193.115	195.714	194.841	198.539	204.825	192.217	191.348	198.958	193.788
71	199.449	199.449	196.066	194.316	193.548	191.143	195.151	195.842	193.862	194.353	200.518	192.625
72	199.632	199.632	196.748	197.544	191.164	190.075	192.578	195.395	196.835	194.249	202.106	191.677
73	194.297	194.297	197.968	198.090	194.077	189.663	199.013	202.615	195.731	192.411	197.935	192.012
74	196.964	196.964	195.809	198.109	193.098	197.298	195.119	201.106	194.474	194.707	195.936	189.083
75	198.805	198.805	196.126	195.792	194.015	194.964	190.155	198.977	196.505	192.812	191.618	192.636
76	194.440	194.440	200.041	195.349	193.209	195.526	191.229	195.329	188.903	193.779	192.680	187.467
77	197.065	197.065	194.130	197.421	193.390	191.715	195.380	195.664	194.357	195.687	198.887	193.560
78	195.572	195.572	188.427	195.844	191.015	185.086	194.090	194.214	196.964	187.541	199.686	190.907
79	194.075	194.075	194.273	199.384	194.785	195.064	190.765	189.676	198.881	191.926	194.474	196.272
80	192.879	192.879	194.790	191.119	195.874	192.286	190.170	193.998	201.133	192.364	201.376	194.622
81	197.280	197.280	190.128	192.505	187.851	192.257	197.225	196.085	196.883	188.352	196.370	201.418
82	191.121	191.121	185.699	191.590	187.880	194.021	195.896	191.909	191.791	189.435	186.610	192.450
83	195.174	195.174	187.042	189.690	185.566	197.326	192.983	192.505	198.651	192.396	193.400	199.656
84	195.403	195.403	189.495	192.779	183.881	197.019	192.785	185.734	192.005	189.551	193.695	202.014
85	192.078	192.078	191.054	192.010	190.016	193.742	190.735	191.749	193.557	194.833	191.688	197.354
86	197.482	197.482	188.789	192.136	188.410	193.567	191.805	195.551	195.632	198.159	193.950	197.851
87	194.497	194.497	196.486	192.781	186.087	194.523	191.065	185.440	197.238	195.616	194.468	193.267
88	195.550	195.550	190.080	192.720	188.977	193.175	195.633	191.668	196.623	199.161	196.183	194.934
