 	Profile_Slice_1	Profile_Slice_2	Profile_Slice_3	Profile_Slice_4	Profile_Slice_5	Profile_Slice_6	Profile_Slice_7	Profile_Slice_8	Profile_Slice_9	Profile_Slice_10
1	503.355	480.360	479.222	475.747	490.594	483.908	491.825	493.457	484.284	504.838
2	489.537	479.803	480.434	480.078	487.730	477.359	486.541	491.376	500.824	504.807
3	491.224	483.192	493.122	485.792	498.695	492.267	483.004	486.345	500.964	494.674
4	507.340	483.832	488.048	489.054	501.207	485.547	492.433	493.185	500.513	492.627
5	484.067	475.225	488.034	482.245	496.800	483.389	476.982	491.504	494.801	507.992
6	499.643	480.163	481.608	482.493	499.338	492.148	491.560	494.175	491.247	503.247
7	506.618	497.078	490.097	486.483	489.032	494.734	489.673	495.321	498.078	505.709
8	501.181	480.976	485.625	478.413	489.242	493.112	491.046	493.128	498.614	499.926
9	502.049	488.323	487.289	483.287	496.823	487.764	489.956	491.858	494.335	495.986
10	495.964	492.142	492.260	480.579	495.740	495.239	493.723	493.348	514.107	501.061
11	502.979	480.943	485.670	481.826	479.186	479.095	489.420	496.192	501.888	506.124
12	500.608	493.661	484.039	480.108	490.570	487.905	494.120	487.444	496.845	510.517
13	496.619	496.775	473.870	498.775	494.266	490.464	490.811	484.795	503.717	499.123
14	489.926	490.132	481.584	490.351	492.259	477.868	487.173	493.351	494.174	497.582
15	498.178	487.542	485.191	492.941	493.037	486.292	476.074	500.392	483.198	510.497
16	499.605	486.459	494.872	483.772	495.776	477.811	481.738	496.265	498.186	506.736
17	501.441	492.244	490.416	480.058	503.505	492.765	477.060	491.013	499.641	504.561
18	494.588	488.513	491.359	495.698	488.318	487.125	485.596	496.261	495.915	483.634
19	507.996	487.658	482.892	495.548	491.652	494.357	491.022	504.911	484.643	500.781
20	506.341	489.222	484.861	505.278	499.978	488.216	482.090	489.811	511.567	501.539
21	504.435	493.264	484.340	486.322	503.550	490.040	481.331	491.226	507.737	496.136
22	489.230	488.085	488.992	482.151	499.262	491.191	487.407	496.923	504.768	491.701
23	499.138	485.847	489.967	484.798	491.078	490.972	491.598	502.050	494.546	504.565
24	490.194	473.571	492.255	486.999	500.151	495.113	494.700	487.619	498.789	496.819
25	498.407	472.159	485.906	489.971	503.993	499.730	494.676	496.940	501.654	503.692
26	504.577	495.706	484.672	503.798	503.597	495.617	496.781	494.002	496.384	506.128
27	504.626	486.510	495.993	485.432	500.157	493.470	492.594	485.282	492.419	508.961
28	497.290	488.670	490.016	483.469	505.325	494.164	496.336	486.445	505.675	500.459
29	499.723	492.202	487.020	483.040	497.599	485.590	486.233	487.489	504.862	516.113
30	507.885	490.740	484.877	489.416	500.081	479.712	486.951	498.146	502.035	521.268
31	502.543	481.945	490.872	491.253	492.724	494.485	491.970	492.847	502.550	512.886
32	512.717	490.101	495.807	488.227	490.404	500.863	492.911	494.610	499.441	508.162
33	514.815	484.608	491.234	489.842	491.512	480.282	494.521	498.112	487.595	504.406
34	500.265	495.897	479.413	495.787	499.605	490.569	492.748	489.946	502.707	511.235
35	507.311	493.597	496.017	491.752	500.130	493.113	504.833	487.373	509.445	513.753
36	510.263	483.755	495.879	485.443	494.210	486.493	494.333	491.424	502.573	509.975
37	501.388	482.247	486.252	492.698	496.987	489.917	485.131	481.241	501.714	512.180
38	508.786	483.303	491.823	488.476	498.112	490.050	480.649	487.920	508.398	513.108
39	486.133	493.765	498.928	485.358	497.548	497.073	492.203	485.928	495.187	505.313
40	501.767	496.050	487.799	484.351	493.479	510.453	486.383	485.580	503.271	508.803
41	507.619	498.129	485.932	484.818	498.676	495.185	492.365	497.304	499.670	513.451
42	508.953	483.374	485.376	483.593	502.342	490.911	497.712	480.477	492.892	508.598
43	506.480	485.214	487.569	499.919	499.593	488.943	501.293	489.898	504.688	513.894
44	502.971	496.206	491.852	486.137	494.458	499.045	498.274	495.020	510.921	514.869
45	512.146	492.139	488.122	487.773	506.686	503.823	495.230	493.733	509.455	520.125
46	505.509	494.837	488.700	487.493	508.878	494.086	496.108	495.901	506.184	501.248
47	506.620	493.169	488.904	480.077	492.027	501.438	498.638	493.622	506.626	507.055
48	514.694	486.772	487.511	493.669	489.461	490.578	490.017	486.507	500.878	520.015
49	512.267	490.800	490.623	485.073	494.694	500.412	499.814	491.869	492.322	519.168
50	513.115	495.248	494.290	489.122	501.124	495.197	494.744	498.503	498.750	504.785
51	500.201	492.729	498.999	489.706	504.350	506.410	492.530	504.226	502.314	516.768
52	504.453	489.665	488.402	497.377	499.790	493.624	494.681	513.138	513.219	513.468
53	517.828	495.745	486.677	499.198	506.635	487.842	488.546	497.363	509.055	505.140
54	515.634	497.007	491.649	492.739	505.295	500.752	499.097	497.121	513.597	505.259
55	519.192	487.299	493.232	487.984	510.435	500.080	494.261	494.609	515.973	508.830
56	512.164	490.255	495.600	499.311	499.206	498.848	499.774	499.778	499.395	513.884
57	506.425	500.099	494.297	502.712	504.346	503.479	513.117	491.559	507.377	505.662
58	511.921	497.955	485.229	495.807	503.193	492.487	497.736	500.941	498.360	511.973
59	507.542	490.055	484.871	493.459	506.471	504.732	499.567	497.999	491.288	493.313
60	511.910	488.673	502.289	502.462	503.168	501.600	504.822	505.378	505.648	506.168
61	506.331	490.885	494.448	499.197	515.789	499.342	498.594	513.096	505.402	513.201
62	510.735	493.458	497.833	491.552	513.696	503.805	501.602	503.702	515.348	517.223
63	514.546	492.114	488.114	491.018	509.898	509.096	504.536	501.713	519.623	510.491
64	519.942	497.903	506.413	504.308	509.680	500.722	498.584	503.554	513.522	517.237
65	513.988	488.112	502.179	494.520	502.394	496.954	489.616	501.018	511.679	511.037
66	512.570	490.827	492.675	485.068	503.784	508.954	504.826	493.057	508.174	523.635
67	506.317	499.531	496.134	500.960	507.858	503.406	506.232	498.134	503.410	515.921
68	513.714	506.388	495.339	488.056	505.570	501.744	511.499	495.523	502.182	507.412
69	524.945	505.318	500.729	503.648	510.147	514.356	494.907	507.204	501.648	523.711
70	514.225	497.029	496.468	504.684	500.863	505.840	494.911	504.981	500.810	504.516
71	504.673	500.370	501.622	493.712	510.016	502.252	501.864	508.279	511.109	502.199
72	518.158	501.733	503.258	496.252	501.280	489.876	497.943	503.744	512.388	503.762
73	526.910	500.237	514.864	499.439	516.413	499.083	510.188	502.965	516.789	511.984
74	514.664	500.393	498.314	500.539	501.101	506.335	499.221	502.957	509.040	509.942
75	508.196	498.360	497.579	491.799	503.357	505.551	495.722	502.277	509.693	520.132
76	520.950	497.340	497.556	493.601	507.755	502.689	497.798	497.108	510.412	524.507
77	505.044	501.446	504.051	487.759	507.013	511.588	494.924	493.187	514.083	520.611
78	509.481	507.568	493.312	487.940	510.796	508.811	490.843	499.217	503.470	513.798
79	510.356	502.140	500.616	499.784	506.781	506.597	496.938	508.821	509.948	509.660
80	519.033	501.620	512.397	501.969	512.401	520.728	502.410	508.341	506.981	518.911
81	515.085	499.201	506.414	504.720	509.793	506.847	511.492	508.537	506.257	522.711
82	517.861	500.272	499.679	501.313	514.252	503.679	504.656	511.994	511.970	525.169
83	510.144	506.986	507.680	493.552	516.130	496.691	499.240	509.402	508.087	511.014
84	512.019	506.290	498.984	497.882	513.146	516.099	510.259	505.779	505.632	519.624
85	521.365	492.628	496.094	484.569	507.258	508.889	513.941	504.127	518.528	513.574
86	515.013	499.047	494.905	493.174	502.856	510.435	503.666	506.450	516.104	522.842
87	515.996	503.974	508.658	499.085	497.940	508.688	507.596	514.045	508.863	528.414
88	540.954	498.287	507.458	505.099	504.452	503.332	504.388	508.362	510.359	519.917
89	521.565	507.674	498.326	511.586	503.197	509.853	520.024	520.622	514.922	512.863
90	505.565	510.824	495.705	501.345	509.767	504.038	508.026	504.061	514.885	515.810
91	519.263	507.268	500.554	506.948	515.684	508.986	502.917	495.482	513.439	510.762
92	515.299	489.821	506.524	497.181	512.893	513.691	521.173	504.640	506.842	513.413
93	518.738	503.809	507.108	501.885	522.746	510.598	505.511	501.448	517.020	517.235
94	506.223	497.641	509.463	503.056	517.963	507.133	498.715	512.898	504.164	507.212
95	519.014	496.282	508.954	507.136	509.345	502.012	516.829	513.621	511.473	509.801
96	522.677	508.026	502.690	500.787	529.242	507.289	502.564	515.290	521.495	519.260
97	524.893	511.493	503.416	497.573	510.300	512.565	508.775	507.705	514.549	516.856
98	525.697	493.941	505.010	504.476	513.904	509.377	503.560	515.189	510.531	511.346
99	526.313	499.436	511.042	494.428	515.774	497.205	502.401	505.476	511.455	525.990
100	527.490	499.141	508.632	493.496	516.708	504.491	507.412	504.937	514.581	516.037
101	518.181	496.501	503.977	491.689	514.219	502.284	508.691	503.991	518.361	511.110
102	507.967	501.254	507.995	497.190	511.606	509.455	511.706	511.505	507.260	518.301
103	525.313	505.416	502.777	492.991	502.868	514.299	516.310	512.060	516.359	516.592
104	516.703	493.585	490.328	498.150	506.304	514.260	511.419	510.304	516.288	521.960
105	519.951	507.632	498.552	501.037	506.450	506.790	511.598	515.024	516.699	528.532
106	520.122	512.229	501.302	505.809	521.737	522.706	500.982	515.546	514.990	526.647
107	517.638	516.984	508.093	497.629	501.427	507.581	500.427	506.673	524.078	518.772
108	528.402	507.920	512.503	505.702	502.949	507.679	500.088	505.417	515.925	522.386
109	523.907	512.188	499.397	510.933	510.165	511.071	499.680	509.454	524.420	524.214
110	525.966	503.145	501.903	496.075	511.889	506.169	507.811	510.446	521.840	536.266
111	524.007	512.226	507.241	506.829	516.595	504.440	503.863	501.688	513.208	527.116
112	530.764	500.022	509.291	508.663	507.726	509.998	512.060	502.622	512.225	512.124
113	517.140	504.075	515.637	518.207	510.711	513.073	524.222	501.732	512.647	528.823
114	525.347	495.413	499.046	509.229	511.770	516.821	508.559	509.807	511.344	521.944
115	520.635	506.913	510.906	511.330	500.883	508.260	519.533	514.530	514.926	528.521
116	530.244	503.671	507.728	501.058	507.431	509.649	521.873	518.204	511.930	535.990
117	532.579	514.890	503.092	505.254	516.450	507.827	524.291	518.122	523.537	542.610
118	528.169	508.789	500.974	504.368	520.380	517.293	519.738	515.789	518.807	536.040
119	532.563	507.098	497.399	513.100	514.509	533.822	516.020	511.247	510.842	519.157
120	528.320	509.076	497.713	509.742	514.429	514.765	519.924	512.246	529.760	535.587
121	517.097	509.003	501.273	507.537	520.444	501.862	515.619	514.937	524.041	523.280
122	535.740	515.310	504.782	507.677	515.157	506.381	509.853	521.238	535.364	547.193
123	532.710	509.662	504.820	510.193	515.116	501.666	512.630	521.056	532.256	526.507
124	534.426	507.622	511.587	512.766	515.789	505.985	510.934	515.270	538.090	519.779
125	538.739	508.931	509.713	510.901	519.230	522.872	518.717	527.432	511.258	525.803
126	536.423	508.584	510.273	511.704	525.781	516.313	515.849	521.705	528.858	528.251
127	538.560	510.840	517.648	507.219	524.248	524.193	499.878	526.893	525.186	535.081
128	533.918	512.237	506.670	514.606	529.462	516.324	523.589	534.597	526.830	541.347
