 	Profile_Slice_1	Profile_Slice_2
1	2554.716	2561.126
2	2505.917	2539.373
3	2493.220	2522.457
4	2488.562	2509.426
5	2483.899	2508.952
6	2410.618	2548.774
7	2494.429	2502.521
8	2482.984	2497.764
9	2488.775	2478.527
10	2497.050	2444.989
11	2461.439	2475.400
12	2430.790	2487.240
13	2462.644	2490.951
14	2489.292	2479.131
15	2443.570	2463.798
16	2399.773	2417.854
17	2365.204	2377.442
18	2410.380	2319.870
19	2359.767	2317.394
20	2342.832	2294.225
21	2262.548	2326.226
22	2250.070	2279.823
23	2188.050	2226.306
24	2205.804	2236.191
25	2184.883	2234.803
26	2188.752	2196.037
27	2159.162	2167.492
28	2141.437	2170.956
29	2124.486	2190.216
30	2132.075	2187.418
31	2166.454	2190.924
32	2168.350	2137.178
33	2104.842	2164.306
34	2140.430	2175.598
35	2151.272	2141.537
36	2137.587	2157.222
37	2108.344	2172.830
38	2103.950	2172.392
39	2128.662	2254.480
40	2120.593	2187.747
41	2103.615	2155.275
42	2158.668	2231.407
43	2110.977	2232.062
44	2161.453	2268.248
45	2199.441	2329.433
46	2215.140	2315.686
47	2314.540	2378.667
48	2353.217	2384.559
49	2412.767	2370.389
50	2327.181	2351.005
51	2369.786	2311.002
52	2323.068	2258.129
53	2254.584	2223.489
54	2199.194	2161.212
55	2147.743	2099.830
56	2106.485	2086.411
57	2118.681	2080.512
58	2064.854	2018.416
59	2066.162	1970.822
60	2011.963	1933.415
61	1941.696	1843.233
62	1937.469	1739.746
63	1860.123	1704.462
64	1843.271	1660.567
65	1740.738	1619.768
66	1678.326	1562.046
67	1628.174	1528.574
68	1654.118	1500.416
69	1587.664	1451.752
70	1558.904	1437.851
71	1460.306	1442.505
72	1440.766	1403.500
73	1442.019	1392.855
74	1373.932	1331.776
75	1353.373	1322.483
76	1326.231	1301.702
77	1292.986	1283.043
78	1265.127	1235.792
79	1260.618	1258.882
80	1236.006	1211.889
81	1186.084	1155.070
82	1178.298	1176.284
83	1174.473	1137.900
84	1138.338	1143.927
85	1104.831	1117.207
86	1087.550	1093.760
87	1112.499	1098.938
88	1090.454	1069.362
89	1061.034	1064.415
90	1071.440	1051.185
91	1050.883	1054.666
92	1046.913	1006.691
93	1024.381	1009.055
94	1015.726	1000.811
95	993.181	981.615
96	989.725	988.666
97	987.558	987.062
98	957.881	993.210
99	953.836	959.270
100	937.266	941.294
101	914.168	914.464
102	914.070	938.817
103	909.093	905.887
104	920.909	879.101
105	907.753	894.314
106	863.593	866.734
107	866.408	862.001
108	873.646	836.224
109	836.417	873.297
110	852.931	840.818
111	826.707	835.721
112	861.371	813.154
113	833.072	798.167
114	817.395	808.240
115	796.987	813.207
116	790.435	759.468
117	792.207	798.399
118	801.076	786.157
119	798.154	768.340
120	804.017	754.379
121	791.901	740.944
122	742.034	780.694
123	750.735	765.138
124	745.765	747.610
125	739.228	729.505
126	736.099	716.285
127	745.670	707.515
128	748.418	715.879
129	748.229	710.818
130	727.357	706.524
131	712.734	700.718
132	723.999	715.010
133	699.398	707.305
134	706.694	700.663
135	679.956	694.556
136	676.693	690.718
137	662.287	689.246
138	683.547	685.294
139	657.640	685.027
140	654.471	659.629
141	661.618	653.266
142	670.025	643.302
143	665.236	648.060
144	645.566	642.295
145	625.074	651.005
146	660.018	637.065
147	625.666	617.529
148	622.998	616.344
149	625.771	625.731
150	645.423	611.969
151	622.480	599.212
152	605.874	621.632
153	903.891	943.698
154	916.409	935.298
155	937.761	958.201
156	931.334	959.597
157	952.656	966.941
158	970.524	974.294
159	959.403	994.386
160	972.852	1036.248
161	992.883	1012.113
162	1021.548	1017.306
163	1045.426	1024.410
164	1056.698	1070.903
165	1051.205	1082.519
166	1050.362	1121.887
167	1071.138	1148.341
168	1102.863	1142.064
169	1140.328	1139.328
170	1142.775	1168.121
171	1149.311	1158.862
172	1162.951	1190.703
173	1191.148	1213.107
174	1227.511	1242.250
175	1214.484	1275.331
176	1258.826	1300.094
177	1301.717	1340.064
178	1307.067	1326.191
179	1338.173	1387.224
180	1403.240	1430.186
181	1418.081	1455.452
182	1455.917	1496.169
183	1497.116	1502.830
184	1510.824	1556.106
185	1595.672	1612.860
186	1689.768	1670.551
187	1738.349	1747.216
188	1783.506	1778.481
189	1865.438	1857.621
190	1935.159	1938.161
191	2026.587	1963.112
192	2082.222	2023.539
193	2124.532	2075.234
194	2239.374	2144.789
195	2283.535	2211.916
196	2305.550	2284.593
197	2339.219	2291.940
198	2343.403	2317.692
199	2277.369	2314.237
200	2235.573	2293.902
201	2226.689	2218.054
202	2097.774	2141.171
203	2035.318	2081.795
204	2011.862	2065.658
205	1993.767	2032.552
206	1916.061	1953.108
207	1889.448	1893.331
208	1823.765	1897.279
209	1845.811	1903.267
210	1859.697	1872.485
211	1828.005	1820.053
212	1812.403	1816.567
213	1785.148	1811.551
214	1741.256	1825.936
215	1775.772	1832.733
216	1756.083	1801.985
217	1737.211	1755.389
218	1731.869	1748.636
219	1735.958	1752.128
220	1721.224	1810.187
221	1701.732	1729.494
222	1737.246	1745.446
223	1751.566	1759.927
224	1717.606	1747.948
225	1744.667	1746.205
226	1785.066	1757.358
227	1775.857	1734.557
228	1767.509	1733.797
229	1712.531	1737.242
230	1712.094	1728.931
231	1701.332	1709.615
232	1708.582	1722.707
233	1726.791	1748.987
234	1696.745	1765.530
235	1662.208	1726.391
236	1658.451	1710.795
237	1722.362	1747.853
238	1697.344	1777.831
239	1697.222	1746.805
240	1719.211	1730.197
241	1659.193	1751.961
242	1691.799	1727.775
243	1642.878	1725.547
244	1686.963	1691.165
245	1695.538	1719.083
246	1666.207	1719.158
247	1655.915	1716.702
248	1702.457	1738.199
249	1719.352	1759.244
250	1680.029	1767.790
251	1711.355	1708.153
252	1680.575	1722.456
253	1689.894	1768.312
254	1684.668	1747.184
255	1772.954	1781.487
256	1750.515	1792.152
257	1725.686	1758.379
258	1715.371	1788.982
259	1740.586	1831.714
260	1767.272	1811.482
261	1751.913	1820.817
262	1745.455	1808.556
263	1750.425	1847.090
264	1756.208	1832.434
265	1788.202	1843.618
266	1828.780	1848.344
267	1777.634	1838.940
268	1815.053	1855.888
269	1811.154	1861.206
270	1797.402	1840.793
271	1779.350	1881.433
272	1819.747	1897.239
273	1820.119	1910.678
274	1794.870	1889.849
275	1807.633	1925.866
276	1833.926	1964.023
277	1841.215	1911.476
278	1815.697	1958.262
279	1829.533	1947.958
280	1891.509	1939.320
281	1874.777	1910.798
282	1859.236	1917.102
283	1837.182	1949.644
284	1873.919	1995.893
285	1906.736	2010.622
286	1897.555	2007.251
287	1902.969	2019.145
288	1911.122	2035.941
289	1916.831	2026.258
290	1949.701	2019.122
291	1936.524	2040.965
292	1937.689	2060.180
